l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,l_discount,s_nationkey,p_brand,c_nationkey,groupcol,aggcol
F,F,A,COLLECT COD,1,Manufacturer#5,1-URGENT,2,BUILDING,MAIL,1,0.07,0.06,2,Brand#52,9,4814,4
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,2,BUILDING,REG AIR,6,0.04,0.04,5,Brand#32,9,4814,19
F,F,A,DELIVER IN PERSON,1,Manufacturer#4,1-URGENT,2,BUILDING,FOB,3,0.05,0.03,24,Brand#43,9,4814,37
F,F,A,COLLECT COD,0,Manufacturer#1,1-URGENT,2,BUILDING,SHIP,2,0,0.03,14,Brand#11,9,4814,30
F,F,R,DELIVER IN PERSON,1,Manufacturer#3,5-LOW,3,MACHINERY,REG AIR,3,0.08,0.03,17,Brand#34,6,4815,21
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,5-LOW,3,MACHINERY,RAIL,2,0.02,0.09,19,Brand#33,6,4815,7
F,F,A,COLLECT COD,0,Manufacturer#4,5-LOW,3,MACHINERY,SHIP,4,0.05,0.1,16,Brand#44,6,4815,6
F,F,R,COLLECT COD,4,Manufacturer#2,5-LOW,3,MACHINERY,AIR,1,0.03,0.08,11,Brand#24,6,4815,1
F,F,R,COLLECT COD,2,Manufacturer#2,5-LOW,3,MACHINERY,MAIL,5,0.08,0.02,8,Brand#23,6,4815,13
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,3-MEDIUM,3,BUILDING,MAIL,3,0.04,0.04,6,Brand#43,22,4816,25
F,F,R,DELIVER IN PERSON,3,Manufacturer#2,3-MEDIUM,3,BUILDING,TRUCK,2,0.07,0.02,22,Brand#24,22,4816,13
F,F,R,NONE,3,Manufacturer#2,3-MEDIUM,3,BUILDING,REG AIR,1,0.05,0.03,19,Brand#21,22,4816,31
O,P,N,NONE,4,Manufacturer#2,5-LOW,3,MACHINERY,RAIL,3,0.04,0.03,20,Brand#21,6,4817,7
O,P,N,COLLECT COD,1,Manufacturer#1,5-LOW,3,MACHINERY,FOB,1,0.05,0.07,2,Brand#14,6,4817,9
F,P,N,TAKE BACK RETURN,4,Manufacturer#1,5-LOW,3,MACHINERY,TRUCK,2,0.04,0,10,Brand#13,6,4817,48
O,P,N,COLLECT COD,4,Manufacturer#1,5-LOW,3,MACHINERY,MAIL,4,0.01,0.05,4,Brand#12,6,4817,28
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,4-NOT SPECIFIED,2,HOUSEHOLD,RAIL,1,0.07,0,9,Brand#34,18,4818,30
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,4-NOT SPECIFIED,2,HOUSEHOLD,TRUCK,3,0.02,0.04,14,Brand#31,18,4818,28
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,4-NOT SPECIFIED,2,HOUSEHOLD,TRUCK,6,0.02,0.09,12,Brand#51,18,4818,18
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,4-NOT SPECIFIED,2,HOUSEHOLD,REG AIR,2,0.06,0.01,5,Brand#31,18,4818,3
F,F,R,DELIVER IN PERSON,4,Manufacturer#5,4-NOT SPECIFIED,2,HOUSEHOLD,FOB,4,0.02,0.05,13,Brand#52,18,4818,37
F,F,R,NONE,4,Manufacturer#2,4-NOT SPECIFIED,2,HOUSEHOLD,REG AIR,5,0.06,0.05,20,Brand#21,18,4818,20
O,O,N,COLLECT COD,2,Manufacturer#3,5-LOW,1,FURNITURE,SHIP,5,0.01,0.02,21,Brand#35,17,4819,38
O,O,N,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,1,FURNITURE,MAIL,4,0.07,0.06,8,Brand#51,17,4819,41
O,O,N,DELIVER IN PERSON,4,Manufacturer#5,5-LOW,1,FURNITURE,RAIL,6,0.05,0.06,4,Brand#53,17,4819,33
O,O,N,DELIVER IN PERSON,1,Manufacturer#2,5-LOW,1,FURNITURE,TRUCK,2,0.08,0.1,24,Brand#23,17,4819,41
O,O,N,NONE,1,Manufacturer#1,5-LOW,1,FURNITURE,AIR,3,0.06,0.09,2,Brand#11,17,4819,20
O,O,N,TAKE BACK RETURN,0,Manufacturer#2,5-LOW,1,FURNITURE,SHIP,1,0.07,0.06,16,Brand#21,17,4819,11
F,F,A,DELIVER IN PERSON,2,Manufacturer#4,4-NOT SPECIFIED,0,MACHINERY,FOB,2,0.02,0.04,21,Brand#41,16,4820,41
F,F,A,NONE,1,Manufacturer#2,4-NOT SPECIFIED,0,MACHINERY,REG AIR,6,0.02,0.06,24,Brand#23,16,4820,39
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,4-NOT SPECIFIED,0,MACHINERY,REG AIR,4,0.06,0.02,9,Brand#34,16,4820,38
F,F,A,COLLECT COD,1,Manufacturer#1,4-NOT SPECIFIED,0,MACHINERY,TRUCK,3,0.06,0.07,3,Brand#13,16,4820,37
F,F,A,NONE,2,Manufacturer#1,4-NOT SPECIFIED,0,MACHINERY,TRUCK,1,0.07,0.02,21,Brand#15,16,4820,28
F,F,R,COLLECT COD,1,Manufacturer#2,4-NOT SPECIFIED,0,MACHINERY,SHIP,5,0.08,0.04,24,Brand#24,16,4820,1
F,F,R,COLLECT COD,2,Manufacturer#2,1-URGENT,4,FURNITURE,REG AIR,4,0.07,0.01,8,Brand#24,10,4821,40
F,F,A,NONE,2,Manufacturer#3,1-URGENT,4,FURNITURE,SHIP,2,0.02,0.08,18,Brand#34,10,4821,20
F,F,R,COLLECT COD,0,Manufacturer#4,1-URGENT,4,FURNITURE,FOB,3,0.05,0.05,16,Brand#43,10,4821,28
F,F,R,COLLECT COD,3,Manufacturer#1,1-URGENT,4,FURNITURE,REG AIR,1,0.02,0.03,19,Brand#12,10,4821,35
O,O,N,DELIVER IN PERSON,3,Manufacturer#2,5-LOW,2,AUTOMOBILE,REG AIR,5,0.05,0.04,23,Brand#25,18,4822,43
O,O,N,DELIVER IN PERSON,2,Manufacturer#2,5-LOW,2,AUTOMOBILE,FOB,1,0.03,0,12,Brand#25,18,4822,36
O,O,N,COLLECT COD,0,Manufacturer#1,5-LOW,2,AUTOMOBILE,FOB,3,0.05,0.09,16,Brand#13,18,4822,48
O,O,N,TAKE BACK RETURN,0,Manufacturer#3,5-LOW,2,AUTOMOBILE,FOB,2,0.07,0.06,14,Brand#32,18,4822,9
O,O,N,TAKE BACK RETURN,1,Manufacturer#5,5-LOW,2,AUTOMOBILE,TRUCK,4,0.07,0.02,24,Brand#55,18,4822,31
O,O,N,NONE,3,Manufacturer#2,1-URGENT,2,AUTOMOBILE,AIR,2,0.06,0.1,7,Brand#24,9,4823,13
O,O,N,COLLECT COD,2,Manufacturer#3,1-URGENT,2,AUTOMOBILE,SHIP,1,0.02,0.07,18,Brand#31,9,4823,50
O,O,N,NONE,2,Manufacturer#5,1-URGENT,2,AUTOMOBILE,REG AIR,3,0.04,0.09,21,Brand#51,9,4823,11
O,O,N,COLLECT COD,0,Manufacturer#2,1-URGENT,2,AUTOMOBILE,REG AIR,4,0.06,0.06,14,Brand#24,9,4823,42
O,O,N,COLLECT COD,3,Manufacturer#4,3-MEDIUM,0,BUILDING,SHIP,2,0.02,0.05,7,Brand#43,15,4824,35
O,O,N,NONE,0,Manufacturer#2,3-MEDIUM,0,BUILDING,SHIP,3,0.04,0.09,14,Brand#25,15,4824,40
O,O,N,COLLECT COD,1,Manufacturer#5,3-MEDIUM,0,BUILDING,REG AIR,6,0.03,0.01,1,Brand#54,15,4824,43
O,O,N,NONE,1,Manufacturer#2,3-MEDIUM,0,BUILDING,REG AIR,4,0.08,0.04,17,Brand#22,15,4824,3
O,O,N,NONE,2,Manufacturer#3,3-MEDIUM,0,BUILDING,AIR,5,0.08,0.05,21,Brand#31,15,4824,36
O,O,N,COLLECT COD,2,Manufacturer#3,3-MEDIUM,0,BUILDING,SHIP,1,0.05,0.07,18,Brand#33,15,4824,20
O,O,N,DELIVER IN PERSON,2,Manufacturer#5,3-MEDIUM,0,BUILDING,SHIP,7,0.07,0.06,18,Brand#53,15,4824,43
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,2-HIGH,4,HOUSEHOLD,TRUCK,1,0.02,0.09,21,Brand#34,11,4825,3
O,O,N,DELIVER IN PERSON,2,Manufacturer#5,2-HIGH,1,BUILDING,SHIP,2,0.05,0,18,Brand#51,24,4826,37
O,O,N,COLLECT COD,0,Manufacturer#3,2-HIGH,1,BUILDING,TRUCK,1,0.05,0.06,14,Brand#33,24,4826,47
O,O,N,DELIVER IN PERSON,0,Manufacturer#5,2-HIGH,1,BUILDING,SHIP,3,0.04,0.09,5,Brand#52,24,4826,12
O,O,N,NONE,0,Manufacturer#2,2-HIGH,1,BUILDING,RAIL,6,0.08,0.01,5,Brand#25,24,4826,43
O,O,N,NONE,3,Manufacturer#5,2-HIGH,1,BUILDING,AIR,4,0.01,0.01,22,Brand#52,24,4826,19
O,O,N,DELIVER IN PERSON,2,Manufacturer#2,2-HIGH,1,BUILDING,MAIL,5,0.01,0.01,9,Brand#21,24,4826,27
F,F,A,DELIVER IN PERSON,1,Manufacturer#1,2-HIGH,0,AUTOMOBILE,RAIL,6,0.06,0.08,1,Brand#14,16,4827,11
F,F,R,COLLECT COD,3,Manufacturer#4,2-HIGH,0,AUTOMOBILE,SHIP,4,0.04,0,7,Brand#42,16,4827,43
F,F,R,COLLECT COD,4,Manufacturer#4,2-HIGH,0,AUTOMOBILE,FOB,2,0,0.09,4,Brand#42,16,4827,41
F,F,R,COLLECT COD,2,Manufacturer#1,2-HIGH,0,AUTOMOBILE,FOB,5,0.05,0,18,Brand#13,16,4827,21
F,F,R,TAKE BACK RETURN,0,Manufacturer#4,2-HIGH,0,AUTOMOBILE,AIR,1,0.07,0.09,0,Brand#41,16,4827,8
F,F,A,NONE,3,Manufacturer#3,2-HIGH,0,AUTOMOBILE,FOB,3,0.04,0.06,19,Brand#32,16,4827,47
O,O,N,DELIVER IN PERSON,4,Manufacturer#2,4-NOT SPECIFIED,1,FURNITURE,TRUCK,3,0,0,4,Brand#21,1,4828,20
O,O,N,NONE,0,Manufacturer#4,4-NOT SPECIFIED,1,FURNITURE,RAIL,5,0.08,0.06,16,Brand#45,1,4828,10
O,O,N,TAKE BACK RETURN,4,Manufacturer#3,4-NOT SPECIFIED,1,FURNITURE,REG AIR,6,0.02,0.04,13,Brand#35,1,4828,2
O,O,N,DELIVER IN PERSON,2,Manufacturer#2,4-NOT SPECIFIED,1,FURNITURE,TRUCK,1,0.04,0.1,8,Brand#25,1,4828,9
O,O,N,COLLECT COD,2,Manufacturer#5,4-NOT SPECIFIED,1,FURNITURE,AIR,2,0.03,0.01,18,Brand#54,1,4828,10
O,O,N,NONE,0,Manufacturer#1,4-NOT SPECIFIED,1,FURNITURE,REG AIR,4,0,0.06,5,Brand#12,1,4828,12
F,F,R,DELIVER IN PERSON,1,Manufacturer#5,5-LOW,3,AUTOMOBILE,AIR,4,0.07,0.06,3,Brand#54,19,4829,27
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,5-LOW,3,AUTOMOBILE,MAIL,2,0.04,0.03,18,Brand#43,19,4829,34
F,F,A,TAKE BACK RETURN,4,Manufacturer#2,5-LOW,3,AUTOMOBILE,AIR,3,0,0.02,20,Brand#21,19,4829,15
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,5-LOW,3,AUTOMOBILE,RAIL,1,0.03,0.09,18,Brand#13,19,4829,46
F,F,R,COLLECT COD,0,Manufacturer#1,2-HIGH,4,AUTOMOBILE,FOB,5,0.05,0.04,16,Brand#12,4,4830,39
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,2-HIGH,4,AUTOMOBILE,TRUCK,2,0.05,0.02,14,Brand#55,4,4830,35
F,F,R,COLLECT COD,1,Manufacturer#1,2-HIGH,4,AUTOMOBILE,SHIP,4,0,0.09,2,Brand#13,4,4830,35
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,2-HIGH,4,AUTOMOBILE,MAIL,1,0.01,0.08,9,Brand#51,4,4830,46
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,2-HIGH,4,AUTOMOBILE,REG AIR,3,0.01,0.06,7,Brand#13,4,4830,8
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,2-HIGH,4,AUTOMOBILE,SHIP,6,0.05,0.03,9,Brand#13,4,4830,48
O,O,N,COLLECT COD,2,Manufacturer#5,4-NOT SPECIFIED,1,AUTOMOBILE,REG AIR,1,0.04,0.01,18,Brand#52,3,4831,4
O,O,N,TAKE BACK RETURN,4,Manufacturer#2,2-HIGH,2,FURNITURE,TRUCK,1,0.03,0.05,13,Brand#24,21,4832,19
O,O,N,COLLECT COD,3,Manufacturer#4,2-HIGH,2,FURNITURE,REG AIR,5,0.05,0,6,Brand#41,21,4832,38
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,2-HIGH,2,FURNITURE,FOB,7,0.03,0.07,16,Brand#31,21,4832,12
O,O,N,COLLECT COD,4,Manufacturer#4,2-HIGH,2,FURNITURE,AIR,3,0.04,0.08,4,Brand#44,21,4832,32
O,O,N,TAKE BACK RETURN,3,Manufacturer#2,2-HIGH,2,FURNITURE,REG AIR,4,0.03,0.07,7,Brand#25,21,4832,15
O,O,N,TAKE BACK RETURN,3,Manufacturer#1,2-HIGH,2,FURNITURE,AIR,2,0.03,0.08,23,Brand#11,21,4832,11
O,O,N,NONE,2,Manufacturer#3,2-HIGH,2,FURNITURE,FOB,6,0.08,0.03,18,Brand#31,21,4832,8
F,F,A,TAKE BACK RETURN,3,Manufacturer#2,2-HIGH,2,MACHINERY,SHIP,1,0.05,0.06,19,Brand#21,21,4833,39
O,O,N,NONE,2,Manufacturer#4,2-HIGH,0,MACHINERY,FOB,2,0.02,0.08,18,Brand#43,5,4834,14
O,O,N,NONE,1,Manufacturer#4,2-HIGH,0,MACHINERY,MAIL,1,0.06,0.01,17,Brand#43,5,4834,22
O,O,N,DELIVER IN PERSON,2,Manufacturer#3,2-HIGH,0,BUILDING,SHIP,1,0.08,0.03,18,Brand#35,15,4835,9
O,O,N,COLLECT COD,2,Manufacturer#3,2-HIGH,0,BUILDING,MAIL,7,0.02,0.1,21,Brand#34,15,4835,8
O,O,N,NONE,0,Manufacturer#2,2-HIGH,0,BUILDING,MAIL,3,0.08,0.02,0,Brand#24,15,4835,15
O,O,N,NONE,3,Manufacturer#3,2-HIGH,0,BUILDING,RAIL,6,0.04,0.07,7,Brand#32,15,4835,50
O,O,N,TAKE BACK RETURN,2,Manufacturer#2,2-HIGH,0,BUILDING,AIR,4,0.03,0.06,18,Brand#24,15,4835,33
O,O,N,TAKE BACK RETURN,1,Manufacturer#2,2-HIGH,0,BUILDING,FOB,5,0.05,0.06,24,Brand#24,15,4835,38
O,O,N,TAKE BACK RETURN,1,Manufacturer#3,2-HIGH,0,BUILDING,MAIL,2,0.08,0.08,24,Brand#31,15,4835,45
O,O,N,TAKE BACK RETURN,1,Manufacturer#1,3-MEDIUM,2,FURNITURE,TRUCK,1,0.04,0.01,24,Brand#14,9,4836,41
F,F,R,TAKE BACK RETURN,3,Manufacturer#1,1-URGENT,2,MACHINERY,SHIP,1,0.08,0,22,Brand#11,21,4837,15
F,F,A,COLLECT COD,3,Manufacturer#5,1-URGENT,2,MACHINERY,FOB,5,0.08,0.01,7,Brand#51,21,4837,32
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,2,MACHINERY,FOB,3,0.07,0.06,7,Brand#11,21,4837,11
F,F,A,TAKE BACK RETURN,0,Manufacturer#1,1-URGENT,2,MACHINERY,REG AIR,4,0.01,0.01,16,Brand#12,21,4837,19
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,1-URGENT,2,MACHINERY,AIR,2,0,0.09,23,Brand#42,21,4837,15
F,F,R,NONE,1,Manufacturer#3,1-URGENT,2,MACHINERY,SHIP,6,0.01,0.02,17,Brand#33,21,4837,46
F,F,A,COLLECT COD,4,Manufacturer#4,1-URGENT,2,MACHINERY,AIR,7,0.05,0,10,Brand#43,21,4837,7
F,F,R,COLLECT COD,0,Manufacturer#4,1-URGENT,1,BUILDING,AIR,2,0,0.05,14,Brand#41,3,4838,42
F,F,R,DELIVER IN PERSON,0,Manufacturer#5,1-URGENT,1,BUILDING,FOB,5,0.03,0.03,0,Brand#54,3,4838,21
F,F,R,DELIVER IN PERSON,0,Manufacturer#3,1-URGENT,1,BUILDING,AIR,3,0.06,0.02,14,Brand#35,3,4838,36
F,F,R,COLLECT COD,3,Manufacturer#5,1-URGENT,1,BUILDING,SHIP,6,0.08,0.06,7,Brand#52,3,4838,21
F,F,A,COLLECT COD,2,Manufacturer#2,1-URGENT,1,BUILDING,FOB,1,0.02,0.03,21,Brand#22,3,4838,50
F,F,A,NONE,3,Manufacturer#3,1-URGENT,1,BUILDING,TRUCK,4,0.08,0.07,19,Brand#33,3,4838,12
F,F,R,COLLECT COD,2,Manufacturer#2,1-URGENT,1,BUILDING,TRUCK,7,0.05,0.06,9,Brand#24,3,4838,13
O,O,N,NONE,2,Manufacturer#3,1-URGENT,1,MACHINERY,MAIL,1,0.08,0.02,9,Brand#31,2,4839,26
O,O,N,NONE,3,Manufacturer#4,1-URGENT,1,MACHINERY,FOB,5,0,0.1,19,Brand#41,2,4839,31
O,O,N,COLLECT COD,1,Manufacturer#2,1-URGENT,1,MACHINERY,AIR,3,0.08,0.02,24,Brand#23,2,4839,37
O,O,N,DELIVER IN PERSON,4,Manufacturer#3,1-URGENT,1,MACHINERY,RAIL,2,0,0.07,20,Brand#32,2,4839,12
O,O,N,TAKE BACK RETURN,2,Manufacturer#2,1-URGENT,1,MACHINERY,REG AIR,4,0.02,0.03,18,Brand#25,2,4839,48
O,O,N,COLLECT COD,4,Manufacturer#2,1-URGENT,1,MACHINERY,SHIP,6,0.06,0.07,20,Brand#22,2,4839,4
O,O,N,NONE,1,Manufacturer#3,2-HIGH,3,FURNITURE,SHIP,1,0.05,0.05,1,Brand#31,6,4840,11
O,O,N,COLLECT COD,4,Manufacturer#3,2-HIGH,3,FURNITURE,RAIL,4,0,0.05,4,Brand#31,6,4840,9
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,2-HIGH,3,FURNITURE,FOB,2,0.07,0.07,0,Brand#34,6,4840,41
O,O,N,COLLECT COD,3,Manufacturer#1,2-HIGH,3,FURNITURE,RAIL,3,0.06,0.01,7,Brand#11,6,4840,34
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,4-NOT SPECIFIED,1,MACHINERY,SHIP,1,0.04,0.02,9,Brand#51,17,4841,11
F,F,A,TAKE BACK RETURN,3,Manufacturer#2,4-NOT SPECIFIED,1,MACHINERY,FOB,2,0.03,0.04,22,Brand#23,17,4841,26
F,F,A,NONE,3,Manufacturer#3,4-NOT SPECIFIED,1,MACHINERY,RAIL,7,0.08,0.1,23,Brand#34,17,4841,13
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,4-NOT SPECIFIED,1,MACHINERY,REG AIR,3,0.03,0.05,13,Brand#52,17,4841,19
F,F,R,DELIVER IN PERSON,0,Manufacturer#5,4-NOT SPECIFIED,1,MACHINERY,REG AIR,4,0.06,0.08,16,Brand#51,17,4841,13
F,F,A,TAKE BACK RETURN,4,Manufacturer#4,4-NOT SPECIFIED,1,MACHINERY,TRUCK,5,0.08,0.03,4,Brand#41,17,4841,28
F,F,R,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,1,MACHINERY,SHIP,6,0.06,0.1,18,Brand#44,17,4841,27
F,F,R,COLLECT COD,4,Manufacturer#1,4-NOT SPECIFIED,3,MACHINERY,FOB,1,0.08,0.07,10,Brand#15,23,4842,50
O,O,N,DELIVER IN PERSON,3,Manufacturer#2,4-NOT SPECIFIED,2,AUTOMOBILE,FOB,1,0,0.02,19,Brand#21,12,4843,17
O,O,N,COLLECT COD,1,Manufacturer#5,4-NOT SPECIFIED,2,AUTOMOBILE,RAIL,2,0.03,0.05,2,Brand#51,12,4843,25
O,O,N,COLLECT COD,4,Manufacturer#2,4-NOT SPECIFIED,2,AUTOMOBILE,AIR,3,0.02,0.1,4,Brand#24,12,4843,36
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,5-LOW,4,BUILDING,AIR,3,0.05,0.02,10,Brand#14,20,4844,32
F,F,R,NONE,0,Manufacturer#3,5-LOW,4,BUILDING,MAIL,4,0,0.06,0,Brand#32,20,4844,33
F,F,A,COLLECT COD,2,Manufacturer#1,5-LOW,4,BUILDING,AIR,1,0.05,0.1,21,Brand#15,20,4844,30
F,F,R,COLLECT COD,0,Manufacturer#3,5-LOW,4,BUILDING,REG AIR,2,0.01,0.06,14,Brand#31,20,4844,28
O,O,N,COLLECT COD,4,Manufacturer#2,4-NOT SPECIFIED,0,HOUSEHOLD,FOB,5,0.07,0.05,4,Brand#24,15,4845,39
O,O,N,TAKE BACK RETURN,3,Manufacturer#1,4-NOT SPECIFIED,0,HOUSEHOLD,MAIL,4,0.04,0.06,7,Brand#11,15,4845,34
O,O,N,TAKE BACK RETURN,3,Manufacturer#5,4-NOT SPECIFIED,0,HOUSEHOLD,REG AIR,2,0.04,0.01,6,Brand#53,15,4845,46
O,O,N,COLLECT COD,4,Manufacturer#5,4-NOT SPECIFIED,0,HOUSEHOLD,AIR,1,0,0.1,4,Brand#51,15,4845,9
O,O,N,TAKE BACK RETURN,3,Manufacturer#2,4-NOT SPECIFIED,0,HOUSEHOLD,SHIP,3,0,0.01,6,Brand#23,15,4845,16
O,O,N,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,0,HOUSEHOLD,REG AIR,7,0.03,0.08,16,Brand#45,15,4845,5
O,O,N,DELIVER IN PERSON,1,Manufacturer#5,4-NOT SPECIFIED,0,HOUSEHOLD,REG AIR,6,0.02,0.09,2,Brand#55,15,4845,5
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,2-HIGH,1,BUILDING,AIR,1,0.06,0.07,5,Brand#51,1,4846,6
F,F,A,NONE,0,Manufacturer#1,2-HIGH,1,BUILDING,AIR,3,0.01,0.04,16,Brand#13,1,4846,3
F,F,A,COLLECT COD,3,Manufacturer#3,2-HIGH,1,BUILDING,SHIP,2,0.08,0.1,23,Brand#35,1,4846,32
F,F,A,COLLECT COD,1,Manufacturer#1,3-MEDIUM,2,FURNITURE,AIR,2,0.05,0.07,17,Brand#11,12,4847,47
F,F,A,NONE,4,Manufacturer#4,3-MEDIUM,2,FURNITURE,MAIL,1,0,0.1,4,Brand#42,12,4847,45
F,F,R,COLLECT COD,0,Manufacturer#3,2-HIGH,0,MACHINERY,SHIP,1,0.01,0.07,14,Brand#35,14,4848,42
F,F,A,COLLECT COD,2,Manufacturer#2,2-HIGH,0,MACHINERY,TRUCK,2,0.04,0.05,18,Brand#23,14,4848,42
F,F,N,TAKE BACK RETURN,3,Manufacturer#5,3-MEDIUM,1,MACHINERY,RAIL,2,0.03,0.08,7,Brand#53,24,4849,8
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,1,MACHINERY,RAIL,1,0.06,0,12,Brand#34,24,4849,41
F,F,A,COLLECT COD,3,Manufacturer#2,2-HIGH,2,FURNITURE,TRUCK,5,0.03,0.07,22,Brand#23,12,4850,7
F,F,A,COLLECT COD,4,Manufacturer#5,2-HIGH,2,FURNITURE,TRUCK,4,0.08,0.07,11,Brand#52,12,4850,12
F,F,A,COLLECT COD,1,Manufacturer#5,2-HIGH,2,FURNITURE,REG AIR,3,0,0.02,17,Brand#52,12,4850,29
F,F,R,NONE,1,Manufacturer#2,2-HIGH,2,FURNITURE,RAIL,2,0.03,0.02,24,Brand#24,12,4850,35
F,F,R,NONE,0,Manufacturer#3,2-HIGH,2,FURNITURE,AIR,1,0.01,0.03,14,Brand#33,12,4850,34
O,O,N,COLLECT COD,3,Manufacturer#3,5-LOW,4,BUILDING,SHIP,1,0.07,0.01,19,Brand#35,20,4851,7
O,O,N,NONE,2,Manufacturer#1,5-LOW,4,BUILDING,TRUCK,2,0.01,0.02,8,Brand#13,20,4851,48
F,F,R,NONE,0,Manufacturer#1,1-URGENT,0,AUTOMOBILE,TRUCK,3,0.07,0.02,0,Brand#13,16,4852,47
F,F,A,DELIVER IN PERSON,4,Manufacturer#1,1-URGENT,0,AUTOMOBILE,FOB,2,0.04,0.02,4,Brand#14,16,4852,32
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,0,AUTOMOBILE,MAIL,4,0,0.02,8,Brand#14,16,4852,25
F,F,A,COLLECT COD,1,Manufacturer#4,1-URGENT,0,AUTOMOBILE,MAIL,1,0.05,0.03,24,Brand#45,16,4852,49
F,F,R,TAKE BACK RETURN,3,Manufacturer#2,2-HIGH,1,AUTOMOBILE,FOB,4,0.03,0.02,19,Brand#22,24,4853,32
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,2-HIGH,1,AUTOMOBILE,TRUCK,1,0.07,0.04,5,Brand#33,24,4853,41
F,F,R,DELIVER IN PERSON,3,Manufacturer#2,2-HIGH,1,AUTOMOBILE,TRUCK,5,0.04,0.02,23,Brand#24,24,4853,22
F,F,A,COLLECT COD,4,Manufacturer#5,2-HIGH,1,AUTOMOBILE,AIR,2,0.06,0.03,4,Brand#55,24,4853,14
F,F,R,COLLECT COD,1,Manufacturer#2,2-HIGH,1,AUTOMOBILE,MAIL,3,0.05,0.06,17,Brand#25,24,4853,31
F,F,R,COLLECT COD,1,Manufacturer#5,3-MEDIUM,4,BUILDING,REG AIR,1,0.04,0.07,17,Brand#54,13,4854,44
O,O,N,NONE,3,Manufacturer#5,2-HIGH,2,AUTOMOBILE,RAIL,1,0.03,0.09,7,Brand#54,9,4855,8
O,O,N,TAKE BACK RETURN,1,Manufacturer#4,2-HIGH,2,AUTOMOBILE,FOB,2,0,0.04,24,Brand#41,9,4855,8
F,F,A,NONE,3,Manufacturer#3,4-NOT SPECIFIED,4,BUILDING,MAIL,3,0.01,0.04,19,Brand#33,20,4856,6
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,4-NOT SPECIFIED,4,BUILDING,FOB,4,0,0.01,19,Brand#32,20,4856,30
F,F,A,COLLECT COD,0,Manufacturer#3,4-NOT SPECIFIED,4,BUILDING,SHIP,1,0.07,0.09,14,Brand#31,20,4856,1
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,4-NOT SPECIFIED,4,BUILDING,MAIL,2,0.07,0.02,7,Brand#42,20,4856,4
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,4-NOT SPECIFIED,4,BUILDING,RAIL,6,0.05,0.03,5,Brand#44,20,4856,7
F,F,R,COLLECT COD,2,Manufacturer#2,4-NOT SPECIFIED,4,BUILDING,TRUCK,5,0.08,0.07,21,Brand#23,20,4856,19
F,F,R,COLLECT COD,4,Manufacturer#4,3-MEDIUM,2,MACHINERY,SHIP,5,0.07,0.09,4,Brand#44,12,4857,38
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,3-MEDIUM,2,MACHINERY,RAIL,3,0.03,0.07,23,Brand#32,12,4857,36
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,3-MEDIUM,2,MACHINERY,FOB,4,0,0.06,6,Brand#33,12,4857,13
F,F,R,COLLECT COD,1,Manufacturer#2,3-MEDIUM,2,MACHINERY,MAIL,1,0.02,0.03,2,Brand#24,12,4857,26
F,F,A,NONE,4,Manufacturer#4,3-MEDIUM,2,MACHINERY,REG AIR,2,0.06,0.09,4,Brand#45,12,4857,11
O,O,N,COLLECT COD,3,Manufacturer#2,2-HIGH,4,BUILDING,AIR,1,0.07,0.04,7,Brand#23,11,4858,28
