o_orderstatus,o_orderpriority,cn_regionkey,c_mktsegment,c_nationkey,o_clerk,o_orderdate,c_acctbal,groupcol,aggcol
O,5-LOW,3,BUILDING,19,Clerk#000000412,1997-09-14,2588.57,4091,1
F,3-MEDIUM,2,BUILDING,12,Clerk#000000655,1993-12-15,-455.22,638,1
O,4-NOT SPECIFIED,0,FURNITURE,0,Clerk#000000533,1997-01-31,274.73,1031,1
F,5-LOW,1,HOUSEHOLD,24,Clerk#000000223,1992-11-01,6113.87,1447,1
O,5-LOW,1,FURNITURE,1,Clerk#000000212,1995-07-01,3082.35,987,1
O,3-MEDIUM,1,AUTOMOBILE,24,Clerk#000000654,1997-08-31,6098.48,911,1
O,5-LOW,1,HOUSEHOLD,2,Clerk#000000574,1996-03-16,9885.89,640,1
F,1-URGENT,3,BUILDING,23,Clerk#000000313,1993-11-19,7525.01,4080,1
O,5-LOW,0,BUILDING,5,Clerk#000000083,1997-02-23,4176.16,3351,1
F,2-HIGH,3,FURNITURE,22,Clerk#000000206,1993-01-14,6262.8,4132,1
F,5-LOW,0,MACHINERY,16,Clerk#000000210,1994-02-17,1520.34,1998,1
F,5-LOW,1,FURNITURE,17,Clerk#000000457,1992-09-13,4495.93,782,1
F,1-URGENT,4,MACHINERY,10,Clerk#000000930,1994-02-28,4768.22,4143,1
O,3-MEDIUM,0,FURNITURE,5,Clerk#000000392,1996-07-19,2568.18,3265,1
F,1-URGENT,3,HOUSEHOLD,6,Clerk#000000099,1992-03-19,6181.7,233,1
F,1-URGENT,2,MACHINERY,21,Clerk#000000579,1992-04-03,8232.51,2073,1
F,4-NOT SPECIFIED,3,BUILDING,19,Clerk#000000729,1992-02-23,9023.25,951,1
F,5-LOW,3,HOUSEHOLD,22,Clerk#000000709,1994-03-11,1062.18,3793,1
O,5-LOW,2,MACHINERY,12,Clerk#000000800,1998-03-09,3324.12,440,1
F,2-HIGH,1,FURNITURE,24,Clerk#000000343,1995-01-20,-971.87,4920,1
O,2-HIGH,2,FURNITURE,9,Clerk#000000181,1998-05-22,5674.65,2220,1
O,4-NOT SPECIFIED,4,FURNITURE,11,Clerk#000000662,1995-08-23,5962.57,1577,1
F,1-URGENT,1,FURNITURE,2,Clerk#000000822,1992-05-06,9770.99,347,1
F,2-HIGH,3,MACHINERY,19,Clerk#000000211,1995-01-11,6120.98,3242,1
F,4-NOT SPECIFIED,4,BUILDING,20,Clerk#000000743,1993-10-18,1811.86,4088,1
F,3-MEDIUM,3,AUTOMOBILE,22,Clerk#000000528,1993-04-23,5110.6,468,1
O,5-LOW,4,HOUSEHOLD,10,Clerk#000000813,1998-04-03,8061.98,2490,1
F,1-URGENT,3,FURNITURE,7,Clerk#000000125,1994-02-02,9446.07,3893,1
O,4-NOT SPECIFIED,4,HOUSEHOLD,4,Clerk#000000399,1997-07-23,9360.41,3106,1
O,3-MEDIUM,3,AUTOMOBILE,7,Clerk#000000918,1995-06-12,5713.55,2049,1
O,4-NOT SPECIFIED,1,BUILDING,17,Clerk#000000180,1998-02-10,464.28,2352,1
F,4-NOT SPECIFIED,1,BUILDING,3,Clerk#000000286,1995-02-09,2783.88,2145,1
F,3-MEDIUM,1,BUILDING,17,Clerk#000000018,1995-01-23,6236.13,3764,1
O,4-NOT SPECIFIED,2,BUILDING,9,Clerk#000000841,1998-07-05,6582.66,3731,1
F,1-URGENT,0,AUTOMOBILE,16,Clerk#000000651,1994-11-03,7546.91,273,1
O,2-HIGH,3,AUTOMOBILE,7,Clerk#000000780,1997-03-29,9386.5,20,1
O,4-NOT SPECIFIED,2,MACHINERY,12,Clerk#000000548,1995-06-13,-755.8,2110,1
O,1-URGENT,0,BUILDING,5,Clerk#000000786,1997-06-18,4236.85,3650,1
F,2-HIGH,4,BUILDING,20,Clerk#000000541,1994-07-29,399.6,1507,1
F,5-LOW,4,FURNITURE,13,Clerk#000000296,1994-03-26,4796.94,1904,1
F,3-MEDIUM,2,FURNITURE,9,Clerk#000000754,1993-02-06,5674.65,2220,1
O,1-URGENT,1,BUILDING,2,Clerk#000000747,1998-03-10,4000.59,1443,1
O,2-HIGH,4,HOUSEHOLD,13,Clerk#000000409,1997-04-18,5743.36,1117,1
F,4-NOT SPECIFIED,4,BUILDING,20,Clerk#000000557,1994-07-08,8758.43,4103,1
F,3-MEDIUM,1,AUTOMOBILE,1,Clerk#000000608,1994-05-16,8990.07,668,1
F,1-URGENT,2,BUILDING,8,Clerk#000000846,1992-07-27,736.28,4410,1
O,1-URGENT,4,MACHINERY,10,Clerk#000000106,1996-01-24,7297.2,1160,1
F,3-MEDIUM,1,AUTOMOBILE,1,Clerk#000000301,1992-04-15,-436.48,4159,1
O,3-MEDIUM,0,FURNITURE,5,Clerk#000000130,1996-12-19,3513.08,3115,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,21,Clerk#000000183,1995-01-30,8476.84,1234,1
F,2-HIGH,0,MACHINERY,5,Clerk#000000228,1992-03-18,7659.21,4012,1
F,5-LOW,4,HOUSEHOLD,10,Clerk#000000696,1992-06-04,1279.94,469,1
F,2-HIGH,3,AUTOMOBILE,22,Clerk#000000692,1995-02-11,-531.86,4205,1
O,2-HIGH,2,AUTOMOBILE,21,Clerk#000000121,1997-02-21,7912.04,1593,1
F,1-URGENT,1,MACHINERY,24,Clerk#000000132,1993-07-09,9403.79,123,1
O,5-LOW,1,HOUSEHOLD,3,Clerk#000000317,1996-03-07,386.59,1540,1
F,4-NOT SPECIFIED,3,MACHINERY,23,Clerk#000000909,1993-07-03,1861.64,2423,1
O,1-URGENT,3,HOUSEHOLD,6,Clerk#000000889,1997-08-10,9658.51,497,1
F,2-HIGH,4,HOUSEHOLD,4,Clerk#000000360,1993-05-07,9814.16,467,1
O,5-LOW,1,HOUSEHOLD,24,Clerk#000000609,1997-04-28,2921.01,1022,1
O,4-NOT SPECIFIED,1,HOUSEHOLD,24,Clerk#000000393,1995-11-22,2921.01,1022,1
O,3-MEDIUM,0,FURNITURE,5,Clerk#000000968,1996-08-31,2711.73,3206,1
O,4-NOT SPECIFIED,4,MACHINERY,11,Clerk#000000307,1997-10-16,7052.38,1053,1
F,4-NOT SPECIFIED,3,MACHINERY,23,Clerk#000000714,1994-07-11,1959.15,2829,1
F,1-URGENT,4,AUTOMOBILE,20,Clerk#000000573,1993-12-30,9806.94,3159,1
O,2-HIGH,0,MACHINERY,0,Clerk#000000023,1998-01-03,8678.98,3555,1
P,4-NOT SPECIFIED,4,BUILDING,4,Clerk#000000158,1995-04-25,6317.87,4799,1
F,5-LOW,0,FURNITURE,14,Clerk#000000527,1993-09-12,3761.7,4212,1
O,4-NOT SPECIFIED,1,AUTOMOBILE,3,Clerk#000000725,1996-10-04,3374.17,3008,1
F,3-MEDIUM,3,MACHINERY,7,Clerk#000000553,1994-02-07,3981.92,907,1
F,4-NOT SPECIFIED,3,FURNITURE,7,Clerk#000000162,1993-11-13,7912.03,9969,1
O,2-HIGH,0,HOUSEHOLD,14,Clerk#000000017,1998-07-02,4639.68,4412,1
O,1-URGENT,0,BUILDING,5,Clerk#000000286,1996-10-31,4096.29,3534,1
O,2-HIGH,2,BUILDING,12,Clerk#000000348,1995-07-19,2816.13,2111,1
F,4-NOT SPECIFIED,2,BUILDING,9,Clerk#000000188,1994-08-04,1936.19,142,1
F,2-HIGH,3,FURNITURE,22,Clerk#000000221,1994-04-18,5270.38,3446,1
O,5-LOW,2,AUTOMOBILE,8,Clerk#000000240,1997-06-17,5654.5,612,1
F,1-URGENT,0,HOUSEHOLD,16,Clerk#000000226,1993-05-23,4781.12,1348,1
F,1-URGENT,2,HOUSEHOLD,9,Clerk#000000471,1994-06-19,6257.88,1084,1
F,4-NOT SPECIFIED,1,HOUSEHOLD,24,Clerk#000000965,1994-05-29,82.07,991,1
O,4-NOT SPECIFIED,4,HOUSEHOLD,13,Clerk#000000926,1996-05-07,2990.45,3062,1
F,3-MEDIUM,2,MACHINERY,12,Clerk#000000036,1993-03-20,0.97,2452,1
F,1-URGENT,0,HOUSEHOLD,14,Clerk#000000928,1992-02-03,1209.37,2843,1
O,2-HIGH,2,HOUSEHOLD,12,Clerk#000000014,1997-07-21,2370.26,3503,1
F,2-HIGH,2,MACHINERY,9,Clerk#000000142,1992-01-21,-917.32,1211,1
O,1-URGENT,2,BUILDING,8,Clerk#000000638,1997-01-20,5720.6,4146,1
O,3-MEDIUM,4,BUILDING,10,Clerk#000000198,1996-07-25,2696.6,1702,1
F,4-NOT SPECIFIED,3,MACHINERY,7,Clerk#000000015,1993-03-27,1214.55,1034,1
O,5-LOW,4,FURNITURE,13,Clerk#000000445,1996-10-17,4571.31,394,1
F,2-HIGH,4,AUTOMOBILE,10,Clerk#000000061,1993-02-27,-372.6,1544,1
O,3-MEDIUM,0,BUILDING,15,Clerk#000000807,1997-09-02,71.04,2820,1
O,5-LOW,4,BUILDING,10,Clerk#000000422,1996-03-28,5801.76,3824,1
F,2-HIGH,4,BUILDING,10,Clerk#000000716,1992-05-20,5801.76,3824,1
F,1-URGENT,3,BUILDING,19,Clerk#000000870,1992-03-23,2376.48,1732,1
F,5-LOW,3,FURNITURE,19,Clerk#000000421,1994-02-15,4230.02,67,1
F,2-HIGH,4,HOUSEHOLD,10,Clerk#000000321,1995-02-28,8561.85,1633,1
F,2-HIGH,2,HOUSEHOLD,8,Clerk#000000359,1994-02-28,6563.13,1711,1
F,1-URGENT,4,HOUSEHOLD,10,Clerk#000000751,1993-11-01,7495.94,1616,1
O,4-NOT SPECIFIED,0,FURNITURE,15,Clerk#000000860,1998-04-03,4453.92,2999,1
F,5-LOW,0,BUILDING,5,Clerk#000000667,1994-06-17,3882.72,3396,1
O,4-NOT SPECIFIED,4,MACHINERY,4,Clerk#000000113,1996-03-03,3942.58,1237,1
O,2-HIGH,0,HOUSEHOLD,16,Clerk#000000156,1995-12-01,6881.04,2020,1
O,5-LOW,3,MACHINERY,22,Clerk#000000054,1996-10-15,4070.21,3308,1
F,5-LOW,1,FURNITURE,17,Clerk#000000718,1993-08-07,5264.91,191,1
F,5-LOW,1,MACHINERY,1,Clerk#000000475,1993-09-19,8303.47,3009,1
O,5-LOW,1,AUTOMOBILE,2,Clerk#000000619,1997-10-31,6975.1,894,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,17,Clerk#000000711,1993-01-14,4436.16,3335,1
O,4-NOT SPECIFIED,3,FURNITURE,7,Clerk#000000220,1997-04-23,6385.3,553,1
F,5-LOW,4,BUILDING,13,Clerk#000000218,1993-08-16,1317.56,2391,1
F,1-URGENT,4,AUTOMOBILE,10,Clerk#000000481,1994-02-19,498.77,2701,1
F,3-MEDIUM,4,HOUSEHOLD,13,Clerk#000000964,1994-12-20,5033.66,408,1
O,1-URGENT,4,HOUSEHOLD,4,Clerk#000000018,1995-05-26,8301.29,664,1
O,5-LOW,0,BUILDING,15,Clerk#000000255,1995-09-30,9781.7,3196,1
O,2-HIGH,0,MACHINERY,16,Clerk#000000674,1998-07-25,-100.04,196,1
F,5-LOW,2,BUILDING,8,Clerk#000000327,1993-02-12,6444.37,4955,1
O,2-HIGH,1,MACHINERY,2,Clerk#000000843,1995-06-25,-259.21,841,1
F,4-NOT SPECIFIED,4,FURNITURE,10,Clerk#000000692,1993-01-21,7672.87,3321,1
F,2-HIGH,4,FURNITURE,11,Clerk#000000957,1992-09-29,8166.2,1761,1
F,4-NOT SPECIFIED,0,BUILDING,5,Clerk#000000032,1994-10-05,2800.44,3782,1
O,5-LOW,1,AUTOMOBILE,24,Clerk#000000749,1997-01-01,261,4861,1
F,4-NOT SPECIFIED,2,BUILDING,21,Clerk#000000736,1993-06-29,7250.66,3960,1
F,5-LOW,4,BUILDING,11,Clerk#000000586,1994-11-12,-647.09,1791,1
O,1-URGENT,3,FURNITURE,19,Clerk#000000427,1996-01-19,-832.84,4460,1
O,3-MEDIUM,1,FURNITURE,2,Clerk#000000261,1997-01-11,-20.28,2562,1
F,4-NOT SPECIFIED,2,BUILDING,12,Clerk#000000511,1994-07-06,-796.74,1214,1
P,2-HIGH,0,FURNITURE,16,Clerk#000000958,1995-03-28,7899.6,299,1
O,4-NOT SPECIFIED,4,AUTOMOBILE,11,Clerk#000000833,1996-12-13,123.03,61,1
P,2-HIGH,0,HOUSEHOLD,16,Clerk#000000264,1995-03-18,6996.1,677,1
O,2-HIGH,2,BUILDING,12,Clerk#000000280,1998-01-14,5616.94,3054,1
O,3-MEDIUM,4,FURNITURE,10,Clerk#000000394,1998-02-20,5106.61,1771,1
F,2-HIGH,1,BUILDING,2,Clerk#000000972,1994-06-05,-555.38,611,1
O,3-MEDIUM,1,BUILDING,2,Clerk#000000085,1996-03-25,-555.38,611,1
F,2-HIGH,2,HOUSEHOLD,21,Clerk#000000071,1994-01-28,6890.19,535,1
F,3-MEDIUM,2,BUILDING,12,Clerk#000000496,1992-01-16,8889.56,1663,1
F,1-URGENT,2,AUTOMOBILE,9,Clerk#000000109,1992-12-09,1014.53,4015,1
F,5-LOW,2,FURNITURE,9,Clerk#000000691,1994-09-09,6975.93,266,1
F,1-URGENT,4,BUILDING,11,Clerk#000000696,1993-10-25,-875.12,4865,1
F,4-NOT SPECIFIED,4,BUILDING,13,Clerk#000000902,1993-06-25,5691.92,2448,1
O,2-HIGH,1,HOUSEHOLD,2,Clerk#000000550,1998-05-05,8621.35,1265,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,9,Clerk#000000605,1993-05-02,9119.81,2450,1
O,1-URGENT,4,AUTOMOBILE,20,Clerk#000000556,1995-10-23,7838.69,2134,1
F,3-MEDIUM,4,HOUSEHOLD,10,Clerk#000000394,1994-03-22,3923.68,2116,1
F,1-URGENT,2,AUTOMOBILE,12,Clerk#000000202,1992-11-18,7636.18,688,1
O,5-LOW,4,AUTOMOBILE,10,Clerk#000000603,1995-12-28,-372.6,1544,1
F,1-URGENT,0,MACHINERY,5,Clerk#000000373,1992-12-07,-625.09,2086,1
F,3-MEDIUM,1,BUILDING,1,Clerk#000000484,1994-02-25,9217.39,2266,1
O,4-NOT SPECIFIED,4,AUTOMOBILE,20,Clerk#000000846,1998-07-09,2944.76,4096,1
O,4-NOT SPECIFIED,1,HOUSEHOLD,17,Clerk#000000450,1996-04-16,5609.09,2952,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,12,Clerk#000000015,1992-09-18,6345.11,2092,1
O,3-MEDIUM,3,HOUSEHOLD,6,Clerk#000000756,1997-01-15,2463.4,3298,1
O,4-NOT SPECIFIED,0,AUTOMOBILE,14,Clerk#000000222,1995-12-20,6959.14,3390,1
O,4-NOT SPECIFIED,3,BUILDING,7,Clerk#000000459,1997-05-14,448.49,819,1
F,1-URGENT,4,FURNITURE,13,Clerk#000000339,1992-02-23,4441.83,3808,1
O,2-HIGH,4,AUTOMOBILE,13,Clerk#000000366,1997-02-19,5322.1,4695,1
F,1-URGENT,2,FURNITURE,18,Clerk#000000505,1994-04-27,7538.9,1270,1
O,4-NOT SPECIFIED,0,FURNITURE,14,Clerk#000000717,1998-06-14,3431.04,4441,1
F,3-MEDIUM,0,AUTOMOBILE,16,Clerk#000000830,1994-01-01,1490.21,3769,1
O,3-MEDIUM,0,MACHINERY,5,Clerk#000000623,1997-09-15,6188.12,2082,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,21,Clerk#000000927,1992-02-26,5148.64,2168,1
O,2-HIGH,4,BUILDING,11,Clerk#000000357,1996-03-16,9442.55,1598,1
F,2-HIGH,1,AUTOMOBILE,1,Clerk#000000170,1993-06-04,668.48,328,1
O,2-HIGH,4,AUTOMOBILE,13,Clerk#000000558,1998-04-19,6867.15,2107,1
O,4-NOT SPECIFIED,4,HOUSEHOLD,10,Clerk#000000568,1996-03-15,7847.76,1,1
F,4-NOT SPECIFIED,4,BUILDING,13,Clerk#000000883,1992-12-10,797.01,4969,1
F,1-URGENT,0,MACHINERY,0,Clerk#000000765,1993-07-23,9173.51,2062,1
O,1-URGENT,2,FURNITURE,8,Clerk#000000780,1997-12-24,6340.97,2549,1
F,1-URGENT,1,BUILDING,24,Clerk#000000986,1992-09-13,3108.29,94,1
O,5-LOW,0,HOUSEHOLD,5,Clerk#000000699,1997-02-01,5404.36,2496,1
O,2-HIGH,2,MACHINERY,8,Clerk#000000047,1996-02-08,769.99,2067,1
F,5-LOW,0,AUTOMOBILE,15,Clerk#000000364,1992-03-13,2213.31,1685,1
O,5-LOW,1,AUTOMOBILE,24,Clerk#000000005,1997-01-08,4576.31,2056,1
O,4-NOT SPECIFIED,2,BUILDING,12,Clerk#000000825,1998-06-13,-455.22,638,1
O,5-LOW,0,FURNITURE,0,Clerk#000000888,1998-07-12,2123.62,2497,1
P,1-URGENT,0,HOUSEHOLD,14,Clerk#000000370,1995-05-17,2279.53,623,1
F,3-MEDIUM,0,AUTOMOBILE,14,Clerk#000000838,1993-03-27,2041.03,3481,1
F,1-URGENT,1,BUILDING,1,Clerk#000000920,1992-09-02,4189.04,1725,1
O,5-LOW,1,AUTOMOBILE,2,Clerk#000000555,1998-06-11,3590.87,172,1
O,5-LOW,0,MACHINERY,0,Clerk#000000380,1997-01-29,1705.91,2680,1
O,1-URGENT,2,HOUSEHOLD,9,Clerk#000000656,1997-01-12,4202.11,4689,1
F,2-HIGH,1,FURNITURE,24,Clerk#000000122,1993-12-26,5533.39,360,1
F,1-URGENT,3,MACHINERY,7,Clerk#000000749,1994-11-23,2450.11,460,1
O,2-HIGH,0,MACHINERY,14,Clerk#000000132,1996-01-27,4213.5,1419,1
F,2-HIGH,2,FURNITURE,18,Clerk#000000860,1992-09-22,6872.37,4662,1
O,2-HIGH,4,HOUSEHOLD,20,Clerk#000000487,1998-05-08,3003.54,1960,1
F,5-LOW,4,MACHINERY,13,Clerk#000000517,1993-08-22,-640.72,541,1
O,1-URGENT,1,BUILDING,17,Clerk#000000645,1996-05-07,9379.16,3776,1
F,3-MEDIUM,4,FURNITURE,4,Clerk#000000182,1992-12-21,1621.43,2881,1
F,1-URGENT,2,AUTOMOBILE,21,Clerk#000000423,1995-01-07,2390.71,2368,1
O,4-NOT SPECIFIED,0,FURNITURE,0,Clerk#000000598,1995-12-23,2808.73,4670,1
F,3-MEDIUM,1,FURNITURE,24,Clerk#000000454,1992-11-03,2749.93,4118,1
F,3-MEDIUM,4,MACHINERY,10,Clerk#000000559,1994-09-06,8733.87,2870,1
F,1-URGENT,4,MACHINERY,4,Clerk#000000938,1993-04-30,901.93,2264,1
F,2-HIGH,0,HOUSEHOLD,0,Clerk#000000524,1994-11-04,9848.52,2521,1
F,5-LOW,0,HOUSEHOLD,5,Clerk#000000912,1992-03-01,7012.5,1083,1
F,2-HIGH,0,BUILDING,16,Clerk#000000905,1993-01-19,2945.16,3695,1
F,2-HIGH,2,HOUSEHOLD,9,Clerk#000000797,1994-03-03,-359.56,1841,1
F,1-URGENT,4,AUTOMOBILE,13,Clerk#000000098,1992-11-03,9578.51,96,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,7,Clerk#000000116,1993-09-01,8059.87,3625,1
F,1-URGENT,1,MACHINERY,1,Clerk#000000660,1994-01-02,7427.51,1445,1
F,5-LOW,3,MACHINERY,7,Clerk#000000636,1992-08-09,6236.34,1784,1
F,3-MEDIUM,3,AUTOMOBILE,7,Clerk#000000095,1992-12-08,9437.28,1351,1
O,2-HIGH,4,MACHINERY,11,Clerk#000000210,1996-01-07,7843.22,3293,1
F,5-LOW,4,MACHINERY,10,Clerk#000000368,1994-02-05,7967.22,2184,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,0,Clerk#000000862,1992-04-01,6872.54,3375,1
F,2-HIGH,2,BUILDING,12,Clerk#000000916,1994-11-03,8867.23,2018,1
O,4-NOT SPECIFIED,0,HOUSEHOLD,0,Clerk#000000792,1998-05-27,9000.02,1831,1
F,4-NOT SPECIFIED,3,FURNITURE,22,Clerk#000000180,1994-05-14,4867.52,221,1
F,1-URGENT,1,BUILDING,2,Clerk#000000843,1992-11-19,2883.24,4293,1
O,1-URGENT,0,HOUSEHOLD,5,Clerk#000000840,1997-11-29,1609.59,510,1
F,2-HIGH,0,FURNITURE,15,Clerk#000000952,1992-02-17,9206.9,4438,1
F,4-NOT SPECIFIED,1,MACHINERY,3,Clerk#000000816,1992-12-24,2111.84,3801,1
O,4-NOT SPECIFIED,2,MACHINERY,21,Clerk#000000986,1996-10-16,1190.11,2467,1
F,2-HIGH,1,BUILDING,2,Clerk#000000383,1992-09-13,1924.62,2225,1
O,1-URGENT,3,AUTOMOBILE,19,Clerk#000000991,1995-09-21,485.63,1295,1
O,1-URGENT,3,BUILDING,19,Clerk#000000058,1995-11-24,1525.96,2420,1
O,3-MEDIUM,0,AUTOMOBILE,5,Clerk#000000987,1997-05-29,2290.83,917,1
O,1-URGENT,1,BUILDING,2,Clerk#000000944,1995-08-19,1242.74,4131,1
F,5-LOW,1,HOUSEHOLD,3,Clerk#000000202,1992-02-16,1943.34,2417,1
O,2-HIGH,1,MACHINERY,1,Clerk#000000772,1996-08-10,1423.4,3011,1
F,2-HIGH,1,MACHINERY,1,Clerk#000000560,1994-08-03,2753.48,2157,1
P,4-NOT SPECIFIED,2,AUTOMOBILE,8,Clerk#000000374,1995-04-11,4946.29,2203,1
O,2-HIGH,1,MACHINERY,17,Clerk#000000333,1998-01-03,8836.84,1905,1
O,5-LOW,0,BUILDING,15,Clerk#000000212,1997-08-31,7687.89,4018,1
F,5-LOW,2,BUILDING,18,Clerk#000000416,1992-06-28,1976.98,1640,1
O,4-NOT SPECIFIED,1,BUILDING,2,Clerk#000000154,1995-05-28,5731.47,3742,1
O,5-LOW,0,HOUSEHOLD,15,Clerk#000000100,1997-03-13,8469.57,1552,1
F,5-LOW,3,HOUSEHOLD,6,Clerk#000000507,1994-06-04,3385.19,1639,1
O,2-HIGH,2,AUTOMOBILE,9,Clerk#000000502,1996-09-08,7100.86,1644,1
F,5-LOW,2,HOUSEHOLD,21,Clerk#000000447,1993-06-10,5154.87,4003,1
O,1-URGENT,0,BUILDING,16,Clerk#000000344,1996-05-02,-532.24,2598,1
F,5-LOW,4,HOUSEHOLD,4,Clerk#000000866,1993-05-02,8884.01,151,1
F,3-MEDIUM,0,MACHINERY,16,Clerk#000000899,1994-05-03,2443.1,2615,1
F,1-URGENT,4,MACHINERY,4,Clerk#000000409,1994-04-10,5881.76,3073,1
O,1-URGENT,2,BUILDING,8,Clerk#000000576,1998-03-04,8157.86,2966,1
O,3-MEDIUM,4,BUILDING,13,Clerk#000000396,1996-07-13,8250.87,3424,1
O,5-LOW,1,MACHINERY,2,Clerk#000000816,1997-10-19,-504.56,3162,1
O,4-NOT SPECIFIED,1,BUILDING,1,Clerk#000000428,1996-06-03,2902.81,2710,1
O,4-NOT SPECIFIED,1,HOUSEHOLD,2,Clerk#000000114,1998-06-15,3896.01,3550,1
F,1-URGENT,2,MACHINERY,21,Clerk#000000360,1995-01-05,4649.42,4977,1
O,1-URGENT,1,AUTOMOBILE,24,Clerk#000000778,1997-04-20,-377.11,4269,1
F,4-NOT SPECIFIED,2,BUILDING,18,Clerk#000000622,1993-11-14,-959.54,3743,1
O,5-LOW,3,BUILDING,19,Clerk#000000750,1995-08-09,2588.57,4091,1
F,3-MEDIUM,1,AUTOMOBILE,3,Clerk#000000469,1994-12-30,9008.61,4797,1
F,2-HIGH,0,BUILDING,0,Clerk#000000899,1994-12-11,9957.09,3925,1
F,4-NOT SPECIFIED,4,FURNITURE,13,Clerk#000000950,1995-02-19,346.59,1355,1
F,3-MEDIUM,4,HOUSEHOLD,10,Clerk#000000643,1992-03-13,6136.61,853,1
F,5-LOW,0,BUILDING,0,Clerk#000000495,1993-08-14,8395.15,1088,1
F,2-HIGH,0,FURNITURE,15,Clerk#000000166,1992-01-18,9793.3,705,1
O,5-LOW,1,MACHINERY,17,Clerk#000000763,1997-01-17,-813.64,4029,1
O,4-NOT SPECIFIED,4,FURNITURE,10,Clerk#000000278,1997-05-17,1988.04,2614,1
O,5-LOW,0,HOUSEHOLD,5,Clerk#000000583,1996-05-20,1432.25,496,1
O,2-HIGH,1,FURNITURE,2,Clerk#000000091,1997-05-05,-20.28,2562,1
O,2-HIGH,1,BUILDING,17,Clerk#000000113,1996-03-05,535.64,3355,1
F,1-URGENT,0,AUTOMOBILE,15,Clerk#000000793,1993-09-16,651.27,2457,1
O,3-MEDIUM,2,AUTOMOBILE,21,Clerk#000000129,1995-12-06,7894,378,1
O,5-LOW,4,FURNITURE,10,Clerk#000000712,1996-02-09,7620.35,4964,1
F,5-LOW,1,AUTOMOBILE,24,Clerk#000000126,1992-12-08,7798.72,287,1
F,5-LOW,3,BUILDING,19,Clerk#000000428,1993-03-07,5333.24,2451,1
F,2-HIGH,0,HOUSEHOLD,15,Clerk#000000142,1993-08-29,4582.28,4887,1
F,2-HIGH,4,MACHINERY,20,Clerk#000000331,1994-07-31,2720.98,3354,1
F,1-URGENT,1,BUILDING,2,Clerk#000000405,1992-11-05,4946.21,3194,1
F,2-HIGH,2,MACHINERY,8,Clerk#000000585,1994-11-23,5006.94,3267,1
P,3-MEDIUM,2,FURNITURE,9,Clerk#000000245,1995-04-22,-355.24,573,1
F,1-URGENT,2,AUTOMOBILE,18,Clerk#000000520,1992-11-16,2289.5,1631,1
O,1-URGENT,2,BUILDING,21,Clerk#000000384,1997-12-05,841.47,4133,1
O,2-HIGH,2,AUTOMOBILE,21,Clerk#000000367,1997-01-25,3028.09,2772,1
F,1-URGENT,1,HOUSEHOLD,3,Clerk#000000740,1994-01-05,7865.46,2413,1
F,1-URGENT,2,BUILDING,18,Clerk#000000879,1993-02-21,3797.4,2695,1
F,3-MEDIUM,2,HOUSEHOLD,21,Clerk#000000746,1993-12-09,6890.19,535,1
F,1-URGENT,1,HOUSEHOLD,2,Clerk#000000500,1995-01-13,9628.54,3897,1
F,3-MEDIUM,1,MACHINERY,3,Clerk#000000625,1992-02-18,1715.4,1452,1
O,3-MEDIUM,3,FURNITURE,7,Clerk#000000739,1996-09-15,4894.47,952,1
O,5-LOW,0,HOUSEHOLD,15,Clerk#000000942,1998-02-28,9954.18,3720,1
O,5-LOW,0,FURNITURE,15,Clerk#000000500,1997-06-24,1708.65,2781,1
O,4-NOT SPECIFIED,1,BUILDING,1,Clerk#000000359,1996-01-05,3652.29,4056,1
O,3-MEDIUM,0,AUTOMOBILE,15,Clerk#000000841,1998-03-29,1948.61,57,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,10,Clerk#000000174,1993-02-09,5150.67,4639,1
F,3-MEDIUM,2,AUTOMOBILE,18,Clerk#000000558,1993-10-03,-421.83,1459,1
O,4-NOT SPECIFIED,2,AUTOMOBILE,8,Clerk#000000015,1997-09-30,-17.1,4526,1
F,3-MEDIUM,2,HOUSEHOLD,21,Clerk#000000099,1992-04-10,2398,1830,1
O,5-LOW,3,BUILDING,6,Clerk#000000527,1995-07-21,5977.83,1384,1
O,3-MEDIUM,1,FURNITURE,3,Clerk#000000858,1995-12-04,1532.03,4743,1
O,2-HIGH,4,AUTOMOBILE,4,Clerk#000000530,1996-10-04,1447.3,849,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,6,Clerk#000000605,1994-01-09,5428.91,2030,1
F,1-URGENT,1,MACHINERY,3,Clerk#000000160,1992-11-01,1016.83,1105,1
F,5-LOW,0,BUILDING,0,Clerk#000000410,1994-03-27,8171.99,1015,1
O,4-NOT SPECIFIED,2,AUTOMOBILE,9,Clerk#000000241,1995-06-25,6985.92,389,1
F,1-URGENT,2,AUTOMOBILE,21,Clerk#000000654,1995-01-08,2381.48,1341,1
O,5-LOW,2,MACHINERY,18,Clerk#000000356,1997-12-09,544.13,979,1
O,5-LOW,4,BUILDING,11,Clerk#000000390,1998-02-02,8530.63,2808,1
