o_orderstatus,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,s_nationkey,o_orderdate,l_commitdate,l_shipdate,l_receiptdate,groupcol,aggcol
F,DELIVER IN PERSON,2,Manufacturer#2,3-MEDIUM,1,FURNITURE,RAIL,2,12,1993-11-25,1994-01-12,1993-12-03,1993-12-15,1,14115.04
F,DELIVER IN PERSON,3,Manufacturer#5,3-MEDIUM,1,FURNITURE,RAIL,1,6,1993-11-25,1994-01-11,1994-01-11,1994-01-29,1,27485.934444
O,TAKE BACK RETURN,1,Manufacturer#3,1-URGENT,1,BUILDING,FOB,3,24,1995-10-27,1996-01-10,1996-02-17,1996-03-10,0,8710.462656
O,COLLECT COD,2,Manufacturer#1,1-URGENT,1,BUILDING,MAIL,4,21,1995-10-27,1995-12-15,1995-11-01,1995-11-24,0,20643.01596
O,DELIVER IN PERSON,2,Manufacturer#4,1-URGENT,1,BUILDING,MAIL,2,21,1995-10-27,1996-01-18,1996-01-28,1996-02-21,0,19519.25976
O,COLLECT COD,3,Manufacturer#4,1-URGENT,1,BUILDING,MAIL,1,6,1995-10-27,1996-01-05,1995-12-03,1995-12-11,0,22213.481472
O,COLLECT COD,4,Manufacturer#3,5-LOW,0,MACHINERY,AIR,1,4,1995-06-30,1995-08-09,1995-09-14,1995-09-16,0,10073.78316
O,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,0,MACHINERY,AIR,3,21,1995-06-30,1995-08-03,1995-08-03,1995-08-15,0,36940.658898
O,DELIVER IN PERSON,4,Manufacturer#1,5-LOW,0,MACHINERY,MAIL,2,11,1995-06-30,1995-08-20,1995-08-22,1995-09-02,0,28558.332
O,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,0,MACHINERY,AIR,4,8,1995-06-30,1995-08-08,1995-07-14,1995-07-18,0,63784.735875
O,TAKE BACK RETURN,1,Manufacturer#5,5-LOW,4,BUILDING,TRUCK,5,17,1996-09-26,1996-12-23,1996-10-16,1996-11-13,0,3667.5933
O,DELIVER IN PERSON,0,Manufacturer#3,5-LOW,4,BUILDING,MAIL,6,16,1996-09-26,1996-12-13,1996-12-18,1997-01-13,0,44097.061918
O,COLLECT COD,3,Manufacturer#4,5-LOW,4,BUILDING,RAIL,7,19,1996-09-26,1996-11-16,1996-09-29,1996-10-24,0,29772.982776
O,NONE,4,Manufacturer#4,5-LOW,4,BUILDING,TRUCK,3,13,1996-09-26,1996-11-03,1997-01-07,1997-01-25,0,34103.034466
O,COLLECT COD,0,Manufacturer#4,5-LOW,4,BUILDING,FOB,4,16,1996-09-26,1996-11-03,1996-12-20,1997-01-07,0,21455.415
O,TAKE BACK RETURN,4,Manufacturer#3,5-LOW,4,BUILDING,SHIP,1,10,1996-09-26,1996-12-19,1996-12-02,1996-12-13,0,30962.69488
O,DELIVER IN PERSON,0,Manufacturer#1,5-LOW,4,BUILDING,FOB,2,14,1996-09-26,1996-12-22,1996-10-25,1996-10-29,0,10611.91446
O,NONE,0,Manufacturer#4,4-NOT SPECIFIED,3,HOUSEHOLD,AIR,3,16,1998-05-13,1998-07-30,1998-06-05,1998-06-17,0,43204.100312
O,DELIVER IN PERSON,0,Manufacturer#5,4-NOT SPECIFIED,3,HOUSEHOLD,TRUCK,2,16,1998-05-13,1998-06-18,1998-05-28,1998-06-13,0,61088.946555
O,DELIVER IN PERSON,1,Manufacturer#1,4-NOT SPECIFIED,3,HOUSEHOLD,SHIP,4,1,1998-05-13,1998-07-09,1998-06-16,1998-07-11,0,9396.200016
O,TAKE BACK RETURN,3,Manufacturer#3,4-NOT SPECIFIED,3,HOUSEHOLD,FOB,1,7,1998-05-13,1998-08-11,1998-08-12,1998-08-19,0,42746.918049
O,TAKE BACK RETURN,0,Manufacturer#2,4-NOT SPECIFIED,0,FURNITURE,TRUCK,4,0,1998-03-16,1998-06-11,1998-06-15,1998-07-12,0,39568.868472
O,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,0,FURNITURE,TRUCK,2,8,1998-03-16,1998-04-18,1998-04-09,1998-04-20,0,26273.252412
O,DELIVER IN PERSON,2,Manufacturer#4,4-NOT SPECIFIED,0,FURNITURE,AIR,1,8,1998-03-16,1998-05-03,1998-05-08,1998-05-29,0,13726.614412
O,NONE,4,Manufacturer#2,4-NOT SPECIFIED,0,FURNITURE,FOB,3,4,1998-03-16,1998-06-10,1998-05-25,1998-06-16,0,52013.61024
F,NONE,3,Manufacturer#2,4-NOT SPECIFIED,3,BUILDING,AIR,2,6,1992-07-10,1992-09-14,1992-09-17,1992-10-12,1,27056.389608
F,NONE,3,Manufacturer#5,4-NOT SPECIFIED,3,BUILDING,AIR,5,7,1992-07-10,1992-09-03,1992-09-05,1992-09-22,2,9265.758975
F,TAKE BACK RETURN,2,Manufacturer#4,4-NOT SPECIFIED,3,BUILDING,REG AIR,4,21,1992-07-10,1992-09-16,1992-08-16,1992-09-15,2,17360.742672
F,TAKE BACK RETURN,2,Manufacturer#1,4-NOT SPECIFIED,3,BUILDING,REG AIR,3,21,1992-07-10,1992-10-04,1992-10-23,1992-11-17,1,46195.086
F,TAKE BACK RETURN,2,Manufacturer#4,4-NOT SPECIFIED,3,BUILDING,RAIL,1,21,1992-07-10,1992-08-29,1992-10-01,1992-10-20,2,51947.2512
F,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,3,BUILDING,MAIL,6,16,1992-07-10,1992-08-27,1992-08-27,1992-09-12,2,45074.8875
F,COLLECT COD,0,Manufacturer#4,3-MEDIUM,3,MACHINERY,RAIL,4,14,1992-02-09,1992-03-29,1992-06-07,1992-06-12,1,17411.436756
F,TAKE BACK RETURN,2,Manufacturer#3,3-MEDIUM,3,MACHINERY,RAIL,2,9,1992-02-09,1992-03-28,1992-04-12,1992-04-23,1,62852.3098
F,COLLECT COD,0,Manufacturer#2,3-MEDIUM,3,MACHINERY,SHIP,3,16,1992-02-09,1992-05-03,1992-02-19,1992-02-24,2,65188.182528
F,DELIVER IN PERSON,4,Manufacturer#4,3-MEDIUM,3,MACHINERY,RAIL,1,11,1992-02-09,1992-04-12,1992-03-11,1992-03-27,2,35986.34628
O,TAKE BACK RETURN,2,Manufacturer#5,3-MEDIUM,2,AUTOMOBILE,TRUCK,2,18,1996-08-27,1996-10-30,1996-10-23,1996-11-11,0,47656.3824
O,NONE,4,Manufacturer#3,3-MEDIUM,2,AUTOMOBILE,SHIP,5,11,1996-08-27,1996-10-03,1996-09-17,1996-10-09,0,21616.105506
O,TAKE BACK RETURN,4,Manufacturer#4,3-MEDIUM,2,AUTOMOBILE,TRUCK,3,11,1996-08-27,1996-10-28,1996-10-03,1996-10-04,0,21499.26624
O,COLLECT COD,3,Manufacturer#3,3-MEDIUM,2,AUTOMOBILE,TRUCK,6,6,1996-08-27,1996-10-14,1996-11-10,1996-12-06,0,1455.102012
O,NONE,0,Manufacturer#3,3-MEDIUM,2,AUTOMOBILE,REG AIR,1,14,1996-08-27,1996-09-28,1996-10-23,1996-11-16,0,57918.802326
O,TAKE BACK RETURN,4,Manufacturer#3,3-MEDIUM,2,AUTOMOBILE,RAIL,4,11,1996-08-27,1996-11-21,1996-10-26,1996-11-12,0,33612.91918
O,DELIVER IN PERSON,1,Manufacturer#5,3-MEDIUM,2,AUTOMOBILE,REG AIR,7,3,1996-08-27,1996-09-27,1996-12-20,1997-01-16,0,33488.57682
F,TAKE BACK RETURN,1,Manufacturer#4,1-URGENT,2,HOUSEHOLD,TRUCK,1,24,1994-03-05,1994-05-08,1994-07-03,1994-07-17,2,40522.588548
F,NONE,3,Manufacturer#2,1-URGENT,2,HOUSEHOLD,TRUCK,2,7,1994-03-05,1994-05-22,1994-04-01,1994-05-01,2,18810.055008
F,COLLECT COD,2,Manufacturer#3,5-LOW,4,AUTOMOBILE,REG AIR,4,12,1994-03-28,1994-06-17,1994-04-22,1994-04-28,2,55870.392816
F,COLLECT COD,0,Manufacturer#2,5-LOW,4,AUTOMOBILE,SHIP,1,14,1994-03-28,1994-05-08,1994-06-03,1994-06-05,2,40387.80096
F,DELIVER IN PERSON,4,Manufacturer#3,5-LOW,4,AUTOMOBILE,RAIL,2,4,1994-03-28,1994-05-27,1994-05-06,1994-05-28,2,54418.308672
F,DELIVER IN PERSON,2,Manufacturer#4,5-LOW,4,AUTOMOBILE,FOB,3,12,1994-03-28,1994-05-27,1994-06-28,1994-07-15,2,49343.57424
F,NONE,4,Manufacturer#4,4-NOT SPECIFIED,1,BUILDING,SHIP,1,4,1992-06-30,1992-08-24,1992-07-02,1992-07-05,1,9959.022414
F,TAKE BACK RETURN,2,Manufacturer#2,4-NOT SPECIFIED,1,BUILDING,MAIL,4,9,1992-06-30,1992-09-06,1992-10-12,1992-11-10,1,46154.919501
F,COLLECT COD,0,Manufacturer#3,4-NOT SPECIFIED,1,BUILDING,FOB,6,14,1992-06-30,1992-08-03,1992-08-09,1992-08-21,2,55820.743704
F,NONE,0,Manufacturer#3,4-NOT SPECIFIED,1,BUILDING,RAIL,7,5,1992-06-30,1992-09-10,1992-08-30,1992-09-03,1,55211.702832
F,NONE,0,Manufacturer#3,4-NOT SPECIFIED,1,BUILDING,RAIL,2,14,1992-06-30,1992-09-22,1992-07-16,1992-08-03,2,15610.44104
F,DELIVER IN PERSON,2,Manufacturer#2,4-NOT SPECIFIED,1,BUILDING,FOB,3,12,1992-06-30,1992-09-10,1992-10-20,1992-10-26,2,37587.942756
F,NONE,0,Manufacturer#5,4-NOT SPECIFIED,1,BUILDING,FOB,5,0,1992-06-30,1992-08-19,1992-08-23,1992-08-29,2,31060.12
O,COLLECT COD,3,Manufacturer#4,4-NOT SPECIFIED,2,AUTOMOBILE,SHIP,4,19,1997-03-05,1997-06-01,1997-03-27,1997-04-23,0,34397.464556
O,TAKE BACK RETURN,3,Manufacturer#1,4-NOT SPECIFIED,2,AUTOMOBILE,FOB,2,19,1997-03-05,1997-04-07,1997-04-10,1997-05-08,0,20689.361212
O,TAKE BACK RETURN,4,Manufacturer#3,4-NOT SPECIFIED,2,AUTOMOBILE,REG AIR,1,4,1997-03-05,1997-05-15,1997-04-22,1997-05-22,0,67524.552576
O,TAKE BACK RETURN,2,Manufacturer#3,4-NOT SPECIFIED,2,AUTOMOBILE,AIR,3,21,1997-03-05,1997-05-21,1997-05-24,1997-06-02,0,53661.927168
O,COLLECT COD,2,Manufacturer#4,2-HIGH,2,AUTOMOBILE,TRUCK,2,21,1995-08-24,1995-11-06,1995-10-14,1995-10-29,0,21984.2112
O,COLLECT COD,1,Manufacturer#1,2-HIGH,2,AUTOMOBILE,RAIL,3,24,1995-08-24,1995-11-21,1995-11-29,1995-12-11,0,56969.155584
O,NONE,1,Manufacturer#4,2-HIGH,2,AUTOMOBILE,FOB,4,24,1995-08-24,1995-10-03,1995-10-19,1995-10-24,0,7270.91088
O,NONE,1,Manufacturer#3,2-HIGH,2,AUTOMOBILE,SHIP,1,17,1995-08-24,1995-11-05,1995-11-11,1995-11-26,0,43774.83648
O,COLLECT COD,2,Manufacturer#3,1-URGENT,3,MACHINERY,REG AIR,4,21,1998-04-05,1998-06-21,1998-06-30,1998-07-10,0,42069.31911
O,TAKE BACK RETURN,3,Manufacturer#4,1-URGENT,3,MACHINERY,SHIP,6,19,1998-04-05,1998-06-08,1998-06-01,1998-06-21,0,12542.9376
O,DELIVER IN PERSON,1,Manufacturer#4,1-URGENT,3,MACHINERY,TRUCK,2,17,1998-04-05,1998-06-28,1998-05-22,1998-06-03,0,12077.609544
O,NONE,0,Manufacturer#4,1-URGENT,3,MACHINERY,REG AIR,3,0,1998-04-05,1998-06-19,1998-07-09,1998-07-20,0,5092.0551
O,DELIVER IN PERSON,1,Manufacturer#4,1-URGENT,3,MACHINERY,TRUCK,1,2,1998-04-05,1998-06-22,1998-04-21,1998-04-26,0,4800.73048
O,NONE,0,Manufacturer#1,1-URGENT,3,MACHINERY,FOB,5,16,1998-04-05,1998-05-23,1998-05-24,1998-06-18,0,48019.028148
F,NONE,3,Manufacturer#2,1-URGENT,1,FURNITURE,SHIP,1,22,1994-03-15,1994-05-10,1994-06-22,1994-06-24,2,924.340728
O,DELIVER IN PERSON,1,Manufacturer#2,4-NOT SPECIFIED,2,FURNITURE,MAIL,1,3,1998-05-26,1998-07-04,1998-07-16,1998-07-22,0,49877.539776
O,TAKE BACK RETURN,2,Manufacturer#3,4-NOT SPECIFIED,2,FURNITURE,RAIL,3,21,1998-05-26,1998-08-10,1998-06-14,1998-07-11,0,16242.536178
O,NONE,3,Manufacturer#3,4-NOT SPECIFIED,2,FURNITURE,SHIP,2,6,1998-05-26,1998-07-31,1998-07-09,1998-08-03,0,51250.818528
O,DELIVER IN PERSON,2,Manufacturer#1,3-MEDIUM,4,MACHINERY,RAIL,5,18,1998-07-08,1998-08-28,1998-08-15,1998-08-16,0,83513.27035
O,NONE,2,Manufacturer#1,3-MEDIUM,4,MACHINERY,FOB,2,12,1998-07-08,1998-08-08,1998-08-22,1998-09-18,0,80422.915608
O,NONE,4,Manufacturer#5,3-MEDIUM,4,MACHINERY,AIR,3,11,1998-07-08,1998-09-03,1998-07-17,1998-08-13,0,11332.701072
O,TAKE BACK RETURN,0,Manufacturer#4,3-MEDIUM,4,MACHINERY,TRUCK,1,0,1998-07-08,1998-08-29,1998-07-17,1998-08-02,0,52505.868492
F,DELIVER IN PERSON,0,Manufacturer#4,2-HIGH,3,BUILDING,REG AIR,3,14,1992-04-16,1992-05-19,1992-05-18,1992-05-22,2,30670.505185
F,COLLECT COD,1,Manufacturer#2,2-HIGH,3,BUILDING,RAIL,1,2,1992-04-16,1992-05-29,1992-05-17,1992-06-06,2,58686.81
F,TAKE BACK RETURN,0,Manufacturer#3,2-HIGH,3,BUILDING,RAIL,2,14,1992-04-16,1992-07-10,1992-04-22,1992-05-21,1,31091.755968
O,NONE,2,Manufacturer#1,2-HIGH,3,MACHINERY,TRUCK,2,18,1997-08-10,1997-10-31,1997-10-04,1997-11-02,0,74414.802
O,DELIVER IN PERSON,2,Manufacturer#1,2-HIGH,3,MACHINERY,REG AIR,1,8,1997-08-10,1997-10-21,1997-10-24,1997-11-03,0,5346.32385
O,DELIVER IN PERSON,1,Manufacturer#5,3-MEDIUM,3,HOUSEHOLD,AIR,2,24,1997-11-26,1998-02-03,1997-12-15,1998-01-06,0,39209.34528
O,TAKE BACK RETURN,0,Manufacturer#2,3-MEDIUM,3,HOUSEHOLD,SHIP,6,16,1997-11-26,1998-01-05,1997-12-19,1998-01-01,0,34393.094505
O,COLLECT COD,2,Manufacturer#4,3-MEDIUM,3,HOUSEHOLD,RAIL,5,21,1997-11-26,1998-02-02,1997-12-01,1997-12-07,0,35368.609674
O,COLLECT COD,3,Manufacturer#4,3-MEDIUM,3,HOUSEHOLD,FOB,4,7,1997-11-26,1998-02-15,1997-12-20,1998-01-13,0,40094.49046
O,DELIVER IN PERSON,4,Manufacturer#2,3-MEDIUM,3,HOUSEHOLD,REG AIR,3,11,1997-11-26,1998-02-12,1997-12-09,1998-01-01,0,11087.055
O,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,3,HOUSEHOLD,TRUCK,1,9,1997-11-26,1998-01-31,1998-03-20,1998-04-01,0,17211.01824
O,NONE,0,Manufacturer#3,5-LOW,2,FURNITURE,AIR,2,14,1997-10-31,1998-01-08,1998-01-10,1998-02-04,0,41714.16795
O,COLLECT COD,3,Manufacturer#5,5-LOW,2,FURNITURE,RAIL,1,19,1997-10-31,1997-12-24,1998-01-23,1998-02-05,0,29840.892415
O,COLLECT COD,0,Manufacturer#3,5-LOW,2,FURNITURE,SHIP,4,5,1997-10-31,1997-12-18,1998-02-16,1998-03-08,0,22930.679772
O,DELIVER IN PERSON,3,Manufacturer#5,5-LOW,2,FURNITURE,FOB,3,7,1997-10-31,1998-01-22,1997-11-05,1997-11-14,0,44684.068608
O,NONE,3,Manufacturer#2,5-LOW,2,HOUSEHOLD,SHIP,1,7,1997-07-10,1997-08-22,1997-08-09,1997-08-29,0,19161.83178
O,DELIVER IN PERSON,1,Manufacturer#1,5-LOW,2,HOUSEHOLD,MAIL,2,24,1997-07-10,1997-08-12,1997-11-02,1997-11-29,0,38393.48
O,DELIVER IN PERSON,4,Manufacturer#5,5-LOW,2,HOUSEHOLD,TRUCK,3,4,1997-07-10,1997-08-26,1997-08-28,1997-09-17,0,45766.431
O,DELIVER IN PERSON,3,Manufacturer#3,2-HIGH,3,AUTOMOBILE,SHIP,6,7,1995-10-21,1996-01-06,1995-12-05,1995-12-14,0,68528.62126
O,NONE,2,Manufacturer#5,2-HIGH,3,AUTOMOBILE,REG AIR,2,8,1995-10-21,1995-11-22,1995-12-14,1995-12-28,0,70799.896096
O,NONE,2,Manufacturer#1,2-HIGH,3,AUTOMOBILE,AIR,3,12,1995-10-21,1996-01-19,1996-01-13,1996-02-10,0,70351.497216
O,NONE,4,Manufacturer#5,2-HIGH,3,AUTOMOBILE,RAIL,1,4,1995-10-21,1995-11-21,1995-10-24,1995-11-22,0,48053.310984
O,COLLECT COD,0,Manufacturer#5,2-HIGH,3,AUTOMOBILE,RAIL,4,14,1995-10-21,1995-12-18,1995-11-14,1995-11-29,0,46330.332048
O,TAKE BACK RETURN,1,Manufacturer#2,2-HIGH,3,AUTOMOBILE,RAIL,5,24,1995-10-21,1996-01-10,1995-11-29,1995-12-07,0,74744.910562
O,COLLECT COD,1,Manufacturer#3,2-HIGH,3,AUTOMOBILE,MAIL,7,24,1995-10-21,1996-01-19,1995-12-29,1996-01-08,0,60878.727
O,DELIVER IN PERSON,0,Manufacturer#4,4-NOT SPECIFIED,2,BUILDING,MAIL,1,5,1997-05-01,1997-07-27,1997-08-25,1997-09-03,0,46278.80712
O,COLLECT COD,3,Manufacturer#3,5-LOW,4,HOUSEHOLD,REG AIR,3,6,1997-05-03,1997-07-05,1997-08-06,1997-08-11,0,5496.2584
O,DELIVER IN PERSON,3,Manufacturer#1,5-LOW,4,HOUSEHOLD,FOB,6,7,1997-05-03,1997-07-23,1997-08-16,1997-09-11,0,53165.503524
O,DELIVER IN PERSON,2,Manufacturer#1,5-LOW,4,HOUSEHOLD,REG AIR,1,8,1997-05-03,1997-06-26,1997-07-14,1997-07-31,0,10572.28557
O,TAKE BACK RETURN,0,Manufacturer#5,5-LOW,4,HOUSEHOLD,MAIL,2,0,1997-05-03,1997-07-13,1997-06-24,1997-07-02,0,13320.2916
O,DELIVER IN PERSON,0,Manufacturer#4,5-LOW,4,HOUSEHOLD,AIR,5,16,1997-05-03,1997-07-26,1997-06-13,1997-06-24,0,1196.1131
O,TAKE BACK RETURN,2,Manufacturer#1,5-LOW,4,HOUSEHOLD,TRUCK,7,12,1997-05-03,1997-07-22,1997-06-23,1997-07-18,0,13453.35768
O,NONE,0,Manufacturer#4,5-LOW,4,HOUSEHOLD,MAIL,4,16,1997-05-03,1997-07-27,1997-06-23,1997-07-01,0,4771.250736
F,COLLECT COD,1,Manufacturer#5,4-NOT SPECIFIED,0,FURNITURE,AIR,1,24,1994-04-28,1994-06-03,1994-07-27,1994-08-03,1,34789.7088
F,NONE,0,Manufacturer#5,4-NOT SPECIFIED,0,FURNITURE,MAIL,3,14,1994-04-28,1994-06-25,1994-08-07,1994-08-30,2,28949.82156
F,TAKE BACK RETURN,0,Manufacturer#3,4-NOT SPECIFIED,0,FURNITURE,MAIL,2,5,1994-04-28,1994-07-17,1994-05-26,1994-06-04,2,29855.64582
F,TAKE BACK RETURN,1,Manufacturer#3,2-HIGH,2,FURNITURE,SHIP,3,3,1993-02-23,1993-04-09,1993-05-08,1993-06-04,1,47898.177426
F,DELIVER IN PERSON,2,Manufacturer#1,2-HIGH,2,FURNITURE,REG AIR,6,18,1993-02-23,1993-05-22,1993-05-18,1993-05-23,1,4171.992916
F,DELIVER IN PERSON,1,Manufacturer#2,2-HIGH,2,FURNITURE,REG AIR,1,1,1993-02-23,1993-04-02,1993-04-02,1993-05-01,2,33630.04899
F,NONE,2,Manufacturer#5,2-HIGH,2,FURNITURE,TRUCK,4,18,1993-02-23,1993-04-05,1993-05-08,1993-06-03,1,43061.443479
F,NONE,0,Manufacturer#3,2-HIGH,2,FURNITURE,REG AIR,7,16,1993-02-23,1993-04-28,1993-03-12,1993-03-31,2,22507.695672
F,COLLECT COD,0,Manufacturer#4,2-HIGH,2,FURNITURE,MAIL,2,16,1993-02-23,1993-05-06,1993-03-10,1993-03-25,1,27814.784
F,DELIVER IN PERSON,3,Manufacturer#3,2-HIGH,2,FURNITURE,REG AIR,5,22,1993-02-23,1993-05-06,1993-05-30,1993-06-12,2,72112.398336
O,NONE,1,Manufacturer#2,1-URGENT,4,BUILDING,RAIL,1,17,1996-01-07,1996-03-21,1996-03-05,1996-03-16,0,1758.2508
O,DELIVER IN PERSON,4,Manufacturer#4,1-URGENT,4,BUILDING,RAIL,2,10,1996-01-07,1996-03-29,1996-01-27,1996-02-12,0,60256.63872
O,NONE,2,Manufacturer#4,1-URGENT,4,BUILDING,AIR,4,8,1996-01-07,1996-03-01,1996-03-05,1996-03-13,0,30387.861504
O,COLLECT COD,1,Manufacturer#3,1-URGENT,4,BUILDING,REG AIR,3,1,1996-01-07,1996-03-13,1996-04-25,1996-05-17,0,1191.655101
O,TAKE BACK RETURN,1,Manufacturer#3,1-URGENT,0,AUTOMOBILE,RAIL,4,17,1996-02-24,1996-05-06,1996-03-29,1996-04-09,0,30432.21255
O,COLLECT COD,2,Manufacturer#1,1-URGENT,0,AUTOMOBILE,SHIP,1,18,1996-02-24,1996-05-20,1996-05-10,1996-05-17,0,18834.334272
O,TAKE BACK RETURN,2,Manufacturer#1,1-URGENT,0,AUTOMOBILE,SHIP,3,18,1996-02-24,1996-03-25,1996-05-26,1996-06-09,0,53903.6091
O,NONE,2,Manufacturer#1,1-URGENT,0,AUTOMOBILE,REG AIR,5,18,1996-02-24,1996-04-08,1996-03-07,1996-03-23,0,37795.054752
O,DELIVER IN PERSON,2,Manufacturer#2,1-URGENT,0,AUTOMOBILE,FOB,2,21,1996-02-24,1996-04-07,1996-05-18,1996-05-28,0,19192.7232
O,DELIVER IN PERSON,3,Manufacturer#5,1-URGENT,0,AUTOMOBILE,TRUCK,6,6,1996-02-24,1996-04-01,1996-06-15,1996-06-29,0,41231.43024
O,TAKE BACK RETURN,0,Manufacturer#3,2-HIGH,4,MACHINERY,TRUCK,1,16,1998-05-27,1998-07-23,1998-08-26,1998-09-05,0,48730.316544
O,TAKE BACK RETURN,2,Manufacturer#5,2-HIGH,4,MACHINERY,MAIL,3,21,1998-05-27,1998-08-01,1998-08-26,1998-09-12,0,12863.437426
O,DELIVER IN PERSON,0,Manufacturer#1,2-HIGH,4,MACHINERY,TRUCK,2,5,1998-05-27,1998-07-08,1998-08-03,1998-08-15,0,68331.681
F,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,3,BUILDING,REG AIR,3,14,1992-01-17,1992-03-19,1992-02-15,1992-03-14,2,58359.861
F,COLLECT COD,1,Manufacturer#4,1-URGENT,3,BUILDING,REG AIR,1,1,1992-01-17,1992-04-07,1992-04-20,1992-04-27,1,48323.90745
F,COLLECT COD,1,Manufacturer#5,1-URGENT,3,BUILDING,REG AIR,2,24,1992-01-17,1992-04-15,1992-04-03,1992-04-24,2,83316.6625
F,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,3,BUILDING,REG AIR,4,5,1992-01-17,1992-03-19,1992-03-02,1992-03-29,1,20233.486
O,TAKE BACK RETURN,1,Manufacturer#3,1-URGENT,0,MACHINERY,RAIL,2,1,1995-07-04,1995-08-03,1995-10-26,1995-11-17,0,25697.616
O,DELIVER IN PERSON,3,Manufacturer#4,1-URGENT,0,MACHINERY,REG AIR,3,7,1995-07-04,1995-09-14,1995-10-09,1995-11-02,0,79223.42268
O,TAKE BACK RETURN,0,Manufacturer#4,1-URGENT,0,MACHINERY,AIR,1,16,1995-07-04,1995-08-08,1995-09-29,1995-10-26,0,14878.080288
O,TAKE BACK RETURN,3,Manufacturer#1,1-URGENT,2,MACHINERY,RAIL,1,7,1996-12-01,1997-01-14,1997-01-28,1997-02-02,0,38426.094
O,TAKE BACK RETURN,2,Manufacturer#2,2-HIGH,1,BUILDING,FOB,1,9,1996-01-10,1996-03-13,1996-05-07,1996-06-03,0,19803.471336
O,COLLECT COD,3,Manufacturer#2,2-HIGH,1,BUILDING,MAIL,3,19,1996-01-10,1996-03-27,1996-01-15,1996-02-03,0,81904.34412
O,NONE,3,Manufacturer#2,2-HIGH,1,BUILDING,FOB,4,23,1996-01-10,1996-04-08,1996-03-21,1996-04-20,0,43291.280032
O,NONE,2,Manufacturer#5,2-HIGH,1,BUILDING,FOB,7,12,1996-01-10,1996-03-26,1996-02-10,1996-02-13,0,7219.49472
O,DELIVER IN PERSON,3,Manufacturer#2,2-HIGH,1,BUILDING,TRUCK,5,22,1996-01-10,1996-02-24,1996-02-11,1996-02-18,0,50157.639896
O,TAKE BACK RETURN,0,Manufacturer#1,2-HIGH,1,BUILDING,SHIP,2,16,1996-01-10,1996-03-02,1996-02-01,1996-02-19,0,12112.03368
O,TAKE BACK RETURN,2,Manufacturer#5,2-HIGH,1,BUILDING,FOB,6,21,1996-01-10,1996-02-23,1996-01-16,1996-01-22,0,57397.46173
F,DELIVER IN PERSON,3,Manufacturer#1,4-NOT SPECIFIED,4,AUTOMOBILE,REG AIR,5,6,1994-06-04,1994-07-26,1994-07-31,1994-08-28,2,74010.763008
F,TAKE BACK RETURN,4,Manufacturer#3,4-NOT SPECIFIED,4,AUTOMOBILE,AIR,3,11,1994-06-04,1994-07-07,1994-07-02,1994-07-03,1,19714.5039
F,NONE,3,Manufacturer#4,4-NOT SPECIFIED,4,AUTOMOBILE,MAIL,4,7,1994-06-04,1994-07-27,1994-06-06,1994-06-15,2,3623.869704
F,NONE,1,Manufacturer#2,4-NOT SPECIFIED,4,AUTOMOBILE,SHIP,6,3,1994-06-04,1994-08-06,1994-10-03,1994-10-24,1,23733.033
F,NONE,1,Manufacturer#3,4-NOT SPECIFIED,4,AUTOMOBILE,REG AIR,2,3,1994-06-04,1994-08-17,1994-08-24,1994-08-31,1,29428.883456
F,NONE,3,Manufacturer#5,4-NOT SPECIFIED,4,AUTOMOBILE,TRUCK,1,6,1994-06-04,1994-08-11,1994-08-17,1994-09-08,1,53599.73256
F,COLLECT COD,2,Manufacturer#1,2-HIGH,3,HOUSEHOLD,RAIL,3,18,1992-10-02,1992-12-26,1992-12-17,1992-12-22,1,13673.754432
F,COLLECT COD,3,Manufacturer#3,2-HIGH,3,HOUSEHOLD,MAIL,2,23,1992-10-02,1992-12-01,1992-12-24,1993-01-12,2,18191.59056
F,DELIVER IN PERSON,3,Manufacturer#5,2-HIGH,3,HOUSEHOLD,SHIP,1,23,1992-10-02,1992-12-23,1992-10-19,1992-11-10,2,14263.23654
F,TAKE BACK RETURN,1,Manufacturer#4,2-HIGH,0,AUTOMOBILE,TRUCK,1,3,1994-11-17,1995-02-03,1995-02-11,1995-02-13,2,14517.920508
O,TAKE BACK RETURN,4,Manufacturer#3,3-MEDIUM,1,BUILDING,REG AIR,3,4,1996-10-01,1996-11-28,1996-12-17,1996-12-19,0,23295.4956
O,COLLECT COD,1,Manufacturer#4,3-MEDIUM,1,BUILDING,FOB,4,24,1996-10-01,1996-12-22,1997-01-09,1997-01-25,0,14966.44776
O,TAKE BACK RETURN,1,Manufacturer#5,3-MEDIUM,1,BUILDING,TRUCK,1,17,1996-10-01,1996-12-25,1996-11-06,1996-11-20,0,45679.78404
O,COLLECT COD,1,Manufacturer#1,3-MEDIUM,1,BUILDING,REG AIR,5,24,1996-10-01,1996-12-20,1997-01-13,1997-02-01,0,23334.4584
