o_orderstatus,o_orderpriority,cn_regionkey,c_mktsegment,c_nationkey,o_clerk,o_orderdate,c_acctbal,groupcol,aggcol
O,1-URGENT,3,FURNITURE,19,Clerk#000000424,1998-07-01,2953.35,700,1
O,3-MEDIUM,3,FURNITURE,22,Clerk#000001000,1998-01-08,7207.7,262,1
F,2-HIGH,1,BUILDING,1,Clerk#000000620,1994-05-17,-132.97,916,1
O,5-LOW,0,HOUSEHOLD,14,Clerk#000000362,1997-05-23,1209.37,472,1
O,3-MEDIUM,1,BUILDING,17,Clerk#000000996,1997-01-17,4605.87,119,1
F,4-NOT SPECIFIED,1,MACHINERY,1,Clerk#000000638,1995-03-12,3458.6,382,1
P,1-URGENT,0,FURNITURE,5,Clerk#000000993,1995-03-02,9849.87,406,1
F,4-NOT SPECIFIED,1,BUILDING,3,Clerk#000000871,1994-01-26,7149.43,347,1
F,1-URGENT,4,HOUSEHOLD,20,Clerk#000000157,1993-07-28,1634.7,533,1
O,4-NOT SPECIFIED,4,AUTOMOBILE,4,Clerk#000000646,1995-10-05,8798.96,644,1
O,1-URGENT,2,FURNITURE,12,Clerk#000000337,1996-12-22,8982.79,0,1
O,4-NOT SPECIFIED,4,MACHINERY,4,Clerk#000000854,1995-07-19,7503.3,934,1
F,3-MEDIUM,4,HOUSEHOLD,20,Clerk#000000873,1994-09-17,2942.19,23,1
O,4-NOT SPECIFIED,3,FURNITURE,22,Clerk#000000006,1996-04-07,7616.48,545,1
F,2-HIGH,0,BUILDING,16,Clerk#000000285,1993-05-04,9131.64,407,1
F,2-HIGH,0,AUTOMOBILE,0,Clerk#000000994,1994-05-06,2222.71,410,1
F,4-NOT SPECIFIED,1,HOUSEHOLD,2,Clerk#000000254,1993-10-30,3025.84,325,1
F,1-URGENT,3,HOUSEHOLD,7,Clerk#000000914,1994-09-26,9305.05,69,1
F,2-HIGH,4,FURNITURE,20,Clerk#000000465,1994-03-28,6397.58,404,1
F,1-URGENT,1,HOUSEHOLD,1,Clerk#000000397,1993-08-31,3679.65,870,1
O,2-HIGH,4,HOUSEHOLD,4,Clerk#000000162,1995-11-25,7979.48,519,1
F,3-MEDIUM,1,BUILDING,17,Clerk#000000196,1992-04-25,1376.67,583,1
O,3-MEDIUM,0,HOUSEHOLD,16,Clerk#000000787,1997-08-27,3482.32,455,1
O,3-MEDIUM,2,BUILDING,9,Clerk#000000224,1998-02-17,845.84,259,1
F,4-NOT SPECIFIED,2,BUILDING,9,Clerk#000000441,1994-03-06,7887.6,724,1
F,3-MEDIUM,4,FURNITURE,4,Clerk#000000549,1994-05-10,7885.5,110,1
F,2-HIGH,0,MACHINERY,14,Clerk#000000340,1993-10-10,6271.38,349,1
F,2-HIGH,1,BUILDING,1,Clerk#000000913,1994-12-13,4189.04,144,1
O,1-URGENT,3,MACHINERY,6,Clerk#000000488,1995-10-29,2892.21,260,1
O,3-MEDIUM,2,MACHINERY,18,Clerk#000000546,1998-07-08,8482.51,229,1
O,2-HIGH,1,MACHINERY,1,Clerk#000000980,1998-01-13,7944.22,372,1
F,3-MEDIUM,2,FURNITURE,12,Clerk#000000650,1993-06-26,4756.58,913,1
O,5-LOW,0,BUILDING,15,Clerk#000000252,1997-10-11,8465.15,705,1
F,2-HIGH,0,HOUSEHOLD,15,Clerk#000000650,1993-09-22,7734.64,755,1
O,5-LOW,2,MACHINERY,9,Clerk#000000099,1997-02-25,7897.78,552,1
O,5-LOW,3,MACHINERY,23,Clerk#000000435,1998-05-14,459.22,189,1
F,5-LOW,1,FURNITURE,2,Clerk#000000557,1994-11-18,3274.3,686,1
O,3-MEDIUM,1,AUTOMOBILE,2,Clerk#000000027,1996-07-29,3139.71,63,1
O,4-NOT SPECIFIED,3,BUILDING,23,Clerk#000000531,1995-12-05,5710.41,665,1
O,1-URGENT,1,HOUSEHOLD,3,Clerk#000000085,1996-05-27,8315.09,710,1
O,2-HIGH,2,MACHINERY,12,Clerk#000000213,1996-10-03,2263.25,601,1
F,2-HIGH,3,AUTOMOBILE,19,Clerk#000000745,1993-04-04,253.59,308,1
F,3-MEDIUM,0,BUILDING,15,Clerk#000000700,1992-03-14,8878.22,815,1
O,2-HIGH,4,AUTOMOBILE,10,Clerk#000000785,1998-01-28,6160.95,592,1
O,2-HIGH,2,AUTOMOBILE,8,Clerk#000000050,1997-04-01,3905.97,530,1
F,1-URGENT,0,AUTOMOBILE,0,Clerk#000000236,1992-01-16,138.31,202,1
F,1-URGENT,1,MACHINERY,17,Clerk#000000687,1994-04-09,2039.84,219,1
O,3-MEDIUM,1,BUILDING,2,Clerk#000000699,1997-11-11,4667.12,645,1
F,3-MEDIUM,4,AUTOMOBILE,11,Clerk#000000878,1994-07-23,9270.88,336,1
F,5-LOW,2,AUTOMOBILE,18,Clerk#000000325,1992-12-05,9561.95,886,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,4,Clerk#000000174,1994-04-23,7760.52,937,1
O,1-URGENT,2,MACHINERY,9,Clerk#000000125,1997-12-16,8166.59,370,1
O,1-URGENT,0,HOUSEHOLD,14,Clerk#000000685,1997-03-26,1799.67,720,1
O,5-LOW,3,FURNITURE,7,Clerk#000000463,1997-05-31,-842.39,524,1
O,4-NOT SPECIFIED,2,BUILDING,9,Clerk#000000724,1997-02-06,8593.83,373,1
O,1-URGENT,0,FURNITURE,5,Clerk#000000937,1997-09-17,2691.42,492,1
O,2-HIGH,3,BUILDING,7,Clerk#000000216,1996-05-03,8227.37,730,1
O,5-LOW,4,BUILDING,10,Clerk#000000506,1997-01-15,6368.38,651,1
F,4-NOT SPECIFIED,4,BUILDING,20,Clerk#000000089,1993-04-23,9680.51,938,1
O,4-NOT SPECIFIED,2,HOUSEHOLD,12,Clerk#000000502,1995-12-15,9782.34,939,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,9,Clerk#000000717,1993-07-27,5073.58,447,1
F,3-MEDIUM,0,FURNITURE,15,Clerk#000000786,1994-11-16,6988.55,482,1
O,1-URGENT,0,BUILDING,0,Clerk#000000241,1998-06-24,-920.4,145,1
O,2-HIGH,3,AUTOMOBILE,22,Clerk#000000244,1996-05-05,4962.12,87,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,8,Clerk#000000376,1993-08-19,6020.02,666,1
O,1-URGENT,1,FURNITURE,24,Clerk#000000837,1996-07-22,3366.61,940,1
F,5-LOW,4,FURNITURE,10,Clerk#000000149,1994-12-15,7618.54,65,1
F,2-HIGH,0,FURNITURE,15,Clerk#000000148,1993-03-08,8781.53,39,1
F,2-HIGH,1,MACHINERY,3,Clerk#000000229,1994-09-24,1975.41,234,1
O,2-HIGH,2,FURNITURE,9,Clerk#000000231,1998-07-03,884.2,490,1
F,3-MEDIUM,0,HOUSEHOLD,5,Clerk#000000862,1993-12-18,2753.54,315,1
F,4-NOT SPECIFIED,0,FURNITURE,14,Clerk#000000302,1993-12-14,8727.9,860,1
O,4-NOT SPECIFIED,4,HOUSEHOLD,20,Clerk#000000919,1995-10-20,1587.14,256,1
F,3-MEDIUM,2,MACHINERY,9,Clerk#000000178,1993-08-01,8177.33,257,1
F,2-HIGH,3,FURNITURE,22,Clerk#000000367,1994-02-15,7576.55,691,1
O,1-URGENT,1,BUILDING,1,Clerk#000000666,1996-11-06,4189.04,144,1
O,5-LOW,1,HOUSEHOLD,3,Clerk#000000557,1997-10-22,8315.09,710,1
O,1-URGENT,3,AUTOMOBILE,19,Clerk#000000727,1996-06-18,2135.91,41,1
O,5-LOW,0,AUTOMOBILE,0,Clerk#000000482,1995-10-06,2222.71,410,1
F,3-MEDIUM,0,AUTOMOBILE,5,Clerk#000000655,1992-02-12,-390.09,920,1
F,1-URGENT,4,BUILDING,11,Clerk#000000638,1992-11-21,4608.9,209,1
O,1-URGENT,0,BUILDING,14,Clerk#000000262,1996-12-02,3170.47,165,1
O,4-NOT SPECIFIED,2,MACHINERY,12,Clerk#000000845,1998-03-28,7929.9,132,1
O,5-LOW,4,BUILDING,10,Clerk#000000862,1997-07-15,511.69,575,1
O,2-HIGH,1,MACHINERY,1,Clerk#000000427,1996-09-18,7944.22,372,1
F,2-HIGH,4,HOUSEHOLD,11,Clerk#000000421,1993-12-09,7462.2,293,1
O,3-MEDIUM,4,MACHINERY,10,Clerk#000000061,1998-07-20,9158.91,180,1
F,1-URGENT,2,HOUSEHOLD,9,Clerk#000000002,1995-04-05,5500.11,115,1
O,4-NOT SPECIFIED,3,FURNITURE,7,Clerk#000000173,1998-05-04,-842.39,524,1
O,5-LOW,2,MACHINERY,8,Clerk#000000080,1997-12-24,1526.59,787,1
F,3-MEDIUM,2,BUILDING,21,Clerk#000000901,1992-04-14,2714.5,385,1
O,5-LOW,2,FURNITURE,21,Clerk#000000659,1997-09-25,2990.73,282,1
F,2-HIGH,1,FURNITURE,17,Clerk#000000715,1994-05-17,5436.81,231,1
O,2-HIGH,1,BUILDING,2,Clerk#000000251,1997-10-15,2912.8,608,1
O,1-URGENT,3,HOUSEHOLD,7,Clerk#000000586,1998-07-31,876.02,312,1
O,4-NOT SPECIFIED,2,FURNITURE,21,Clerk#000000459,1995-10-15,2990.73,282,1
O,4-NOT SPECIFIED,4,HOUSEHOLD,13,Clerk#000000435,1997-05-04,-112.46,276,1
O,4-NOT SPECIFIED,2,HOUSEHOLD,9,Clerk#000000713,1996-08-08,6257.88,299,1
O,3-MEDIUM,2,FURNITURE,9,Clerk#000000920,1997-02-02,4799.98,420,1
O,5-LOW,1,MACHINERY,2,Clerk#000000660,1997-07-18,-795.23,854,1
O,3-MEDIUM,3,HOUSEHOLD,7,Clerk#000000150,1997-08-18,9108.61,676,1
O,1-URGENT,3,FURNITURE,23,Clerk#000000928,1997-03-28,1437.55,384,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,10,Clerk#000000026,1994-03-23,-922.69,179,1
O,2-HIGH,0,BUILDING,0,Clerk#000000767,1996-10-28,2724.98,694,1
O,3-MEDIUM,0,MACHINERY,0,Clerk#000000890,1998-02-23,949.68,80,1
F,3-MEDIUM,0,BUILDING,5,Clerk#000000993,1993-07-18,-178.52,941,1
F,2-HIGH,4,MACHINERY,13,Clerk#000000073,1994-09-12,2394.92,355,1
F,1-URGENT,3,HOUSEHOLD,7,Clerk#000000327,1992-04-23,876.02,312,1
F,5-LOW,0,MACHINERY,0,Clerk#000000436,1992-05-10,7297.64,411,1
O,4-NOT SPECIFIED,2,FURNITURE,21,Clerk#000000842,1997-12-29,2990.73,282,1
F,2-HIGH,2,FURNITURE,9,Clerk#000000186,1992-08-13,1144.23,877,1
O,4-NOT SPECIFIED,2,FURNITURE,9,Clerk#000000312,1995-05-17,4286.94,602,1
O,2-HIGH,0,BUILDING,14,Clerk#000000186,1995-10-12,6446.83,356,1
O,3-MEDIUM,0,AUTOMOBILE,0,Clerk#000000335,1997-03-10,904.43,396,1
O,1-URGENT,3,AUTOMOBILE,7,Clerk#000000904,1996-11-04,7548.88,278,1
F,4-NOT SPECIFIED,1,FURNITURE,17,Clerk#000000036,1994-07-17,5436.81,231,1
F,2-HIGH,3,BUILDING,22,Clerk#000000842,1994-05-14,6044.02,503,1
O,2-HIGH,4,MACHINERY,4,Clerk#000000759,1996-10-16,3001.94,919,1
F,5-LOW,0,BUILDING,5,Clerk#000000555,1992-10-23,-158.39,942,1
O,3-MEDIUM,2,BUILDING,9,Clerk#000000096,1996-04-12,3016.38,680,1
O,4-NOT SPECIFIED,0,HOUSEHOLD,15,Clerk#000000381,1997-06-11,2377.34,362,1
O,1-URGENT,0,HOUSEHOLD,16,Clerk#000000158,1996-01-19,5824.88,701,1
O,4-NOT SPECIFIED,4,HOUSEHOLD,13,Clerk#000000924,1997-03-27,9108.65,664,1
F,4-NOT SPECIFIED,4,MACHINERY,4,Clerk#000000876,1992-09-03,8167.5,758,1
F,5-LOW,4,AUTOMOBILE,4,Clerk#000000594,1992-11-16,4422.45,740,1
F,4-NOT SPECIFIED,3,BUILDING,19,Clerk#000000933,1993-04-24,1469.59,173,1
F,3-MEDIUM,1,BUILDING,24,Clerk#000000878,1993-11-08,8616.12,590,1
F,2-HIGH,1,FURNITURE,24,Clerk#000000916,1994-09-20,3366.61,940,1
O,2-HIGH,1,MACHINERY,3,Clerk#000000152,1998-05-06,4344.52,151,1
F,3-MEDIUM,2,BUILDING,18,Clerk#000000892,1993-05-07,-867.94,903,1
F,3-MEDIUM,4,AUTOMOBILE,13,Clerk#000000807,1992-10-10,6123.69,653,1
O,2-HIGH,3,MACHINERY,23,Clerk#000000094,1995-07-19,5200.96,526,1
F,5-LOW,3,BUILDING,7,Clerk#000000729,1994-09-22,6354.89,735,1
F,5-LOW,3,HOUSEHOLD,22,Clerk#000000398,1993-11-08,-109.73,17,1
F,1-URGENT,2,AUTOMOBILE,12,Clerk#000000683,1994-07-16,-592.69,117,1
O,3-MEDIUM,3,FURNITURE,22,Clerk#000000835,1995-08-18,3387.22,461,1
O,4-NOT SPECIFIED,1,AUTOMOBILE,3,Clerk#000000427,1995-11-02,-556.05,506,1
F,4-NOT SPECIFIED,4,FURNITURE,10,Clerk#000000258,1992-06-16,4524.45,901,1
F,5-LOW,2,BUILDING,18,Clerk#000000772,1994-02-15,9802.04,943,1
F,4-NOT SPECIFIED,0,BUILDING,14,Clerk#000000002,1993-07-14,7915.06,266,1
F,4-NOT SPECIFIED,1,BUILDING,24,Clerk#000000922,1993-06-07,9712.75,498,1
F,2-HIGH,2,HOUSEHOLD,12,Clerk#000000179,1994-04-13,6761.52,841,1
O,1-URGENT,4,FURNITURE,4,Clerk#000000124,1997-07-12,5439.44,121,1
F,1-URGENT,2,HOUSEHOLD,9,Clerk#000000565,1993-01-30,-202.22,532,1
O,3-MEDIUM,1,AUTOMOBILE,2,Clerk#000000693,1995-07-07,1330.85,137,1
O,2-HIGH,4,AUTOMOBILE,11,Clerk#000000851,1997-05-31,3883.18,535,1
F,4-NOT SPECIFIED,2,BUILDING,9,Clerk#000000189,1993-10-14,3016.38,680,1
O,1-URGENT,0,FURNITURE,14,Clerk#000000983,1995-08-31,8998.82,687,1
O,4-NOT SPECIFIED,0,HOUSEHOLD,16,Clerk#000000830,1997-08-06,3482.32,455,1
F,3-MEDIUM,4,AUTOMOBILE,10,Clerk#000000379,1993-10-07,7505.33,842,1
F,2-HIGH,4,FURNITURE,13,Clerk#000000199,1992-01-06,-375.76,389,1
O,4-NOT SPECIFIED,0,AUTOMOBILE,15,Clerk#000000599,1997-12-24,7420.6,614,1
O,1-URGENT,4,BUILDING,20,Clerk#000000050,1996-02-29,4245,559,1
F,2-HIGH,0,HOUSEHOLD,15,Clerk#000000925,1993-01-09,2506.38,364,1
O,1-URGENT,0,BUILDING,15,Clerk#000000454,1995-10-27,4011.18,354,1
O,5-LOW,0,FURNITURE,14,Clerk#000000655,1996-03-22,1724.68,138,1
O,3-MEDIUM,2,BUILDING,21,Clerk#000000912,1997-06-09,5465.29,539,1
F,1-URGENT,2,HOUSEHOLD,12,Clerk#000000426,1994-06-06,9782.34,939,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,11,Clerk#000000203,1993-10-17,9270.88,336,1
O,3-MEDIUM,0,AUTOMOBILE,16,Clerk#000000242,1997-11-23,-761.7,8,1
O,2-HIGH,0,HOUSEHOLD,15,Clerk#000000849,1998-01-04,2377.34,362,1
F,2-HIGH,2,FURNITURE,12,Clerk#000000469,1994-12-05,6019.32,255,1
O,2-HIGH,4,FURNITURE,10,Clerk#000000486,1997-06-18,6227.55,377,1
O,3-MEDIUM,3,HOUSEHOLD,22,Clerk#000000880,1997-06-03,-109.73,17,1
O,5-LOW,1,AUTOMOBILE,1,Clerk#000000974,1995-07-22,8990.07,210,1
F,3-MEDIUM,4,HOUSEHOLD,11,Clerk#000000127,1992-12-30,7462.2,293,1
O,4-NOT SPECIFIED,0,BUILDING,0,Clerk#000000951,1997-04-17,1377.52,715,1
O,2-HIGH,2,FURNITURE,21,Clerk#000000562,1996-10-07,2990.73,282,1
O,3-MEDIUM,3,FURNITURE,22,Clerk#000000723,1997-10-15,7412.12,214,1
O,4-NOT SPECIFIED,4,MACHINERY,11,Clerk#000000611,1998-01-03,9398.51,944,1
F,3-MEDIUM,2,MACHINERY,8,Clerk#000000262,1994-08-19,4571.78,156,1
F,5-LOW,1,BUILDING,3,Clerk#000000623,1993-05-31,7905.17,813,1
O,2-HIGH,3,AUTOMOBILE,19,Clerk#000000598,1997-02-01,-326.32,945,1
O,3-MEDIUM,2,AUTOMOBILE,9,Clerk#000000022,1997-02-13,2326.68,751,1
F,2-HIGH,4,FURNITURE,11,Clerk#000000994,1993-05-24,5222.83,194,1
O,4-NOT SPECIFIED,4,FURNITURE,20,Clerk#000000094,1996-07-29,6397.58,404,1
F,5-LOW,4,AUTOMOBILE,11,Clerk#000000170,1994-03-09,2357.54,528,1
F,3-MEDIUM,0,BUILDING,0,Clerk#000000636,1992-08-09,2724.98,694,1
F,5-LOW,3,HOUSEHOLD,23,Clerk#000000024,1993-05-07,5236.89,786,1
P,1-URGENT,3,HOUSEHOLD,22,Clerk#000000973,1995-04-11,2924.78,689,1
F,4-NOT SPECIFIED,2,BUILDING,12,Clerk#000000602,1992-12-03,3826.52,662,1
O,5-LOW,2,AUTOMOBILE,9,Clerk#000000452,1998-06-04,2326.68,751,1
F,1-URGENT,3,AUTOMOBILE,19,Clerk#000000144,1992-05-18,5810.56,98,1
O,5-LOW,1,AUTOMOBILE,3,Clerk#000000144,1997-04-23,8137.24,124,1
O,1-URGENT,3,HOUSEHOLD,19,Clerk#000000472,1997-11-14,5187.02,650,1
F,1-URGENT,3,BUILDING,23,Clerk#000000008,1992-08-30,-565.35,107,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,8,Clerk#000000910,1993-07-11,6020.02,666,1
F,5-LOW,1,BUILDING,17,Clerk#000000608,1992-08-17,6819.74,27,1
F,5-LOW,3,MACHINERY,23,Clerk#000000312,1994-01-14,459.22,189,1
O,4-NOT SPECIFIED,2,MACHINERY,12,Clerk#000000777,1997-06-09,8174.82,475,1
F,4-NOT SPECIFIED,3,MACHINERY,22,Clerk#000000798,1994-02-03,0.97,423,1
O,3-MEDIUM,4,FURNITURE,13,Clerk#000000099,1996-06-14,291.44,946,1
F,4-NOT SPECIFIED,4,MACHINERY,13,Clerk#000000310,1994-04-27,4363.17,264,1
F,1-URGENT,0,MACHINERY,5,Clerk#000000366,1993-11-19,-44.66,684,1
F,3-MEDIUM,1,FURNITURE,2,Clerk#000000635,1994-03-11,1416.75,444,1
F,4-NOT SPECIFIED,4,FURNITURE,13,Clerk#000000419,1992-04-04,909.84,840,1
P,2-HIGH,1,HOUSEHOLD,2,Clerk#000000538,1995-04-19,1228.06,763,1
F,1-URGENT,0,MACHINERY,14,Clerk#000000172,1994-05-02,7667.35,604,1
F,5-LOW,0,AUTOMOBILE,15,Clerk#000000855,1994-01-23,2514.15,809,1
O,1-URGENT,0,BUILDING,5,Clerk#000000074,1995-12-11,9533.37,824,1
O,2-HIGH,4,HOUSEHOLD,13,Clerk#000000261,1995-10-01,4128.86,693,1
O,2-HIGH,2,BUILDING,12,Clerk#000000848,1997-06-13,594.5,402,1
O,3-MEDIUM,0,BUILDING,15,Clerk#000000542,1995-12-16,4011.18,354,1
O,1-URGENT,4,FURNITURE,10,Clerk#000000591,1996-04-08,7618.54,65,1
F,4-NOT SPECIFIED,4,FURNITURE,20,Clerk#000000031,1992-03-03,8018.81,4,1
O,2-HIGH,1,AUTOMOBILE,3,Clerk#000000893,1996-12-04,2155.06,749,1
F,1-URGENT,0,FURNITURE,15,Clerk#000000198,1992-02-25,8781.53,39,1
O,3-MEDIUM,3,AUTOMOBILE,7,Clerk#000000955,1996-08-15,6134.4,947,1
F,1-URGENT,1,AUTOMOBILE,3,Clerk#000000988,1992-05-24,9008.61,417,1
O,1-URGENT,3,BUILDING,7,Clerk#000000321,1996-07-14,8227.37,730,1
O,5-LOW,4,BUILDING,20,Clerk#000000882,1997-08-28,2724.8,709,1
O,4-NOT SPECIFIED,3,BUILDING,23,Clerk#000000473,1998-04-06,2873.49,948,1
F,4-NOT SPECIFIED,3,BUILDING,7,Clerk#000000640,1994-08-05,4409.7,487,1
O,4-NOT SPECIFIED,0,FURNITURE,14,Clerk#000000746,1997-04-08,7059.15,316,1
F,1-URGENT,2,MACHINERY,21,Clerk#000000801,1992-02-14,1663.28,918,1
O,2-HIGH,4,MACHINERY,13,Clerk#000000270,1998-05-18,6170.06,90,1
O,5-LOW,3,AUTOMOBILE,22,Clerk#000000834,1995-09-11,4962.12,87,1
O,5-LOW,0,AUTOMOBILE,14,Clerk#000000778,1996-12-29,5384.59,123,1
O,2-HIGH,4,MACHINERY,4,Clerk#000000094,1995-12-11,2866.83,72,1
F,4-NOT SPECIFIED,0,MACHINERY,15,Clerk#000000866,1994-01-02,5121.28,513,1
F,2-HIGH,1,AUTOMOBILE,24,Clerk#000000826,1995-05-10,3710.14,139,1
F,4-NOT SPECIFIED,0,BUILDING,0,Clerk#000000549,1993-05-10,1820.28,337,1
F,1-URGENT,3,HOUSEHOLD,23,Clerk#000000599,1992-11-28,-549.73,35,1
O,5-LOW,4,FURNITURE,20,Clerk#000000431,1998-01-03,9889.89,52,1
O,2-HIGH,2,AUTOMOBILE,18,Clerk#000000344,1996-08-14,1842.49,930,1
F,3-MEDIUM,4,HOUSEHOLD,13,Clerk#000000589,1994-05-22,6478.46,499,1
O,5-LOW,2,FURNITURE,12,Clerk#000000053,1996-06-03,4756.58,913,1
F,5-LOW,2,FURNITURE,18,Clerk#000000226,1994-10-18,4483.83,393,1
F,3-MEDIUM,3,MACHINERY,22,Clerk#000000053,1993-06-22,7882.44,242,1
O,3-MEDIUM,0,AUTOMOBILE,16,Clerk#000000027,1997-06-27,3273.08,339,1
O,3-MEDIUM,2,FURNITURE,9,Clerk#000000236,1995-07-14,3244.78,360,1
F,4-NOT SPECIFIED,3,AUTOMOBILE,19,Clerk#000000969,1994-04-06,85.05,105,1
F,1-URGENT,3,BUILDING,19,Clerk#000000274,1992-10-19,8541.87,721,1
F,2-HIGH,4,HOUSEHOLD,11,Clerk#000000679,1993-08-27,7462.2,293,1
O,4-NOT SPECIFIED,4,HOUSEHOLD,20,Clerk#000000980,1996-02-04,1634.7,533,1
O,2-HIGH,0,BUILDING,5,Clerk#000000222,1995-09-18,9562.82,791,1
F,1-URGENT,3,AUTOMOBILE,6,Clerk#000000119,1994-01-05,7077.79,714,1
P,4-NOT SPECIFIED,0,HOUSEHOLD,5,Clerk#000000673,1995-04-11,2023.59,397,1
O,4-NOT SPECIFIED,2,MACHINERY,8,Clerk#000000344,1997-06-22,1512.46,923,1
O,1-URGENT,1,MACHINERY,2,Clerk#000000379,1996-08-26,-746.03,597,1
O,1-URGENT,0,AUTOMOBILE,15,Clerk#000000778,1996-02-12,3903.54,924,1
F,1-URGENT,0,HOUSEHOLD,16,Clerk#000000945,1993-12-02,7461.27,746,1
F,5-LOW,4,FURNITURE,4,Clerk#000000604,1994-12-28,3687.37,371,1
F,2-HIGH,4,FURNITURE,10,Clerk#000000038,1994-03-22,6530.86,589,1
O,3-MEDIUM,3,HOUSEHOLD,22,Clerk#000000053,1997-02-22,554.71,768,1
F,5-LOW,2,AUTOMOBILE,18,Clerk#000000455,1993-06-21,3653.64,426,1
F,1-URGENT,3,HOUSEHOLD,23,Clerk#000000682,1994-07-13,2701.21,603,1
O,3-MEDIUM,2,BUILDING,21,Clerk#000000010,1996-09-22,2714.5,385,1
O,1-URGENT,4,BUILDING,10,Clerk#000000204,1996-04-17,1733.76,29,1
O,4-NOT SPECIFIED,0,HOUSEHOLD,14,Clerk#000000601,1997-11-28,1799.67,720,1
O,1-URGENT,3,AUTOMOBILE,22,Clerk#000000012,1995-08-15,5067.31,223,1
F,2-HIGH,3,FURNITURE,22,Clerk#000000003,1994-07-13,9491.46,789,1
O,4-NOT SPECIFIED,0,BUILDING,16,Clerk#000000630,1997-01-09,1609.39,623,1
F,3-MEDIUM,3,AUTOMOBILE,7,Clerk#000000878,1994-09-25,6134.4,947,1
F,2-HIGH,3,BUILDING,7,Clerk#000000153,1993-08-12,448.49,11,1
O,3-MEDIUM,4,FURNITURE,4,Clerk#000000838,1997-09-03,5439.44,121,1
F,2-HIGH,0,AUTOMOBILE,0,Clerk#000000471,1992-05-31,7352.14,375,1
F,3-MEDIUM,4,HOUSEHOLD,13,Clerk#000000635,1993-05-04,4351.09,598,1
O,3-MEDIUM,0,BUILDING,15,Clerk#000000379,1995-09-05,5685.59,949,1
O,5-LOW,0,HOUSEHOLD,15,Clerk#000000263,1996-05-25,8589.7,20,1
O,4-NOT SPECIFIED,2,BUILDING,18,Clerk#000000147,1996-07-05,1685.9,134,1
F,2-HIGH,0,BUILDING,15,Clerk#000000365,1992-04-28,-951.53,302,1
O,2-HIGH,4,AUTOMOBILE,10,Clerk#000000931,1998-04-12,-215.75,527,1
F,3-MEDIUM,4,BUILDING,4,Clerk#000000524,1992-04-11,260.71,646,1
F,2-HIGH,2,FURNITURE,21,Clerk#000000381,1993-11-21,3227.87,128,1
F,1-URGENT,2,FURNITURE,8,Clerk#000000060,1994-10-10,-917.75,222,1
O,4-NOT SPECIFIED,4,FURNITURE,10,Clerk#000000358,1997-08-19,4573.94,295,1
O,2-HIGH,2,AUTOMOBILE,9,Clerk#000000301,1995-08-03,6569.34,571,1
F,2-HIGH,3,BUILDING,22,Clerk#000000189,1992-07-09,-881.7,829,1
F,2-HIGH,0,BUILDING,5,Clerk#000000251,1994-12-20,6709.9,835,1
O,1-URGENT,0,BUILDING,0,Clerk#000000303,1997-01-06,4288.5,739,1
O,4-NOT SPECIFIED,4,FURNITURE,10,Clerk#000000881,1997-07-13,4573.94,295,1
F,5-LOW,0,BUILDING,15,Clerk#000000534,1994-08-27,9234.5,805,1
O,4-NOT SPECIFIED,1,HOUSEHOLD,2,Clerk#000000896,1997-04-25,8993.23,897,1
O,1-URGENT,3,HOUSEHOLD,7,Clerk#000000337,1995-06-01,1938.05,424,1
O,5-LOW,1,BUILDING,17,Clerk#000000809,1996-05-02,1376.67,583,1
O,2-HIGH,4,MACHINERY,11,Clerk#000000359,1998-05-12,1959.17,660,1
P,1-URGENT,2,AUTOMOBILE,12,Clerk#000000062,1995-03-13,8364.99,950,1
O,4-NOT SPECIFIED,0,BUILDING,14,Clerk#000000019,1995-07-22,9043.55,100,1
F,3-MEDIUM,4,HOUSEHOLD,20,Clerk#000000952,1994-04-05,2110.59,436,1
F,5-LOW,3,BUILDING,19,Clerk#000000750,1992-09-25,4146.43,77,1
O,2-HIGH,3,FURNITURE,7,Clerk#000000876,1998-06-14,709.46,507,1
O,2-HIGH,1,AUTOMOBILE,2,Clerk#000000793,1995-10-12,1330.85,137,1
O,4-NOT SPECIFIED,0,FURNITURE,0,Clerk#000000268,1998-04-14,5184.7,275,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,15,Clerk#000000556,1992-08-02,4113.64,655,1
O,5-LOW,3,HOUSEHOLD,7,Clerk#000000996,1997-07-06,876.02,312,1
O,1-URGENT,0,FURNITURE,0,Clerk#000000683,1998-02-07,2130.98,369,1
F,2-HIGH,4,HOUSEHOLD,20,Clerk#000000245,1992-03-07,9777.19,772,1
F,5-LOW,1,HOUSEHOLD,2,Clerk#000000150,1992-07-12,3249.25,253,1
F,2-HIGH,2,BUILDING,8,Clerk#000000238,1994-03-08,81.06,615,1
F,2-HIGH,4,HOUSEHOLD,13,Clerk#000000376,1993-06-07,9108.65,664,1
O,1-URGENT,2,AUTOMOBILE,21,Clerk#000000961,1997-09-08,170.46,674,1
O,2-HIGH,2,FURNITURE,9,Clerk#000000275,1998-01-29,884.2,490,1
