o_orderstatus,o_orderpriority,cn_regionkey,c_mktsegment,c_nationkey,o_clerk,o_orderdate,c_acctbal,o_custkey,groupcol,aggcol
F,5-LOW,1,FURNITURE,2,Clerk#000000959,1993-09-11,9715.38,12862,1,1
F,2-HIGH,3,AUTOMOBILE,19,Clerk#000000490,1993-07-18,8647.36,5660,4,1
F,2-HIGH,1,MACHINERY,3,Clerk#000000061,1993-07-15,1151.78,1595,4,1
F,5-LOW,4,HOUSEHOLD,4,Clerk#000000552,1993-07-24,-723.99,5797,1,1
F,5-LOW,4,BUILDING,4,Clerk#000000473,1993-07-24,4791.1,10574,1,1
F,1-URGENT,2,BUILDING,12,Clerk#000000414,1993-08-23,8253.18,2887,2,1
F,2-HIGH,2,AUTOMOBILE,21,Clerk#000000560,1993-07-21,5267.56,9538,4,1
F,1-URGENT,0,BUILDING,15,Clerk#000000203,1993-07-07,7277.1,14870,2,1
F,4-NOT SPECIFIED,0,MACHINERY,14,Clerk#000000900,1993-08-01,4149.18,4048,0,1
F,1-URGENT,1,HOUSEHOLD,24,Clerk#000000277,1993-09-21,6119.77,14890,2,1
F,1-URGENT,1,AUTOMOBILE,17,Clerk#000000705,1993-08-05,3151.45,4435,2,1
F,4-NOT SPECIFIED,0,BUILDING,16,Clerk#000000548,1993-09-01,2242.57,12464,0,1
F,5-LOW,3,HOUSEHOLD,23,Clerk#000000257,1993-09-06,2022.48,5986,1,1
F,2-HIGH,4,BUILDING,11,Clerk#000000391,1993-08-04,3151.21,1771,4,1
F,1-URGENT,4,MACHINERY,20,Clerk#000000307,1993-08-06,9647.35,8083,2,1
F,1-URGENT,1,HOUSEHOLD,17,Clerk#000000041,1993-08-17,8118.63,2386,2,1
F,4-NOT SPECIFIED,3,BUILDING,6,Clerk#000000751,1993-07-20,4005.43,14495,0,1
F,5-LOW,2,FURNITURE,8,Clerk#000000844,1993-08-04,596.71,10219,1,1
F,5-LOW,4,BUILDING,13,Clerk#000000843,1993-07-10,4223.57,6131,1,1
F,5-LOW,0,FURNITURE,15,Clerk#000000619,1993-08-11,9647.58,529,1,1
F,5-LOW,1,FURNITURE,2,Clerk#000000335,1993-09-16,616.59,3797,1,1
F,3-MEDIUM,3,HOUSEHOLD,23,Clerk#000000492,1993-07-10,5039.68,3460,3,1
F,3-MEDIUM,1,BUILDING,24,Clerk#000000015,1993-09-04,7209.94,1567,3,1
F,3-MEDIUM,3,MACHINERY,23,Clerk#000000868,1993-08-01,-703.11,12203,3,1
F,5-LOW,4,FURNITURE,13,Clerk#000000706,1993-07-27,9539.29,3007,1,1
F,5-LOW,2,BUILDING,21,Clerk#000000649,1993-08-04,3641.89,9314,1,1
F,1-URGENT,4,BUILDING,20,Clerk#000000682,1993-09-23,533.86,11821,2,1
F,1-URGENT,3,FURNITURE,22,Clerk#000000596,1993-07-06,8191.08,14060,2,1
F,3-MEDIUM,2,HOUSEHOLD,8,Clerk#000000747,1993-08-10,4206.76,7705,3,1
F,1-URGENT,3,BUILDING,19,Clerk#000000769,1993-07-05,2583.91,1048,2,1
F,2-HIGH,0,AUTOMOBILE,0,Clerk#000000567,1993-09-05,8458.37,2197,4,1
F,1-URGENT,1,HOUSEHOLD,2,Clerk#000000947,1993-07-17,4402.69,12307,2,1
F,3-MEDIUM,1,AUTOMOBILE,1,Clerk#000000723,1993-09-29,2838.03,5981,3,1
F,4-NOT SPECIFIED,4,FURNITURE,4,Clerk#000000611,1993-09-15,4761.56,12034,0,1
F,1-URGENT,0,AUTOMOBILE,5,Clerk#000000696,1993-07-14,-612.06,9490,2,1
F,1-URGENT,0,HOUSEHOLD,16,Clerk#000000912,1993-08-19,8797.99,8176,2,1
F,5-LOW,1,MACHINERY,2,Clerk#000000454,1993-08-29,3420.42,7975,1,1
F,3-MEDIUM,4,FURNITURE,20,Clerk#000000146,1993-08-24,3886.95,1912,3,1
F,2-HIGH,4,BUILDING,20,Clerk#000000681,1993-09-11,6062.94,11020,4,1
F,1-URGENT,4,BUILDING,10,Clerk#000000841,1993-07-09,511.69,805,2,1
F,3-MEDIUM,0,FURNITURE,0,Clerk#000000944,1993-08-04,238.09,6511,3,1
F,2-HIGH,1,FURNITURE,24,Clerk#000000664,1993-09-21,-555.26,5437,4,1
F,4-NOT SPECIFIED,0,BUILDING,14,Clerk#000000586,1993-07-09,7024.93,6524,0,1
F,3-MEDIUM,1,BUILDING,2,Clerk#000000189,1993-07-25,6738.93,670,3,1
F,4-NOT SPECIFIED,3,FURNITURE,19,Clerk#000000947,1993-07-01,4435.01,6538,0,1
F,3-MEDIUM,4,AUTOMOBILE,13,Clerk#000000340,1993-09-15,6791.11,13741,3,1
F,1-URGENT,2,BUILDING,12,Clerk#000000870,1993-08-04,9685.49,6460,2,1
F,5-LOW,3,FURNITURE,22,Clerk#000000299,1993-07-03,3186.31,6233,1,1
F,3-MEDIUM,4,HOUSEHOLD,4,Clerk#000000407,1993-07-10,8197.02,4468,3,1
F,1-URGENT,4,BUILDING,10,Clerk#000000152,1993-09-30,5342.51,7598,2,1
F,1-URGENT,3,AUTOMOBILE,7,Clerk#000000030,1993-07-12,4944.19,13013,2,1
F,5-LOW,0,AUTOMOBILE,16,Clerk#000000972,1993-07-02,6897.24,4940,1,1
F,3-MEDIUM,3,MACHINERY,6,Clerk#000000674,1993-09-14,4957.38,11645,3,1
F,1-URGENT,4,AUTOMOBILE,10,Clerk#000000377,1993-07-19,1594.59,4757,2,1
F,2-HIGH,3,BUILDING,19,Clerk#000000207,1993-08-19,8668.81,11225,4,1
F,2-HIGH,2,AUTOMOBILE,8,Clerk#000000253,1993-08-12,2892.88,14699,4,1
F,1-URGENT,0,FURNITURE,15,Clerk#000000713,1993-09-25,8900.49,9593,2,1
F,4-NOT SPECIFIED,4,BUILDING,20,Clerk#000000161,1993-07-14,6062.94,11020,0,1
F,2-HIGH,4,MACHINERY,10,Clerk#000000637,1993-09-05,8927.69,6653,4,1
F,1-URGENT,1,HOUSEHOLD,2,Clerk#000000770,1993-08-22,3249.25,1145,2,1
F,5-LOW,0,HOUSEHOLD,15,Clerk#000000764,1993-09-23,5666.11,5624,1,1
F,3-MEDIUM,2,BUILDING,18,Clerk#000000622,1993-07-10,3035.89,14432,3,1
F,5-LOW,0,HOUSEHOLD,14,Clerk#000000332,1993-08-24,4911.6,6824,1,1
F,3-MEDIUM,3,MACHINERY,22,Clerk#000000482,1993-07-28,910.64,3478,3,1
F,1-URGENT,2,HOUSEHOLD,8,Clerk#000000297,1993-08-19,3425.87,12820,2,1
F,1-URGENT,4,AUTOMOBILE,11,Clerk#000000637,1993-08-06,5688.31,1705,2,1
F,2-HIGH,3,AUTOMOBILE,23,Clerk#000000624,1993-08-12,230.23,10043,4,1
F,2-HIGH,0,BUILDING,14,Clerk#000000315,1993-09-14,9043.55,475,4,1
F,3-MEDIUM,0,AUTOMOBILE,14,Clerk#000000767,1993-07-01,5825.14,8915,3,1
F,3-MEDIUM,3,BUILDING,22,Clerk#000000713,1993-08-21,2216.36,5809,3,1
F,1-URGENT,4,HOUSEHOLD,11,Clerk#000000215,1993-07-31,7462.2,923,2,1
F,5-LOW,0,AUTOMOBILE,14,Clerk#000000343,1993-09-02,7392.8,5227,1,1
F,1-URGENT,4,MACHINERY,13,Clerk#000000368,1993-07-30,572.41,11275,2,1
F,5-LOW,1,FURNITURE,2,Clerk#000000436,1993-09-12,5390.85,14536,1,1
F,2-HIGH,3,HOUSEHOLD,7,Clerk#000000941,1993-08-17,6072.64,1798,4,1
F,3-MEDIUM,1,MACHINERY,17,Clerk#000000029,1993-08-09,1479.52,7861,3,1
F,1-URGENT,3,BUILDING,19,Clerk#000000924,1993-09-03,8187.73,11155,2,1
F,3-MEDIUM,4,AUTOMOBILE,20,Clerk#000000576,1993-07-07,-946.15,13150,3,1
F,3-MEDIUM,0,MACHINERY,14,Clerk#000000504,1993-09-21,456.36,13042,3,1
F,2-HIGH,3,HOUSEHOLD,22,Clerk#000000732,1993-08-14,3785.66,13306,4,1
F,5-LOW,0,MACHINERY,0,Clerk#000000916,1993-09-29,2610.74,12959,1,1
F,1-URGENT,3,MACHINERY,22,Clerk#000000969,1993-09-30,4849.97,13954,2,1
F,2-HIGH,1,MACHINERY,3,Clerk#000000325,1993-07-06,3300.43,7715,4,1
F,3-MEDIUM,0,AUTOMOBILE,0,Clerk#000000237,1993-08-21,3850.78,14219,3,1
F,3-MEDIUM,1,BUILDING,2,Clerk#000000607,1993-09-05,8337,8977,3,1
F,2-HIGH,1,HOUSEHOLD,24,Clerk#000000484,1993-07-12,2647.85,5474,4,1
F,3-MEDIUM,2,FURNITURE,12,Clerk#000000067,1993-07-12,-183.86,3910,3,1
F,5-LOW,1,MACHINERY,17,Clerk#000000522,1993-09-15,2883.71,8602,1,1
F,1-URGENT,1,HOUSEHOLD,17,Clerk#000000056,1993-08-05,3119.3,4573,2,1
F,3-MEDIUM,4,HOUSEHOLD,13,Clerk#000000179,1993-08-31,-112.46,1363,3,1
F,2-HIGH,0,BUILDING,14,Clerk#000000863,1993-09-09,517.43,6496,4,1
F,2-HIGH,1,BUILDING,24,Clerk#000000146,1993-07-14,9398.63,11401,4,1
F,1-URGENT,0,HOUSEHOLD,14,Clerk#000000695,1993-09-28,9452.52,12550,2,1
F,5-LOW,4,BUILDING,11,Clerk#000000377,1993-08-18,1836.89,14162,1,1
F,3-MEDIUM,1,AUTOMOBILE,17,Clerk#000000865,1993-08-15,6294.44,3305,3,1
F,2-HIGH,1,FURNITURE,2,Clerk#000000115,1993-07-20,9479.46,10858,4,1
F,5-LOW,4,AUTOMOBILE,4,Clerk#000000317,1993-07-30,2959.31,2140,1,1
F,5-LOW,0,AUTOMOBILE,16,Clerk#000000486,1993-09-26,8228.77,13717,1,1
F,2-HIGH,0,BUILDING,15,Clerk#000000650,1993-08-19,-673.14,14119,4,1
F,1-URGENT,3,HOUSEHOLD,22,Clerk#000000556,1993-08-29,5275.6,13012,2,1
F,5-LOW,4,FURNITURE,11,Clerk#000000649,1993-09-25,6183.92,12412,1,1
F,4-NOT SPECIFIED,3,MACHINERY,7,Clerk#000000461,1993-09-28,2790.3,8417,0,1
F,4-NOT SPECIFIED,1,MACHINERY,1,Clerk#000000803,1993-07-25,1915.35,254,0,1
F,5-LOW,0,FURNITURE,15,Clerk#000000002,1993-07-07,6973,9947,1,1
F,1-URGENT,0,FURNITURE,14,Clerk#000000898,1993-08-01,5480.02,8599,2,1
F,3-MEDIUM,1,FURNITURE,24,Clerk#000000140,1993-07-10,8697.88,1718,3,1
F,1-URGENT,2,BUILDING,12,Clerk#000000973,1993-09-19,3367.8,10903,2,1
F,3-MEDIUM,1,MACHINERY,1,Clerk#000000039,1993-07-23,5922.25,4073,3,1
F,3-MEDIUM,3,BUILDING,19,Clerk#000000922,1993-07-08,7198.69,11546,3,1
F,3-MEDIUM,2,MACHINERY,8,Clerk#000000991,1993-07-01,3476.71,13520,3,1
F,4-NOT SPECIFIED,4,BUILDING,20,Clerk#000000207,1993-08-26,6300.33,6649,0,1
F,5-LOW,0,FURNITURE,14,Clerk#000000221,1993-08-05,2913.21,11779,1,1
F,3-MEDIUM,0,MACHINERY,15,Clerk#000000945,1993-08-26,837.15,13744,3,1
F,3-MEDIUM,3,AUTOMOBILE,22,Clerk#000000383,1993-08-10,5413.1,14284,3,1
F,3-MEDIUM,0,HOUSEHOLD,0,Clerk#000000694,1993-08-23,5493.6,2539,3,1
F,2-HIGH,2,MACHINERY,9,Clerk#000000611,1993-09-23,6193.73,5554,4,1
F,3-MEDIUM,4,HOUSEHOLD,13,Clerk#000000879,1993-08-03,4782.73,7777,3,1
F,1-URGENT,3,HOUSEHOLD,7,Clerk#000000832,1993-09-09,2431.68,2722,2,1
F,3-MEDIUM,4,MACHINERY,4,Clerk#000000385,1993-08-22,7333.47,6778,3,1
F,5-LOW,3,AUTOMOBILE,6,Clerk#000000309,1993-08-15,5744.59,46,1,1
F,4-NOT SPECIFIED,2,BUILDING,18,Clerk#000000280,1993-09-22,134.5,7064,0,1
F,2-HIGH,4,BUILDING,10,Clerk#000000954,1993-07-20,2821.81,6832,4,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,21,Clerk#000000290,1993-08-29,-155.38,14545,0,1
F,5-LOW,3,MACHINERY,6,Clerk#000000198,1993-08-28,4214.78,7916,1,1
F,5-LOW,2,HOUSEHOLD,18,Clerk#000000701,1993-09-23,5875.37,13612,1,1
F,1-URGENT,4,MACHINERY,13,Clerk#000000021,1993-08-05,2668.44,11351,2,1
F,3-MEDIUM,2,MACHINERY,12,Clerk#000000485,1993-08-25,3168.41,466,3,1
F,2-HIGH,3,MACHINERY,6,Clerk#000000952,1993-09-24,8961.48,7696,4,1
F,1-URGENT,2,MACHINERY,9,Clerk#000000150,1993-09-09,7347.9,1007,2,1
F,3-MEDIUM,3,HOUSEHOLD,23,Clerk#000000079,1993-09-05,9774.16,12995,3,1
F,3-MEDIUM,3,HOUSEHOLD,23,Clerk#000000294,1993-08-13,1364.22,8263,3,1
F,3-MEDIUM,3,AUTOMOBILE,22,Clerk#000000745,1993-07-07,5533.42,8767,3,1
F,4-NOT SPECIFIED,0,BUILDING,0,Clerk#000000662,1993-07-30,3965.61,14782,0,1
F,3-MEDIUM,0,MACHINERY,16,Clerk#000000500,1993-07-23,3752.79,6007,3,1
F,2-HIGH,0,MACHINERY,5,Clerk#000000290,1993-07-12,9756.56,11233,4,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,11,Clerk#000000880,1993-08-01,1657.46,190,0,1
F,3-MEDIUM,3,MACHINERY,19,Clerk#000000716,1993-07-17,64.78,7675,3,1
F,3-MEDIUM,2,MACHINERY,18,Clerk#000000590,1993-09-21,6633.06,14083,3,1
F,2-HIGH,2,AUTOMOBILE,9,Clerk#000000212,1993-07-14,4365.91,3031,4,1
F,4-NOT SPECIFIED,1,BUILDING,1,Clerk#000000046,1993-07-15,375.64,4267,0,1
F,2-HIGH,1,AUTOMOBILE,17,Clerk#000000336,1993-07-02,5894.89,2597,4,1
F,1-URGENT,2,BUILDING,21,Clerk#000000246,1993-07-05,5099.59,4154,2,1
F,2-HIGH,3,AUTOMOBILE,6,Clerk#000000747,1993-09-24,9487.31,5497,4,1
F,1-URGENT,1,BUILDING,2,Clerk#000000708,1993-08-08,3783.47,3853,2,1
F,3-MEDIUM,4,HOUSEHOLD,4,Clerk#000000717,1993-08-02,5687.42,9889,3,1
F,1-URGENT,2,BUILDING,12,Clerk#000000185,1993-09-11,2304.11,10498,2,1
F,4-NOT SPECIFIED,0,BUILDING,14,Clerk#000000494,1993-07-19,6511.24,9451,0,1
F,3-MEDIUM,3,HOUSEHOLD,7,Clerk#000000629,1993-08-24,6237.26,6913,3,1
F,5-LOW,4,AUTOMOBILE,4,Clerk#000000129,1993-07-09,-559.02,14935,1,1
F,1-URGENT,2,BUILDING,9,Clerk#000000640,1993-08-23,3745.36,12754,2,1
F,1-URGENT,3,MACHINERY,23,Clerk#000000714,1993-08-24,3404.99,3229,2,1
F,5-LOW,2,HOUSEHOLD,18,Clerk#000000166,1993-09-10,2406.32,9037,1,1
F,5-LOW,3,AUTOMOBILE,7,Clerk#000000915,1993-08-22,-339.85,257,1,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,13,Clerk#000000298,1993-08-23,3887.74,2638,0,1
F,5-LOW,3,FURNITURE,19,Clerk#000000177,1993-08-08,6025.8,1949,1,1
F,1-URGENT,2,MACHINERY,18,Clerk#000000471,1993-09-18,3002.83,1628,2,1
F,2-HIGH,0,AUTOMOBILE,0,Clerk#000000632,1993-08-27,138.31,955,4,1
F,2-HIGH,3,BUILDING,19,Clerk#000000188,1993-09-10,7117.71,7937,4,1
F,2-HIGH,1,BUILDING,2,Clerk#000000815,1993-09-12,6738.93,670,4,1
F,1-URGENT,1,BUILDING,3,Clerk#000000290,1993-09-25,9538.59,14065,2,1
F,2-HIGH,3,MACHINERY,19,Clerk#000000285,1993-07-15,3307.1,8212,4,1
F,3-MEDIUM,4,MACHINERY,20,Clerk#000000394,1993-07-19,-62,3025,3,1
F,2-HIGH,3,MACHINERY,19,Clerk#000000792,1993-07-22,3406.68,14221,4,1
F,4-NOT SPECIFIED,4,BUILDING,20,Clerk#000000595,1993-09-11,9846.33,7604,0,1
F,4-NOT SPECIFIED,1,FURNITURE,24,Clerk#000000243,1993-07-14,3189.09,7004,0,1
F,5-LOW,4,AUTOMOBILE,10,Clerk#000000289,1993-09-12,8911.35,6514,1,1
F,3-MEDIUM,0,FURNITURE,0,Clerk#000000484,1993-08-27,9927.84,11998,3,1
F,4-NOT SPECIFIED,1,HOUSEHOLD,2,Clerk#000000502,1993-09-06,3249.25,1145,0,1
F,5-LOW,0,HOUSEHOLD,15,Clerk#000000087,1993-07-18,6963.37,9997,1,1
F,3-MEDIUM,3,BUILDING,19,Clerk#000000244,1993-07-23,4600.6,12241,3,1
F,4-NOT SPECIFIED,4,MACHINERY,20,Clerk#000000104,1993-09-30,1560.87,7273,0,1
F,2-HIGH,0,BUILDING,15,Clerk#000000314,1993-09-28,7882.61,7165,4,1
F,5-LOW,0,FURNITURE,14,Clerk#000000768,1993-08-09,8019.23,13274,1,1
F,5-LOW,2,AUTOMOBILE,18,Clerk#000000045,1993-07-23,4604.61,7006,1,1
F,2-HIGH,2,MACHINERY,18,Clerk#000000702,1993-07-21,-95.48,11167,4,1
F,2-HIGH,2,AUTOMOBILE,18,Clerk#000000533,1993-08-01,6820.7,9644,4,1
F,4-NOT SPECIFIED,0,MACHINERY,5,Clerk#000000379,1993-07-02,9024.03,14152,0,1
F,4-NOT SPECIFIED,1,MACHINERY,3,Clerk#000000160,1993-08-25,8871.22,9817,0,1
F,2-HIGH,3,AUTOMOBILE,7,Clerk#000000521,1993-07-11,7026.03,14920,4,1
F,5-LOW,4,BUILDING,4,Clerk#000000258,1993-09-19,8070.1,7166,1,1
F,3-MEDIUM,0,BUILDING,14,Clerk#000000249,1993-07-16,1760.48,3619,3,1
F,5-LOW,0,HOUSEHOLD,0,Clerk#000000847,1993-08-31,3837.93,2377,1,1
F,3-MEDIUM,4,BUILDING,20,Clerk#000000507,1993-08-04,6300.33,6649,3,1
F,4-NOT SPECIFIED,4,FURNITURE,13,Clerk#000000135,1993-09-20,7418.79,8917,0,1
F,1-URGENT,0,MACHINERY,0,Clerk#000000862,1993-09-11,2709.94,4349,2,1
F,3-MEDIUM,3,HOUSEHOLD,6,Clerk#000000173,1993-07-26,8665.71,4558,3,1
F,3-MEDIUM,0,BUILDING,15,Clerk#000000445,1993-07-15,8801.11,5681,3,1
F,3-MEDIUM,3,MACHINERY,7,Clerk#000000801,1993-08-14,2921.13,1523,3,1
F,4-NOT SPECIFIED,0,AUTOMOBILE,14,Clerk#000000324,1993-08-16,3800.89,4214,0,1
F,4-NOT SPECIFIED,2,BUILDING,18,Clerk#000000777,1993-07-02,886.97,13261,0,1
F,5-LOW,0,HOUSEHOLD,14,Clerk#000000589,1993-08-15,8498.62,14068,1,1
F,4-NOT SPECIFIED,0,MACHINERY,15,Clerk#000000331,1993-08-05,3995.46,2060,0,1
F,4-NOT SPECIFIED,3,FURNITURE,6,Clerk#000000223,1993-08-25,3682.25,6911,0,1
F,5-LOW,3,AUTOMOBILE,7,Clerk#000000993,1993-09-05,6046.87,13199,1,1
F,1-URGENT,3,BUILDING,19,Clerk#000000982,1993-07-11,4782.47,7142,2,1
F,3-MEDIUM,3,HOUSEHOLD,22,Clerk#000000861,1993-08-29,4657.29,2395,3,1
F,3-MEDIUM,1,MACHINERY,24,Clerk#000000600,1993-08-07,6442.33,10286,3,1
F,4-NOT SPECIFIED,1,FURNITURE,2,Clerk#000000749,1993-07-29,-459.17,3241,0,1
F,1-URGENT,3,MACHINERY,19,Clerk#000000999,1993-07-26,-292.06,13162,2,1
F,3-MEDIUM,0,BUILDING,15,Clerk#000000093,1993-07-07,8878.22,664,3,1
F,5-LOW,1,BUILDING,1,Clerk#000000367,1993-08-10,4739.19,1870,1,1
F,2-HIGH,4,HOUSEHOLD,11,Clerk#000000514,1993-08-15,4530.02,9665,4,1
F,4-NOT SPECIFIED,4,BUILDING,20,Clerk#000000463,1993-09-04,9846.33,7604,0,1
F,1-URGENT,3,AUTOMOBILE,22,Clerk#000000768,1993-09-08,8593.45,9805,2,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,22,Clerk#000000957,1993-09-20,2727.17,3748,0,1
F,3-MEDIUM,0,HOUSEHOLD,14,Clerk#000000606,1993-08-17,1382.66,7477,3,1
F,2-HIGH,3,HOUSEHOLD,22,Clerk#000000779,1993-09-30,8963.37,10849,4,1
F,1-URGENT,3,AUTOMOBILE,6,Clerk#000000771,1993-07-26,7705.85,10120,2,1
F,3-MEDIUM,0,HOUSEHOLD,15,Clerk#000000724,1993-07-24,6963.37,9997,3,1
F,2-HIGH,2,MACHINERY,8,Clerk#000000161,1993-08-08,4347.11,10354,4,1
F,5-LOW,1,FURNITURE,2,Clerk#000000658,1993-08-29,1416.75,1084,1,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,10,Clerk#000000127,1993-09-25,2839.12,5959,0,1
F,4-NOT SPECIFIED,3,MACHINERY,7,Clerk#000000903,1993-08-10,7404.15,8371,0,1
F,3-MEDIUM,1,BUILDING,3,Clerk#000000684,1993-07-01,520.74,14948,3,1
F,3-MEDIUM,0,MACHINERY,16,Clerk#000000672,1993-08-07,64.99,14887,3,1
F,1-URGENT,4,FURNITURE,20,Clerk#000000039,1993-08-17,6875.69,11129,2,1
F,3-MEDIUM,3,HOUSEHOLD,19,Clerk#000000184,1993-09-17,308.62,10594,3,1
F,3-MEDIUM,1,AUTOMOBILE,1,Clerk#000000543,1993-07-17,2857.43,6532,3,1
F,1-URGENT,1,BUILDING,24,Clerk#000000907,1993-09-15,3986.26,14762,2,1
F,5-LOW,1,MACHINERY,2,Clerk#000000811,1993-08-29,2254.6,12953,1,1
F,5-LOW,0,MACHINERY,16,Clerk#000000465,1993-07-02,1619.75,5332,1,1
F,4-NOT SPECIFIED,0,FURNITURE,15,Clerk#000000528,1993-09-20,727.3,14341,0,1
F,2-HIGH,0,AUTOMOBILE,0,Clerk#000000682,1993-09-19,7233.2,11834,4,1
F,2-HIGH,3,HOUSEHOLD,19,Clerk#000000114,1993-09-12,9086.77,2206,4,1
F,3-MEDIUM,4,FURNITURE,11,Clerk#000000059,1993-07-15,5579.14,6883,3,1
F,2-HIGH,1,MACHINERY,3,Clerk#000000268,1993-09-18,1316.02,10795,4,1
F,1-URGENT,0,FURNITURE,16,Clerk#000000296,1993-09-22,8615.71,12293,2,1
F,3-MEDIUM,4,FURNITURE,20,Clerk#000000173,1993-08-27,691.19,4804,3,1
F,2-HIGH,0,HOUSEHOLD,15,Clerk#000000570,1993-08-11,2377.34,325,4,1
F,3-MEDIUM,4,BUILDING,20,Clerk#000000205,1993-09-18,7207.72,14074,3,1
F,4-NOT SPECIFIED,2,BUILDING,21,Clerk#000000756,1993-09-16,5099.59,4154,0,1
F,4-NOT SPECIFIED,4,MACHINERY,4,Clerk#000000541,1993-07-17,3396.57,1678,0,1
F,2-HIGH,3,BUILDING,22,Clerk#000000935,1993-09-03,-83.54,11923,4,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,21,Clerk#000000309,1993-09-23,691.9,12346,0,1
F,4-NOT SPECIFIED,3,AUTOMOBILE,6,Clerk#000000093,1993-09-26,2237.21,2275,0,1
F,1-URGENT,4,HOUSEHOLD,11,Clerk#000000235,1993-09-28,5341.58,6616,2,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,17,Clerk#000000312,1993-09-19,6207.54,5077,0,1
F,5-LOW,2,HOUSEHOLD,9,Clerk#000000145,1993-08-11,3069.79,1891,1,1
F,3-MEDIUM,0,FURNITURE,16,Clerk#000000725,1993-07-15,2171.41,8969,3,1
F,2-HIGH,1,BUILDING,2,Clerk#000000794,1993-08-01,4457.09,14923,4,1
F,3-MEDIUM,3,MACHINERY,6,Clerk#000000076,1993-07-09,8321.15,7687,3,1
F,5-LOW,1,BUILDING,3,Clerk#000000153,1993-07-02,4232,7594,1,1
F,4-NOT SPECIFIED,2,FURNITURE,18,Clerk#000000455,1993-09-22,7115.14,745,0,1
F,5-LOW,2,FURNITURE,9,Clerk#000000837,1993-08-29,5399.61,9989,1,1
F,2-HIGH,2,BUILDING,18,Clerk#000000539,1993-07-08,3722.87,3655,4,1
F,3-MEDIUM,1,HOUSEHOLD,17,Clerk#000000720,1993-09-09,3119.3,4573,3,1
F,5-LOW,0,AUTOMOBILE,5,Clerk#000000450,1993-09-03,-13.83,2291,1,1
F,1-URGENT,3,FURNITURE,22,Clerk#000000646,1993-09-04,6536.22,3481,2,1
F,4-NOT SPECIFIED,2,FURNITURE,9,Clerk#000000921,1993-08-03,3006.93,6713,0,1
F,4-NOT SPECIFIED,2,FURNITURE,21,Clerk#000000073,1993-09-06,2691,13234,0,1
F,2-HIGH,3,BUILDING,6,Clerk#000000153,1993-08-10,5863.83,5023,4,1
F,4-NOT SPECIFIED,0,FURNITURE,14,Clerk#000000203,1993-09-23,9263.27,1516,0,1
F,5-LOW,4,HOUSEHOLD,10,Clerk#000000129,1993-07-10,7461.8,4759,1,1
F,5-LOW,3,AUTOMOBILE,22,Clerk#000000517,1993-09-08,5413.1,14284,1,1
F,5-LOW,0,FURNITURE,14,Clerk#000000635,1993-07-06,5109.56,7543,1,1
F,3-MEDIUM,0,FURNITURE,16,Clerk#000000707,1993-07-19,5943.22,10210,3,1
F,3-MEDIUM,0,BUILDING,0,Clerk#000000444,1993-07-31,3835.25,10033,3,1
F,5-LOW,3,MACHINERY,7,Clerk#000000225,1993-08-27,6759.39,4981,1,1
F,4-NOT SPECIFIED,4,FURNITURE,13,Clerk#000000324,1993-09-15,3167.91,12619,0,1
F,5-LOW,2,AUTOMOBILE,18,Clerk#000000589,1993-07-27,9153.6,10694,1,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,20,Clerk#000000315,1993-09-20,6474.27,13495,0,1
F,4-NOT SPECIFIED,2,MACHINERY,18,Clerk#000000423,1993-07-14,8646.86,6113,0,1
F,5-LOW,3,FURNITURE,23,Clerk#000000278,1993-08-09,1041.79,1535,1,1
F,3-MEDIUM,4,FURNITURE,11,Clerk#000000362,1993-08-08,9925.15,3784,3,1
F,4-NOT SPECIFIED,3,MACHINERY,6,Clerk#000000386,1993-07-13,585.94,8360,0,1
F,5-LOW,1,MACHINERY,24,Clerk#000000063,1993-08-28,9533.37,4147,1,1
F,4-NOT SPECIFIED,2,BUILDING,21,Clerk#000000030,1993-08-26,5665.91,5101,0,1
F,1-URGENT,2,BUILDING,21,Clerk#000000822,1993-09-29,6786.63,12565,2,1
F,1-URGENT,4,FURNITURE,20,Clerk#000000341,1993-07-21,5798.15,3856,2,1
F,5-LOW,1,MACHINERY,1,Clerk#000000771,1993-09-14,6603.69,14090,1,1
F,3-MEDIUM,0,AUTOMOBILE,15,Clerk#000000883,1993-08-19,2944.86,5104,3,1
F,2-HIGH,1,FURNITURE,24,Clerk#000000592,1993-09-27,9225.6,446,4,1
F,5-LOW,4,FURNITURE,13,Clerk#000000309,1993-09-11,4095.64,13528,1,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,20,Clerk#000000065,1993-07-04,82.87,11806,0,1
F,5-LOW,1,BUILDING,2,Clerk#000000889,1993-08-21,-934.21,8830,1,1
F,3-MEDIUM,1,HOUSEHOLD,2,Clerk#000000489,1993-08-27,622.6,11227,3,1
F,2-HIGH,3,AUTOMOBILE,7,Clerk#000000695,1993-09-11,8714.21,10588,4,1
F,1-URGENT,1,BUILDING,3,Clerk#000000911,1993-08-12,6481.71,4672,2,1
