l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,cn_regionkey,c_mktsegment,l_linenumber,l_tax,l_discount,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,F,A,COLLECT COD,2,Manufacturer#5,4,BUILDING,6,0.02,0.1,9,Brand#51,11,WRAP BAG,43,0,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,1,FURNITURE,2,0.02,0.03,21,Brand#32,2,MED CASE,39,0,1
F,F,R,DELIVER IN PERSON,0,Manufacturer#2,3,HOUSEHOLD,4,0,0.1,0,Brand#24,23,SM CAN,49,0,0
F,F,A,COLLECT COD,0,Manufacturer#3,3,BUILDING,4,0.03,0.05,0,Brand#31,6,SM BOX,15,1,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#4,2,FURNITURE,3,0,0.01,17,Brand#43,21,JUMBO CASE,35,1,1
F,F,R,NONE,3,Manufacturer#5,2,FURNITURE,3,0.04,0.1,7,Brand#53,8,LG CASE,28,1,1
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,0,BUILDING,2,0.04,0.05,7,Brand#43,5,JUMBO BAG,12,0,0
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,4,MACHINERY,1,0.02,0.07,22,Brand#12,11,WRAP CAN,16,1,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#5,3,AUTOMOBILE,3,0,0,23,Brand#51,22,JUMBO BOX,41,0,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#4,1,MACHINERY,3,0.03,0.09,2,Brand#41,1,MED JAR,28,1,1
F,F,A,COLLECT COD,0,Manufacturer#3,1,AUTOMOBILE,3,0.04,0.06,16,Brand#35,3,SM PACK,18,0,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,3,HOUSEHOLD,2,0.03,0.06,20,Brand#24,6,JUMBO BOX,15,0,0
F,F,R,NONE,2,Manufacturer#2,2,BUILDING,4,0.03,0,18,Brand#25,18,JUMBO BOX,23,0,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#2,0,FURNITURE,3,0.06,0.07,18,Brand#21,5,SM JAR,7,0,0
F,F,R,COLLECT COD,0,Manufacturer#2,1,HOUSEHOLD,6,0.04,0.08,0,Brand#21,3,WRAP PACK,32,1,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,0,MACHINERY,3,0.06,0.03,9,Brand#32,5,SM PACK,23,0,0
F,F,A,DELIVER IN PERSON,1,Manufacturer#1,2,BUILDING,2,0.07,0.01,17,Brand#11,12,JUMBO JAR,36,1,1
F,F,A,DELIVER IN PERSON,1,Manufacturer#2,4,HOUSEHOLD,1,0.06,0.1,1,Brand#24,20,MED JAR,9,1,0
F,F,A,COLLECT COD,2,Manufacturer#5,4,BUILDING,2,0.07,0.1,12,Brand#53,4,LG BAG,45,0,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#3,4,HOUSEHOLD,5,0,0.1,11,Brand#34,10,WRAP CASE,50,0,1
F,F,R,NONE,2,Manufacturer#1,3,BUILDING,1,0.03,0.06,12,Brand#13,23,MED CASE,15,0,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,3,BUILDING,2,0,0.07,21,Brand#51,23,MED CASE,2,0,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#3,3,BUILDING,1,0.04,0.1,22,Brand#33,23,WRAP BOX,12,1,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#4,0,AUTOMOBILE,2,0.06,0.06,18,Brand#43,5,SM PKG,2,0,0
F,F,A,NONE,0,Manufacturer#5,4,FURNITURE,2,0.04,0.08,16,Brand#53,11,WRAP PACK,6,1,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,4,HOUSEHOLD,3,0.04,0.02,8,Brand#54,10,WRAP CAN,42,1,1
F,F,R,NONE,2,Manufacturer#1,3,MACHINERY,4,0.04,0.1,18,Brand#13,6,WRAP CAN,33,0,1
F,F,R,TAKE BACK RETURN,4,Manufacturer#1,4,AUTOMOBILE,2,0,0.02,13,Brand#14,4,LG BOX,1,1,0
F,F,A,NONE,1,Manufacturer#2,1,AUTOMOBILE,2,0.04,0.01,24,Brand#22,3,JUMBO BAG,29,0,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,4,MACHINERY,1,0.01,0.02,19,Brand#11,13,LG CASE,40,0,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,4,FURNITURE,3,0.04,0.09,20,Brand#55,4,JUMBO JAR,30,0,1
F,F,R,COLLECT COD,2,Manufacturer#2,4,MACHINERY,1,0.08,0.06,12,Brand#25,20,JUMBO BAG,9,1,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,4,BUILDING,1,0.04,0.05,11,Brand#24,13,JUMBO BOX,1,0,0
F,F,R,COLLECT COD,2,Manufacturer#3,2,AUTOMOBILE,1,0.07,0.01,9,Brand#32,9,SM PKG,35,0,1
F,F,A,NONE,1,Manufacturer#2,3,HOUSEHOLD,3,0.05,0.06,17,Brand#21,23,JUMBO JAR,36,1,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#1,2,BUILDING,3,0.02,0.07,18,Brand#11,21,JUMBO BAG,2,1,1
F,F,A,NONE,0,Manufacturer#5,1,AUTOMOBILE,4,0,0.08,15,Brand#54,17,MED JAR,18,0,0
F,F,R,NONE,3,Manufacturer#5,0,FURNITURE,2,0.05,0.07,7,Brand#54,14,JUMBO CASE,46,1,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,3,AUTOMOBILE,2,0.02,0.03,11,Brand#54,22,LG PACK,23,0,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,1,BUILDING,2,0.07,0.01,10,Brand#33,24,JUMBO PACK,21,1,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,2,FURNITURE,5,0.08,0.06,8,Brand#53,12,LG BAG,18,0,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#2,0,BUILDING,4,0.08,0,10,Brand#21,0,SM BOX,3,0,1
F,F,A,COLLECT COD,2,Manufacturer#1,0,BUILDING,2,0.04,0.1,12,Brand#15,0,JUMBO CAN,33,1,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#3,1,BUILDING,2,0.07,0.06,22,Brand#32,24,LG BOX,45,1,1
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,4,MACHINERY,5,0.06,0.07,23,Brand#41,13,JUMBO CASE,3,1,1
F,F,R,NONE,3,Manufacturer#5,4,HOUSEHOLD,2,0.04,0.08,22,Brand#55,13,JUMBO DRUM,49,0,0
F,F,R,NONE,1,Manufacturer#4,2,MACHINERY,6,0.04,0.02,1,Brand#44,9,SM BAG,37,0,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,1,BUILDING,3,0,0.02,8,Brand#23,24,SM CASE,41,1,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#4,2,HOUSEHOLD,5,0.03,0.09,9,Brand#44,12,SM PKG,8,1,0
F,F,A,DELIVER IN PERSON,1,Manufacturer#4,0,HOUSEHOLD,6,0.06,0.01,3,Brand#45,16,JUMBO PKG,44,0,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#2,4,AUTOMOBILE,6,0.01,0.08,19,Brand#23,11,WRAP BOX,33,0,1
F,F,R,NONE,3,Manufacturer#3,4,HOUSEHOLD,5,0.05,0.05,7,Brand#33,20,SM JAR,30,1,0
F,F,R,NONE,3,Manufacturer#2,3,BUILDING,1,0.04,0.03,22,Brand#23,19,JUMBO CASE,46,1,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,2,AUTOMOBILE,3,0.04,0.04,7,Brand#54,9,JUMBO CAN,45,1,1
F,F,R,NONE,3,Manufacturer#4,3,BUILDING,4,0.06,0.1,19,Brand#42,19,WRAP PACK,38,0,0
F,F,R,COLLECT COD,2,Manufacturer#4,1,BUILDING,4,0.05,0.07,12,Brand#45,24,JUMBO BOX,44,1,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,3,HOUSEHOLD,1,0.02,0,8,Brand#14,23,JUMBO JAR,34,0,0
F,F,R,NONE,1,Manufacturer#3,2,HOUSEHOLD,4,0.03,0.01,1,Brand#33,21,SM JAR,28,0,0
F,F,R,DELIVER IN PERSON,0,Manufacturer#4,1,BUILDING,5,0.04,0.02,16,Brand#42,24,LG PKG,44,1,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,3,FURNITURE,1,0,0.09,14,Brand#33,22,MED JAR,43,0,0
F,F,R,DELIVER IN PERSON,1,Manufacturer#5,2,BUILDING,1,0.08,0.02,17,Brand#51,12,JUMBO DRUM,2,1,0
F,F,A,NONE,2,Manufacturer#5,4,BUILDING,2,0.02,0.1,12,Brand#54,13,SM BAG,29,1,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#3,3,MACHINERY,1,0.04,0.09,20,Brand#34,23,LG JAR,20,0,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#3,3,MACHINERY,3,0.02,0,22,Brand#32,19,SM PACK,24,0,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,4,MACHINERY,3,0,0.1,22,Brand#42,20,LG CASE,12,1,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#1,0,FURNITURE,2,0.01,0.06,0,Brand#12,15,SM PACK,28,0,0
F,F,A,COLLECT COD,4,Manufacturer#4,0,FURNITURE,7,0.02,0.02,11,Brand#42,14,SM PKG,8,1,0
F,F,R,COLLECT COD,0,Manufacturer#3,2,BUILDING,3,0.01,0.05,14,Brand#35,9,JUMBO PACK,28,1,1
F,F,A,NONE,3,Manufacturer#5,4,HOUSEHOLD,2,0.07,0.08,23,Brand#55,20,LG JAR,16,1,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,3,AUTOMOBILE,4,0.01,0.08,11,Brand#52,19,WRAP PKG,49,1,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#5,3,BUILDING,2,0.08,0.06,13,Brand#52,23,LG JAR,45,1,0
F,F,R,COLLECT COD,1,Manufacturer#2,3,AUTOMOBILE,3,0.06,0.07,17,Brand#23,23,WRAP PACK,24,0,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,1,BUILDING,3,0.08,0.05,18,Brand#33,1,WRAP PACK,42,1,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#2,4,HOUSEHOLD,1,0.07,0.02,10,Brand#25,20,MED PACK,15,0,0
F,F,A,NONE,3,Manufacturer#4,0,FURNITURE,7,0.01,0.09,7,Brand#44,14,WRAP PACK,31,1,0
F,F,R,NONE,3,Manufacturer#5,3,FURNITURE,1,0.06,0.1,23,Brand#55,6,WRAP BAG,42,1,0
F,F,A,TAKE BACK RETURN,4,Manufacturer#3,3,FURNITURE,4,0.01,0.08,11,Brand#31,19,SM CASE,37,0,1
F,F,A,COLLECT COD,2,Manufacturer#5,1,FURNITURE,2,0.01,0.07,9,Brand#55,3,LG BOX,37,0,0
F,F,A,COLLECT COD,2,Manufacturer#4,3,BUILDING,1,0.03,0.04,8,Brand#45,6,MED BOX,47,1,0
F,F,R,COLLECT COD,2,Manufacturer#3,4,BUILDING,5,0.06,0.01,8,Brand#31,13,JUMBO CAN,27,1,0
F,F,A,NONE,2,Manufacturer#4,3,MACHINERY,4,0.03,0.08,21,Brand#45,7,JUMBO PKG,16,0,1
F,F,A,TAKE BACK RETURN,4,Manufacturer#5,0,MACHINERY,2,0.06,0.03,11,Brand#55,0,JUMBO PKG,35,1,0
F,F,A,NONE,1,Manufacturer#1,3,BUILDING,4,0.05,0.02,3,Brand#13,19,JUMBO PACK,11,0,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,3,MACHINERY,1,0,0.04,10,Brand#31,19,LG CASE,8,0,1
F,F,R,COLLECT COD,2,Manufacturer#2,0,HOUSEHOLD,1,0.02,0.06,18,Brand#24,5,SM DRUM,27,0,0
F,F,A,DELIVER IN PERSON,0,Manufacturer#1,0,HOUSEHOLD,4,0.06,0.04,5,Brand#12,14,JUMBO BOX,34,0,0
F,F,A,COLLECT COD,2,Manufacturer#2,2,FURNITURE,6,0,0.03,8,Brand#25,8,MED CASE,21,1,0
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,3,FURNITURE,2,0.01,0.1,5,Brand#33,19,WRAP CAN,10,0,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,3,FURNITURE,5,0.01,0.05,19,Brand#42,19,SM BAG,30,0,0
F,F,A,TAKE BACK RETURN,4,Manufacturer#1,1,BUILDING,6,0.05,0.03,13,Brand#13,3,JUMBO DRUM,48,1,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#2,4,MACHINERY,6,0.04,0,23,Brand#23,11,LG PKG,30,0,1
F,F,A,COLLECT COD,2,Manufacturer#3,1,FURNITURE,2,0.03,0.03,18,Brand#35,1,JUMBO JAR,42,0,1
F,F,A,NONE,1,Manufacturer#1,4,FURNITURE,2,0.07,0.1,2,Brand#15,4,WRAP PACK,18,1,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#1,4,BUILDING,2,0.02,0.07,4,Brand#12,13,MED PKG,33,0,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#2,2,FURNITURE,4,0.03,0.04,0,Brand#22,8,MED PKG,12,1,0
F,F,R,COLLECT COD,4,Manufacturer#1,3,HOUSEHOLD,1,0.03,0.04,20,Brand#15,6,LG BAG,43,0,1
F,F,A,NONE,4,Manufacturer#4,3,HOUSEHOLD,3,0.02,0,4,Brand#45,6,LG CASE,11,1,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#1,4,MACHINERY,4,0.02,0.03,7,Brand#14,11,LG BOX,18,1,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#1,0,AUTOMOBILE,3,0.01,0.04,0,Brand#15,5,SM PKG,11,0,1
F,F,R,NONE,3,Manufacturer#3,0,HOUSEHOLD,4,0.04,0.1,7,Brand#33,0,SM JAR,50,0,0
F,F,A,COLLECT COD,4,Manufacturer#5,4,AUTOMOBILE,2,0.08,0.02,13,Brand#52,13,WRAP PACK,34,1,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#1,2,HOUSEHOLD,1,0,0.05,19,Brand#15,8,SM BAG,13,1,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#3,0,MACHINERY,3,0.02,0.09,22,Brand#33,15,MED JAR,20,1,0
F,F,A,COLLECT COD,3,Manufacturer#3,3,FURNITURE,2,0.01,0.07,7,Brand#31,7,MED PACK,28,0,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#3,3,AUTOMOBILE,5,0.06,0.05,24,Brand#35,23,LG BOX,9,0,1
F,F,A,NONE,0,Manufacturer#3,3,HOUSEHOLD,6,0.02,0.09,5,Brand#33,22,WRAP BOX,27,1,0
F,F,A,COLLECT COD,3,Manufacturer#5,4,FURNITURE,1,0.05,0.1,7,Brand#52,10,LG JAR,30,0,0
F,F,R,COLLECT COD,2,Manufacturer#3,0,AUTOMOBILE,3,0,0.02,12,Brand#33,5,SM BAG,1,1,0
F,F,R,COLLECT COD,0,Manufacturer#4,4,MACHINERY,6,0.04,0.07,16,Brand#41,13,JUMBO BAG,11,0,0
F,F,R,TAKE BACK RETURN,3,Manufacturer#3,4,HOUSEHOLD,2,0.04,0.08,23,Brand#34,20,LG BAG,23,0,1
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,0,FURNITURE,1,0.05,0.09,7,Brand#14,16,LG CAN,20,0,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#2,4,MACHINERY,2,0.05,0.09,0,Brand#24,20,JUMBO PACK,11,1,1
F,F,A,TAKE BACK RETURN,4,Manufacturer#2,3,AUTOMOBILE,1,0.07,0.06,11,Brand#22,23,SM BAG,29,1,1
F,F,R,COLLECT COD,2,Manufacturer#4,0,MACHINERY,1,0.01,0.1,9,Brand#41,0,LG CAN,8,0,1
F,F,R,COLLECT COD,1,Manufacturer#4,3,FURNITURE,4,0.08,0.07,24,Brand#43,22,MED CAN,35,0,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,3,FURNITURE,5,0.01,0.06,8,Brand#55,22,MED BOX,49,0,0
F,F,R,COLLECT COD,0,Manufacturer#2,4,HOUSEHOLD,1,0.08,0.02,16,Brand#24,20,SM BAG,21,0,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#4,4,AUTOMOBILE,5,0,0.05,11,Brand#45,4,LG PKG,43,1,1
F,F,R,TAKE BACK RETURN,1,Manufacturer#1,4,AUTOMOBILE,2,0,0.04,3,Brand#14,4,LG JAR,48,1,1
F,F,R,NONE,1,Manufacturer#2,0,FURNITURE,2,0.05,0.09,1,Brand#25,16,LG BAG,20,0,1
F,F,A,COLLECT COD,0,Manufacturer#1,1,BUILDING,3,0.02,0.02,5,Brand#15,1,SM CASE,28,0,1
F,F,R,TAKE BACK RETURN,1,Manufacturer#5,1,BUILDING,1,0.01,0.03,24,Brand#54,2,SM BOX,15,0,1
F,F,A,NONE,1,Manufacturer#5,0,FURNITURE,4,0.05,0.05,17,Brand#53,15,MED BOX,47,0,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,1,FURNITURE,2,0.08,0.04,9,Brand#12,2,JUMBO JAR,12,0,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#3,1,FURNITURE,6,0.08,0.04,8,Brand#31,2,SM BOX,18,1,0
F,F,A,COLLECT COD,2,Manufacturer#1,4,BUILDING,1,0.06,0.04,12,Brand#12,13,WRAP CASE,11,0,0
F,F,R,COLLECT COD,0,Manufacturer#2,3,HOUSEHOLD,3,0.04,0.04,15,Brand#23,23,SM JAR,21,1,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,1,MACHINERY,2,0.04,0.09,21,Brand#54,1,JUMBO CASE,2,0,0
F,F,R,DELIVER IN PERSON,0,Manufacturer#4,2,MACHINERY,4,0.02,0.08,15,Brand#45,18,MED CASE,45,0,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,3,MACHINERY,3,0.05,0,20,Brand#12,19,SM PACK,27,1,0
F,F,R,COLLECT COD,1,Manufacturer#5,3,MACHINERY,2,0.07,0.03,3,Brand#52,7,SM BOX,35,0,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,0,FURNITURE,1,0,0.07,9,Brand#11,5,JUMBO PKG,16,1,0
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,4,MACHINERY,2,0.06,0.07,19,Brand#14,20,MED CASE,22,0,0
F,F,R,NONE,2,Manufacturer#4,4,MACHINERY,6,0.07,0.1,9,Brand#44,20,WRAP DRUM,18,0,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,2,FURNITURE,2,0,0.04,7,Brand#12,18,LG JAR,38,1,0
F,F,A,COLLECT COD,4,Manufacturer#4,1,BUILDING,4,0.07,0,20,Brand#41,24,LG DRUM,37,0,1
F,F,A,TAKE BACK RETURN,1,Manufacturer#4,3,BUILDING,5,0.04,0.07,17,Brand#45,6,MED CASE,24,0,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#1,4,AUTOMOBILE,1,0,0.04,8,Brand#15,13,LG CAN,41,0,0
F,F,A,DELIVER IN PERSON,3,Manufacturer#5,3,BUILDING,1,0.04,0.08,6,Brand#53,6,LG DRUM,14,1,1
F,F,A,NONE,4,Manufacturer#3,3,BUILDING,2,0.02,0,4,Brand#31,19,SM PKG,11,0,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,4,MACHINERY,3,0.02,0.01,14,Brand#34,10,WRAP PACK,21,1,0
F,F,R,COLLECT COD,1,Manufacturer#3,4,MACHINERY,5,0.04,0.06,2,Brand#34,4,SM JAR,36,0,1
F,F,A,NONE,0,Manufacturer#4,0,MACHINERY,4,0.03,0.03,14,Brand#45,15,LG PACK,25,1,1
F,F,A,NONE,3,Manufacturer#2,0,MACHINERY,2,0.07,0.09,22,Brand#21,5,WRAP JAR,26,1,0
F,F,R,COLLECT COD,3,Manufacturer#4,2,BUILDING,3,0.03,0.08,22,Brand#41,8,MED BOX,16,0,0
F,F,R,NONE,3,Manufacturer#1,0,BUILDING,5,0.07,0.06,23,Brand#15,15,JUMBO CASE,33,1,0
F,F,A,COLLECT COD,4,Manufacturer#4,0,AUTOMOBILE,4,0.05,0.01,13,Brand#43,5,SM PKG,2,1,0
F,F,A,NONE,4,Manufacturer#5,3,FURNITURE,4,0.02,0.07,10,Brand#54,19,MED CAN,45,1,0
F,F,R,NONE,2,Manufacturer#5,0,BUILDING,3,0.01,0.09,9,Brand#55,16,SM JAR,36,0,1
F,F,A,NONE,0,Manufacturer#1,4,BUILDING,4,0.03,0.07,15,Brand#11,11,MED JAR,27,0,0
F,F,R,NONE,0,Manufacturer#1,0,FURNITURE,5,0.06,0.01,5,Brand#12,5,SM JAR,4,1,0
F,F,R,COLLECT COD,2,Manufacturer#4,2,MACHINERY,6,0,0.08,8,Brand#41,8,WRAP BAG,3,0,1
F,F,A,COLLECT COD,3,Manufacturer#5,4,BUILDING,1,0.03,0.1,19,Brand#53,10,JUMBO CAN,41,0,0
F,F,R,NONE,1,Manufacturer#4,2,BUILDING,2,0.06,0.05,24,Brand#45,12,SM DRUM,49,1,1
F,F,R,DELIVER IN PERSON,3,Manufacturer#3,2,BUILDING,5,0.02,0.08,19,Brand#32,12,JUMBO PACK,27,1,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,2,AUTOMOBILE,3,0,0.1,18,Brand#53,9,WRAP DRUM,27,1,0
F,F,R,NONE,2,Manufacturer#1,0,FURNITURE,2,0.02,0.05,12,Brand#14,15,MED BAG,47,0,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,3,HOUSEHOLD,5,0.01,0.04,19,Brand#14,22,JUMBO DRUM,14,0,1
F,F,A,NONE,0,Manufacturer#2,0,FURNITURE,2,0.06,0,16,Brand#25,15,LG PACK,45,1,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,3,BUILDING,5,0.07,0,3,Brand#23,19,SM JAR,17,1,1
F,F,R,TAKE BACK RETURN,1,Manufacturer#4,0,AUTOMOBILE,6,0.07,0.1,2,Brand#42,14,MED BOX,37,1,1
F,F,R,COLLECT COD,3,Manufacturer#3,3,MACHINERY,1,0.03,0.1,7,Brand#35,22,WRAP PKG,15,1,0
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,4,FURNITURE,5,0.03,0.05,12,Brand#54,13,MED JAR,13,1,1
F,F,A,NONE,3,Manufacturer#4,4,FURNITURE,2,0.02,0.06,22,Brand#45,13,SM BAG,43,0,1
F,F,A,TAKE BACK RETURN,4,Manufacturer#1,3,MACHINERY,3,0.06,0.08,13,Brand#12,19,WRAP DRUM,46,0,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,1,AUTOMOBILE,6,0.04,0,18,Brand#31,17,MED CAN,41,0,1
F,F,R,NONE,4,Manufacturer#3,4,BUILDING,1,0.03,0.08,13,Brand#34,11,WRAP PKG,29,1,1
F,F,A,DELIVER IN PERSON,1,Manufacturer#4,4,HOUSEHOLD,2,0.04,0.07,17,Brand#42,20,WRAP PACK,35,0,0
F,F,A,NONE,0,Manufacturer#4,0,BUILDING,3,0.07,0,5,Brand#42,15,SM CASE,7,0,0
F,F,R,NONE,2,Manufacturer#5,0,HOUSEHOLD,2,0.08,0.03,12,Brand#51,15,MED CASE,16,0,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,3,HOUSEHOLD,7,0.03,0.06,9,Brand#45,22,JUMBO JAR,48,0,0
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,3,MACHINERY,4,0.02,0.01,14,Brand#34,22,JUMBO CAN,28,1,0
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,3,BUILDING,1,0.01,0.02,9,Brand#31,22,SM PACK,38,0,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#2,0,AUTOMOBILE,1,0,0.03,4,Brand#23,14,SM DRUM,15,1,1
F,F,A,TAKE BACK RETURN,4,Manufacturer#3,1,FURNITURE,4,0.07,0.01,20,Brand#32,1,LG CAN,49,1,0
F,F,A,COLLECT COD,3,Manufacturer#5,2,MACHINERY,4,0.04,0.08,19,Brand#52,18,WRAP CASE,4,0,1
F,F,R,DELIVER IN PERSON,3,Manufacturer#2,4,AUTOMOBILE,1,0.08,0.05,22,Brand#24,10,MED BOX,41,1,1
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,0,FURNITURE,2,0.06,0.07,17,Brand#12,5,JUMBO PKG,25,1,1
F,F,A,NONE,2,Manufacturer#2,4,FURNITURE,3,0.07,0.09,21,Brand#22,11,JUMBO PACK,47,1,0
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,1,BUILDING,1,0.01,0.02,17,Brand#14,3,MED CAN,40,1,0
F,F,R,DELIVER IN PERSON,1,Manufacturer#3,1,MACHINERY,1,0.03,0.09,17,Brand#35,3,MED BAG,42,0,1
F,F,R,NONE,4,Manufacturer#4,3,FURNITURE,3,0.05,0.03,10,Brand#41,19,SM DRUM,37,1,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#5,2,FURNITURE,1,0.05,0.08,6,Brand#53,12,MED PACK,34,0,1
F,F,R,NONE,3,Manufacturer#4,0,FURNITURE,2,0.05,0.07,7,Brand#43,0,WRAP BOX,23,0,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,2,AUTOMOBILE,1,0.06,0.08,9,Brand#13,9,MED BAG,23,1,1
F,F,A,DELIVER IN PERSON,1,Manufacturer#3,2,AUTOMOBILE,4,0.05,0.01,3,Brand#31,9,MED PKG,27,1,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#4,2,AUTOMOBILE,5,0.04,0.04,0,Brand#45,9,MED CAN,46,1,1
F,F,A,COLLECT COD,3,Manufacturer#3,1,HOUSEHOLD,2,0.03,0.06,6,Brand#34,17,LG BAG,48,0,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#2,0,AUTOMOBILE,1,0.03,0.03,7,Brand#21,5,MED BAG,3,1,0
F,F,R,COLLECT COD,4,Manufacturer#4,4,MACHINERY,3,0.02,0.01,11,Brand#45,11,LG BOX,8,0,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,3,MACHINERY,6,0.03,0.07,8,Brand#45,6,SM BAG,33,1,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#5,3,HOUSEHOLD,4,0.07,0.05,10,Brand#52,22,SM DRUM,45,1,0
F,F,A,NONE,4,Manufacturer#4,4,MACHINERY,5,0,0.01,13,Brand#43,20,LG JAR,38,0,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#2,3,HOUSEHOLD,1,0.03,0.06,15,Brand#24,7,WRAP BOX,36,0,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#4,3,HOUSEHOLD,2,0.07,0.04,5,Brand#45,7,MED BAG,4,1,1
F,F,A,NONE,2,Manufacturer#5,0,MACHINERY,5,0.01,0,18,Brand#52,5,MED PACK,10,1,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,2,HOUSEHOLD,1,0.07,0.06,9,Brand#21,8,SM CAN,23,0,0
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,4,AUTOMOBILE,3,0.08,0,14,Brand#45,13,MED JAR,29,0,1
F,F,A,TAKE BACK RETURN,2,Manufacturer#1,4,FURNITURE,2,0,0.02,18,Brand#11,10,SM JAR,26,0,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#5,0,MACHINERY,3,0.08,0.02,1,Brand#53,14,SM PKG,13,0,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#4,0,AUTOMOBILE,2,0.04,0.07,22,Brand#41,15,JUMBO BAG,48,1,1
F,F,A,COLLECT COD,1,Manufacturer#5,3,AUTOMOBILE,4,0,0.07,17,Brand#53,6,LG CASE,48,1,1
