l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,cn_regionkey,c_mktsegment,l_linenumber,l_tax,l_discount,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,2,BUILDING,2,0.08,0.05,7,Brand#15,18,WRAP PACK,34,0,0
F,F,R,NONE,1,Manufacturer#3,0,AUTOMOBILE,4,0.06,0.02,1,Brand#32,16,JUMBO CAN,41,0,1
F,F,A,COLLECT COD,0,Manufacturer#4,0,AUTOMOBILE,2,0.04,0.03,16,Brand#42,15,LG BAG,26,0,1
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,2,MACHINERY,1,0.01,0.01,4,Brand#55,8,MED CAN,22,1,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,0,BUILDING,2,0.03,0.02,12,Brand#41,16,SM BOX,32,0,0
F,F,R,NONE,4,Manufacturer#5,4,FURNITURE,1,0.05,0.04,11,Brand#53,11,JUMBO CASE,46,0,0
F,F,A,COLLECT COD,4,Manufacturer#1,3,AUTOMOBILE,6,0.03,0.05,10,Brand#15,19,WRAP BOX,36,0,1
F,F,R,NONE,2,Manufacturer#2,0,AUTOMOBILE,5,0.02,0.04,8,Brand#24,14,SM BOX,2,0,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,4,MACHINERY,6,0,0.06,8,Brand#42,10,JUMBO CAN,15,1,1
F,F,R,NONE,1,Manufacturer#5,0,BUILDING,2,0.07,0.04,24,Brand#52,0,SM BOX,27,1,0
F,F,A,COLLECT COD,1,Manufacturer#2,2,HOUSEHOLD,2,0.06,0.06,3,Brand#23,9,LG BOX,26,1,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#2,4,BUILDING,1,0.08,0.03,0,Brand#22,10,WRAP BAG,16,0,1
F,F,A,COLLECT COD,2,Manufacturer#2,1,HOUSEHOLD,7,0,0.09,18,Brand#25,24,LG JAR,27,0,1
F,F,A,COLLECT COD,2,Manufacturer#5,0,AUTOMOBILE,5,0.05,0.01,21,Brand#53,0,JUMBO BOX,5,1,1
F,F,R,COLLECT COD,3,Manufacturer#5,1,MACHINERY,1,0,0.05,7,Brand#54,2,WRAP PKG,5,0,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,0,FURNITURE,4,0.03,0.01,21,Brand#53,0,LG PKG,7,0,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#4,2,MACHINERY,1,0.03,0,11,Brand#44,18,SM PACK,25,0,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,0,BUILDING,1,0.07,0.02,12,Brand#43,0,JUMBO CASE,4,1,0
F,F,A,NONE,1,Manufacturer#3,1,MACHINERY,1,0.02,0.1,1,Brand#34,1,WRAP DRUM,30,0,1
F,F,R,COLLECT COD,2,Manufacturer#5,3,FURNITURE,3,0.04,0.08,12,Brand#51,7,SM JAR,5,0,0
F,F,R,COLLECT COD,2,Manufacturer#2,2,AUTOMOBILE,2,0.03,0.03,21,Brand#23,21,JUMBO BAG,3,0,1
F,F,R,COLLECT COD,1,Manufacturer#5,3,FURNITURE,1,0.01,0.06,2,Brand#54,19,LG CAN,32,0,1
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,1,MACHINERY,1,0.04,0.04,9,Brand#42,3,JUMBO BOX,30,1,0
F,F,A,NONE,3,Manufacturer#5,1,MACHINERY,4,0.06,0.08,22,Brand#51,3,MED BOX,24,0,0
F,F,R,COLLECT COD,0,Manufacturer#3,3,AUTOMOBILE,1,0.04,0.07,14,Brand#34,23,SM BOX,40,1,1
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,1,HOUSEHOLD,7,0.04,0.07,1,Brand#12,1,JUMBO BAG,2,0,1
F,F,A,TAKE BACK RETURN,1,Manufacturer#2,3,FURNITURE,3,0.08,0.02,1,Brand#25,7,MED BOX,2,1,1
F,F,R,NONE,3,Manufacturer#3,2,MACHINERY,4,0.07,0.06,23,Brand#35,8,MED JAR,9,0,0
F,F,A,COLLECT COD,1,Manufacturer#3,3,BUILDING,1,0.07,0.1,17,Brand#33,6,LG BOX,36,0,0
F,F,A,COLLECT COD,2,Manufacturer#5,0,HOUSEHOLD,2,0.01,0.05,9,Brand#54,14,MED CAN,9,1,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#5,2,HOUSEHOLD,6,0,0,10,Brand#52,12,JUMBO PACK,37,0,0
F,F,R,COLLECT COD,0,Manufacturer#2,2,HOUSEHOLD,1,0.03,0.08,0,Brand#21,12,MED PACK,24,0,1
F,F,A,DELIVER IN PERSON,4,Manufacturer#3,4,FURNITURE,5,0,0.04,13,Brand#31,10,WRAP DRUM,37,0,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,4,BUILDING,3,0.04,0.08,11,Brand#32,20,SM CASE,49,1,0
F,F,R,DELIVER IN PERSON,0,Manufacturer#4,2,HOUSEHOLD,3,0.03,0.01,15,Brand#44,9,MED CASE,37,0,1
F,F,A,NONE,1,Manufacturer#4,2,AUTOMOBILE,7,0.02,0.07,17,Brand#42,9,SM CASE,20,1,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#1,1,BUILDING,3,0.07,0.02,1,Brand#15,1,WRAP CASE,28,1,1
F,F,A,COLLECT COD,4,Manufacturer#1,1,BUILDING,1,0.08,0.02,11,Brand#13,1,SM PACK,18,0,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#1,0,FURNITURE,1,0.02,0.04,15,Brand#14,5,MED JAR,9,0,1
F,F,A,NONE,2,Manufacturer#5,3,BUILDING,4,0,0.07,18,Brand#52,6,JUMBO BOX,47,0,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,3,BUILDING,6,0.04,0.09,12,Brand#35,6,LG CASE,1,1,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,0,FURNITURE,3,0.06,0.05,4,Brand#31,14,WRAP PKG,28,0,0
F,F,A,NONE,0,Manufacturer#5,0,MACHINERY,4,0,0.1,0,Brand#54,14,LG PKG,44,1,1
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,4,FURNITURE,4,0.05,0,7,Brand#14,11,LG PACK,21,1,1
F,F,A,COLLECT COD,2,Manufacturer#5,1,MACHINERY,2,0.03,0.05,12,Brand#53,3,SM BAG,11,1,1
F,F,A,TAKE BACK RETURN,4,Manufacturer#5,1,HOUSEHOLD,1,0.05,0.01,11,Brand#52,1,JUMBO JAR,38,0,1
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,1,BUILDING,1,0,0.05,1,Brand#25,24,LG BAG,44,0,1
F,F,A,TAKE BACK RETURN,1,Manufacturer#4,3,FURNITURE,2,0.06,0.04,24,Brand#43,23,JUMBO PACK,39,1,1
F,F,A,NONE,3,Manufacturer#1,0,FURNITURE,5,0.07,0.01,6,Brand#14,5,MED BOX,41,0,1
F,F,A,DELIVER IN PERSON,4,Manufacturer#2,2,BUILDING,5,0.04,0.05,4,Brand#23,21,LG PACK,50,0,1
F,F,R,TAKE BACK RETURN,4,Manufacturer#3,0,FURNITURE,3,0.08,0.07,4,Brand#31,5,MED CASE,36,0,0
F,F,A,TAKE BACK RETURN,4,Manufacturer#1,2,AUTOMOBILE,1,0.07,0.05,20,Brand#15,21,JUMBO BAG,31,1,1
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,2,AUTOMOBILE,2,0.08,0.01,24,Brand#21,21,WRAP PKG,28,0,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,1,MACHINERY,2,0.08,0.04,8,Brand#22,17,LG PACK,14,0,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#1,2,AUTOMOBILE,2,0.02,0.06,16,Brand#13,12,JUMBO PACK,17,1,0
F,F,A,TAKE BACK RETURN,0,Manufacturer#1,3,BUILDING,4,0.08,0.07,0,Brand#14,19,SM PKG,22,0,0
F,F,R,NONE,0,Manufacturer#4,2,BUILDING,5,0,0.02,16,Brand#44,21,JUMBO PACK,23,1,1
F,F,A,NONE,3,Manufacturer#5,1,HOUSEHOLD,1,0.04,0.1,22,Brand#53,1,MED CAN,33,0,1
F,F,A,COLLECT COD,2,Manufacturer#1,0,AUTOMOBILE,3,0,0.06,18,Brand#12,5,MED PKG,6,1,1
F,F,A,COLLECT COD,3,Manufacturer#5,3,BUILDING,2,0.01,0.05,7,Brand#51,22,LG PKG,9,1,0
F,F,R,NONE,2,Manufacturer#5,2,BUILDING,4,0.04,0.07,21,Brand#55,9,JUMBO JAR,20,0,1
F,F,R,NONE,4,Manufacturer#4,1,BUILDING,2,0.04,0.04,10,Brand#41,3,SM JAR,26,0,0
F,F,A,TAKE BACK RETURN,0,Manufacturer#4,1,FURNITURE,6,0.07,0.02,16,Brand#42,1,LG DRUM,48,1,0
F,F,R,DELIVER IN PERSON,0,Manufacturer#1,4,HOUSEHOLD,5,0.03,0.01,14,Brand#14,20,JUMBO BAG,21,1,1
F,F,A,COLLECT COD,2,Manufacturer#5,1,MACHINERY,2,0.06,0.09,12,Brand#52,17,JUMBO PKG,20,1,1
F,F,A,TAKE BACK RETURN,4,Manufacturer#2,4,FURNITURE,2,0.05,0.04,10,Brand#22,11,MED CASE,43,1,1
F,F,R,COLLECT COD,4,Manufacturer#2,4,MACHINERY,3,0.01,0.03,20,Brand#24,20,JUMBO PACK,33,0,1
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,4,MACHINERY,4,0.07,0.04,22,Brand#34,20,MED PACK,2,0,1
F,F,R,DELIVER IN PERSON,0,Manufacturer#3,0,AUTOMOBILE,3,0,0.07,5,Brand#34,14,LG BOX,35,1,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#2,3,MACHINERY,1,0.04,0.04,19,Brand#23,7,LG PACK,48,1,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,2,AUTOMOBILE,3,0,0.09,12,Brand#32,18,JUMBO CASE,28,0,0
F,F,R,COLLECT COD,4,Manufacturer#1,1,MACHINERY,3,0.07,0.07,4,Brand#12,1,WRAP CAN,15,1,1
F,F,A,COLLECT COD,1,Manufacturer#3,3,MACHINERY,2,0.03,0.03,3,Brand#33,22,WRAP JAR,3,1,1
F,F,R,DELIVER IN PERSON,3,Manufacturer#5,2,FURNITURE,2,0.04,0.03,6,Brand#52,12,SM PACK,3,1,0
F,F,A,COLLECT COD,4,Manufacturer#2,3,HOUSEHOLD,4,0.07,0.06,20,Brand#22,6,LG PKG,2,1,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#3,2,BUILDING,6,0.08,0.01,19,Brand#33,9,MED JAR,21,1,1
F,F,R,NONE,1,Manufacturer#2,2,BUILDING,3,0,0.01,3,Brand#24,9,LG PACK,17,0,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,2,MACHINERY,3,0.01,0.01,4,Brand#35,18,WRAP DRUM,23,1,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,2,BUILDING,4,0.08,0,1,Brand#24,8,MED CAN,29,1,0
F,F,R,NONE,4,Manufacturer#4,0,BUILDING,3,0.01,0.1,20,Brand#44,14,SM BOX,25,1,1
F,F,R,NONE,1,Manufacturer#5,2,HOUSEHOLD,3,0.07,0.09,1,Brand#51,8,WRAP CAN,40,0,1
F,F,A,NONE,4,Manufacturer#5,2,AUTOMOBILE,2,0.04,0.09,10,Brand#54,9,MED CAN,45,0,0
F,F,R,COLLECT COD,2,Manufacturer#3,3,MACHINERY,1,0,0.09,12,Brand#33,19,JUMBO CASE,34,1,1
F,F,A,NONE,2,Manufacturer#4,1,HOUSEHOLD,4,0.07,0.01,12,Brand#42,17,MED JAR,15,0,1
F,F,A,NONE,1,Manufacturer#4,3,MACHINERY,1,0.08,0.05,3,Brand#43,22,MED CAN,41,1,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,3,AUTOMOBILE,3,0.07,0.05,9,Brand#42,23,MED JAR,7,1,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#1,3,MACHINERY,2,0.04,0.01,16,Brand#13,6,LG JAR,23,1,0
F,F,R,NONE,2,Manufacturer#4,4,FURNITURE,5,0.04,0,9,Brand#42,13,MED BAG,47,0,0
F,F,R,DELIVER IN PERSON,1,Manufacturer#3,4,FURNITURE,6,0.04,0.01,1,Brand#35,13,JUMBO CASE,42,0,0
F,F,A,COLLECT COD,3,Manufacturer#5,0,HOUSEHOLD,2,0.02,0.02,23,Brand#51,16,SM PKG,31,1,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,0,BUILDING,4,0.03,0.08,10,Brand#12,15,JUMBO PKG,14,0,0
F,F,A,NONE,4,Manufacturer#5,4,MACHINERY,3,0.08,0.09,4,Brand#51,10,WRAP JAR,22,1,1
F,F,A,NONE,0,Manufacturer#4,0,MACHINERY,4,0,0.1,5,Brand#44,15,JUMBO BOX,46,1,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,1,BUILDING,3,0.02,0.05,12,Brand#44,24,MED PACK,6,0,1
F,F,R,NONE,2,Manufacturer#1,0,HOUSEHOLD,1,0.08,0.04,18,Brand#14,15,LG JAR,22,0,0
F,F,R,DELIVER IN PERSON,0,Manufacturer#3,0,AUTOMOBILE,5,0.05,0.08,15,Brand#32,5,MED CASE,6,0,0
F,F,A,COLLECT COD,0,Manufacturer#2,2,AUTOMOBILE,4,0.08,0.07,16,Brand#25,12,MED PACK,11,0,1
F,F,A,COLLECT COD,3,Manufacturer#4,4,AUTOMOBILE,1,0.03,0.07,19,Brand#43,11,LG CAN,14,1,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,4,AUTOMOBILE,5,0,0.03,16,Brand#53,4,JUMBO JAR,25,1,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,4,MACHINERY,2,0.06,0.07,4,Brand#32,10,MED PACK,50,1,1
F,F,R,COLLECT COD,1,Manufacturer#3,1,MACHINERY,1,0,0.03,17,Brand#33,3,LG CAN,1,0,0
F,F,R,NONE,1,Manufacturer#4,4,AUTOMOBILE,3,0.07,0.01,24,Brand#41,10,LG PKG,26,1,0
F,F,R,DELIVER IN PERSON,0,Manufacturer#5,4,BUILDING,1,0.06,0.03,15,Brand#54,11,JUMBO DRUM,41,1,1
F,F,A,NONE,1,Manufacturer#4,1,MACHINERY,4,0.03,0.03,3,Brand#41,1,MED BAG,25,1,0
F,F,R,COLLECT COD,2,Manufacturer#4,0,AUTOMOBILE,3,0.04,0.01,12,Brand#43,16,WRAP DRUM,37,0,0
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,0,AUTOMOBILE,1,0.04,0.01,12,Brand#32,15,LG BOX,36,0,0
F,F,R,COLLECT COD,0,Manufacturer#1,3,MACHINERY,4,0.06,0.1,0,Brand#12,23,MED PKG,8,0,1
F,F,R,COLLECT COD,3,Manufacturer#4,2,FURNITURE,1,0.05,0.07,22,Brand#43,9,JUMBO PACK,41,0,1
F,F,R,DELIVER IN PERSON,0,Manufacturer#2,2,BUILDING,3,0,0.02,5,Brand#25,8,JUMBO CASE,37,0,1
F,F,R,TAKE BACK RETURN,1,Manufacturer#5,2,HOUSEHOLD,3,0.01,0,1,Brand#52,9,JUMBO PKG,20,0,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,1,MACHINERY,1,0.03,0.06,7,Brand#13,3,SM DRUM,10,1,1
F,F,A,DELIVER IN PERSON,0,Manufacturer#2,3,FURNITURE,2,0.07,0.06,0,Brand#24,22,SM JAR,28,0,1
F,F,A,COLLECT COD,3,Manufacturer#2,0,AUTOMOBILE,1,0.03,0.01,22,Brand#23,0,WRAP DRUM,48,0,0
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,3,BUILDING,2,0.04,0.05,23,Brand#42,19,WRAP BAG,28,0,1
F,F,A,COLLECT COD,0,Manufacturer#2,3,BUILDING,3,0.05,0.09,15,Brand#22,6,LG BOX,10,0,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#1,3,HOUSEHOLD,2,0.08,0.09,6,Brand#15,23,WRAP JAR,47,1,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#1,3,HOUSEHOLD,1,0.07,0.1,23,Brand#14,19,MED DRUM,26,1,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,4,MACHINERY,1,0.05,0.05,9,Brand#12,11,WRAP CAN,36,1,1
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,3,AUTOMOBILE,6,0,0.09,18,Brand#55,7,LG PKG,45,1,1
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,4,AUTOMOBILE,3,0.04,0.04,22,Brand#45,13,MED PACK,15,0,0
F,F,A,NONE,4,Manufacturer#3,1,AUTOMOBILE,1,0,0.1,4,Brand#34,1,SM JAR,5,1,0
F,F,A,NONE,1,Manufacturer#3,0,FURNITURE,1,0.01,0.02,1,Brand#35,0,SM PACK,32,0,1
F,F,A,TAKE BACK RETURN,1,Manufacturer#1,0,HOUSEHOLD,3,0.07,0.07,1,Brand#12,15,JUMBO BAG,2,1,1
F,F,R,COLLECT COD,3,Manufacturer#1,1,MACHINERY,4,0.05,0.07,19,Brand#13,2,WRAP JAR,30,1,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#4,2,AUTOMOBILE,1,0.01,0.08,5,Brand#41,9,WRAP BOX,29,1,0
F,F,A,COLLECT COD,2,Manufacturer#4,4,FURNITURE,3,0.02,0.09,9,Brand#41,11,JUMBO CASE,14,1,0
F,F,R,NONE,2,Manufacturer#4,0,FURNITURE,1,0.07,0.1,9,Brand#42,16,MED PACK,18,1,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#4,3,FURNITURE,6,0.04,0.04,17,Brand#44,6,SM JAR,37,0,0
F,F,R,TAKE BACK RETURN,1,Manufacturer#5,4,HOUSEHOLD,1,0.03,0.09,24,Brand#53,4,JUMBO PACK,1,1,0
F,F,A,TAKE BACK RETURN,3,Manufacturer#2,0,HOUSEHOLD,4,0.02,0.06,23,Brand#21,0,LG BAG,9,1,0
F,F,A,TAKE BACK RETURN,1,Manufacturer#1,1,BUILDING,2,0.02,0.02,2,Brand#13,24,MED PACK,22,1,1
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,4,HOUSEHOLD,6,0.08,0.02,6,Brand#44,20,JUMBO DRUM,40,1,0
F,F,A,NONE,4,Manufacturer#1,3,MACHINERY,3,0.05,0.04,11,Brand#13,22,LG JAR,30,0,1
F,F,R,NONE,0,Manufacturer#5,1,FURNITURE,6,0.05,0.04,16,Brand#53,17,LG JAR,19,1,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,2,BUILDING,6,0.06,0.08,13,Brand#34,18,SM PACK,49,1,1
F,F,R,COLLECT COD,2,Manufacturer#5,4,FURNITURE,2,0.08,0.05,9,Brand#54,4,LG BOX,16,1,1
F,F,A,NONE,4,Manufacturer#2,3,FURNITURE,1,0.05,0,20,Brand#21,23,JUMBO CAN,8,0,1
F,F,R,COLLECT COD,0,Manufacturer#3,3,AUTOMOBILE,6,0.05,0.05,0,Brand#32,23,LG CAN,48,1,0
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,4,MACHINERY,3,0.04,0.06,8,Brand#53,11,MED CAN,20,0,1
F,F,A,TAKE BACK RETURN,4,Manufacturer#4,2,FURNITURE,1,0.06,0.05,4,Brand#41,8,LG BAG,4,1,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#5,1,HOUSEHOLD,2,0.05,0.07,20,Brand#53,3,MED BAG,3,0,1
F,F,A,DELIVER IN PERSON,4,Manufacturer#4,1,FURNITURE,2,0.03,0.05,10,Brand#45,3,LG JAR,35,1,1
F,F,R,TAKE BACK RETURN,4,Manufacturer#4,4,HOUSEHOLD,3,0.07,0.06,10,Brand#42,10,LG PKG,23,1,1
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,4,AUTOMOBILE,2,0.08,0.07,21,Brand#55,10,LG PKG,13,0,1
F,F,R,TAKE BACK RETURN,0,Manufacturer#1,3,AUTOMOBILE,5,0.06,0.08,0,Brand#12,19,JUMBO BOX,4,0,0
F,F,A,NONE,4,Manufacturer#4,4,AUTOMOBILE,2,0.07,0.09,11,Brand#43,13,MED PKG,22,0,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,1,FURNITURE,3,0.05,0.09,10,Brand#11,3,MED CAN,28,0,1
F,F,A,NONE,2,Manufacturer#2,0,BUILDING,3,0.04,0.05,18,Brand#24,5,SM CASE,33,0,0
F,F,A,TAKE BACK RETURN,4,Manufacturer#2,4,MACHINERY,4,0.06,0.1,11,Brand#25,10,SM BOX,42,1,1
F,F,R,NONE,2,Manufacturer#4,0,FURNITURE,3,0.08,0.01,21,Brand#43,0,JUMBO BAG,43,0,0
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,1,MACHINERY,3,0.05,0.06,7,Brand#33,24,JUMBO CASE,8,1,0
F,F,A,NONE,4,Manufacturer#3,1,FURNITURE,4,0.03,0.05,13,Brand#32,17,LG JAR,35,0,0
F,F,A,NONE,1,Manufacturer#4,1,FURNITURE,1,0.04,0.06,17,Brand#41,17,WRAP PACK,10,0,0
F,F,R,NONE,3,Manufacturer#4,4,BUILDING,2,0.02,0.04,6,Brand#43,20,MED DRUM,18,0,0
F,F,A,NONE,0,Manufacturer#4,4,MACHINERY,1,0.03,0.01,0,Brand#42,20,MED DRUM,4,1,1
F,F,A,COLLECT COD,3,Manufacturer#2,2,BUILDING,2,0.06,0.01,6,Brand#24,21,WRAP JAR,24,1,1
F,F,R,NONE,1,Manufacturer#1,0,BUILDING,1,0.05,0.09,2,Brand#12,14,MED DRUM,37,0,1
F,F,A,COLLECT COD,0,Manufacturer#4,2,HOUSEHOLD,7,0,0.01,0,Brand#43,18,MED CASE,14,1,1
F,F,A,NONE,3,Manufacturer#4,1,MACHINERY,5,0.06,0.05,22,Brand#43,24,LG JAR,10,0,0
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,1,MACHINERY,3,0.02,0.08,1,Brand#51,24,JUMBO BAG,22,0,0
F,F,R,TAKE BACK RETURN,4,Manufacturer#2,1,FURNITURE,3,0.06,0.08,11,Brand#23,24,SM DRUM,21,0,0
F,F,A,COLLECT COD,1,Manufacturer#5,2,MACHINERY,1,0.08,0.05,24,Brand#55,21,SM BOX,20,1,1
F,F,R,COLLECT COD,2,Manufacturer#4,1,FURNITURE,1,0.07,0.05,18,Brand#44,24,LG PACK,50,0,0
F,F,A,NONE,2,Manufacturer#2,1,FURNITURE,2,0.05,0.03,21,Brand#23,24,LG DRUM,15,0,0
F,F,A,COLLECT COD,1,Manufacturer#3,3,HOUSEHOLD,6,0.03,0,3,Brand#33,19,JUMBO CASE,3,1,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#2,0,HOUSEHOLD,1,0.05,0.01,15,Brand#25,14,JUMBO PKG,25,1,1
F,F,R,COLLECT COD,3,Manufacturer#3,3,FURNITURE,1,0.06,0.07,7,Brand#34,7,SM PACK,49,0,1
F,F,A,COLLECT COD,0,Manufacturer#2,2,MACHINERY,3,0.02,0.08,16,Brand#24,21,MED PACK,43,1,1
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,2,HOUSEHOLD,2,0.08,0.02,12,Brand#31,9,LG CAN,8,1,1
F,F,A,COLLECT COD,1,Manufacturer#3,2,BUILDING,5,0.04,0.02,1,Brand#33,18,WRAP BAG,17,1,0
F,F,A,DELIVER IN PERSON,0,Manufacturer#1,1,FURNITURE,5,0.04,0.03,14,Brand#15,24,JUMBO BAG,29,1,1
F,F,A,DELIVER IN PERSON,4,Manufacturer#1,4,AUTOMOBILE,1,0.02,0.07,10,Brand#15,10,WRAP JAR,39,0,1
F,F,A,NONE,4,Manufacturer#4,4,AUTOMOBILE,4,0.03,0,10,Brand#44,10,LG PKG,35,1,1
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,1,BUILDING,1,0,0.01,9,Brand#51,3,SM DRUM,8,1,1
F,F,R,NONE,4,Manufacturer#5,0,AUTOMOBILE,4,0.02,0.08,10,Brand#53,15,SM PKG,40,1,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#4,4,MACHINERY,6,0,0.08,0,Brand#41,20,SM JAR,15,0,1
F,F,A,TAKE BACK RETURN,0,Manufacturer#5,2,AUTOMOBILE,3,0,0.08,14,Brand#53,9,JUMBO CAN,15,0,0
F,F,R,NONE,4,Manufacturer#4,4,AUTOMOBILE,1,0,0.06,11,Brand#42,13,MED PACK,1,1,0
F,F,R,COLLECT COD,0,Manufacturer#4,2,BUILDING,2,0.02,0.09,16,Brand#44,21,JUMBO BOX,10,1,1
F,F,A,NONE,3,Manufacturer#5,2,BUILDING,1,0.02,0.04,22,Brand#54,21,SM BOX,6,0,1
F,F,A,COLLECT COD,3,Manufacturer#3,2,MACHINERY,2,0.04,0.08,22,Brand#31,18,MED PACK,7,0,1
F,F,R,COLLECT COD,1,Manufacturer#5,2,AUTOMOBILE,1,0.08,0.02,24,Brand#52,9,SM JAR,20,1,0
F,F,A,NONE,0,Manufacturer#1,2,AUTOMOBILE,2,0.07,0.01,5,Brand#13,8,WRAP BAG,4,0,1
F,F,A,TAKE BACK RETURN,4,Manufacturer#1,0,FURNITURE,2,0.05,0.07,10,Brand#15,15,SM JAR,20,1,1
F,F,R,NONE,0,Manufacturer#5,2,MACHINERY,1,0.04,0.02,15,Brand#52,12,JUMBO BAG,43,0,1
F,F,A,COLLECT COD,1,Manufacturer#5,4,FURNITURE,2,0.08,0.01,17,Brand#51,10,SM PACK,9,1,1
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,0,BUILDING,4,0.07,0.06,20,Brand#31,16,WRAP BOX,39,1,0
F,F,A,DELIVER IN PERSON,4,Manufacturer#5,3,AUTOMOBILE,6,0.08,0.01,4,Brand#55,7,WRAP JAR,3,1,1
F,F,A,COLLECT COD,4,Manufacturer#2,1,BUILDING,4,0.02,0.09,13,Brand#21,17,WRAP PACK,13,1,1
F,F,A,DELIVER IN PERSON,1,Manufacturer#4,2,BUILDING,4,0.05,0.09,24,Brand#41,8,LG PKG,26,0,0
F,F,R,DELIVER IN PERSON,4,Manufacturer#1,3,BUILDING,3,0.04,0.03,10,Brand#13,23,JUMBO PKG,32,1,0
F,F,A,DELIVER IN PERSON,0,Manufacturer#2,1,BUILDING,7,0.08,0.07,14,Brand#24,24,LG CASE,23,1,1
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,4,FURNITURE,5,0,0.03,24,Brand#14,10,SM CAN,29,0,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,3,AUTOMOBILE,3,0.04,0.07,12,Brand#45,23,MED JAR,4,0,1
F,F,R,DELIVER IN PERSON,0,Manufacturer#1,2,AUTOMOBILE,2,0.05,0.09,5,Brand#11,21,LG BOX,9,1,1
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,2,AUTOMOBILE,3,0,0.07,21,Brand#11,21,LG CAN,32,1,0
F,F,A,NONE,3,Manufacturer#4,1,FURNITURE,7,0.02,0.03,6,Brand#42,1,LG CASE,1,0,1
F,F,A,COLLECT COD,3,Manufacturer#3,1,AUTOMOBILE,4,0.08,0.04,22,Brand#32,2,JUMBO JAR,32,0,0
F,F,A,NONE,3,Manufacturer#3,1,AUTOMOBILE,2,0.06,0.04,22,Brand#35,2,LG PACK,39,1,0
F,F,R,DELIVER IN PERSON,1,Manufacturer#5,1,HOUSEHOLD,5,0.05,0.05,24,Brand#54,24,WRAP JAR,25,0,0
F,F,R,NONE,0,Manufacturer#4,0,BUILDING,4,0,0.01,0,Brand#41,14,MED CASE,3,1,1
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,1,HOUSEHOLD,4,0,0.07,19,Brand#55,24,SM BAG,2,0,0
