o_orderstatus,o_orderpriority,cn_regionkey,c_mktsegment,c_nationkey,o_clerk,o_orderdate,c_acctbal,groupcol,aggcol
F,1-URGENT,0,HOUSEHOLD,15,Clerk#000000265,1993-03-10,-774.47,972,1
F,3-MEDIUM,4,AUTOMOBILE,20,Clerk#000000056,1995-01-01,-919.65,977,1
O,1-URGENT,0,HOUSEHOLD,15,Clerk#000000317,1996-07-04,4582.28,333,1
F,3-MEDIUM,2,AUTOMOBILE,18,Clerk#000000235,1994-06-19,1842.49,930,1
O,3-MEDIUM,4,BUILDING,11,Clerk#000000774,1995-12-19,-181.63,412,1
F,3-MEDIUM,4,AUTOMOBILE,20,Clerk#000000742,1992-12-16,-729.09,557,1
P,4-NOT SPECIFIED,0,MACHINERY,16,Clerk#000000762,1995-04-25,1520.34,390,1
F,2-HIGH,0,BUILDING,14,Clerk#000000178,1994-07-31,9043.55,100,1
O,4-NOT SPECIFIED,3,BUILDING,23,Clerk#000000113,1995-08-19,5710.41,665,1
F,5-LOW,4,FURNITURE,4,Clerk#000000547,1994-01-13,7654.31,243,1
F,2-HIGH,4,FURNITURE,4,Clerk#000000143,1993-03-10,7885.5,110,1
O,4-NOT SPECIFIED,3,HOUSEHOLD,7,Clerk#000000202,1995-10-08,-501.37,116,1
O,4-NOT SPECIFIED,1,BUILDING,1,Clerk#000000473,1998-03-29,1222.21,820,1
F,5-LOW,3,BUILDING,19,Clerk#000000436,1992-07-06,5561.93,573,1
F,5-LOW,4,AUTOMOBILE,11,Clerk#000000678,1992-06-21,5134.35,668,1
O,4-NOT SPECIFIED,2,FURNITURE,12,Clerk#000000472,1995-05-17,6019.32,255,1
O,4-NOT SPECIFIED,4,MACHINERY,10,Clerk#000000922,1997-04-17,3829.03,452,1
O,1-URGENT,3,MACHINERY,23,Clerk#000000468,1996-06-05,8024.55,932,1
O,4-NOT SPECIFIED,1,BUILDING,1,Clerk#000000486,1996-06-13,-132.97,916,1
O,1-URGENT,2,BUILDING,12,Clerk#000000486,1995-11-08,594.5,402,1
F,3-MEDIUM,4,AUTOMOBILE,10,Clerk#000000116,1992-06-12,8631.35,783,1
O,1-URGENT,2,HOUSEHOLD,9,Clerk#000000451,1998-02-25,4150.76,727,1
F,2-HIGH,2,FURNITURE,8,Clerk#000000559,1993-05-22,9787.56,695,1
O,4-NOT SPECIFIED,4,BUILDING,20,Clerk#000000243,1996-07-28,7476.2,68,1
F,1-URGENT,3,BUILDING,7,Clerk#000000683,1992-06-19,448.49,11,1
O,1-URGENT,2,FURNITURE,9,Clerk#000000833,1996-09-21,884.2,490,1
F,4-NOT SPECIFIED,4,FURNITURE,10,Clerk#000000616,1994-08-19,2934.06,912,1
P,5-LOW,0,BUILDING,16,Clerk#000000801,1995-03-09,4677.55,491,1
O,4-NOT SPECIFIED,0,BUILDING,0,Clerk#000000295,1996-03-17,1820.28,337,1
F,2-HIGH,0,FURNITURE,5,Clerk#000000243,1992-05-11,1791.65,99,1
F,3-MEDIUM,0,FURNITURE,14,Clerk#000000771,1992-01-04,6935.16,483,1
O,4-NOT SPECIFIED,4,FURNITURE,4,Clerk#000000961,1996-10-28,2141.71,648,1
O,3-MEDIUM,4,HOUSEHOLD,11,Clerk#000000523,1998-02-08,5920.09,587,1
F,3-MEDIUM,4,MACHINERY,4,Clerk#000000651,1994-05-03,1734.18,769,1
F,4-NOT SPECIFIED,4,FURNITURE,20,Clerk#000000432,1994-01-25,6265.88,609,1
F,3-MEDIUM,2,AUTOMOBILE,18,Clerk#000000076,1992-05-24,4967.24,471,1
F,2-HIGH,3,HOUSEHOLD,23,Clerk#000000809,1992-07-07,4822.08,776,1
F,5-LOW,0,BUILDING,15,Clerk#000000599,1993-05-26,-951.53,302,1
F,2-HIGH,3,AUTOMOBILE,23,Clerk#000000561,1993-05-27,8795.16,558,1
F,4-NOT SPECIFIED,0,FURNITURE,14,Clerk#000000788,1993-08-22,1724.68,138,1
F,2-HIGH,4,FURNITURE,10,Clerk#000000538,1994-04-21,3959.71,350,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,20,Clerk#000000122,1994-05-15,1634.7,533,1
F,1-URGENT,1,BUILDING,2,Clerk#000000603,1994-10-31,6738.93,6,1
F,3-MEDIUM,2,FURNITURE,18,Clerk#000000772,1992-07-04,4483.83,393,1
F,5-LOW,0,BUILDING,16,Clerk#000000282,1992-07-23,9131.64,407,1
O,2-HIGH,2,FURNITURE,18,Clerk#000000955,1998-01-31,807.37,343,1
O,2-HIGH,2,FURNITURE,9,Clerk#000000504,1996-06-19,8247.11,976,1
O,1-URGENT,3,HOUSEHOLD,23,Clerk#000000174,1995-08-07,1796.09,489,1
O,4-NOT SPECIFIED,4,HOUSEHOLD,20,Clerk#000000862,1996-06-04,2942.19,23,1
F,1-URGENT,4,FURNITURE,13,Clerk#000000521,1993-11-11,909.84,840,1
O,2-HIGH,4,FURNITURE,11,Clerk#000000393,1996-10-16,3061.78,803,1
O,4-NOT SPECIFIED,0,FURNITURE,15,Clerk#000000589,1997-01-25,6988.55,482,1
F,3-MEDIUM,1,BUILDING,2,Clerk#000000112,1992-09-02,90.22,94,1
F,2-HIGH,0,BUILDING,16,Clerk#000000239,1994-09-11,9967.6,782,1
O,2-HIGH,4,FURNITURE,10,Clerk#000000735,1996-02-29,6227.55,377,1
O,2-HIGH,1,FURNITURE,2,Clerk#000000786,1996-12-04,238.14,743,1
O,2-HIGH,2,MACHINERY,12,Clerk#000000772,1996-04-27,6082.74,168,1
O,1-URGENT,3,MACHINERY,19,Clerk#000000288,1996-08-22,70.93,21,1
O,1-URGENT,0,BUILDING,15,Clerk#000000579,1997-05-02,9010.02,879,1
F,3-MEDIUM,3,HOUSEHOLD,6,Clerk#000000491,1994-01-18,2273.5,828,1
F,2-HIGH,0,FURNITURE,0,Clerk#000000960,1995-02-13,1295.54,458,1
O,3-MEDIUM,2,AUTOMOBILE,21,Clerk#000000661,1997-08-01,3420.64,654,1
O,1-URGENT,1,HOUSEHOLD,2,Clerk#000000596,1998-04-28,6074.42,445,1
O,5-LOW,4,AUTOMOBILE,20,Clerk#000000480,1995-03-31,2351.1,45,1
F,3-MEDIUM,4,HOUSEHOLD,11,Clerk#000000928,1993-09-26,2135.6,580,1
F,4-NOT SPECIFIED,2,FURNITURE,8,Clerk#000000597,1994-03-24,-77.63,857,1
O,3-MEDIUM,1,MACHINERY,2,Clerk#000000323,1997-11-05,2544.49,785,1
O,1-URGENT,0,FURNITURE,5,Clerk#000000014,1997-12-08,5447.12,966,1
F,2-HIGH,4,HOUSEHOLD,13,Clerk#000000016,1992-10-31,-112.46,276,1
F,3-MEDIUM,4,BUILDING,13,Clerk#000000851,1994-06-12,8250.87,673,1
O,2-HIGH,3,FURNITURE,22,Clerk#000000728,1997-07-02,7576.55,691,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,8,Clerk#000000971,1993-03-23,3905.97,530,1
O,5-LOW,3,MACHINERY,23,Clerk#000000105,1995-03-31,889.11,804,1
F,3-MEDIUM,3,BUILDING,22,Clerk#000000210,1992-08-28,6058.08,92,1
O,1-URGENT,3,MACHINERY,6,Clerk#000000759,1997-09-13,9120.93,619,1
O,1-URGENT,1,FURNITURE,24,Clerk#000000418,1997-01-12,4038.45,112,1
O,4-NOT SPECIFIED,3,HOUSEHOLD,23,Clerk#000000020,1997-08-16,32.24,451,1
O,3-MEDIUM,1,HOUSEHOLD,24,Clerk#000000955,1995-05-08,2258.4,672,1
O,3-MEDIUM,4,FURNITURE,10,Clerk#000000407,1997-03-27,4573.94,295,1
F,4-NOT SPECIFIED,3,FURNITURE,23,Clerk#000000924,1995-03-25,2317.93,433,1
F,3-MEDIUM,1,MACHINERY,3,Clerk#000000688,1992-09-08,857.7,459,1
O,5-LOW,3,FURNITURE,19,Clerk#000000433,1996-07-30,2953.35,700,1
O,5-LOW,2,BUILDING,9,Clerk#000000703,1996-06-28,3016.38,680,1
O,5-LOW,3,FURNITURE,22,Clerk#000000964,1995-05-03,7207.7,262,1
O,2-HIGH,4,MACHINERY,13,Clerk#000000899,1996-12-15,2394.92,355,1
O,2-HIGH,0,AUTOMOBILE,16,Clerk#000000349,1997-02-05,8137.66,467,1
O,1-URGENT,0,MACHINERY,15,Clerk#000000518,1997-08-10,-334.89,206,1
F,4-NOT SPECIFIED,3,AUTOMOBILE,19,Clerk#000000652,1992-02-11,6496.08,357,1
F,5-LOW,2,HOUSEHOLD,21,Clerk#000000017,1993-11-02,8330.7,31,1
O,3-MEDIUM,1,HOUSEHOLD,2,Clerk#000000779,1997-07-24,1906.52,47,1
O,4-NOT SPECIFIED,0,FURNITURE,5,Clerk#000000751,1997-08-09,2691.42,492,1
F,1-URGENT,4,AUTOMOBILE,20,Clerk#000000766,1992-04-18,-919.65,977,1
F,5-LOW,4,BUILDING,10,Clerk#000000012,1992-08-25,2311,778,1
O,5-LOW,0,AUTOMOBILE,15,Clerk#000000174,1996-10-21,9139.52,187,1
F,2-HIGH,3,HOUSEHOLD,7,Clerk#000000364,1992-06-28,1938.05,424,1
F,2-HIGH,4,BUILDING,11,Clerk#000000304,1992-12-03,2860.71,431,1
O,1-URGENT,4,HOUSEHOLD,13,Clerk#000000483,1998-04-23,4128.86,693,1
O,4-NOT SPECIFIED,1,MACHINERY,1,Clerk#000000980,1997-04-11,7944.22,372,1
F,2-HIGH,1,FURNITURE,1,Clerk#000000217,1994-08-22,6898.65,888,1
O,3-MEDIUM,0,AUTOMOBILE,5,Clerk#000000614,1996-11-29,3035.29,807,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,20,Clerk#000000345,1993-02-03,1634.7,533,1
F,3-MEDIUM,3,HOUSEHOLD,19,Clerk#000000839,1993-11-14,4272.43,7,1
O,3-MEDIUM,2,AUTOMOBILE,12,Clerk#000000894,1997-01-21,3204.67,656,1
O,1-URGENT,4,AUTOMOBILE,10,Clerk#000000901,1997-04-25,1447.84,273,1
O,3-MEDIUM,3,MACHINERY,22,Clerk#000000783,1998-03-15,0.97,423,1
O,4-NOT SPECIFIED,4,BUILDING,20,Clerk#000000651,1998-05-29,3231.33,363,1
O,5-LOW,0,FURNITURE,0,Clerk#000000449,1996-05-28,3229.18,561,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,10,Clerk#000000467,1994-07-22,7462.99,741,1
F,3-MEDIUM,3,AUTOMOBILE,7,Clerk#000000544,1995-01-10,5872.94,378,1
F,4-NOT SPECIFIED,0,BUILDING,15,Clerk#000000346,1992-06-14,8627.9,899,1
O,1-URGENT,1,FURNITURE,1,Clerk#000000538,1998-04-05,-982.32,2,1
O,5-LOW,2,BUILDING,12,Clerk#000000314,1995-11-02,3826.52,662,1
F,2-HIGH,4,BUILDING,20,Clerk#000000337,1994-02-01,6378.67,233,1
O,3-MEDIUM,4,HOUSEHOLD,10,Clerk#000000059,1997-09-30,3798.28,736,1
F,2-HIGH,4,BUILDING,20,Clerk#000000674,1993-11-01,5579.81,178,1
O,4-NOT SPECIFIED,2,FURNITURE,8,Clerk#000000046,1997-01-22,9365.93,353,1
F,2-HIGH,4,BUILDING,4,Clerk#000000223,1994-02-27,-258.77,734,1
F,2-HIGH,3,HOUSEHOLD,7,Clerk#000000682,1992-08-14,9108.61,676,1
O,5-LOW,0,MACHINERY,16,Clerk#000000080,1997-07-08,6582.04,204,1
O,1-URGENT,3,HOUSEHOLD,7,Clerk#000000454,1997-05-30,-501.37,116,1
F,2-HIGH,0,FURNITURE,5,Clerk#000000823,1992-06-11,1791.65,99,1
O,1-URGENT,0,AUTOMOBILE,5,Clerk#000000343,1995-12-08,3872.86,25,1
O,4-NOT SPECIFIED,0,BUILDING,15,Clerk#000000828,1996-03-28,8878.22,815,1
F,5-LOW,2,MACHINERY,12,Clerk#000000008,1993-03-16,3279.84,106,1
O,2-HIGH,2,AUTOMOBILE,21,Clerk#000000083,1996-03-28,8487.6,971,1
F,2-HIGH,0,BUILDING,15,Clerk#000000092,1993-08-13,711.56,865,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,20,Clerk#000000987,1993-05-02,-919.65,977,1
O,4-NOT SPECIFIED,1,AUTOMOBILE,3,Clerk#000000500,1998-01-31,2155.06,749,1
F,2-HIGH,1,MACHINERY,2,Clerk#000000167,1992-02-09,-444.73,794,1
F,1-URGENT,1,MACHINERY,1,Clerk#000000177,1992-07-19,7944.22,372,1
O,5-LOW,4,HOUSEHOLD,10,Clerk#000000751,1998-01-02,270.95,638,1
F,2-HIGH,2,HOUSEHOLD,8,Clerk#000000015,1994-01-08,6359.27,164,1
O,5-LOW,1,BUILDING,2,Clerk#000000698,1997-03-30,4946.21,55,1
F,3-MEDIUM,1,HOUSEHOLD,3,Clerk#000000332,1994-01-15,6603.43,220,1
F,1-URGENT,4,HOUSEHOLD,11,Clerk#000000967,1993-03-14,4801.3,822,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,24,Clerk#000000222,1992-03-13,-377.11,703,1
O,3-MEDIUM,4,BUILDING,11,Clerk#000000911,1997-10-24,-181.63,412,1
F,4-NOT SPECIFIED,2,FURNITURE,12,Clerk#000000955,1994-02-09,3231.71,463,1
F,1-URGENT,3,AUTOMOBILE,23,Clerk#000000790,1993-02-22,7775.65,620,1
O,4-NOT SPECIFIED,1,FURNITURE,1,Clerk#000000766,1996-12-19,6898.65,888,1
O,5-LOW,4,FURNITURE,4,Clerk#000000692,1996-08-18,7654.31,243,1
O,5-LOW,0,BUILDING,15,Clerk#000000047,1997-10-13,9559.04,579,1
O,2-HIGH,4,MACHINERY,4,Clerk#000000854,1996-09-01,7503.3,934,1
O,2-HIGH,2,BUILDING,21,Clerk#000000800,1998-07-27,2106.81,334,1
F,1-URGENT,0,MACHINERY,0,Clerk#000000638,1993-07-30,4367.53,392,1
O,3-MEDIUM,0,MACHINERY,0,Clerk#000000032,1996-03-31,1696.95,968,1
F,5-LOW,3,AUTOMOBILE,19,Clerk#000000858,1993-03-17,2135.91,41,1
O,5-LOW,1,FURNITURE,2,Clerk#000000324,1998-01-16,148.98,83,1
F,4-NOT SPECIFIED,0,AUTOMOBILE,16,Clerk#000000810,1994-09-17,4878.1,48,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,22,Clerk#000000046,1995-01-05,-267.09,148,1
F,4-NOT SPECIFIED,4,BUILDING,20,Clerk#000000700,1992-10-05,7621.56,898,1
O,4-NOT SPECIFIED,3,MACHINERY,19,Clerk#000000924,1997-09-24,2603,111,1
F,3-MEDIUM,2,FURNITURE,21,Clerk#000000098,1994-02-08,7157.21,226,1
O,5-LOW,0,BUILDING,0,Clerk#000000850,1995-11-18,1820.28,337,1
O,4-NOT SPECIFIED,3,AUTOMOBILE,19,Clerk#000000816,1995-07-24,6496.08,357,1
F,3-MEDIUM,2,FURNITURE,9,Clerk#000000269,1993-09-04,4286.94,602,1
O,3-MEDIUM,0,BUILDING,0,Clerk#000000175,1998-02-10,1377.52,715,1
O,3-MEDIUM,0,AUTOMOBILE,0,Clerk#000000008,1995-05-31,5902.85,708,1
F,5-LOW,4,AUTOMOBILE,4,Clerk#000000849,1993-03-30,8121.84,525,1
F,1-URGENT,2,BUILDING,18,Clerk#000000109,1992-01-11,9802.04,943,1
O,3-MEDIUM,3,MACHINERY,19,Clerk#000000814,1996-06-16,70.93,21,1
F,2-HIGH,4,AUTOMOBILE,4,Clerk#000000718,1992-02-21,8798.96,644,1
F,2-HIGH,3,BUILDING,22,Clerk#000000917,1992-01-12,6044.02,503,1
F,2-HIGH,3,BUILDING,7,Clerk#000000938,1992-06-29,448.49,11,1
O,2-HIGH,3,MACHINERY,6,Clerk#000000693,1997-04-16,1286.76,453,1
O,4-NOT SPECIFIED,2,FURNITURE,12,Clerk#000000554,1996-09-21,8982.79,0,1
F,3-MEDIUM,0,FURNITURE,15,Clerk#000000362,1993-03-04,6988.55,482,1
F,5-LOW,1,BUILDING,24,Clerk#000000051,1993-07-04,5859.97,383,1
O,4-NOT SPECIFIED,3,FURNITURE,19,Clerk#000000401,1997-04-24,-234.12,717,1
O,1-URGENT,2,MACHINERY,9,Clerk#000000148,1996-11-26,9774.97,637,1
P,2-HIGH,2,AUTOMOBILE,9,Clerk#000000201,1995-05-09,2326.68,751,1
F,1-URGENT,0,FURNITURE,15,Clerk#000000876,1994-01-03,3160.23,892,1
O,4-NOT SPECIFIED,1,AUTOMOBILE,3,Clerk#000000350,1997-09-26,-301.75,379,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,3,Clerk#000000987,1992-04-16,8137.24,124,1
O,2-HIGH,3,MACHINERY,6,Clerk#000000333,1997-01-29,1286.76,453,1
O,2-HIGH,1,MACHINERY,2,Clerk#000000457,1995-12-19,-43.79,756,1
F,5-LOW,1,MACHINERY,2,Clerk#000000866,1993-01-28,4376.8,909,1
F,3-MEDIUM,1,MACHINERY,2,Clerk#000000297,1992-03-13,-795.23,854,1
O,5-LOW,2,AUTOMOBILE,9,Clerk#000000536,1998-06-12,2326.68,751,1
O,4-NOT SPECIFIED,2,MACHINERY,8,Clerk#000000723,1996-01-16,4086.56,228,1
F,3-MEDIUM,4,BUILDING,11,Clerk#000000219,1995-01-14,9442.55,46,1
O,5-LOW,0,BUILDING,0,Clerk#000000986,1997-02-07,1377.52,715,1
O,3-MEDIUM,1,BUILDING,3,Clerk#000000729,1996-11-17,-646.64,245,1
O,3-MEDIUM,1,HOUSEHOLD,3,Clerk#000000922,1998-03-14,794.47,808,1
O,1-URGENT,0,AUTOMOBILE,0,Clerk#000000939,1996-01-29,785.37,987,1
O,4-NOT SPECIFIED,0,FURNITURE,5,Clerk#000000445,1997-10-23,5447.12,966,1
O,4-NOT SPECIFIED,4,BUILDING,4,Clerk#000000333,1997-03-29,260.71,646,1
F,2-HIGH,3,MACHINERY,19,Clerk#000000542,1993-01-07,1422.57,833,1
F,2-HIGH,4,BUILDING,13,Clerk#000000408,1994-10-31,8938.14,36,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,2,Clerk#000000475,1994-11-10,1543.64,486,1
O,1-URGENT,3,BUILDING,19,Clerk#000000777,1996-11-21,4146.43,77,1
O,3-MEDIUM,1,BUILDING,1,Clerk#000000426,1996-09-17,4455.76,814,1
F,2-HIGH,0,BUILDING,15,Clerk#000000943,1993-03-20,9768.73,811,1
O,3-MEDIUM,4,BUILDING,13,Clerk#000000852,1997-01-14,3367.36,66,1
O,2-HIGH,1,FURNITURE,2,Clerk#000000001,1996-04-16,1416.75,444,1
O,4-NOT SPECIFIED,4,BUILDING,11,Clerk#000000532,1996-07-31,3952.84,26,1
O,1-URGENT,3,FURNITURE,22,Clerk#000000218,1997-11-28,9491.46,789,1
F,1-URGENT,2,AUTOMOBILE,18,Clerk#000000078,1992-01-31,1137.67,868,1
O,1-URGENT,3,HOUSEHOLD,7,Clerk#000000005,1997-07-05,8555.12,422,1
O,3-MEDIUM,0,MACHINERY,5,Clerk#000000974,1997-08-19,5027.75,510,1
O,1-URGENT,1,BUILDING,17,Clerk#000000738,1996-07-29,6428.32,104,1
O,1-URGENT,3,FURNITURE,6,Clerk#000000967,1996-02-21,1834.36,405,1
F,4-NOT SPECIFIED,4,FURNITURE,4,Clerk#000000511,1994-08-23,7654.31,243,1
F,2-HIGH,2,BUILDING,21,Clerk#000000364,1994-01-21,3812.84,394,1
F,1-URGENT,4,HOUSEHOLD,11,Clerk#000000327,1995-01-05,2135.6,580,1
F,5-LOW,3,AUTOMOBILE,6,Clerk#000000371,1992-03-05,4396.25,442,1
F,2-HIGH,2,MACHINERY,12,Clerk#000000048,1993-08-10,3342.75,192,1
F,2-HIGH,4,FURNITURE,11,Clerk#000000453,1994-04-04,-425.09,964,1
O,5-LOW,3,MACHINERY,19,Clerk#000000393,1995-12-05,1422.57,833,1
F,2-HIGH,3,BUILDING,19,Clerk#000000585,1992-03-26,2583.91,60,1
O,1-URGENT,4,BUILDING,20,Clerk#000000481,1998-03-14,8156.62,975,1
F,3-MEDIUM,1,BUILDING,3,Clerk#000000475,1993-05-15,7905.17,813,1
F,4-NOT SPECIFIED,1,FURNITURE,24,Clerk#000000818,1993-03-19,9225.6,169,1
F,4-NOT SPECIFIED,2,BUILDING,18,Clerk#000000812,1994-11-04,1685.9,134,1
O,5-LOW,0,BUILDING,16,Clerk#000000324,1995-11-20,9131.64,407,1
O,4-NOT SPECIFIED,2,MACHINERY,8,Clerk#000000284,1996-09-08,3993.54,722,1
F,4-NOT SPECIFIED,3,AUTOMOBILE,23,Clerk#000000507,1994-06-04,7775.65,620,1
O,4-NOT SPECIFIED,0,FURNITURE,14,Clerk#000000651,1997-07-29,9281.72,409,1
O,5-LOW,2,BUILDING,8,Clerk#000000565,1998-02-20,2005.02,607,1
F,2-HIGH,1,FURNITURE,24,Clerk#000000554,1992-03-24,9225.6,169,1
F,3-MEDIUM,4,MACHINERY,11,Clerk#000000442,1994-05-10,9398.51,944,1
O,3-MEDIUM,4,AUTOMOBILE,10,Clerk#000000704,1998-04-20,-922.69,179,1
O,3-MEDIUM,0,MACHINERY,0,Clerk#000000793,1996-11-11,9217.55,62,1
O,2-HIGH,0,HOUSEHOLD,14,Clerk#000000114,1996-07-25,6693.36,91,1
F,3-MEDIUM,4,MACHINERY,4,Clerk#000000284,1993-03-22,9541.19,904,1
O,1-URGENT,2,MACHINERY,8,Clerk#000000408,1995-12-19,1526.59,787,1
O,4-NOT SPECIFIED,1,BUILDING,1,Clerk#000000822,1995-06-15,2650.27,285,1
O,2-HIGH,3,BUILDING,23,Clerk#000000359,1996-07-20,5840.97,203,1
F,5-LOW,3,FURNITURE,22,Clerk#000000913,1994-06-04,7576.55,691,1
F,3-MEDIUM,4,HOUSEHOLD,11,Clerk#000000877,1993-01-24,4130.18,54,1
F,3-MEDIUM,0,MACHINERY,14,Clerk#000000530,1994-04-30,7667.35,604,1
O,1-URGENT,2,AUTOMOBILE,9,Clerk#000000386,1995-06-23,780.05,456,1
O,4-NOT SPECIFIED,4,MACHINERY,13,Clerk#000000819,1995-10-13,4363.17,264,1
F,3-MEDIUM,0,FURNITURE,14,Clerk#000000342,1992-08-08,8727.9,860,1
O,3-MEDIUM,3,FURNITURE,7,Clerk#000000952,1997-10-22,709.46,507,1
F,3-MEDIUM,1,BUILDING,1,Clerk#000000262,1994-02-11,178.73,514,1
F,3-MEDIUM,2,AUTOMOBILE,21,Clerk#000000110,1992-09-07,7894,697,1
O,4-NOT SPECIFIED,1,AUTOMOBILE,3,Clerk#000000784,1997-12-19,754.41,367,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,3,Clerk#000000504,1994-09-16,9128.69,252,1
F,1-URGENT,2,FURNITURE,9,Clerk#000000474,1995-02-04,3244.78,360,1
O,4-NOT SPECIFIED,2,HOUSEHOLD,8,Clerk#000000810,1997-06-04,6020.02,666,1
O,5-LOW,0,MACHINERY,15,Clerk#000000962,1996-02-22,1725.68,844,1
O,4-NOT SPECIFIED,3,AUTOMOBILE,19,Clerk#000000791,1996-06-14,-326.32,945,1
O,2-HIGH,4,BUILDING,11,Clerk#000000082,1995-11-16,4608.9,209,1
F,2-HIGH,0,FURNITURE,14,Clerk#000000321,1993-04-02,8998.82,687,1
F,2-HIGH,0,FURNITURE,15,Clerk#000000788,1993-11-30,6988.55,482,1
O,1-URGENT,2,HOUSEHOLD,21,Clerk#000000986,1997-12-31,9977.62,289,1
O,3-MEDIUM,0,AUTOMOBILE,15,Clerk#000000035,1996-01-30,5212.43,658,1
F,3-MEDIUM,4,FURNITURE,20,Clerk#000000520,1992-04-10,9889.89,52,1
F,5-LOW,4,HOUSEHOLD,11,Clerk#000000542,1994-02-05,3931.31,323,1
O,5-LOW,4,MACHINERY,4,Clerk#000000828,1997-04-29,8167.5,758,1
F,4-NOT SPECIFIED,1,HOUSEHOLD,2,Clerk#000000776,1994-02-24,1906.52,47,1
F,4-NOT SPECIFIED,3,AUTOMOBILE,19,Clerk#000000193,1993-12-04,253.59,308,1
F,4-NOT SPECIFIED,0,BUILDING,16,Clerk#000001000,1994-01-11,9131.64,407,1
O,5-LOW,2,FURNITURE,12,Clerk#000000545,1996-06-20,6859.28,847,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,5,Clerk#000000490,1993-11-29,-902.48,996,1
F,5-LOW,0,HOUSEHOLD,14,Clerk#000000675,1995-02-01,6344.18,493,1
O,4-NOT SPECIFIED,4,HOUSEHOLD,10,Clerk#000000385,1997-06-26,3798.28,736,1
O,1-URGENT,0,FURNITURE,5,Clerk#000000730,1998-04-27,3386.64,569,1
O,5-LOW,4,BUILDING,13,Clerk#000000241,1998-05-23,6364.6,744,1
F,3-MEDIUM,2,MACHINERY,9,Clerk#000001000,1992-04-14,8166.59,370,1
F,1-URGENT,0,MACHINERY,16,Clerk#000000914,1992-07-30,6582.04,204,1
F,1-URGENT,2,MACHINERY,9,Clerk#000000368,1994-04-14,4910.48,171,1
O,3-MEDIUM,0,HOUSEHOLD,16,Clerk#000000844,1995-08-21,7461.27,746,1
F,1-URGENT,1,MACHINERY,1,Clerk#000000582,1993-10-10,7944.22,372,1
O,5-LOW,0,FURNITURE,14,Clerk#000000591,1995-09-12,9281.72,409,1
O,4-NOT SPECIFIED,2,FURNITURE,8,Clerk#000000387,1995-12-10,9787.56,695,1
F,5-LOW,4,FURNITURE,11,Clerk#000000671,1994-03-26,3061.78,803,1
O,2-HIGH,1,HOUSEHOLD,24,Clerk#000000273,1996-12-16,5527.61,419,1
O,3-MEDIUM,2,AUTOMOBILE,18,Clerk#000000182,1997-06-19,9468.34,479,1
F,3-MEDIUM,0,HOUSEHOLD,15,Clerk#000000201,1993-05-13,2506.38,364,1
O,4-NOT SPECIFIED,2,AUTOMOBILE,9,Clerk#000000429,1996-06-06,6569.34,571,1
O,5-LOW,1,AUTOMOBILE,3,Clerk#000000999,1998-03-18,9128.69,252,1
O,5-LOW,0,BUILDING,5,Clerk#000000484,1996-07-31,9562.82,791,1
O,1-URGENT,1,AUTOMOBILE,24,Clerk#000000903,1996-02-14,-377.11,703,1
F,2-HIGH,1,MACHINERY,3,Clerk#000000861,1994-06-26,1809.04,33,1
F,1-URGENT,4,MACHINERY,4,Clerk#000000280,1992-07-10,2866.83,72,1
F,1-URGENT,3,MACHINERY,23,Clerk#000000219,1994-09-12,130.59,642,1
F,3-MEDIUM,0,FURNITURE,5,Clerk#000000626,1993-04-13,1791.65,99,1
F,1-URGENT,4,AUTOMOBILE,10,Clerk#000000471,1994-07-10,-922.69,179,1
F,2-HIGH,0,MACHINERY,15,Clerk#000000526,1994-12-04,5012.07,843,1
O,3-MEDIUM,2,MACHINERY,21,Clerk#000000152,1996-09-27,6314.25,978,1
O,1-URGENT,4,HOUSEHOLD,20,Clerk#000000962,1995-06-30,-395.89,858,1
F,3-MEDIUM,3,AUTOMOBILE,19,Clerk#000000883,1994-04-24,253.59,308,1
O,4-NOT SPECIFIED,1,AUTOMOBILE,17,Clerk#000000979,1996-07-11,2164.48,361,1
F,2-HIGH,0,MACHINERY,5,Clerk#000000677,1993-05-20,2020.15,896,1
O,1-URGENT,0,MACHINERY,14,Clerk#000000154,1998-03-04,6271.38,349,1
O,5-LOW,2,FURNITURE,8,Clerk#000000701,1998-01-10,-917.75,222,1
F,1-URGENT,3,HOUSEHOLD,7,Clerk#000000936,1993-03-25,7511.17,159,1
O,1-URGENT,3,BUILDING,6,Clerk#000000492,1995-04-27,8667.09,30,1
O,4-NOT SPECIFIED,0,BUILDING,0,Clerk#000000082,1997-07-26,2724.98,694,1
F,3-MEDIUM,0,BUILDING,15,Clerk#000000915,1992-01-23,4011.18,354,1
O,5-LOW,0,MACHINERY,16,Clerk#000000192,1997-08-26,9566.15,294,1
O,2-HIGH,3,AUTOMOBILE,7,Clerk#000000720,1996-12-27,6134.4,947,1
