l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,l_shipmode,l_linenumber,l_tax,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,F,A,TAKE BACK RETURN,4,Manufacturer#4,2-HIGH,0,SHIP,2,0.07,11,Brand#44,5,LG CASE,24,722,17494.848
F,F,A,TAKE BACK RETURN,2,Manufacturer#1,2-HIGH,0,SHIP,4,0.06,18,Brand#14,5,JUMBO BAG,16,722,44931.3312
F,F,R,NONE,3,Manufacturer#3,2-HIGH,0,TRUCK,1,0.02,22,Brand#34,5,JUMBO PKG,38,722,27930.4389
F,F,R,NONE,2,Manufacturer#5,1-URGENT,4,AIR,2,0.02,21,Brand#53,10,SM PKG,33,725,1535.6874
F,F,R,NONE,2,Manufacturer#1,1-URGENT,4,REG AIR,4,0,9,Brand#13,10,SM DRUM,25,725,48580.9005
F,F,N,COLLECT COD,3,Manufacturer#4,1-URGENT,4,MAIL,1,0.01,6,Brand#43,10,LG JAR,45,725,31413.8088
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,4,REG AIR,5,0,14,Brand#31,10,LG CASE,13,725,25221.1014
F,F,R,COLLECT COD,1,Manufacturer#1,3-MEDIUM,0,RAIL,2,0.01,1,Brand#12,15,LG PKG,28,726,72860.2793
F,F,N,DELIVER IN PERSON,1,Manufacturer#4,3-MEDIUM,0,FOB,3,0.06,1,Brand#45,15,MED BOX,5,726,64321.8876
F,F,A,COLLECT COD,0,Manufacturer#1,3-MEDIUM,0,AIR,1,0.07,5,Brand#12,15,MED PACK,23,726,91342.8747
F,F,A,TAKE BACK RETURN,3,Manufacturer#5,3-MEDIUM,0,RAIL,4,0.01,7,Brand#54,15,SM BAG,44,726,36999.7188
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,4-NOT SPECIFIED,2,MAIL,1,0,9,Brand#21,8,SM DRUM,41,727,53278.272
F,F,R,NONE,2,Manufacturer#4,4-NOT SPECIFIED,2,TRUCK,3,0.03,8,Brand#44,8,SM CASE,46,727,39953.76
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,4-NOT SPECIFIED,4,FOB,2,0.04,11,Brand#23,11,MED DRUM,11,728,54753.1858
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,4-NOT SPECIFIED,4,TRUCK,1,0.03,11,Brand#53,11,WRAP CAN,25,728,13429.7955
F,P,A,COLLECT COD,4,Manufacturer#3,2-HIGH,0,REG AIR,6,0.06,20,Brand#32,14,SM CAN,8,729,51728.8196
F,P,R,COLLECT COD,2,Manufacturer#5,2-HIGH,0,SHIP,4,0.07,21,Brand#55,14,SM CASE,22,729,13772.9136
F,P,A,TAKE BACK RETURN,1,Manufacturer#4,2-HIGH,0,MAIL,5,0.08,24,Brand#45,14,WRAP BAG,9,729,5059.152
O,P,N,COLLECT COD,3,Manufacturer#1,2-HIGH,0,SHIP,7,0.06,22,Brand#12,14,JUMBO CAN,14,729,6177.983
F,P,R,DELIVER IN PERSON,4,Manufacturer#4,2-HIGH,0,REG AIR,3,0.07,4,Brand#41,14,SM DRUM,7,729,7226.7264
O,P,N,TAKE BACK RETURN,3,Manufacturer#2,2-HIGH,0,TRUCK,2,0.02,22,Brand#23,14,MED CASE,2,729,9311.9004
F,P,R,NONE,4,Manufacturer#5,2-HIGH,0,MAIL,1,0.04,10,Brand#54,14,MED CASE,41,729,23144.64
F,F,R,COLLECT COD,3,Manufacturer#5,2-HIGH,3,SHIP,2,0.03,19,Brand#51,7,LG CAN,12,730,36693.648
F,F,R,NONE,1,Manufacturer#4,2-HIGH,2,REG AIR,2,0.01,1,Brand#43,9,MED BOX,15,731,32732.1
F,F,A,DELIVER IN PERSON,3,Manufacturer#5,4-NOT SPECIFIED,2,TRUCK,2,0.07,22,Brand#51,12,LG CAN,6,732,35738.42
F,F,R,NONE,1,Manufacturer#5,5-LOW,4,FOB,6,0.04,1,Brand#55,20,LG CASE,6,733,15235.02
F,F,A,COLLECT COD,2,Manufacturer#2,5-LOW,4,FOB,5,0.08,8,Brand#25,20,SM PACK,45,733,20559.6625
F,F,R,NONE,2,Manufacturer#4,5-LOW,4,MAIL,3,0.04,8,Brand#44,20,JUMBO JAR,7,733,46515.8666
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,4,TRUCK,7,0.05,8,Brand#51,20,MED PACK,22,733,24221.7508
F,F,R,COLLECT COD,1,Manufacturer#1,5-LOW,4,RAIL,4,0.02,24,Brand#11,20,LG BAG,21,733,34206.4486
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,5-LOW,0,REG AIR,3,0.03,18,Brand#45,14,JUMBO BAG,17,734,35957.3526
F,F,R,NONE,1,Manufacturer#3,4-NOT SPECIFIED,2,SHIP,2,0.06,24,Brand#33,9,LG CAN,16,735,46654.9776
F,F,R,COLLECT COD,2,Manufacturer#3,5-LOW,2,FOB,1,0.01,18,Brand#31,12,LG PACK,48,736,9154.55
F,F,N,COLLECT COD,3,Manufacturer#2,1-URGENT,0,MAIL,6,0.01,23,Brand#23,16,LG JAR,20,737,12833.6736
F,F,R,NONE,4,Manufacturer#3,1-URGENT,0,TRUCK,3,0.05,4,Brand#33,16,WRAP BOX,26,737,71779.857
F,F,R,NONE,4,Manufacturer#4,1-URGENT,0,TRUCK,1,0,10,Brand#41,16,MED CASE,4,737,47627.0298
F,F,A,TAKE BACK RETURN,0,Manufacturer#2,1-URGENT,0,SHIP,7,0.05,15,Brand#25,16,LG CASE,31,737,49611.9
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,1-URGENT,0,TRUCK,2,0.01,21,Brand#54,16,JUMBO BOX,28,737,67160.9862
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,1-URGENT,0,TRUCK,5,0.02,21,Brand#35,16,LG JAR,16,737,27373.3824
F,F,A,DELIVER IN PERSON,0,Manufacturer#5,1-URGENT,0,FOB,4,0.08,15,Brand#52,16,MED CAN,27,737,36217.713
F,F,R,DELIVER IN PERSON,0,Manufacturer#1,4-NOT SPECIFIED,1,AIR,3,0.08,16,Brand#11,1,WRAP PACK,17,738,84616.32
F,F,R,TAKE BACK RETURN,4,Manufacturer#4,4-NOT SPECIFIED,1,MAIL,2,0.08,13,Brand#42,1,JUMBO PKG,14,738,49546.5816
F,F,R,COLLECT COD,1,Manufacturer#5,4-NOT SPECIFIED,1,FOB,1,0.06,1,Brand#53,1,LG PACK,14,738,29424.96
F,F,R,TAKE BACK RETURN,0,Manufacturer#2,5-LOW,0,MAIL,2,0.02,15,Brand#22,14,MED CAN,1,734,19205.4
F,F,A,NONE,1,Manufacturer#4,2-HIGH,0,MAIL,4,0,24,Brand#43,15,LG CAN,42,739,40236.57
F,F,R,NONE,2,Manufacturer#5,5-LOW,4,TRUCK,1,0.04,18,Brand#54,4,JUMBO DRUM,22,740,45093.6
F,F,R,COLLECT COD,0,Manufacturer#1,2-HIGH,0,FOB,2,0,0,Brand#11,15,MED CAN,5,739,34073.1512
F,F,N,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,0,MAIL,3,0.05,1,Brand#53,15,MED DRUM,47,739,64081.68
F,F,A,COLLECT COD,4,Manufacturer#2,2-HIGH,0,SHIP,1,0.03,11,Brand#22,15,SM CASE,18,739,53221.3974
F,F,R,COLLECT COD,2,Manufacturer#5,3-MEDIUM,1,AIR,2,0,18,Brand#53,2,JUMBO CASE,13,741,20814.3936
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,2-HIGH,3,TRUCK,3,0.07,9,Brand#55,19,SM BOX,20,742,7660.1504
F,F,A,NONE,3,Manufacturer#4,2-HIGH,3,MAIL,1,0.01,7,Brand#44,19,SM DRUM,20,742,11262.5964
F,F,N,NONE,0,Manufacturer#5,2-HIGH,3,AIR,2,0.05,15,Brand#55,19,MED BAG,49,742,16467.138
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,3-MEDIUM,1,FOB,5,0,6,Brand#11,2,MED CASE,13,741,24971.919
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,3-MEDIUM,1,AIR,1,0.05,8,Brand#44,2,LG JAR,11,741,13848.8152
F,F,R,NONE,2,Manufacturer#1,1-URGENT,4,FOB,1,0.05,8,Brand#15,13,LG DRUM,45,743,32148.171
F,F,R,NONE,2,Manufacturer#2,2-HIGH,1,REG AIR,3,0.07,9,Brand#24,24,MED CAN,40,744,17563.0944
F,F,R,NONE,1,Manufacturer#4,2-HIGH,1,SHIP,2,0.02,24,Brand#41,24,SM PACK,27,744,4263.408
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,2-HIGH,1,RAIL,4,0.02,12,Brand#35,24,JUMBO BAG,30,744,72991.215
F,F,A,DELIVER IN PERSON,3,Manufacturer#5,3-MEDIUM,4,RAIL,4,0.06,19,Brand#55,20,JUMBO BAG,28,745,26972.4273
F,F,R,COLLECT COD,4,Manufacturer#3,3-MEDIUM,4,MAIL,7,0.04,11,Brand#35,20,LG JAR,38,745,8787.5712
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,4-NOT SPECIFIED,2,REG AIR,5,0.02,0,Brand#45,8,SM BAG,44,746,5392.2888
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,4-NOT SPECIFIED,2,FOB,4,0.02,21,Brand#55,8,JUMBO BAG,28,746,37313.3579
F,F,R,TAKE BACK RETURN,1,Manufacturer#4,1-URGENT,3,TRUCK,2,0.01,17,Brand#41,19,LG CAN,37,747,43722.504
F,F,A,NONE,0,Manufacturer#2,1-URGENT,3,FOB,5,0.02,5,Brand#22,19,SM DRUM,11,747,26548.6
F,F,A,DELIVER IN PERSON,3,Manufacturer#2,1-URGENT,3,RAIL,3,0.02,23,Brand#25,19,JUMBO BOX,11,747,35116.8
F,F,R,COLLECT COD,3,Manufacturer#3,4-NOT SPECIFIED,2,MAIL,1,0.06,6,Brand#35,18,MED CAN,4,748,20211.4685
F,F,A,NONE,4,Manufacturer#3,3-MEDIUM,1,FOB,1,0.02,10,Brand#32,17,JUMBO BOX,15,749,34932.6978
F,F,R,COLLECT COD,0,Manufacturer#1,5-LOW,1,SHIP,3,0.01,16,Brand#14,24,JUMBO CAN,1,750,3744.99
F,F,A,NONE,0,Manufacturer#5,4-NOT SPECIFIED,2,MAIL,2,0.01,0,Brand#53,9,SM BAG,27,751,10161
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,4-NOT SPECIFIED,2,REG AIR,3,0,3,Brand#15,9,LG CASE,5,751,22518.0165
F,F,A,NONE,1,Manufacturer#1,4-NOT SPECIFIED,2,TRUCK,4,0.04,2,Brand#13,9,LG DRUM,28,751,57170.487
F,F,R,DELIVER IN PERSON,0,Manufacturer#3,5-LOW,1,AIR,1,0.07,14,Brand#35,24,LG CAN,21,750,26019.208
F,F,A,NONE,4,Manufacturer#1,5-LOW,1,REG AIR,2,0.08,20,Brand#12,24,JUMBO PACK,39,750,7114.104
F,F,A,COLLECT COD,1,Manufacturer#4,4-NOT SPECIFIED,1,TRUCK,5,0,24,Brand#41,3,WRAP CAN,31,752,57397.5318
F,F,A,DELIVER IN PERSON,1,Manufacturer#3,5-LOW,1,FOB,3,0.01,3,Brand#33,24,MED DRUM,5,753,32004.762
F,F,R,NONE,1,Manufacturer#2,5-LOW,1,MAIL,7,0.07,17,Brand#24,24,WRAP JAR,20,753,11854.0422
F,F,R,NONE,3,Manufacturer#5,5-LOW,1,REG AIR,1,0.04,22,Brand#52,24,JUMBO PKG,17,753,8478.624
F,F,R,COLLECT COD,2,Manufacturer#1,5-LOW,1,RAIL,6,0.08,21,Brand#11,24,SM JAR,14,753,29748.8958
O,P,N,DELIVER IN PERSON,1,Manufacturer#2,3-MEDIUM,3,SHIP,6,0.02,2,Brand#21,6,SM JAR,33,754,42069.555
F,P,R,COLLECT COD,3,Manufacturer#5,3-MEDIUM,3,MAIL,3,0.06,7,Brand#53,6,SM PACK,33,754,14631.984
F,P,A,NONE,4,Manufacturer#4,3-MEDIUM,3,REG AIR,2,0.05,4,Brand#42,6,WRAP PACK,23,754,41933.1024
F,P,A,COLLECT COD,2,Manufacturer#2,3-MEDIUM,3,AIR,1,0.03,12,Brand#23,6,WRAP CASE,33,754,26454.428
F,P,A,TAKE BACK RETURN,1,Manufacturer#1,3-MEDIUM,3,TRUCK,4,0.07,17,Brand#11,6,JUMBO BOX,46,754,28732.968
F,P,R,DELIVER IN PERSON,3,Manufacturer#1,3-MEDIUM,3,SHIP,5,0.08,6,Brand#14,6,LG CAN,41,754,65885.6268
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,4-NOT SPECIFIED,1,AIR,2,0,22,Brand#55,3,LG JAR,41,752,9902.3648
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,4-NOT SPECIFIED,1,REG AIR,1,0.04,10,Brand#34,3,WRAP DRUM,30,752,12114.9798
F,F,R,COLLECT COD,4,Manufacturer#2,4-NOT SPECIFIED,1,MAIL,6,0,13,Brand#23,3,SM BAG,49,752,22938.453
F,F,A,NONE,2,Manufacturer#3,4-NOT SPECIFIED,1,AIR,4,0.06,9,Brand#34,3,JUMBO PKG,11,752,1856.04
F,F,A,NONE,1,Manufacturer#1,5-LOW,1,TRUCK,1,0.01,2,Brand#13,2,SM JAR,16,755,20265.4976
F,F,A,COLLECT COD,3,Manufacturer#5,3-MEDIUM,1,TRUCK,1,0.02,23,Brand#52,1,SM JAR,25,756,27173.8128
F,F,R,COLLECT COD,4,Manufacturer#5,5-LOW,2,REG AIR,5,0.02,11,Brand#51,9,JUMBO PKG,22,757,48538.8855
F,F,R,COLLECT COD,0,Manufacturer#1,1-URGENT,3,SHIP,1,0.04,5,Brand#11,19,SM JAR,8,758,2660.0832
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,3,AIR,7,0.05,18,Brand#13,19,SM DRUM,27,758,46778.8902
F,F,A,NONE,1,Manufacturer#5,1-URGENT,3,FOB,5,0.02,2,Brand#54,19,LG PACK,14,758,19397.4264
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,1-URGENT,3,FOB,4,0.04,18,Brand#24,19,LG PACK,13,758,21777.1176
F,F,A,TAKE BACK RETURN,4,Manufacturer#4,1-URGENT,3,REG AIR,2,0.03,20,Brand#42,19,MED BOX,32,758,24281.76
F,F,A,COLLECT COD,1,Manufacturer#2,4-NOT SPECIFIED,0,SHIP,1,0.08,3,Brand#23,15,WRAP BAG,23,759,32891.7204
F,F,A,NONE,4,Manufacturer#4,5-LOW,4,SHIP,3,0,13,Brand#44,11,SM PKG,21,760,81572.928
F,F,A,TAKE BACK RETURN,2,Manufacturer#1,5-LOW,4,SHIP,2,0.05,8,Brand#13,11,MED CASE,36,760,71859.6176
F,F,R,TAKE BACK RETURN,3,Manufacturer#5,5-LOW,4,REG AIR,4,0.02,7,Brand#53,11,MED BOX,29,760,67230.84
F,F,A,TAKE BACK RETURN,4,Manufacturer#3,5-LOW,4,MAIL,7,0,11,Brand#35,11,SM PKG,27,760,51507.2712
F,F,R,DELIVER IN PERSON,1,Manufacturer#4,5-LOW,4,AIR,5,0.04,1,Brand#42,11,MED BOX,29,760,9991.776
F,F,R,DELIVER IN PERSON,4,Manufacturer#5,5-LOW,4,FOB,6,0.06,10,Brand#52,11,SM PKG,38,760,35346.465
F,F,N,TAKE BACK RETURN,3,Manufacturer#2,5-LOW,4,AIR,1,0.08,6,Brand#22,11,JUMBO CASE,26,760,33729.3792
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,4-NOT SPECIFIED,0,AIR,3,0,19,Brand#12,16,JUMBO DRUM,16,761,2910.2544
F,F,A,NONE,3,Manufacturer#1,4-NOT SPECIFIED,0,REG AIR,4,0.04,7,Brand#13,16,WRAP CASE,14,761,30517.8975
F,F,R,COLLECT COD,4,Manufacturer#5,4-NOT SPECIFIED,0,TRUCK,7,0.03,10,Brand#55,16,MED PACK,13,761,56808.206
F,F,N,COLLECT COD,3,Manufacturer#5,1-URGENT,0,SHIP,1,0.04,22,Brand#54,14,SM DRUM,29,762,57536.507
F,F,A,COLLECT COD,1,Manufacturer#5,3-MEDIUM,3,FOB,1,0.04,2,Brand#55,6,MED BAG,37,763,59465.7155
F,F,A,COLLECT COD,1,Manufacturer#5,3-MEDIUM,3,REG AIR,4,0.04,1,Brand#54,6,LG BAG,26,763,16433.28
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,3-MEDIUM,3,SHIP,3,0.01,21,Brand#52,6,JUMBO CASE,19,763,54858.8
F,F,A,COLLECT COD,4,Manufacturer#2,4-NOT SPECIFIED,0,FOB,3,0.06,4,Brand#21,5,SM DRUM,10,764,63852.9192
F,F,A,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,0,AIR,2,0.08,18,Brand#42,5,JUMBO BOX,15,764,48220.6816
F,F,A,DELIVER IN PERSON,3,Manufacturer#2,2-HIGH,3,MAIL,3,0.01,19,Brand#22,7,SM CASE,33,765,43873.184
F,F,A,TAKE BACK RETURN,4,Manufacturer#3,4-NOT SPECIFIED,1,TRUCK,3,0.04,13,Brand#33,3,MED CAN,37,766,30179.7264
F,F,R,TAKE BACK RETURN,4,Manufacturer#1,4-NOT SPECIFIED,1,AIR,4,0.06,10,Brand#15,3,JUMBO JAR,48,766,13517.6418
F,F,A,TAKE BACK RETURN,4,Manufacturer#3,3-MEDIUM,3,MAIL,3,0.02,13,Brand#32,22,WRAP JAR,46,767,3407.3778
F,F,A,COLLECT COD,2,Manufacturer#3,5-LOW,2,MAIL,5,0.05,18,Brand#32,12,LG PKG,43,768,8800.7832
F,F,R,TAKE BACK RETURN,0,Manufacturer#5,5-LOW,2,TRUCK,2,0.05,15,Brand#54,12,SM PKG,22,768,38898.1242
F,F,A,DELIVER IN PERSON,4,Manufacturer#2,5-LOW,2,REG AIR,1,0.05,10,Brand#24,12,WRAP BAG,3,768,23921.2512
F,F,A,DELIVER IN PERSON,3,Manufacturer#5,5-LOW,2,AIR,3,0,7,Brand#54,12,JUMBO BAG,39,768,51159.8997
F,F,N,TAKE BACK RETURN,4,Manufacturer#4,5-LOW,2,SHIP,7,0.03,10,Brand#43,12,WRAP PKG,10,768,18904.2216
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,2,REG AIR,6,0.06,21,Brand#52,12,MED BAG,4,768,52449.4464
F,F,R,NONE,2,Manufacturer#5,5-LOW,2,TRUCK,4,0.06,21,Brand#52,12,LG BOX,50,768,9014.544
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,2,AIR,2,0.02,21,Brand#53,18,MED CAN,20,769,39669.291
F,F,A,COLLECT COD,0,Manufacturer#5,4-NOT SPECIFIED,2,TRUCK,2,0.03,14,Brand#55,9,LG CAN,2,770,56488.23
F,F,N,COLLECT COD,3,Manufacturer#2,1-URGENT,0,AIR,1,0.07,23,Brand#23,14,JUMBO PKG,25,771,5898.529
F,F,A,NONE,4,Manufacturer#2,4-NOT SPECIFIED,3,MAIL,1,0.02,4,Brand#25,7,SM DRUM,21,772,25650.702
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,4-NOT SPECIFIED,3,FOB,2,0.03,21,Brand#54,7,LG PKG,12,772,64168.104
F,F,R,DELIVER IN PERSON,1,Manufacturer#2,2-HIGH,4,RAIL,1,0.04,17,Brand#21,13,SM CASE,33,773,50235.2928
F,F,R,COLLECT COD,4,Manufacturer#4,2-HIGH,4,REG AIR,3,0.07,4,Brand#41,13,LG CASE,23,773,10716.4512
F,F,A,DELIVER IN PERSON,0,Manufacturer#1,3-MEDIUM,3,AIR,4,0.06,14,Brand#11,22,SM PKG,34,767,48512.0097
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,3-MEDIUM,3,TRUCK,6,0.04,12,Brand#44,22,LG PACK,24,767,14503.052
F,F,R,TAKE BACK RETURN,0,Manufacturer#1,3-MEDIUM,3,REG AIR,5,0,5,Brand#14,22,LG PACK,35,767,46063.377
F,F,R,TAKE BACK RETURN,4,Manufacturer#2,3-MEDIUM,3,MAIL,2,0.01,10,Brand#21,22,WRAP PACK,15,767,5977.8384
F,F,A,TAKE BACK RETURN,4,Manufacturer#2,3-MEDIUM,3,TRUCK,7,0.01,13,Brand#25,22,LG DRUM,35,767,31200.05
F,F,R,DELIVER IN PERSON,3,Manufacturer#2,1-URGENT,3,TRUCK,1,0.02,7,Brand#25,6,WRAP BAG,27,774,76325.5461
F,F,A,DELIVER IN PERSON,4,Manufacturer#5,1-URGENT,3,FOB,1,0.07,20,Brand#55,22,MED CASE,2,775,17178.0576
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,3-MEDIUM,1,TRUCK,1,0.07,14,Brand#34,2,WRAP CASE,45,776,15138.4662
F,F,A,DELIVER IN PERSON,4,Manufacturer#2,3-MEDIUM,1,TRUCK,7,0.03,4,Brand#23,2,MED JAR,30,776,31444.2
F,F,R,COLLECT COD,0,Manufacturer#1,3-MEDIUM,1,AIR,4,0,5,Brand#13,2,LG JAR,10,776,25738.3731
F,F,A,NONE,4,Manufacturer#2,3-MEDIUM,1,SHIP,3,0.04,10,Brand#21,2,MED BAG,40,776,50413.6816
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,3-MEDIUM,1,MAIL,2,0.05,12,Brand#24,2,WRAP CASE,8,776,5073.779
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,3-MEDIUM,1,MAIL,5,0.06,12,Brand#24,2,JUMBO BOX,50,776,17827.0092
F,F,R,COLLECT COD,3,Manufacturer#1,2-HIGH,3,MAIL,5,0.07,19,Brand#15,23,WRAP BOX,32,777,56054.727
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,2-HIGH,3,FOB,3,0.02,8,Brand#54,23,WRAP BOX,13,777,79552.665
F,F,N,COLLECT COD,1,Manufacturer#5,2-HIGH,3,FOB,2,0.03,1,Brand#52,23,LG CAN,4,777,11501.9982
F,F,N,COLLECT COD,2,Manufacturer#2,2-HIGH,3,SHIP,1,0.07,12,Brand#23,23,LG CAN,35,777,31549.3024
F,F,R,TAKE BACK RETURN,3,Manufacturer#1,2-HIGH,4,TRUCK,3,0,7,Brand#14,13,SM CAN,39,778,35142.228
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,3-MEDIUM,1,MAIL,2,0.02,17,Brand#13,17,LG BOX,41,779,54558.348
F,F,R,NONE,3,Manufacturer#5,4-NOT SPECIFIED,1,MAIL,5,0.04,6,Brand#53,1,LG DRUM,3,780,27400.3078
F,F,A,COLLECT COD,4,Manufacturer#4,3-MEDIUM,1,REG AIR,3,0.06,10,Brand#42,24,WRAP CASE,9,781,17934.524
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,1-URGENT,0,AIR,3,0.01,24,Brand#51,14,MED PACK,42,782,14516.019
F,F,R,TAKE BACK RETURN,3,Manufacturer#1,2-HIGH,3,MAIL,1,0.04,6,Brand#12,23,MED CAN,23,783,14247.396
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,5-LOW,4,AIR,1,0.06,22,Brand#11,4,WRAP BOX,34,784,9985.0842
F,F,R,NONE,4,Manufacturer#5,5-LOW,4,REG AIR,3,0.03,4,Brand#53,4,MED PACK,34,784,27555.491
F,F,R,COLLECT COD,1,Manufacturer#4,5-LOW,4,RAIL,2,0.07,3,Brand#45,4,MED JAR,40,784,26422.992
F,F,A,DELIVER IN PERSON,1,Manufacturer#1,5-LOW,4,SHIP,6,0.05,24,Brand#11,4,MED PKG,11,784,1661.8644
F,F,R,TAKE BACK RETURN,4,Manufacturer#1,2-HIGH,2,TRUCK,2,0.08,4,Brand#11,12,MED PACK,4,785,43954.4248
F,F,R,DELIVER IN PERSON,0,Manufacturer#2,2-HIGH,2,RAIL,3,0.03,15,Brand#22,12,SM PACK,4,785,56493.6827
F,F,R,COLLECT COD,2,Manufacturer#1,2-HIGH,2,SHIP,1,0.08,18,Brand#12,12,WRAP DRUM,14,785,11274.0012
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,2-HIGH,0,AIR,6,0.04,11,Brand#52,5,JUMBO CAN,29,786,6975.1044
F,F,A,NONE,4,Manufacturer#1,2-HIGH,0,AIR,1,0.06,11,Brand#12,5,SM JAR,33,786,61660.194
F,F,R,COLLECT COD,4,Manufacturer#4,2-HIGH,0,REG AIR,2,0.02,10,Brand#43,5,LG JAR,38,786,30191.4624
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,4-NOT SPECIFIED,4,RAIL,3,0.03,12,Brand#11,10,LG BAG,47,787,70601.72
F,F,A,NONE,4,Manufacturer#2,4-NOT SPECIFIED,4,TRUCK,1,0.04,4,Brand#25,10,WRAP DRUM,40,787,15011.0324
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,4-NOT SPECIFIED,4,SHIP,2,0,8,Brand#23,10,WRAP PKG,5,787,69641.344
F,F,R,COLLECT COD,3,Manufacturer#1,1-URGENT,1,REG AIR,2,0.04,22,Brand#14,2,MED PACK,2,788,26506
F,F,A,COLLECT COD,2,Manufacturer#5,4-NOT SPECIFIED,2,SHIP,3,0,8,Brand#51,21,LG BAG,42,789,37482.1984
F,F,A,TAKE BACK RETURN,4,Manufacturer#5,4-NOT SPECIFIED,2,AIR,7,0.07,10,Brand#51,21,LG BAG,38,789,65010.37
F,F,A,COLLECT COD,3,Manufacturer#3,4-NOT SPECIFIED,2,TRUCK,5,0,22,Brand#33,21,WRAP CASE,12,789,36525.58
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,2,FOB,6,0.04,19,Brand#12,12,MED JAR,29,790,41806.156
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,2-HIGH,1,MAIL,1,0.02,12,Brand#45,2,WRAP JAR,9,791,48388.44
F,F,A,TAKE BACK RETURN,3,Manufacturer#3,2-HIGH,1,RAIL,2,0.06,22,Brand#32,2,LG PKG,33,791,72266.1096
F,P,A,DELIVER IN PERSON,2,Manufacturer#2,2-HIGH,2,MAIL,3,0.05,9,Brand#24,18,JUMBO JAR,40,792,13855.8875
F,P,A,DELIVER IN PERSON,1,Manufacturer#1,2-HIGH,2,SHIP,6,0.06,2,Brand#13,18,LG BAG,50,792,13623.6366
F,P,A,NONE,3,Manufacturer#2,2-HIGH,2,TRUCK,4,0.07,6,Brand#24,18,MED CASE,29,792,54429.7194
O,P,N,NONE,1,Manufacturer#5,2-HIGH,2,RAIL,5,0.02,1,Brand#55,18,LG JAR,16,792,62345.4405
F,P,R,TAKE BACK RETURN,2,Manufacturer#3,2-HIGH,2,FOB,2,0.02,18,Brand#31,18,MED BOX,11,792,61361.4652
F,P,R,TAKE BACK RETURN,0,Manufacturer#4,2-HIGH,2,FOB,1,0.06,15,Brand#44,18,MED PKG,7,792,68150.2584
F,F,R,NONE,2,Manufacturer#5,5-LOW,0,SHIP,2,0.01,8,Brand#54,15,LG CASE,38,793,34957.746
F,F,A,DELIVER IN PERSON,1,Manufacturer#3,5-LOW,0,AIR,1,0.03,3,Brand#32,15,MED CASE,39,793,51029.46
F,P,A,DELIVER IN PERSON,3,Manufacturer#3,1-URGENT,1,FOB,1,0.08,23,Brand#31,3,LG CAN,13,794,26026.7028
O,P,N,DELIVER IN PERSON,0,Manufacturer#2,1-URGENT,1,TRUCK,2,0.05,14,Brand#23,3,WRAP CAN,32,794,40823.614
F,F,N,COLLECT COD,1,Manufacturer#2,2-HIGH,2,FOB,2,0.02,3,Brand#25,8,WRAP JAR,35,795,27532.7802
F,F,R,TAKE BACK RETURN,1,Manufacturer#1,2-HIGH,2,REG AIR,4,0.04,2,Brand#13,8,LG BAG,50,795,42384.6472
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,2-HIGH,2,SHIP,5,0.02,9,Brand#55,8,WRAP CASE,34,795,8504.86
