o_orderstatus,o_orderpriority,cn_regionkey,c_mktsegment,c_nationkey,o_clerk,o_orderdate,c_acctbal,groupcol,aggcol
F,1-URGENT,4,FURNITURE,20,Clerk#000000910,1993-01-24,3228.88,4617,1
O,5-LOW,0,AUTOMOBILE,16,Clerk#000000702,1996-05-10,5755.78,1391,1
O,5-LOW,2,BUILDING,9,Clerk#000000698,1995-06-02,8593.83,656,1
F,3-MEDIUM,3,HOUSEHOLD,7,Clerk#000000842,1992-12-29,9093.86,4890,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,21,Clerk#000000134,1993-08-24,6317.97,896,1
F,2-HIGH,4,HOUSEHOLD,11,Clerk#000000005,1993-08-04,8181.16,757,1
O,4-NOT SPECIFIED,0,HOUSEHOLD,14,Clerk#000000012,1997-02-15,1182.72,101,1
O,5-LOW,0,AUTOMOBILE,14,Clerk#000000921,1997-03-17,-886.94,975,1
F,5-LOW,4,HOUSEHOLD,20,Clerk#000000578,1994-05-10,871.86,2655,1
F,2-HIGH,3,MACHINERY,19,Clerk#000000252,1992-01-29,70.93,4630,1
F,5-LOW,3,MACHINERY,19,Clerk#000000967,1993-04-25,7208.72,1878,1
F,5-LOW,4,FURNITURE,11,Clerk#000000629,1993-09-24,3886.8,3334,1
O,5-LOW,4,HOUSEHOLD,20,Clerk#000000428,1998-03-13,2942.19,2165,1
O,2-HIGH,2,AUTOMOBILE,21,Clerk#000000628,1996-11-03,392.88,4746,1
O,2-HIGH,0,MACHINERY,16,Clerk#000000944,1998-06-04,1520.34,1998,1
F,5-LOW,0,MACHINERY,14,Clerk#000000087,1992-10-01,8783.1,4214,1
O,4-NOT SPECIFIED,4,BUILDING,13,Clerk#000000520,1997-11-30,4791.9,2817,1
F,3-MEDIUM,1,AUTOMOBILE,2,Clerk#000000644,1994-08-10,5592.98,3367,1
F,2-HIGH,3,BUILDING,23,Clerk#000000823,1994-08-28,5840.97,2696,1
O,1-URGENT,0,AUTOMOBILE,16,Clerk#000000237,1996-05-22,2249.33,988,1
O,3-MEDIUM,3,FURNITURE,6,Clerk#000000602,1996-12-15,4573.3,453,1
F,4-NOT SPECIFIED,4,FURNITURE,13,Clerk#000000638,1993-09-17,2393.87,1811,1
F,1-URGENT,0,HOUSEHOLD,0,Clerk#000000743,1992-11-01,4003.1,4935,1
F,3-MEDIUM,3,HOUSEHOLD,23,Clerk#000000547,1994-04-04,2341.22,4383,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,10,Clerk#000000779,1993-04-07,3763.23,4622,1
O,4-NOT SPECIFIED,0,MACHINERY,14,Clerk#000000216,1998-04-12,8674.3,2291,1
O,5-LOW,3,HOUSEHOLD,6,Clerk#000000019,1997-07-20,1938.1,1410,1
O,5-LOW,1,BUILDING,1,Clerk#000000753,1996-11-09,2650.27,3102,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,13,Clerk#000000947,1992-04-26,2702.97,3151,1
O,4-NOT SPECIFIED,0,MACHINERY,15,Clerk#000000675,1995-11-01,4010.86,3867,1
F,3-MEDIUM,2,AUTOMOBILE,8,Clerk#000000019,1992-05-18,6828.74,1462,1
O,3-MEDIUM,0,AUTOMOBILE,0,Clerk#000000181,1997-03-04,-395.19,4142,1
O,5-LOW,3,BUILDING,22,Clerk#000000389,1996-06-20,8331.27,1838,1
O,5-LOW,1,BUILDING,2,Clerk#000000940,1998-01-28,6624.38,662,1
F,5-LOW,3,AUTOMOBILE,22,Clerk#000000042,1994-08-09,-132.4,2280,1
F,4-NOT SPECIFIED,0,BUILDING,15,Clerk#000000335,1992-08-28,4152.19,2494,1
O,2-HIGH,0,MACHINERY,16,Clerk#000000717,1997-01-30,6582.04,2231,1
O,2-HIGH,0,FURNITURE,16,Clerk#000000756,1998-07-03,2184.27,2047,1
O,4-NOT SPECIFIED,3,FURNITURE,22,Clerk#000000937,1998-02-10,744.82,4541,1
O,2-HIGH,4,HOUSEHOLD,4,Clerk#000000532,1996-01-20,7105.5,1456,1
O,4-NOT SPECIFIED,4,FURNITURE,10,Clerk#000000234,1995-06-20,668.26,4233,1
O,1-URGENT,3,MACHINERY,7,Clerk#000000514,1997-12-21,3471.22,1136,1
O,3-MEDIUM,2,BUILDING,12,Clerk#000000062,1998-03-20,7924.97,926,1
P,4-NOT SPECIFIED,3,HOUSEHOLD,19,Clerk#000000656,1995-05-20,3061.58,1361,1
O,4-NOT SPECIFIED,0,MACHINERY,15,Clerk#000000786,1997-05-09,8059.02,1950,1
O,3-MEDIUM,2,AUTOMOBILE,18,Clerk#000000135,1995-06-12,2422.79,1352,1
O,2-HIGH,1,MACHINERY,24,Clerk#000000884,1997-12-21,5267.79,321,1
F,2-HIGH,4,FURNITURE,10,Clerk#000000999,1992-06-05,5197.26,399,1
O,2-HIGH,1,MACHINERY,24,Clerk#000000717,1998-06-12,404.68,1929,1
F,4-NOT SPECIFIED,4,MACHINERY,10,Clerk#000000218,1992-05-23,3829.03,1119,1
F,4-NOT SPECIFIED,0,MACHINERY,5,Clerk#000000373,1993-04-30,4742.19,2574,1
O,2-HIGH,3,MACHINERY,22,Clerk#000000634,1998-03-21,8430.75,3609,1
O,2-HIGH,3,HOUSEHOLD,7,Clerk#000000013,1998-05-17,7473.71,1264,1
F,5-LOW,0,HOUSEHOLD,15,Clerk#000000710,1994-11-08,4870.15,213,1
F,5-LOW,3,MACHINERY,7,Clerk#000000332,1992-06-03,9754.74,4347,1
F,2-HIGH,0,FURNITURE,5,Clerk#000000396,1992-11-14,1158.35,230,1
F,1-URGENT,0,FURNITURE,0,Clerk#000000311,1993-06-16,7811.92,906,1
O,5-LOW,4,HOUSEHOLD,10,Clerk#000000367,1998-04-28,5751.31,3724,1
O,1-URGENT,0,BUILDING,16,Clerk#000000378,1995-11-30,-532.13,3380,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,3,Clerk#000000450,1992-12-01,3567.66,626,1
O,1-URGENT,3,HOUSEHOLD,23,Clerk#000000137,1996-04-10,-855.27,3969,1
O,4-NOT SPECIFIED,4,HOUSEHOLD,10,Clerk#000000006,1998-07-19,6041.59,2956,1
F,2-HIGH,4,AUTOMOBILE,4,Clerk#000000243,1992-08-09,398.57,4479,1
O,4-NOT SPECIFIED,3,HOUSEHOLD,7,Clerk#000000990,1995-08-04,2397.43,4187,1
O,5-LOW,2,FURNITURE,21,Clerk#000000615,1995-12-30,-612.21,924,1
O,5-LOW,3,HOUSEHOLD,19,Clerk#000000341,1997-09-08,2653.99,961,1
O,4-NOT SPECIFIED,0,BUILDING,16,Clerk#000000873,1996-12-15,3987.39,3738,1
F,5-LOW,1,HOUSEHOLD,1,Clerk#000000556,1994-03-06,705.93,2993,1
F,5-LOW,1,AUTOMOBILE,2,Clerk#000000951,1994-03-03,3985.46,870,1
O,4-NOT SPECIFIED,1,AUTOMOBILE,2,Clerk#000000444,1997-01-14,3547.25,4834,1
O,4-NOT SPECIFIED,0,AUTOMOBILE,5,Clerk#000000758,1995-09-08,2176.62,204,1
O,5-LOW,0,FURNITURE,0,Clerk#000000519,1997-03-01,1624.68,2984,1
F,5-LOW,2,BUILDING,18,Clerk#000000104,1993-02-05,7000.7,2269,1
P,2-HIGH,0,BUILDING,14,Clerk#000000856,1995-03-13,7431.57,3259,1
F,1-URGENT,4,FURNITURE,4,Clerk#000000668,1992-06-05,1271.11,116,1
F,1-URGENT,3,HOUSEHOLD,7,Clerk#000000032,1994-04-08,5847.76,4979,1
F,4-NOT SPECIFIED,1,HOUSEHOLD,3,Clerk#000000944,1993-06-26,-907.57,1518,1
O,3-MEDIUM,4,MACHINERY,11,Clerk#000000728,1996-07-16,685,1220,1
F,1-URGENT,4,FURNITURE,4,Clerk#000000942,1993-12-02,-20.24,2140,1
O,2-HIGH,0,MACHINERY,5,Clerk#000000795,1997-03-22,5305.37,178,1
F,5-LOW,0,BUILDING,5,Clerk#000000904,1993-06-07,-45.69,1330,1
O,1-URGENT,2,BUILDING,21,Clerk#000000300,1997-07-07,1772.23,1402,1
O,1-URGENT,0,HOUSEHOLD,5,Clerk#000000338,1997-09-23,2824.26,2054,1
F,4-NOT SPECIFIED,3,BUILDING,23,Clerk#000000160,1993-07-07,9876.05,3032,1
O,3-MEDIUM,2,AUTOMOBILE,12,Clerk#000000361,1996-06-20,7408.89,1215,1
F,1-URGENT,0,HOUSEHOLD,16,Clerk#000000018,1993-05-19,6996.1,677,1
F,1-URGENT,3,FURNITURE,19,Clerk#000000020,1992-02-02,567.16,1660,1
F,1-URGENT,1,AUTOMOBILE,2,Clerk#000000619,1995-01-06,1543.64,2464,1
F,1-URGENT,0,BUILDING,5,Clerk#000000060,1994-02-22,5554.82,3208,1
F,5-LOW,4,HOUSEHOLD,10,Clerk#000000047,1993-10-20,9799.98,635,1
O,4-NOT SPECIFIED,2,AUTOMOBILE,21,Clerk#000000772,1996-11-24,2851.11,3584,1
F,3-MEDIUM,2,MACHINERY,18,Clerk#000000740,1994-03-07,9415.95,2382,1
O,4-NOT SPECIFIED,4,MACHINERY,10,Clerk#000000529,1996-07-21,7967.22,2184,1
O,2-HIGH,1,BUILDING,17,Clerk#000000196,1996-03-27,-858.61,3712,1
O,4-NOT SPECIFIED,4,HOUSEHOLD,4,Clerk#000000057,1998-06-16,6550.3,1815,1
O,1-URGENT,2,HOUSEHOLD,12,Clerk#000000575,1996-05-28,6381.24,1605,1
O,3-MEDIUM,3,FURNITURE,6,Clerk#000000308,1997-03-17,7327.02,1286,1
O,3-MEDIUM,2,AUTOMOBILE,18,Clerk#000000496,1997-08-02,3582.37,3190,1
F,3-MEDIUM,2,AUTOMOBILE,8,Clerk#000000941,1993-02-27,8264.67,3853,1
F,1-URGENT,2,HOUSEHOLD,9,Clerk#000000296,1994-06-07,1305.99,4420,1
O,4-NOT SPECIFIED,0,MACHINERY,16,Clerk#000000635,1997-05-07,7082.24,3035,1
F,5-LOW,3,HOUSEHOLD,6,Clerk#000000260,1993-10-17,6964.73,3479,1
O,1-URGENT,3,MACHINERY,7,Clerk#000000754,1995-08-23,3873.94,4454,1
O,3-MEDIUM,3,MACHINERY,6,Clerk#000000412,1997-09-23,4068.65,1374,1
O,1-URGENT,4,FURNITURE,4,Clerk#000000931,1998-01-07,2836.01,2730,1
O,2-HIGH,3,FURNITURE,19,Clerk#000000602,1996-03-27,-690.62,3160,1
O,3-MEDIUM,1,BUILDING,2,Clerk#000000796,1996-09-12,7761.49,1072,1
F,3-MEDIUM,1,MACHINERY,3,Clerk#000000993,1994-08-09,4306.41,1435,1
P,5-LOW,4,HOUSEHOLD,13,Clerk#000000669,1995-03-18,9748.93,2425,1
O,5-LOW,3,HOUSEHOLD,23,Clerk#000000879,1996-12-23,2937.77,948,1
F,4-NOT SPECIFIED,4,FURNITURE,20,Clerk#000000811,1992-06-18,-0.28,7,1
O,5-LOW,2,AUTOMOBILE,12,Clerk#000000019,1997-05-11,7636.18,688,1
F,2-HIGH,0,FURNITURE,15,Clerk#000000709,1993-09-25,3282.63,3590,1
P,5-LOW,0,FURNITURE,5,Clerk#000000074,1995-05-24,7880.89,1833,1
O,3-MEDIUM,3,AUTOMOBILE,23,Clerk#000000764,1995-09-04,3838.55,751,1
F,3-MEDIUM,4,HOUSEHOLD,11,Clerk#000000446,1994-12-19,-223.16,1194,1
O,1-URGENT,3,HOUSEHOLD,23,Clerk#000000986,1998-04-20,6751.07,267,1
O,5-LOW,0,BUILDING,15,Clerk#000000677,1996-10-14,5458.37,2009,1
F,5-LOW,0,HOUSEHOLD,14,Clerk#000000586,1992-08-27,9121.62,4828,1
F,4-NOT SPECIFIED,1,FURNITURE,24,Clerk#000000419,1993-05-02,2336.99,1717,1
O,5-LOW,2,AUTOMOBILE,8,Clerk#000000168,1997-12-09,4430.81,1597,1
O,1-URGENT,4,HOUSEHOLD,13,Clerk#000000160,1997-02-01,9955.66,3790,1
F,5-LOW,4,HOUSEHOLD,20,Clerk#000000791,1992-12-17,2505.66,3372,1
O,3-MEDIUM,3,HOUSEHOLD,6,Clerk#000000982,1997-12-01,7197.89,1902,1
F,5-LOW,4,MACHINERY,11,Clerk#000000045,1994-05-30,7843.22,3293,1
F,1-URGENT,3,FURNITURE,23,Clerk#000000170,1994-08-29,2531.86,1444,1
F,5-LOW,1,HOUSEHOLD,2,Clerk#000000586,1993-02-01,1303.35,2663,1
O,1-URGENT,2,FURNITURE,8,Clerk#000000157,1996-03-08,-363.54,4714,1
F,3-MEDIUM,3,BUILDING,23,Clerk#000000280,1995-01-30,5710.41,2248,1
O,2-HIGH,0,HOUSEHOLD,16,Clerk#000000852,1998-03-01,4085.85,3434,1
F,5-LOW,0,FURNITURE,16,Clerk#000000116,1992-11-22,5501.8,4837,1
O,5-LOW,0,HOUSEHOLD,5,Clerk#000000181,1997-10-15,1348.07,3072,1
F,4-NOT SPECIFIED,3,AUTOMOBILE,23,Clerk#000000936,1992-10-06,8444.6,324,1
O,1-URGENT,2,HOUSEHOLD,18,Clerk#000000628,1997-11-12,2995.43,4135,1
F,5-LOW,2,MACHINERY,21,Clerk#000000022,1994-02-15,4949.97,2856,1
F,5-LOW,4,FURNITURE,13,Clerk#000000561,1994-09-23,4389.25,2262,1
F,4-NOT SPECIFIED,1,MACHINERY,24,Clerk#000000688,1992-02-16,7019.6,18,1
O,3-MEDIUM,4,FURNITURE,20,Clerk#000000787,1998-02-20,3228.88,4617,1
O,1-URGENT,1,BUILDING,2,Clerk#000000591,1997-07-11,6779.88,2506,1
F,2-HIGH,2,FURNITURE,8,Clerk#000000362,1992-01-12,299.39,3688,1
F,5-LOW,1,HOUSEHOLD,2,Clerk#000000781,1992-10-19,8030.85,51,1
O,1-URGENT,3,AUTOMOBILE,19,Clerk#000000355,1997-08-26,2030.23,2630,1
O,1-URGENT,4,BUILDING,13,Clerk#000000012,1998-01-29,4198.72,822,1
F,3-MEDIUM,0,HOUSEHOLD,14,Clerk#000000765,1992-12-18,5941.76,285,1
O,4-NOT SPECIFIED,2,BUILDING,21,Clerk#000000743,1998-02-26,2714.5,2399,1
O,5-LOW,4,MACHINERY,4,Clerk#000000990,1996-05-13,5881.76,3073,1
F,4-NOT SPECIFIED,4,FURNITURE,11,Clerk#000000044,1992-09-20,796.51,3358,1
P,2-HIGH,4,HOUSEHOLD,20,Clerk#000000427,1995-04-20,9217.56,301,1
F,1-URGENT,3,BUILDING,7,Clerk#000000133,1994-08-27,8812.05,2768,1
O,5-LOW,4,FURNITURE,13,Clerk#000000020,1996-04-14,3365.93,3463,1
F,4-NOT SPECIFIED,4,BUILDING,20,Clerk#000000840,1994-02-06,3951.11,1012,1
O,2-HIGH,1,HOUSEHOLD,24,Clerk#000000876,1998-01-23,-501.95,215,1
F,2-HIGH,2,AUTOMOBILE,9,Clerk#000000298,1994-09-03,1374.68,2906,1
O,1-URGENT,0,BUILDING,0,Clerk#000000643,1997-01-28,3482.03,4806,1
F,4-NOT SPECIFIED,2,MACHINERY,9,Clerk#000000675,1993-10-09,4514.96,3148,1
F,3-MEDIUM,2,MACHINERY,12,Clerk#000000201,1992-11-27,6038.99,4243,1
F,3-MEDIUM,1,HOUSEHOLD,2,Clerk#000000747,1993-03-02,7820.61,1095,1
O,5-LOW,2,AUTOMOBILE,9,Clerk#000000613,1995-08-07,7672.19,4391,1
F,1-URGENT,4,MACHINERY,20,Clerk#000000255,1992-06-05,8010.37,4563,1
O,5-LOW,3,HOUSEHOLD,19,Clerk#000000993,1996-03-27,9142.02,3187,1
P,5-LOW,2,HOUSEHOLD,18,Clerk#000000477,1995-03-08,159.12,498,1
O,2-HIGH,2,AUTOMOBILE,9,Clerk#000000473,1998-01-10,-345.14,4776,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,12,Clerk#000000667,1994-11-22,5008.53,475,1
O,3-MEDIUM,0,HOUSEHOLD,14,Clerk#000000401,1995-11-10,5235.77,1926,1
O,5-LOW,4,HOUSEHOLD,10,Clerk#000000946,1996-11-18,-41.78,859,1
F,1-URGENT,0,BUILDING,14,Clerk#000000180,1994-11-20,4283.54,3458,1
F,4-NOT SPECIFIED,3,BUILDING,23,Clerk#000000185,1992-11-18,7135.99,4059,1
O,4-NOT SPECIFIED,0,HOUSEHOLD,14,Clerk#000000118,1998-07-05,313.45,4722,1
O,5-LOW,4,HOUSEHOLD,11,Clerk#000000959,1997-05-15,5630.28,687,1
F,3-MEDIUM,2,HOUSEHOLD,18,Clerk#000000893,1993-06-10,6183.15,847,1
O,2-HIGH,3,BUILDING,6,Clerk#000000986,1996-08-01,1663.07,2513,1
P,2-HIGH,2,BUILDING,8,Clerk#000000357,1995-06-05,-539.66,4761,1
F,5-LOW,4,HOUSEHOLD,20,Clerk#000000397,1992-01-09,3621.68,3075,1
F,1-URGENT,0,FURNITURE,0,Clerk#000000110,1992-10-10,9179.85,3397,1
O,1-URGENT,2,FURNITURE,18,Clerk#000000951,1995-11-07,2598.88,1076,1
F,2-HIGH,0,BUILDING,16,Clerk#000000069,1994-05-14,4078.84,2323,1
O,4-NOT SPECIFIED,3,BUILDING,23,Clerk#000000280,1997-04-17,4258.65,2418,1
O,1-URGENT,1,BUILDING,24,Clerk#000000720,1997-11-28,6050.89,1515,1
O,2-HIGH,0,BUILDING,15,Clerk#000000806,1996-09-15,9266.39,3588,1
F,1-URGENT,3,AUTOMOBILE,7,Clerk#000000420,1992-10-03,1163.37,2376,1
O,3-MEDIUM,3,BUILDING,6,Clerk#000000155,1998-05-21,2282.18,3071,1
O,2-HIGH,0,HOUSEHOLD,15,Clerk#000000081,1997-03-02,5395.12,4138,1
O,3-MEDIUM,3,BUILDING,6,Clerk#000000965,1997-11-25,8151.35,516,1
O,1-URGENT,4,AUTOMOBILE,20,Clerk#000000978,1997-05-13,2125.78,3299,1
F,2-HIGH,1,BUILDING,17,Clerk#000000805,1992-04-03,121.89,3483,1
O,3-MEDIUM,0,AUTOMOBILE,5,Clerk#000000282,1997-01-21,4705.52,4292,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,9,Clerk#000000450,1992-01-20,507.4,4344,1
F,3-MEDIUM,4,HOUSEHOLD,10,Clerk#000000119,1992-08-21,6999.36,3994,1
O,3-MEDIUM,1,FURNITURE,24,Clerk#000000972,1995-05-29,4234.26,4515,1
F,3-MEDIUM,0,HOUSEHOLD,14,Clerk#000000432,1994-12-19,5039.28,4256,1
F,5-LOW,3,BUILDING,19,Clerk#000000651,1993-11-24,8093.14,319,1
F,5-LOW,1,MACHINERY,1,Clerk#000000654,1992-04-06,698.43,2774,1
F,5-LOW,1,FURNITURE,1,Clerk#000000258,1995-02-08,3865.83,1906,1
O,5-LOW,1,BUILDING,2,Clerk#000000654,1996-11-04,4667.12,3167,1
F,4-NOT SPECIFIED,1,MACHINERY,1,Clerk#000000318,1994-09-16,8013.66,111,1
O,4-NOT SPECIFIED,4,BUILDING,4,Clerk#000000415,1996-04-20,2841.24,4574,1
O,4-NOT SPECIFIED,0,AUTOMOBILE,16,Clerk#000000437,1997-01-04,2249.33,988,1
F,1-URGENT,4,FURNITURE,4,Clerk#000000091,1992-09-17,-20.24,2140,1
F,2-HIGH,4,MACHINERY,11,Clerk#000000416,1994-07-24,5354.2,3938,1
O,1-URGENT,2,MACHINERY,12,Clerk#000000470,1997-02-18,6041.35,4691,1
F,4-NOT SPECIFIED,0,BUILDING,14,Clerk#000000774,1993-05-03,6409.96,3561,1
O,4-NOT SPECIFIED,0,HOUSEHOLD,14,Clerk#000000951,1996-03-12,3204.63,2839,1
F,3-MEDIUM,2,BUILDING,8,Clerk#000000147,1993-06-24,1766.23,3407,1
O,5-LOW,3,BUILDING,19,Clerk#000000862,1997-04-20,2588.57,4091,1
F,3-MEDIUM,3,HOUSEHOLD,6,Clerk#000000874,1995-03-14,3250.95,2437,1
F,1-URGENT,0,MACHINERY,14,Clerk#000000725,1994-09-10,8674.3,2291,1
F,5-LOW,4,MACHINERY,13,Clerk#000000968,1992-02-10,1657.55,3817,1
O,3-MEDIUM,4,AUTOMOBILE,13,Clerk#000000008,1995-09-04,8347.79,2656,1
O,5-LOW,3,HOUSEHOLD,23,Clerk#000000534,1998-07-19,9803.55,539,1
F,3-MEDIUM,1,FURNITURE,3,Clerk#000000235,1994-11-26,3470.62,2605,1
O,5-LOW,0,MACHINERY,15,Clerk#000000720,1995-08-22,-22.76,1606,1
F,4-NOT SPECIFIED,0,AUTOMOBILE,15,Clerk#000000021,1992-09-19,7048.48,2514,1
O,4-NOT SPECIFIED,1,MACHINERY,1,Clerk#000000815,1997-08-19,9114.68,900,1
O,2-HIGH,2,BUILDING,8,Clerk#000000516,1997-04-22,5244.28,4512,1
O,4-NOT SPECIFIED,1,FURNITURE,1,Clerk#000000986,1997-04-11,5576.84,798,1
F,3-MEDIUM,1,MACHINERY,2,Clerk#000000458,1992-03-04,7671.86,544,1
O,3-MEDIUM,4,FURNITURE,11,Clerk#000000841,1997-08-03,4279.89,598,1
O,2-HIGH,0,BUILDING,16,Clerk#000000963,1998-06-28,7505.78,1901,1
O,2-HIGH,4,FURNITURE,13,Clerk#000000735,1995-09-23,-150.63,4191,1
O,2-HIGH,3,AUTOMOBILE,23,Clerk#000000131,1998-04-18,6220.99,4315,1
O,1-URGENT,4,FURNITURE,10,Clerk#000000123,1997-02-20,5839.38,3408,1
O,3-MEDIUM,3,HOUSEHOLD,19,Clerk#000000949,1995-05-14,5187.02,1487,1
F,2-HIGH,1,HOUSEHOLD,1,Clerk#000000198,1993-07-28,2911.8,4156,1
O,1-URGENT,1,HOUSEHOLD,24,Clerk#000000315,1997-08-09,7309.04,2809,1
F,5-LOW,0,AUTOMOBILE,15,Clerk#000000061,1995-01-07,6684.63,3248,1
P,3-MEDIUM,0,BUILDING,5,Clerk#000000289,1995-04-13,3750.2,1480,1
O,1-URGENT,2,HOUSEHOLD,18,Clerk#000000264,1997-03-22,4584.61,2592,1
O,3-MEDIUM,2,FURNITURE,21,Clerk#000000576,1997-11-30,6250.2,803,1
F,2-HIGH,1,FURNITURE,3,Clerk#000000174,1992-01-17,-572.05,2830,1
F,1-URGENT,2,AUTOMOBILE,8,Clerk#000000797,1993-05-27,6920.15,2616,1
F,2-HIGH,4,HOUSEHOLD,13,Clerk#000000167,1993-11-25,9728.34,1135,1
F,3-MEDIUM,1,MACHINERY,1,Clerk#000000988,1994-07-26,7699.45,3545,1
F,5-LOW,0,FURNITURE,0,Clerk#000000960,1994-09-30,2123.62,2497,1
F,1-URGENT,0,AUTOMOBILE,15,Clerk#000000554,1992-03-03,3832.17,4223,1
O,3-MEDIUM,4,AUTOMOBILE,10,Clerk#000000292,1997-08-11,8183.69,2347,1
F,2-HIGH,4,AUTOMOBILE,10,Clerk#000000625,1993-11-16,3763.23,4622,1
F,1-URGENT,0,HOUSEHOLD,14,Clerk#000000629,1994-02-21,5039.28,4256,1
O,4-NOT SPECIFIED,1,HOUSEHOLD,3,Clerk#000000860,1996-01-02,6066.98,3716,1
O,1-URGENT,2,HOUSEHOLD,21,Clerk#000000028,1995-04-29,-705.48,2634,1
F,4-NOT SPECIFIED,0,FURNITURE,0,Clerk#000000942,1993-06-25,8259.13,1837,1
O,2-HIGH,3,HOUSEHOLD,19,Clerk#000000546,1996-12-06,3932.14,1045,1
F,1-URGENT,3,FURNITURE,6,Clerk#000000473,1992-01-03,5734.73,4405,1
O,1-URGENT,1,MACHINERY,1,Clerk#000000271,1996-12-22,8919.68,1990,1
F,4-NOT SPECIFIED,1,HOUSEHOLD,1,Clerk#000000858,1993-01-05,9351.6,1814,1
F,1-URGENT,3,AUTOMOBILE,22,Clerk#000000799,1992-10-02,3713.77,2253,1
F,3-MEDIUM,4,MACHINERY,10,Clerk#000000612,1993-05-06,9572.79,1110,1
O,3-MEDIUM,4,FURNITURE,11,Clerk#000000813,1996-09-28,7140.51,2434,1
O,1-URGENT,2,MACHINERY,12,Clerk#000000241,1998-04-08,5948.37,3812,1
O,1-URGENT,3,MACHINERY,22,Clerk#000000478,1998-01-21,0.97,651,1
P,5-LOW,2,FURNITURE,21,Clerk#000000636,1995-04-02,2256.07,3492,1
O,3-MEDIUM,1,HOUSEHOLD,1,Clerk#000000210,1997-11-05,2911.8,4156,1
F,1-URGENT,0,MACHINERY,5,Clerk#000000515,1993-06-27,1720.73,794,1
F,2-HIGH,3,HOUSEHOLD,7,Clerk#000000469,1994-06-15,8555.12,1772,1
P,1-URGENT,0,HOUSEHOLD,0,Clerk#000000094,1995-03-26,-207.35,1061,1
F,2-HIGH,4,FURNITURE,20,Clerk#000000077,1992-12-17,5.55,1338,1
O,4-NOT SPECIFIED,2,HOUSEHOLD,8,Clerk#000000206,1997-03-05,6563.13,1711,1
F,2-HIGH,4,FURNITURE,10,Clerk#000000854,1994-04-12,2934.06,3603,1
O,2-HIGH,4,AUTOMOBILE,11,Clerk#000000782,1997-06-25,1853.51,3547,1
O,1-URGENT,2,FURNITURE,9,Clerk#000000091,1996-04-13,3244.78,2261,1
F,1-URGENT,4,AUTOMOBILE,4,Clerk#000000529,1995-02-12,8366.9,1275,1
F,5-LOW,3,BUILDING,23,Clerk#000000267,1994-06-16,8876.1,1898,1
O,3-MEDIUM,4,BUILDING,11,Clerk#000000161,1997-07-27,-647.09,1791,1
F,4-NOT SPECIFIED,0,FURNITURE,15,Clerk#000000664,1993-05-24,-819.39,3284,1
O,4-NOT SPECIFIED,3,HOUSEHOLD,19,Clerk#000000693,1995-06-22,4038.31,3178,1
F,5-LOW,3,AUTOMOBILE,23,Clerk#000000214,1993-08-20,5011.77,3676,1
O,2-HIGH,3,HOUSEHOLD,7,Clerk#000000685,1996-03-10,-501.37,1054,1
F,3-MEDIUM,1,BUILDING,3,Clerk#000000737,1992-04-23,4754.3,2572,1
O,2-HIGH,4,HOUSEHOLD,13,Clerk#000000498,1996-06-25,9728.34,1135,1
F,2-HIGH,3,MACHINERY,22,Clerk#000000523,1992-07-26,497.04,4927,1
P,5-LOW,3,MACHINERY,22,Clerk#000000411,1995-05-09,5773.79,2818,1
F,5-LOW,0,BUILDING,16,Clerk#000000258,1994-05-04,9467.81,4598,1
O,5-LOW,4,HOUSEHOLD,4,Clerk#000000892,1997-07-21,6609.94,3985,1
O,4-NOT SPECIFIED,2,HOUSEHOLD,18,Clerk#000000585,1997-03-02,9691.33,393,1
F,4-NOT SPECIFIED,1,MACHINERY,17,Clerk#000000965,1994-12-03,7643.3,3389,1
O,4-NOT SPECIFIED,4,FURNITURE,4,Clerk#000000107,1997-07-02,1933.99,1963,1
F,5-LOW,3,FURNITURE,19,Clerk#000000222,1994-04-22,7882.55,2975,1
O,5-LOW,2,MACHINERY,21,Clerk#000000624,1997-10-15,1190.11,2467,1
O,3-MEDIUM,4,FURNITURE,4,Clerk#000000141,1997-07-15,1621.43,2881,1
F,5-LOW,2,BUILDING,21,Clerk#000000296,1992-06-12,528.35,4697,1
F,4-NOT SPECIFIED,4,MACHINERY,11,Clerk#000000225,1993-10-26,7052.38,1053,1
F,1-URGENT,2,HOUSEHOLD,8,Clerk#000000817,1993-11-02,6563.13,1711,1
F,4-NOT SPECIFIED,0,FURNITURE,5,Clerk#000000353,1992-06-26,7541.05,3598,1
F,4-NOT SPECIFIED,3,MACHINERY,6,Clerk#000000517,1994-11-28,4068.65,1374,1
O,5-LOW,1,MACHINERY,24,Clerk#000000546,1996-05-18,6525.63,776,1
O,1-URGENT,3,MACHINERY,23,Clerk#000000741,1996-03-22,1093.9,721,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,6,Clerk#000000860,1993-10-18,4549.75,2404,1
O,3-MEDIUM,1,HOUSEHOLD,17,Clerk#000000652,1997-12-25,3754.47,2114,1
O,2-HIGH,4,BUILDING,10,Clerk#000000104,1996-08-10,3770.63,3830,1
