o_orderstatus,o_orderpriority,cn_regionkey,c_mktsegment,c_nationkey,o_clerk,o_orderdate,c_acctbal,o_custkey,groupcol,aggcol
F,3-MEDIUM,4,AUTOMOBILE,11,Clerk#000000537,1993-09-05,9588.88,1709,3,1
F,3-MEDIUM,3,BUILDING,7,Clerk#000000499,1993-07-16,7532.58,5050,3,1
F,5-LOW,2,FURNITURE,8,Clerk#000000249,1993-09-19,1972.22,13207,1,1
F,2-HIGH,2,AUTOMOBILE,8,Clerk#000000048,1993-07-28,805.84,11776,4,1
F,2-HIGH,4,BUILDING,4,Clerk#000000925,1993-07-06,1057.16,13000,4,1
F,2-HIGH,1,BUILDING,1,Clerk#000000392,1993-09-20,7568.07,229,4,1
F,4-NOT SPECIFIED,4,HOUSEHOLD,4,Clerk#000000700,1993-08-29,7595.74,14183,0,1
F,3-MEDIUM,2,MACHINERY,12,Clerk#000000307,1993-09-26,5405.12,13184,3,1
F,1-URGENT,2,BUILDING,18,Clerk#000000025,1993-08-08,8368.64,7907,2,1
F,5-LOW,0,HOUSEHOLD,15,Clerk#000000770,1993-07-08,1052.6,6238,1,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,7,Clerk#000000856,1993-09-23,591.04,6368,0,1
F,5-LOW,3,FURNITURE,23,Clerk#000000464,1993-09-05,-402.46,6017,1,1
F,3-MEDIUM,2,MACHINERY,8,Clerk#000000361,1993-07-14,3886.28,10073,3,1
F,2-HIGH,0,FURNITURE,14,Clerk#000000744,1993-07-15,6487.71,1255,4,1
F,4-NOT SPECIFIED,1,HOUSEHOLD,24,Clerk#000000258,1993-09-04,9407.1,10400,0,1
F,3-MEDIUM,4,BUILDING,11,Clerk#000000871,1993-09-16,2597.78,6884,3,1
F,3-MEDIUM,2,MACHINERY,18,Clerk#000000323,1993-08-09,-669.37,11653,3,1
F,2-HIGH,2,FURNITURE,9,Clerk#000000887,1993-08-24,9580.55,8044,4,1
F,5-LOW,4,MACHINERY,13,Clerk#000000512,1993-07-17,309.3,11216,1,1
F,5-LOW,2,HOUSEHOLD,8,Clerk#000000936,1993-07-24,1324.02,12208,1,1
F,3-MEDIUM,1,FURNITURE,2,Clerk#000000519,1993-08-23,8155.82,10819,3,1
F,3-MEDIUM,3,AUTOMOBILE,6,Clerk#000000397,1993-09-20,1463.98,6037,3,1
F,3-MEDIUM,3,MACHINERY,23,Clerk#000000982,1993-08-27,6724.59,2845,3,1
F,5-LOW,1,BUILDING,17,Clerk#000000623,1993-07-26,7091.75,11494,1,1
F,2-HIGH,3,AUTOMOBILE,6,Clerk#000000835,1993-07-20,2237.21,2275,4,1
F,1-URGENT,4,BUILDING,11,Clerk#000000009,1993-08-14,248.63,10051,2,1
F,3-MEDIUM,1,FURNITURE,17,Clerk#000000644,1993-09-25,-949.66,11500,3,1
F,5-LOW,4,BUILDING,10,Clerk#000000753,1993-09-27,7039.91,4751,1,1
F,3-MEDIUM,4,AUTOMOBILE,11,Clerk#000000802,1993-09-03,2758.85,7760,3,1
F,4-NOT SPECIFIED,4,BUILDING,20,Clerk#000000743,1993-09-07,6287.92,9670,0,1
F,5-LOW,2,MACHINERY,21,Clerk#000000153,1993-08-06,3686.65,5665,1,1
F,4-NOT SPECIFIED,2,BUILDING,12,Clerk#000000753,1993-09-10,7436.64,10195,0,1
F,5-LOW,4,FURNITURE,4,Clerk#000000184,1993-09-27,9621.49,1195,1,1
F,5-LOW,4,MACHINERY,20,Clerk#000000727,1993-09-12,3546.09,6898,1,1
F,1-URGENT,1,FURNITURE,24,Clerk#000000807,1993-07-12,-553.58,3700,2,1
F,2-HIGH,3,FURNITURE,6,Clerk#000000082,1993-09-22,7334.28,5479,4,1
F,3-MEDIUM,2,MACHINERY,18,Clerk#000000374,1993-08-30,7339.87,3224,3,1
F,2-HIGH,1,MACHINERY,24,Clerk#000000221,1993-09-12,7022.49,12164,4,1
F,3-MEDIUM,3,FURNITURE,22,Clerk#000000661,1993-09-10,7726.88,13322,3,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,17,Clerk#000000666,1993-09-06,9186.42,7213,0,1
F,1-URGENT,4,BUILDING,10,Clerk#000000150,1993-09-11,1298.11,10520,2,1
F,4-NOT SPECIFIED,1,MACHINERY,24,Clerk#000000463,1993-08-24,4220.36,13768,0,1
F,5-LOW,1,HOUSEHOLD,24,Clerk#000000345,1993-07-22,8678.58,1520,1,1
F,5-LOW,0,HOUSEHOLD,5,Clerk#000000885,1993-07-23,5406.05,3359,1,1
F,1-URGENT,4,BUILDING,11,Clerk#000000144,1993-08-25,7192.09,5704,2,1
F,2-HIGH,3,BUILDING,19,Clerk#000000934,1993-09-08,4148.61,3172,4,1
F,1-URGENT,4,BUILDING,20,Clerk#000000652,1993-08-05,8156.62,1237,2,1
F,4-NOT SPECIFIED,3,MACHINERY,22,Clerk#000000982,1993-07-06,4849.97,13954,0,1
F,5-LOW,0,FURNITURE,15,Clerk#000000062,1993-08-24,331.35,13262,1,1
F,2-HIGH,0,MACHINERY,16,Clerk#000000014,1993-08-25,5641.24,7621,4,1
F,4-NOT SPECIFIED,0,MACHINERY,16,Clerk#000000119,1993-08-23,99.28,7501,0,1
F,5-LOW,4,MACHINERY,11,Clerk#000000121,1993-09-16,9398.51,467,1,1
F,4-NOT SPECIFIED,0,BUILDING,15,Clerk#000000756,1993-09-28,5571.58,7910,0,1
F,5-LOW,3,AUTOMOBILE,6,Clerk#000000852,1993-07-05,5744.59,46,1,1
F,1-URGENT,0,AUTOMOBILE,15,Clerk#000000994,1993-08-08,9528.08,1871,2,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,3,Clerk#000000910,1993-07-11,5684.09,11273,0,1
F,1-URGENT,2,AUTOMOBILE,9,Clerk#000000157,1993-07-28,740.46,13657,2,1
F,2-HIGH,2,BUILDING,8,Clerk#000000153,1993-08-12,3094.89,12481,4,1
F,4-NOT SPECIFIED,1,AUTOMOBILE,1,Clerk#000000098,1993-09-17,2838.03,5981,0,1
F,3-MEDIUM,3,FURNITURE,22,Clerk#000000099,1993-09-18,8227.15,5110,3,1
F,1-URGENT,1,BUILDING,17,Clerk#000000397,1993-08-31,2203.31,9169,2,1
F,4-NOT SPECIFIED,0,MACHINERY,0,Clerk#000000480,1993-08-26,2610.74,12959,0,1
F,1-URGENT,0,AUTOMOBILE,5,Clerk#000000085,1993-09-14,-612.06,9490,2,1
F,4-NOT SPECIFIED,1,BUILDING,17,Clerk#000000721,1993-07-15,4078.24,5080,0,1
F,5-LOW,2,FURNITURE,18,Clerk#000000374,1993-07-25,4247.96,8881,1,1
F,3-MEDIUM,1,BUILDING,1,Clerk#000000247,1993-08-05,1599.09,14827,3,1
F,1-URGENT,0,BUILDING,0,Clerk#000000176,1993-08-09,7155.23,13964,2,1
F,2-HIGH,0,FURNITURE,5,Clerk#000000810,1993-07-10,7543.31,13541,4,1
F,1-URGENT,0,BUILDING,14,Clerk#000000468,1993-07-26,9244.92,14027,2,1
F,5-LOW,1,AUTOMOBILE,17,Clerk#000000014,1993-09-28,1487.49,6752,1,1
F,3-MEDIUM,4,MACHINERY,13,Clerk#000000579,1993-08-11,646.44,7439,3,1
F,5-LOW,3,FURNITURE,19,Clerk#000000850,1993-08-03,3835.44,14653,1,1
F,5-LOW,3,HOUSEHOLD,22,Clerk#000000521,1993-09-21,7111.32,13706,1,1
F,3-MEDIUM,0,MACHINERY,16,Clerk#000000324,1993-07-19,9089.32,14126,3,1
F,1-URGENT,2,BUILDING,9,Clerk#000000768,1993-08-31,2655.55,11912,2,1
F,5-LOW,0,AUTOMOBILE,0,Clerk#000000081,1993-09-26,-259.43,4042,1,1
F,1-URGENT,4,BUILDING,20,Clerk#000000837,1993-07-08,6219.49,7765,2,1
F,2-HIGH,2,AUTOMOBILE,12,Clerk#000000373,1993-09-22,3444.48,4360,4,1
F,1-URGENT,1,AUTOMOBILE,2,Clerk#000000350,1993-07-20,6448.53,14599,2,1
F,5-LOW,1,FURNITURE,2,Clerk#000000066,1993-09-12,996.49,8609,1,1
F,3-MEDIUM,3,BUILDING,23,Clerk#000000840,1993-09-05,-726.27,4177,3,1
F,1-URGENT,4,FURNITURE,10,Clerk#000000137,1993-07-05,5425.93,7768,2,1
F,3-MEDIUM,0,BUILDING,14,Clerk#000000477,1993-09-27,1304.1,14297,3,1
F,1-URGENT,2,HOUSEHOLD,18,Clerk#000000639,1993-08-07,5997.74,2989,2,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,18,Clerk#000000697,1993-08-07,4523.28,11686,0,1
F,3-MEDIUM,2,MACHINERY,12,Clerk#000000877,1993-09-11,4088.47,10894,3,1
F,5-LOW,1,AUTOMOBILE,1,Clerk#000000426,1993-07-28,4855.9,12379,1,1
F,5-LOW,2,MACHINERY,12,Clerk#000000678,1993-09-15,-730.48,2719,1,1
F,1-URGENT,4,BUILDING,20,Clerk#000000423,1993-07-19,533.86,11821,2,1
F,4-NOT SPECIFIED,1,FURNITURE,2,Clerk#000000707,1993-09-02,6017.64,4036,0,1
F,2-HIGH,1,MACHINERY,1,Clerk#000000288,1993-09-03,1592.13,11296,4,1
F,3-MEDIUM,0,AUTOMOBILE,15,Clerk#000000464,1993-09-26,6792,1541,3,1
F,2-HIGH,2,BUILDING,21,Clerk#000000703,1993-08-11,678.22,11471,4,1
F,4-NOT SPECIFIED,4,BUILDING,20,Clerk#000000151,1993-08-05,361.67,6895,0,1
F,3-MEDIUM,4,BUILDING,11,Clerk#000000140,1993-07-17,1592.17,9079,3,1
F,3-MEDIUM,3,FURNITURE,19,Clerk#000000951,1993-07-27,7200.15,5831,3,1
F,3-MEDIUM,2,HOUSEHOLD,12,Clerk#000000563,1993-08-16,6987.2,9676,3,1
F,3-MEDIUM,2,AUTOMOBILE,18,Clerk#000000157,1993-08-14,6820.7,9644,3,1
F,1-URGENT,4,MACHINERY,20,Clerk#000000544,1993-09-10,6807.86,14770,2,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,22,Clerk#000000286,1993-08-05,5420.32,1367,0,1
F,2-HIGH,2,HOUSEHOLD,21,Clerk#000000951,1993-08-27,3175.47,8074,4,1
F,3-MEDIUM,2,BUILDING,21,Clerk#000000666,1993-09-25,-220.23,12776,3,1
F,5-LOW,3,HOUSEHOLD,23,Clerk#000000167,1993-07-27,2022.48,5986,1,1
F,3-MEDIUM,3,BUILDING,22,Clerk#000000562,1993-07-30,7941.73,7018,3,1
F,1-URGENT,0,FURNITURE,14,Clerk#000000923,1993-07-04,9504.28,13412,2,1
F,3-MEDIUM,4,AUTOMOBILE,10,Clerk#000000648,1993-08-15,4781.47,7144,3,1
F,2-HIGH,2,BUILDING,18,Clerk#000000398,1993-07-05,4054.12,6776,4,1
F,1-URGENT,4,FURNITURE,13,Clerk#000000376,1993-09-26,7448.78,1831,2,1
F,5-LOW,2,FURNITURE,18,Clerk#000000770,1993-08-20,873.47,2282,1,1
F,3-MEDIUM,1,HOUSEHOLD,24,Clerk#000000956,1993-07-04,9208.09,13466,3,1
F,1-URGENT,3,AUTOMOBILE,19,Clerk#000000789,1993-07-22,2062.45,5459,2,1
F,5-LOW,0,AUTOMOBILE,5,Clerk#000000168,1993-07-16,6960.86,7118,1,1
F,3-MEDIUM,0,AUTOMOBILE,15,Clerk#000000040,1993-07-30,762.12,4829,3,1
F,1-URGENT,0,HOUSEHOLD,16,Clerk#000000734,1993-08-13,3261.23,3860,2,1
F,5-LOW,4,HOUSEHOLD,10,Clerk#000000368,1993-09-19,3396.66,6415,1,1
F,4-NOT SPECIFIED,4,MACHINERY,11,Clerk#000000909,1993-09-07,6066.94,6551,0,1
F,5-LOW,1,HOUSEHOLD,1,Clerk#000000333,1993-08-18,5376.69,14758,1,1
F,2-HIGH,0,MACHINERY,16,Clerk#000000123,1993-08-18,64.99,14887,4,1
F,5-LOW,2,AUTOMOBILE,18,Clerk#000000571,1993-09-24,4604.61,7006,1,1
F,2-HIGH,2,AUTOMOBILE,9,Clerk#000000304,1993-07-01,1829.37,8047,4,1
F,4-NOT SPECIFIED,4,MACHINERY,10,Clerk#000000434,1993-08-26,8927.69,6653,0,1
F,5-LOW,2,FURNITURE,8,Clerk#000000858,1993-09-18,1436.69,11341,1,1
F,5-LOW,0,HOUSEHOLD,16,Clerk#000000370,1993-08-20,3261.23,3860,1,1
F,1-URGENT,0,MACHINERY,0,Clerk#000000936,1993-09-21,816.07,12571,2,1
F,4-NOT SPECIFIED,2,MACHINERY,8,Clerk#000001000,1993-08-17,4347.11,10354,0,1
F,5-LOW,0,BUILDING,0,Clerk#000000948,1993-08-27,2292.84,5810,1,1
F,3-MEDIUM,1,FURNITURE,2,Clerk#000000020,1993-07-26,238.14,346,3,1
F,5-LOW,3,MACHINERY,6,Clerk#000000407,1993-07-17,1490.35,271,1,1
F,2-HIGH,4,FURNITURE,4,Clerk#000000315,1993-08-05,1020.65,12562,4,1
F,2-HIGH,3,MACHINERY,19,Clerk#000000488,1993-07-31,937.87,2431,4,1
F,5-LOW,2,HOUSEHOLD,18,Clerk#000000789,1993-07-21,7779.3,8794,1,1
F,5-LOW,1,HOUSEHOLD,3,Clerk#000000567,1993-09-16,5521.36,343,1,1
F,4-NOT SPECIFIED,2,AUTOMOBILE,21,Clerk#000000520,1993-07-28,-313.87,8416,0,1
F,2-HIGH,0,FURNITURE,14,Clerk#000000157,1993-09-16,2767.45,6571,4,1
F,3-MEDIUM,3,FURNITURE,7,Clerk#000000022,1993-08-28,7014.6,14399,3,1
F,3-MEDIUM,2,MACHINERY,9,Clerk#000000158,1993-08-17,2491.38,14185,3,1
F,1-URGENT,1,BUILDING,2,Clerk#000000264,1993-09-14,-152.32,8191,2,1
F,1-URGENT,1,MACHINERY,3,Clerk#000000329,1993-09-18,6049.06,12667,2,1
F,1-URGENT,2,HOUSEHOLD,18,Clerk#000000332,1993-08-13,516.68,14440,2,1
F,1-URGENT,4,MACHINERY,13,Clerk#000000245,1993-08-04,646.44,7439,2,1
F,4-NOT SPECIFIED,3,AUTOMOBILE,22,Clerk#000000426,1993-09-07,1007.44,6239,0,1
F,3-MEDIUM,2,AUTOMOBILE,9,Clerk#000000197,1993-08-19,648.2,9535,3,1
F,1-URGENT,0,FURNITURE,5,Clerk#000000841,1993-07-24,5854.86,10940,2,1
F,1-URGENT,3,MACHINERY,22,Clerk#000000082,1993-07-09,910.64,3478,2,1
F,2-HIGH,3,HOUSEHOLD,22,Clerk#000000283,1993-09-05,5275.6,13012,4,1
F,3-MEDIUM,1,AUTOMOBILE,3,Clerk#000000984,1993-07-16,6623.16,12614,3,1
F,1-URGENT,2,BUILDING,21,Clerk#000000504,1993-07-02,9456.01,14014,2,1
F,5-LOW,0,HOUSEHOLD,5,Clerk#000000362,1993-08-27,9106.28,8924,1,1
F,2-HIGH,3,AUTOMOBILE,23,Clerk#000000675,1993-07-01,6635.48,7864,4,1
F,5-LOW,1,AUTOMOBILE,3,Clerk#000000348,1993-08-29,2457.09,385,1,1
F,4-NOT SPECIFIED,2,BUILDING,21,Clerk#000000786,1993-09-24,5465.29,1069,0,1
F,2-HIGH,3,AUTOMOBILE,22,Clerk#000000887,1993-07-22,8323.45,12470,4,1
F,5-LOW,4,FURNITURE,13,Clerk#000000069,1993-09-08,7448.78,1831,1,1
F,1-URGENT,4,AUTOMOBILE,11,Clerk#000000177,1993-08-04,1845.68,6083,2,1
F,2-HIGH,2,HOUSEHOLD,8,Clerk#000000020,1993-09-20,8942.6,2816,4,1
F,3-MEDIUM,3,MACHINERY,22,Clerk#000000488,1993-09-25,3284.57,8930,3,1
F,5-LOW,0,MACHINERY,0,Clerk#000000638,1993-08-17,7823.99,12769,1,1
F,5-LOW,0,FURNITURE,15,Clerk#000000176,1993-08-05,8738.84,12059,1,1
F,3-MEDIUM,1,MACHINERY,24,Clerk#000000844,1993-08-22,-990.78,10964,3,1
F,5-LOW,4,AUTOMOBILE,4,Clerk#000000481,1993-09-27,-503.29,7267,1,1
F,5-LOW,0,HOUSEHOLD,5,Clerk#000000254,1993-07-15,5423.62,14650,1,1
F,3-MEDIUM,4,HOUSEHOLD,20,Clerk#000000046,1993-07-26,3395.44,2348,3,1
F,5-LOW,4,HOUSEHOLD,20,Clerk#000000347,1993-08-29,2771.9,7346,1,1
F,1-URGENT,3,HOUSEHOLD,7,Clerk#000000477,1993-08-29,9379.02,9859,2,1
F,4-NOT SPECIFIED,1,HOUSEHOLD,17,Clerk#000000684,1993-09-01,5163.22,1879,0,1
F,1-URGENT,0,FURNITURE,5,Clerk#000000745,1993-08-25,9054.76,4906,2,1
F,2-HIGH,4,FURNITURE,10,Clerk#000000930,1993-07-24,8239.61,14165,4,1
F,2-HIGH,1,FURNITURE,2,Clerk#000000583,1993-09-24,5044.61,3407,4,1
F,4-NOT SPECIFIED,1,FURNITURE,3,Clerk#000000783,1993-08-12,6487.43,12451,0,1
F,2-HIGH,2,MACHINERY,18,Clerk#000000523,1993-07-29,1435.64,8540,4,1
F,1-URGENT,0,AUTOMOBILE,0,Clerk#000000387,1993-08-28,2351.69,5581,2,1
F,5-LOW,0,BUILDING,15,Clerk#000000048,1993-09-07,7430.74,4879,1,1
F,4-NOT SPECIFIED,2,MACHINERY,12,Clerk#000000680,1993-09-30,-751.44,11308,0,1
F,5-LOW,2,FURNITURE,12,Clerk#000000023,1993-08-01,3755.77,8681,1,1
F,4-NOT SPECIFIED,0,AUTOMOBILE,14,Clerk#000000511,1993-09-24,1917.06,1892,0,1
F,5-LOW,0,FURNITURE,15,Clerk#000000464,1993-07-23,6470.05,11375,1,1
F,5-LOW,3,FURNITURE,19,Clerk#000000468,1993-09-26,2412.87,6433,1,1
F,3-MEDIUM,2,HOUSEHOLD,18,Clerk#000000375,1993-08-14,7517.13,11561,3,1
F,1-URGENT,3,AUTOMOBILE,22,Clerk#000000172,1993-08-20,2106.89,12458,2,1
F,5-LOW,1,FURNITURE,3,Clerk#000000285,1993-08-14,6487.43,12451,1,1
F,2-HIGH,0,BUILDING,0,Clerk#000000195,1993-07-27,4903.05,3331,4,1
F,2-HIGH,2,HOUSEHOLD,9,Clerk#000000960,1993-08-10,4551.25,2533,4,1
F,1-URGENT,0,FURNITURE,5,Clerk#000000349,1993-09-29,1330.8,11909,2,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,14,Clerk#000000912,1993-08-03,8465.69,10150,0,1
F,2-HIGH,4,AUTOMOBILE,20,Clerk#000000514,1993-08-15,7610.84,8291,4,1
F,3-MEDIUM,2,AUTOMOBILE,9,Clerk#000000641,1993-09-12,4152.09,9994,3,1
F,4-NOT SPECIFIED,3,HOUSEHOLD,19,Clerk#000000414,1993-07-28,308.62,10594,0,1
F,2-HIGH,1,FURNITURE,3,Clerk#000000613,1993-09-27,9745.69,12787,4,1
F,1-URGENT,3,AUTOMOBILE,23,Clerk#000000948,1993-09-09,6635.48,7864,2,1
F,5-LOW,1,MACHINERY,17,Clerk#000000263,1993-07-13,641.55,5852,1,1
F,5-LOW,0,HOUSEHOLD,15,Clerk#000000383,1993-09-18,236.71,6362,1,1
F,3-MEDIUM,0,AUTOMOBILE,16,Clerk#000000083,1993-09-05,2613.29,1612,3,1
F,4-NOT SPECIFIED,2,BUILDING,8,Clerk#000000379,1993-09-06,5151.28,11770,0,1
F,5-LOW,0,AUTOMOBILE,0,Clerk#000000173,1993-09-18,8448.17,10399,1,1
F,5-LOW,0,HOUSEHOLD,14,Clerk#000000205,1993-09-14,5326.48,12260,1,1
F,3-MEDIUM,3,AUTOMOBILE,22,Clerk#000000201,1993-08-23,-572.5,11623,3,1
F,4-NOT SPECIFIED,1,BUILDING,3,Clerk#000000097,1993-09-24,7613.63,11531,0,1
F,4-NOT SPECIFIED,0,BUILDING,0,Clerk#000000423,1993-09-20,2471.68,8096,0,1
F,4-NOT SPECIFIED,2,BUILDING,12,Clerk#000000776,1993-09-30,7436.64,10195,0,1
F,3-MEDIUM,3,BUILDING,19,Clerk#000000415,1993-07-26,2268.54,14423,3,1
F,5-LOW,2,HOUSEHOLD,21,Clerk#000000909,1993-09-22,9048.6,14582,1,1
F,3-MEDIUM,2,BUILDING,8,Clerk#000000431,1993-07-16,6671.41,3310,3,1
F,3-MEDIUM,1,FURNITURE,24,Clerk#000000104,1993-09-27,1928.1,566,3,1
F,1-URGENT,4,FURNITURE,4,Clerk#000000993,1993-07-19,2435.56,13939,2,1
F,4-NOT SPECIFIED,0,FURNITURE,5,Clerk#000000040,1993-07-19,1288.49,2855,0,1
F,5-LOW,0,FURNITURE,14,Clerk#000000132,1993-09-11,2676.08,8123,1,1
F,3-MEDIUM,0,BUILDING,15,Clerk#000000035,1993-07-15,7033.83,13061,3,1
F,1-URGENT,1,AUTOMOBILE,24,Clerk#000000824,1993-08-30,4270.57,11819,2,1
F,1-URGENT,1,MACHINERY,3,Clerk#000000450,1993-09-27,-577.57,11342,2,1
F,1-URGENT,2,FURNITURE,8,Clerk#000000941,1993-07-18,8137.68,7550,2,1
F,4-NOT SPECIFIED,3,BUILDING,7,Clerk#000000727,1993-07-26,-35.25,12920,0,1
F,3-MEDIUM,2,HOUSEHOLD,8,Clerk#000000265,1993-09-18,2008.42,7429,3,1
F,1-URGENT,3,FURNITURE,22,Clerk#000000971,1993-09-08,7616.48,868,2,1
F,1-URGENT,1,BUILDING,17,Clerk#000000685,1993-07-22,3599.59,10438,2,1
F,4-NOT SPECIFIED,3,BUILDING,22,Clerk#000000902,1993-07-05,8183.22,10562,0,1
F,2-HIGH,0,AUTOMOBILE,0,Clerk#000000139,1993-08-04,5391.74,874,4,1
F,5-LOW,3,HOUSEHOLD,22,Clerk#000000153,1993-07-03,5976.59,14614,1,1
F,5-LOW,0,AUTOMOBILE,14,Clerk#000000433,1993-08-30,-767.22,4379,1,1
F,2-HIGH,4,MACHINERY,4,Clerk#000000829,1993-07-26,7501.7,14059,4,1
F,4-NOT SPECIFIED,1,HOUSEHOLD,3,Clerk#000000786,1993-07-27,8763.89,8179,0,1
F,4-NOT SPECIFIED,1,MACHINERY,2,Clerk#000000156,1993-08-22,1749.88,7994,0,1
F,3-MEDIUM,4,FURNITURE,11,Clerk#000000996,1993-07-19,-35.67,11932,3,1
F,2-HIGH,4,FURNITURE,13,Clerk#000000195,1993-07-23,9105.34,13027,4,1
F,5-LOW,4,AUTOMOBILE,13,Clerk#000000993,1993-09-23,5101.33,4808,1,1
F,5-LOW,2,MACHINERY,18,Clerk#000000206,1993-09-29,3763.78,6230,1,1
F,1-URGENT,1,AUTOMOBILE,1,Clerk#000000989,1993-08-25,572.04,10036,2,1
F,5-LOW,2,BUILDING,12,Clerk#000000430,1993-08-26,8748.52,12734,1,1
F,4-NOT SPECIFIED,0,HOUSEHOLD,15,Clerk#000000920,1993-08-01,5666.11,5624,0,1
F,4-NOT SPECIFIED,3,FURNITURE,23,Clerk#000000114,1993-08-01,2348.94,14105,0,1
F,4-NOT SPECIFIED,2,HOUSEHOLD,18,Clerk#000000788,1993-08-22,9117.32,6541,0,1
F,2-HIGH,1,BUILDING,3,Clerk#000000292,1993-07-31,5747.61,7931,4,1
F,5-LOW,0,HOUSEHOLD,15,Clerk#000000051,1993-07-04,3069.33,14857,1,1
F,2-HIGH,3,FURNITURE,6,Clerk#000000048,1993-08-10,9867.36,5356,4,1
F,2-HIGH,2,MACHINERY,18,Clerk#000000141,1993-07-04,2057.47,5467,4,1
F,1-URGENT,4,BUILDING,11,Clerk#000000251,1993-08-28,5319.38,9589,2,1
F,2-HIGH,2,BUILDING,9,Clerk#000000146,1993-07-27,7887.6,623,4,1
F,5-LOW,4,AUTOMOBILE,10,Clerk#000000824,1993-07-22,3606.61,8893,1,1
F,3-MEDIUM,2,BUILDING,12,Clerk#000000707,1993-09-30,6836.89,860,3,1
F,1-URGENT,0,AUTOMOBILE,15,Clerk#000000638,1993-07-30,-870.34,6998,2,1
F,3-MEDIUM,0,MACHINERY,14,Clerk#000000269,1993-09-04,4149.18,4048,3,1
F,5-LOW,0,AUTOMOBILE,15,Clerk#000000085,1993-08-22,529.6,3889,1,1
F,1-URGENT,4,BUILDING,10,Clerk#000000421,1993-08-10,6320.04,2485,2,1
F,1-URGENT,0,BUILDING,16,Clerk#000000772,1993-09-22,9131.64,220,2,1
F,4-NOT SPECIFIED,3,FURNITURE,6,Clerk#000000324,1993-08-18,3977.38,6707,0,1
F,1-URGENT,4,AUTOMOBILE,13,Clerk#000000271,1993-08-03,-651.11,6436,2,1
F,4-NOT SPECIFIED,4,BUILDING,10,Clerk#000000682,1993-08-03,3656.25,4237,0,1
F,2-HIGH,3,BUILDING,6,Clerk#000000774,1993-07-22,-486.32,10243,4,1
F,2-HIGH,4,MACHINERY,10,Clerk#000000354,1993-07-08,7244.43,7001,4,1
F,5-LOW,4,HOUSEHOLD,4,Clerk#000000197,1993-07-01,5687.42,9889,1,1
F,1-URGENT,3,MACHINERY,23,Clerk#000000173,1993-08-15,1551.9,12935,2,1
F,4-NOT SPECIFIED,2,FURNITURE,21,Clerk#000000880,1993-07-30,3414.72,2608,0,1
F,1-URGENT,4,AUTOMOBILE,11,Clerk#000000925,1993-07-28,2973.46,12904,2,1
F,5-LOW,1,HOUSEHOLD,1,Clerk#000000481,1993-07-14,9622.87,10145,1,1
F,5-LOW,1,FURNITURE,24,Clerk#000000441,1993-09-14,5517.6,10177,1,1
F,2-HIGH,4,AUTOMOBILE,20,Clerk#000000138,1993-08-26,9415.19,12433,4,1
F,5-LOW,1,MACHINERY,2,Clerk#000000905,1993-09-19,5841.34,12824,1,1
F,1-URGENT,1,BUILDING,1,Clerk#000000970,1993-09-14,6222.84,14518,2,1
F,2-HIGH,4,MACHINERY,13,Clerk#000000149,1993-09-22,1808.23,227,4,1
F,1-URGENT,2,HOUSEHOLD,9,Clerk#000000011,1993-08-24,5140.15,8183,2,1
F,2-HIGH,0,MACHINERY,14,Clerk#000000543,1993-09-18,7186.65,9178,4,1
F,4-NOT SPECIFIED,4,AUTOMOBILE,13,Clerk#000000291,1993-09-10,8282.5,11917,0,1
F,2-HIGH,0,FURNITURE,15,Clerk#000000527,1993-09-01,8524.48,5756,4,1
F,2-HIGH,0,BUILDING,0,Clerk#000000182,1993-07-30,2471.68,8096,4,1
F,1-URGENT,1,AUTOMOBILE,24,Clerk#000000318,1993-09-25,3848.75,9463,2,1
F,2-HIGH,4,FURNITURE,13,Clerk#000000169,1993-07-30,6367.68,12794,4,1
F,5-LOW,3,FURNITURE,6,Clerk#000000118,1993-07-24,1233.3,7192,1,1
F,4-NOT SPECIFIED,4,BUILDING,11,Clerk#000000094,1993-07-20,5319.38,9589,0,1
F,3-MEDIUM,0,MACHINERY,14,Clerk#000000040,1993-07-05,9653.49,13253,3,1
F,4-NOT SPECIFIED,3,BUILDING,6,Clerk#000000052,1993-07-04,6581.42,10886,0,1
F,5-LOW,4,HOUSEHOLD,4,Clerk#000000356,1993-09-19,6303.24,14800,1,1
F,1-URGENT,1,HOUSEHOLD,3,Clerk#000000248,1993-09-12,1432.07,13352,2,1
F,5-LOW,4,FURNITURE,13,Clerk#000000527,1993-07-25,2438.08,7303,1,1
F,5-LOW,1,HOUSEHOLD,1,Clerk#000000282,1993-08-02,-935.52,8054,1,1
F,5-LOW,2,BUILDING,21,Clerk#000000890,1993-08-05,-607.34,11027,1,1
F,5-LOW,2,FURNITURE,18,Clerk#000000735,1993-07-18,4939.97,7898,1,1
F,1-URGENT,2,HOUSEHOLD,9,Clerk#000000428,1993-09-27,2889.7,4913,2,1
F,5-LOW,2,AUTOMOBILE,8,Clerk#000000372,1993-07-18,1811.65,14593,1,1
F,1-URGENT,1,BUILDING,2,Clerk#000000735,1993-07-21,670.12,9983,2,1
