l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,o_orderdate,l_commitdate,groupcol,aggcol
F,F,R,NONE,1,Manufacturer#4,3-MEDIUM,0,AUTOMOBILE,FOB,6,0.08,1992-06-03,1992-08-03,3,3694.418
O,O,N,NONE,1,Manufacturer#3,5-LOW,1,AUTOMOBILE,MAIL,1,0.08,1995-05-23,1995-07-02,2,29986.5104
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,5-LOW,4,BUILDING,MAIL,6,0.06,1992-01-25,1992-04-07,3,10473.96
F,F,A,COLLECT COD,0,Manufacturer#4,2-HIGH,0,HOUSEHOLD,SHIP,3,0,1994-07-06,1994-08-28,0,18488.08
O,O,N,COLLECT COD,4,Manufacturer#2,3-MEDIUM,1,MACHINERY,SHIP,4,0.03,1996-08-06,1996-09-14,1,13517.8164
F,F,R,DELIVER IN PERSON,0,Manufacturer#3,5-LOW,1,AUTOMOBILE,FOB,1,0.05,1992-02-02,1992-03-26,3,14877.1653
F,F,R,COLLECT COD,2,Manufacturer#3,5-LOW,1,BUILDING,RAIL,4,0.07,1992-06-23,1992-07-23,3,8373.3156
F,F,R,TAKE BACK RETURN,0,Manufacturer#1,1-URGENT,2,MACHINERY,AIR,1,0.05,1994-12-29,1995-03-28,0,20048.75
F,F,R,DELIVER IN PERSON,0,Manufacturer#3,4-NOT SPECIFIED,4,FURNITURE,RAIL,2,0.04,1994-12-09,1995-01-29,0,19398.46
F,F,R,NONE,2,Manufacturer#2,2-HIGH,4,BUILDING,SHIP,2,0,1993-03-26,1993-05-08,6,18694.1928
O,P,N,TAKE BACK RETURN,4,Manufacturer#1,1-URGENT,1,AUTOMOBILE,FOB,3,0.02,1995-03-27,1995-05-06,2,40332.9711
F,F,A,NONE,2,Manufacturer#2,1-URGENT,0,HOUSEHOLD,FOB,1,0.02,1994-02-15,1994-04-30,0,7914.55
O,O,N,TAKE BACK RETURN,0,Manufacturer#5,2-HIGH,4,FURNITURE,MAIL,2,0.01,1997-11-06,1997-12-30,5,16773.3675
F,F,A,NONE,0,Manufacturer#5,5-LOW,0,HOUSEHOLD,REG AIR,3,0.03,1995-01-27,1995-04-27,2,26110.3623
O,O,N,COLLECT COD,0,Manufacturer#3,5-LOW,3,HOUSEHOLD,SHIP,4,0.08,1996-11-09,1996-12-14,1,35697.1527
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,5-LOW,3,HOUSEHOLD,MAIL,2,0.02,1996-11-09,1996-12-22,1,22854.96
O,O,N,TAKE BACK RETURN,1,Manufacturer#5,1-URGENT,1,BUILDING,SHIP,6,0.03,1996-05-12,1996-06-24,1,19966.9514
O,O,N,NONE,3,Manufacturer#3,1-URGENT,0,BUILDING,FOB,2,0.01,1997-03-25,1997-06-13,5,29755.5352
O,P,N,DELIVER IN PERSON,2,Manufacturer#4,4-NOT SPECIFIED,3,HOUSEHOLD,SHIP,3,0.02,1995-06-01,1995-07-16,2,21517.1325
O,P,N,COLLECT COD,1,Manufacturer#3,4-NOT SPECIFIED,3,HOUSEHOLD,REG AIR,2,0,1995-06-01,1995-07-18,2,9630.747
F,F,A,COLLECT COD,2,Manufacturer#3,5-LOW,1,FURNITURE,TRUCK,2,0.02,1992-01-19,1992-03-25,3,1778.8722
F,F,R,NONE,2,Manufacturer#2,5-LOW,1,FURNITURE,SHIP,6,0.04,1992-01-19,1992-03-22,3,8702.2264
F,F,R,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,1,AUTOMOBILE,REG AIR,1,0.07,1993-11-24,1994-02-13,6,19944.4498
O,O,N,NONE,3,Manufacturer#3,3-MEDIUM,3,BUILDING,RAIL,5,0.05,1996-08-12,1996-09-18,1,28940.1728
F,F,R,NONE,0,Manufacturer#2,3-MEDIUM,2,BUILDING,REG AIR,1,0.06,1992-03-09,1992-05-17,3,13047.4068
O,O,N,DELIVER IN PERSON,1,Manufacturer#1,2-HIGH,4,MACHINERY,RAIL,4,0.01,1995-09-05,1995-10-14,2,36915.1464
O,O,N,COLLECT COD,4,Manufacturer#4,4-NOT SPECIFIED,2,MACHINERY,RAIL,3,0,1995-11-02,1996-01-26,2,2795.0811
O,O,N,TAKE BACK RETURN,2,Manufacturer#4,5-LOW,2,AUTOMOBILE,MAIL,5,0.05,1998-05-30,1998-08-10,4,5022.444
F,F,A,COLLECT COD,4,Manufacturer#4,5-LOW,0,MACHINERY,REG AIR,1,0.02,1994-03-29,1994-04-28,0,21072.2
F,F,A,COLLECT COD,2,Manufacturer#3,5-LOW,0,MACHINERY,TRUCK,4,0.06,1994-03-29,1994-05-03,0,1744.1478
F,F,A,NONE,2,Manufacturer#4,1-URGENT,2,HOUSEHOLD,AIR,4,0.01,1992-01-19,1992-03-25,3,29486.58
F,F,A,TAKE BACK RETURN,0,Manufacturer#4,3-MEDIUM,1,HOUSEHOLD,TRUCK,3,0.08,1994-08-23,1994-11-17,0,43417.53
O,O,N,DELIVER IN PERSON,0,Manufacturer#5,5-LOW,0,BUILDING,TRUCK,3,0.07,1995-11-09,1996-01-09,2,8693.3276
O,O,N,NONE,2,Manufacturer#3,5-LOW,4,AUTOMOBILE,MAIL,1,0.07,1997-04-27,1997-06-01,5,12620.0945
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,0,FURNITURE,SHIP,1,0.04,1994-04-11,1994-06-09,0,5742.3604
O,O,N,NONE,0,Manufacturer#5,1-URGENT,3,MACHINERY,SHIP,2,0,1998-07-26,1998-10-07,4,29091.3588
O,O,N,DELIVER IN PERSON,1,Manufacturer#5,1-URGENT,3,MACHINERY,RAIL,4,0.03,1998-07-26,1998-10-05,4,8436.7845
F,F,R,NONE,0,Manufacturer#1,1-URGENT,1,BUILDING,AIR,1,0.08,1994-04-22,1994-07-20,0,23378.2107
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,1-URGENT,4,HOUSEHOLD,SHIP,4,0.02,1994-07-08,1994-08-12,0,10409.7965
O,O,N,NONE,2,Manufacturer#5,2-HIGH,1,BUILDING,SHIP,1,0,1996-09-30,1996-11-29,1,38205.1362
O,O,N,COLLECT COD,0,Manufacturer#2,1-URGENT,4,BUILDING,REG AIR,2,0.07,1997-05-05,1997-06-20,5,27591.6024
O,O,N,DELIVER IN PERSON,4,Manufacturer#5,4-NOT SPECIFIED,4,MACHINERY,SHIP,1,0,1996-12-06,1997-03-01,1,49694.5686
O,O,N,DELIVER IN PERSON,0,Manufacturer#5,5-LOW,2,MACHINERY,TRUCK,1,0.07,1998-08-02,1998-09-25,4,57341.3823
O,O,N,DELIVER IN PERSON,0,Manufacturer#1,5-LOW,2,MACHINERY,AIR,2,0,1998-08-02,1998-10-16,4,32392.4008
O,O,N,TAKE BACK RETURN,2,Manufacturer#4,5-LOW,1,BUILDING,TRUCK,6,0.05,1996-06-25,1996-08-03,1,17075.4038
F,F,A,COLLECT COD,1,Manufacturer#3,1-URGENT,3,MACHINERY,FOB,7,0.05,1994-09-10,1994-11-18,0,46201.7285
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,1-URGENT,1,BUILDING,RAIL,5,0.05,1994-05-29,1994-08-07,0,3584.777
O,O,N,COLLECT COD,0,Manufacturer#4,1-URGENT,3,HOUSEHOLD,RAIL,2,0.03,1995-06-07,1995-08-22,2,29502.535
O,O,N,COLLECT COD,3,Manufacturer#2,3-MEDIUM,0,FURNITURE,MAIL,1,0.03,1997-04-05,1997-05-27,5,16972.072
F,F,A,NONE,4,Manufacturer#4,1-URGENT,4,AUTOMOBILE,MAIL,4,0.07,1994-06-27,1994-09-24,0,17105.7798
F,F,A,TAKE BACK RETURN,4,Manufacturer#3,1-URGENT,4,AUTOMOBILE,RAIL,1,0.07,1994-06-27,1994-08-29,0,13665.76
O,O,N,DELIVER IN PERSON,4,Manufacturer#1,5-LOW,3,FURNITURE,RAIL,1,0.05,1997-11-22,1998-02-16,5,14530.3872
F,F,A,NONE,4,Manufacturer#5,2-HIGH,4,FURNITURE,AIR,3,0.06,1993-12-21,1994-01-31,6,20055.9408
F,F,A,COLLECT COD,3,Manufacturer#3,3-MEDIUM,2,HOUSEHOLD,REG AIR,1,0.05,1993-06-27,1993-08-03,6,25862.8068
O,O,N,NONE,0,Manufacturer#2,5-LOW,1,BUILDING,TRUCK,3,0.03,1997-06-10,1997-07-13,5,30485.725
O,O,N,COLLECT COD,1,Manufacturer#1,2-HIGH,1,BUILDING,TRUCK,2,0.01,1998-03-01,1998-05-19,4,19001.9424
F,F,A,NONE,3,Manufacturer#5,1-URGENT,4,AUTOMOBILE,AIR,4,0,1992-12-28,1993-02-03,3,59040.3006
O,O,N,TAKE BACK RETURN,1,Manufacturer#5,3-MEDIUM,4,HOUSEHOLD,FOB,3,0.04,1996-11-30,1997-01-24,1,34111.7616
O,O,N,NONE,3,Manufacturer#2,3-MEDIUM,4,AUTOMOBILE,TRUCK,5,0.03,1998-01-14,1998-04-06,4,10325.504
F,F,A,TAKE BACK RETURN,3,Manufacturer#2,4-NOT SPECIFIED,0,HOUSEHOLD,FOB,2,0.06,1994-06-21,1994-08-10,0,15274.8648
O,O,N,DELIVER IN PERSON,0,Manufacturer#4,5-LOW,4,FURNITURE,MAIL,7,0.02,1998-04-20,1998-06-13,4,29381.3585
O,O,N,COLLECT COD,0,Manufacturer#5,5-LOW,3,AUTOMOBILE,REG AIR,1,0.02,1995-06-27,1995-08-06,2,27467.8656
O,O,N,DELIVER IN PERSON,4,Manufacturer#4,3-MEDIUM,1,MACHINERY,TRUCK,1,0.02,1997-05-16,1997-06-23,5,21354.48
F,F,A,COLLECT COD,0,Manufacturer#3,5-LOW,4,HOUSEHOLD,RAIL,4,0.08,1994-11-09,1995-01-29,0,67793.719
O,O,N,DELIVER IN PERSON,0,Manufacturer#2,3-MEDIUM,1,BUILDING,RAIL,5,0.06,1996-01-19,1996-03-18,1,4316.784
O,O,N,TAKE BACK RETURN,4,Manufacturer#4,3-MEDIUM,1,BUILDING,SHIP,7,0.06,1996-01-19,1996-03-03,1,11538.4014
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,3-MEDIUM,4,AUTOMOBILE,RAIL,2,0.07,1992-04-28,1992-06-08,3,21538.7907
O,O,N,NONE,1,Manufacturer#3,3-MEDIUM,4,FURNITURE,RAIL,2,0,1998-07-21,1998-09-05,4,16952.78
O,O,N,DELIVER IN PERSON,3,Manufacturer#3,3-MEDIUM,2,MACHINERY,TRUCK,4,0.06,1996-11-22,1997-02-06,1,16695.1368
F,F,R,NONE,0,Manufacturer#1,4-NOT SPECIFIED,2,HOUSEHOLD,RAIL,2,0.03,1994-08-29,1994-11-15,0,33621.127
O,O,N,COLLECT COD,1,Manufacturer#4,2-HIGH,1,HOUSEHOLD,RAIL,1,0.08,1996-02-23,1996-04-28,1,16631.5
F,F,R,DELIVER IN PERSON,1,Manufacturer#2,3-MEDIUM,4,FURNITURE,RAIL,4,0,1992-12-10,1993-01-31,3,66609.09
O,O,N,COLLECT COD,1,Manufacturer#1,5-LOW,0,AUTOMOBILE,AIR,3,0.07,1995-07-28,1995-08-31,2,32974.18
O,O,N,COLLECT COD,4,Manufacturer#5,5-LOW,0,AUTOMOBILE,RAIL,2,0.04,1995-07-28,1995-10-01,2,5254.684
O,O,N,COLLECT COD,3,Manufacturer#3,5-LOW,4,HOUSEHOLD,FOB,5,0.02,1996-09-07,1996-11-30,1,41779.7211
F,F,R,NONE,2,Manufacturer#3,2-HIGH,0,MACHINERY,AIR,5,0,1992-04-23,1992-07-16,3,17558.2414
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,2-HIGH,0,MACHINERY,MAIL,1,0.01,1992-04-23,1992-06-15,3,53326.9776
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,2-HIGH,0,MACHINERY,TRUCK,2,0,1992-04-23,1992-05-31,3,39027.264
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,2-HIGH,4,FURNITURE,SHIP,2,0.04,1993-05-30,1993-08-13,6,40644.025
F,P,R,DELIVER IN PERSON,2,Manufacturer#3,5-LOW,1,MACHINERY,AIR,4,0.08,1995-03-29,1995-05-12,2,1629.7188
O,O,N,NONE,0,Manufacturer#5,3-MEDIUM,4,HOUSEHOLD,AIR,2,0.07,1996-12-11,1997-01-31,1,1079.2176
O,O,N,TAKE BACK RETURN,3,Manufacturer#4,3-MEDIUM,1,AUTOMOBILE,SHIP,2,0.07,1997-09-17,1997-12-09,5,26078.1728
O,O,N,TAKE BACK RETURN,1,Manufacturer#2,5-LOW,4,FURNITURE,MAIL,4,0,1998-01-21,1998-03-26,4,13361.8064
O,O,N,TAKE BACK RETURN,0,Manufacturer#1,5-LOW,3,MACHINERY,REG AIR,1,0.01,1996-06-18,1996-09-16,1,36188.2092
F,F,A,TAKE BACK RETURN,4,Manufacturer#1,2-HIGH,4,BUILDING,MAIL,5,0.01,1993-04-30,1993-06-17,6,33343.992
F,F,A,NONE,0,Manufacturer#1,3-MEDIUM,0,BUILDING,MAIL,2,0.06,1994-07-21,1994-08-23,0,39972.024
O,O,N,COLLECT COD,1,Manufacturer#2,4-NOT SPECIFIED,3,BUILDING,TRUCK,1,0.05,1997-04-23,1997-07-11,5,45270.848
O,O,N,DELIVER IN PERSON,0,Manufacturer#4,1-URGENT,1,FURNITURE,RAIL,1,0,1998-01-29,1998-03-11,4,30582
O,O,N,COLLECT COD,0,Manufacturer#2,4-NOT SPECIFIED,4,MACHINERY,MAIL,2,0.03,1997-10-08,1997-12-03,5,5695.938
F,F,R,COLLECT COD,1,Manufacturer#2,2-HIGH,1,AUTOMOBILE,RAIL,6,0,1992-02-13,1992-03-15,3,228.4037
O,O,N,COLLECT COD,1,Manufacturer#1,3-MEDIUM,4,FURNITURE,TRUCK,1,0,1997-11-05,1997-12-12,5,83132.4592
O,O,N,NONE,0,Manufacturer#3,4-NOT SPECIFIED,0,BUILDING,REG AIR,1,0.01,1998-07-02,1998-09-09,4,22212.0624
F,F,R,COLLECT COD,0,Manufacturer#3,1-URGENT,1,MACHINERY,SHIP,2,0.06,1994-09-07,1994-10-31,0,12699.3805
F,F,A,NONE,3,Manufacturer#3,1-URGENT,1,MACHINERY,TRUCK,3,0.08,1994-09-07,1994-10-27,0,14003.1914
O,P,N,COLLECT COD,2,Manufacturer#5,4-NOT SPECIFIED,1,MACHINERY,SHIP,7,0.07,1995-03-06,1995-05-28,2,10233.2267
F,F,A,NONE,3,Manufacturer#3,5-LOW,2,HOUSEHOLD,SHIP,4,0.03,1992-02-05,1992-04-29,3,13417.6968
F,F,R,DELIVER IN PERSON,1,Manufacturer#3,5-LOW,2,HOUSEHOLD,REG AIR,5,0.08,1992-02-05,1992-04-24,3,26118.5088
O,O,N,NONE,3,Manufacturer#4,5-LOW,2,BUILDING,SHIP,7,0.07,1996-06-04,1996-08-04,1,11634.354
O,O,N,COLLECT COD,3,Manufacturer#3,3-MEDIUM,3,BUILDING,TRUCK,7,0.04,1998-02-20,1998-04-19,4,28518.35
O,O,N,NONE,2,Manufacturer#1,3-MEDIUM,3,BUILDING,REG AIR,1,0.03,1998-02-20,1998-05-02,4,8876.5088
O,O,N,DELIVER IN PERSON,1,Manufacturer#5,1-URGENT,1,AUTOMOBILE,MAIL,2,0,1996-03-27,1996-06-13,1,36922.781
F,F,A,NONE,0,Manufacturer#4,1-URGENT,3,MACHINERY,RAIL,7,0.02,1992-09-17,1992-11-29,3,27347.2758
O,O,N,COLLECT COD,4,Manufacturer#2,3-MEDIUM,1,BUILDING,AIR,2,0.08,1996-04-07,1996-06-28,1,5237.442
F,F,R,NONE,2,Manufacturer#3,3-MEDIUM,4,AUTOMOBILE,TRUCK,2,0.02,1995-01-01,1995-03-22,2,1011.8188
F,F,A,TAKE BACK RETURN,0,Manufacturer#5,3-MEDIUM,4,AUTOMOBILE,AIR,1,0.02,1995-01-01,1995-03-29,2,4552.7748
O,O,N,COLLECT COD,0,Manufacturer#2,3-MEDIUM,0,MACHINERY,MAIL,3,0.08,1996-11-11,1997-01-07,1,4954.88
F,F,R,TAKE BACK RETURN,2,Manufacturer#3,1-URGENT,2,FURNITURE,SHIP,4,0,1992-02-06,1992-03-24,3,24174.252
O,O,N,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,2,FURNITURE,FOB,3,0.05,1995-08-11,1995-10-04,2,10653.0644
F,F,A,TAKE BACK RETURN,4,Manufacturer#5,2-HIGH,2,MACHINERY,SHIP,2,0.06,1992-04-24,1992-07-22,3,6303.9972
F,F,A,TAKE BACK RETURN,3,Manufacturer#1,1-URGENT,2,MACHINERY,SHIP,4,0.04,1994-08-11,1994-10-22,0,46718.256
F,F,R,COLLECT COD,2,Manufacturer#4,3-MEDIUM,4,HOUSEHOLD,RAIL,2,0.08,1992-04-16,1992-06-03,3,24794.6352
F,F,A,NONE,2,Manufacturer#1,5-LOW,1,HOUSEHOLD,FOB,3,0.04,1993-10-23,1993-12-14,6,4816.9344
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,2-HIGH,1,FURNITURE,SHIP,2,0.02,1995-02-27,1995-04-14,2,46876.8694
F,F,R,TAKE BACK RETURN,0,Manufacturer#1,3-MEDIUM,2,AUTOMOBILE,SHIP,2,0.01,1993-03-10,1993-05-11,6,18076.8648
O,O,N,NONE,4,Manufacturer#1,4-NOT SPECIFIED,3,HOUSEHOLD,AIR,1,0.04,1998-02-12,1998-04-22,4,30702.84
O,O,N,NONE,0,Manufacturer#1,1-URGENT,4,HOUSEHOLD,FOB,2,0.05,1995-12-21,1996-03-15,2,22031.7
F,F,R,COLLECT COD,2,Manufacturer#4,2-HIGH,2,HOUSEHOLD,RAIL,2,0.08,1992-12-27,1993-03-17,3,10979.64
O,O,N,COLLECT COD,2,Manufacturer#1,5-LOW,4,BUILDING,TRUCK,1,0.01,1997-01-21,1997-04-04,5,50429.6676
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,3-MEDIUM,0,BUILDING,MAIL,1,0.04,1994-03-07,1994-04-30,0,52563.205
F,F,A,COLLECT COD,1,Manufacturer#5,3-MEDIUM,0,BUILDING,SHIP,4,0.01,1994-03-07,1994-04-18,0,42426.4638
O,O,N,DELIVER IN PERSON,3,Manufacturer#5,2-HIGH,4,HOUSEHOLD,FOB,5,0.08,1996-08-31,1996-11-07,1,10918.0672
O,O,N,NONE,0,Manufacturer#3,4-NOT SPECIFIED,1,AUTOMOBILE,AIR,5,0,1997-06-18,1997-09-07,5,9860.5
F,F,A,DELIVER IN PERSON,4,Manufacturer#1,4-NOT SPECIFIED,0,HOUSEHOLD,REG AIR,4,0,1992-05-13,1992-07-19,3,7276.98
F,F,A,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,3,HOUSEHOLD,REG AIR,6,0.03,1992-03-04,1992-05-23,3,15576.154
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,3-MEDIUM,3,BUILDING,TRUCK,1,0.08,1993-03-15,1993-05-02,6,36474.011
O,O,N,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,1,AUTOMOBILE,FOB,6,0.05,1997-09-30,1997-11-30,5,38249.5444
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,5-LOW,0,FURNITURE,SHIP,1,0.05,1992-05-22,1992-08-18,3,31589.392
F,F,A,COLLECT COD,0,Manufacturer#3,5-LOW,0,HOUSEHOLD,RAIL,3,0.06,1992-09-25,1992-12-12,3,45046.774
F,F,A,COLLECT COD,3,Manufacturer#4,1-URGENT,4,HOUSEHOLD,TRUCK,1,0.08,1993-12-23,1994-02-19,6,6894.5232
F,F,R,NONE,3,Manufacturer#5,3-MEDIUM,0,FURNITURE,SHIP,1,0.03,1994-03-06,1994-04-19,0,16809.336
O,O,N,DELIVER IN PERSON,0,Manufacturer#2,3-MEDIUM,0,BUILDING,AIR,2,0.06,1995-07-06,1995-08-25,2,2332.3332
O,O,N,COLLECT COD,0,Manufacturer#4,3-MEDIUM,0,BUILDING,TRUCK,3,0.02,1995-07-06,1995-10-02,2,25073.82
O,O,N,NONE,4,Manufacturer#4,2-HIGH,0,BUILDING,RAIL,6,0.02,1997-05-07,1997-07-08,5,12158.1891
O,O,N,DELIVER IN PERSON,3,Manufacturer#4,2-HIGH,4,HOUSEHOLD,SHIP,3,0.05,1995-07-31,1995-09-13,2,37184.77
O,O,N,TAKE BACK RETURN,2,Manufacturer#3,2-HIGH,4,HOUSEHOLD,RAIL,6,0.06,1995-07-31,1995-10-23,2,14451.1952
F,F,R,COLLECT COD,4,Manufacturer#2,2-HIGH,1,FURNITURE,FOB,5,0.04,1992-01-09,1992-03-18,3,10881.82
O,O,N,DELIVER IN PERSON,2,Manufacturer#3,4-NOT SPECIFIED,1,FURNITURE,FOB,1,0.02,1997-04-20,1997-06-05,5,22903.1975
F,F,R,DELIVER IN PERSON,0,Manufacturer#2,5-LOW,3,FURNITURE,MAIL,1,0.07,1993-01-25,1993-03-26,6,42386.8332
F,F,A,NONE,0,Manufacturer#3,5-LOW,2,MACHINERY,REG AIR,4,0.01,1992-10-19,1993-01-12,3,35010.534
F,F,A,COLLECT COD,1,Manufacturer#1,3-MEDIUM,1,BUILDING,REG AIR,4,0.03,1994-09-29,1994-12-12,0,962.8215
O,P,N,DELIVER IN PERSON,0,Manufacturer#3,4-NOT SPECIFIED,3,MACHINERY,SHIP,3,0.06,1995-05-18,1995-06-25,2,66585.5566
F,F,R,NONE,2,Manufacturer#2,3-MEDIUM,0,BUILDING,FOB,3,0,1994-07-18,1994-10-03,0,29796.5448
F,F,A,COLLECT COD,0,Manufacturer#2,3-MEDIUM,0,BUILDING,SHIP,1,0.08,1994-07-18,1994-10-11,0,3259.0152
O,O,N,DELIVER IN PERSON,0,Manufacturer#5,3-MEDIUM,2,AUTOMOBILE,TRUCK,3,0.04,1998-06-29,1998-08-10,4,6992.314
O,O,N,DELIVER IN PERSON,2,Manufacturer#4,1-URGENT,3,HOUSEHOLD,MAIL,2,0.08,1996-12-13,1997-02-12,1,48055.029
O,O,N,DELIVER IN PERSON,1,Manufacturer#2,5-LOW,0,FURNITURE,RAIL,3,0.03,1997-03-14,1997-04-16,5,27737.5164
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,2-HIGH,3,HOUSEHOLD,REG AIR,4,0.07,1992-09-05,1992-11-11,3,11544.6441
F,F,R,COLLECT COD,0,Manufacturer#5,4-NOT SPECIFIED,4,FURNITURE,MAIL,7,0.04,1992-11-29,1993-01-31,3,33899.5708
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,2-HIGH,4,HOUSEHOLD,REG AIR,1,0.03,1993-05-02,1993-07-10,6,12548.3796
F,F,A,TAKE BACK RETURN,1,Manufacturer#2,5-LOW,0,HOUSEHOLD,SHIP,1,0.07,1994-12-17,1995-01-19,0,29999.003
F,F,A,NONE,1,Manufacturer#3,5-LOW,0,HOUSEHOLD,MAIL,5,0.01,1994-12-17,1995-01-19,0,14800.4362
F,F,R,COLLECT COD,4,Manufacturer#3,5-LOW,0,FURNITURE,REG AIR,6,0,1993-06-14,1993-07-21,6,13655.4235
F,F,A,COLLECT COD,3,Manufacturer#1,5-LOW,0,FURNITURE,RAIL,1,0.07,1993-06-14,1993-08-18,6,16932.4498
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,2-HIGH,1,HOUSEHOLD,MAIL,3,0.07,1993-09-04,1993-10-25,6,591.3412
F,F,R,DELIVER IN PERSON,0,Manufacturer#5,1-URGENT,2,FURNITURE,MAIL,2,0.01,1994-11-15,1995-01-30,0,37367.1936
O,P,N,TAKE BACK RETURN,1,Manufacturer#4,1-URGENT,4,BUILDING,REG AIR,2,0.06,1995-06-01,1995-07-25,2,29397.976
F,P,N,TAKE BACK RETURN,2,Manufacturer#4,1-URGENT,4,BUILDING,MAIL,4,0.08,1995-06-01,1995-08-09,2,40385.0453
F,F,R,COLLECT COD,3,Manufacturer#3,2-HIGH,0,BUILDING,MAIL,1,0.05,1993-01-24,1993-04-05,6,12216.5765
F,F,A,TAKE BACK RETURN,0,Manufacturer#1,5-LOW,1,HOUSEHOLD,TRUCK,4,0.01,1993-10-19,1994-01-16,6,1915.8
O,P,N,NONE,2,Manufacturer#3,3-MEDIUM,2,MACHINERY,MAIL,2,0.05,1995-05-28,1995-07-04,2,27501.432
O,O,N,DELIVER IN PERSON,0,Manufacturer#2,3-MEDIUM,1,AUTOMOBILE,FOB,1,0,1995-12-20,1996-02-08,2,46002.15
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,1-URGENT,1,BUILDING,RAIL,3,0.06,1994-02-02,1994-03-24,0,34225.226
O,O,N,NONE,0,Manufacturer#1,1-URGENT,0,FURNITURE,FOB,1,0,1997-01-12,1997-04-03,5,30476.6888
F,F,R,DELIVER IN PERSON,0,Manufacturer#4,5-LOW,4,AUTOMOBILE,MAIL,1,0.05,1992-07-27,1992-09-22,3,3547.8
O,O,N,NONE,3,Manufacturer#3,4-NOT SPECIFIED,1,FURNITURE,MAIL,6,0,1997-02-26,1997-05-13,5,42822.0092
O,O,N,COLLECT COD,2,Manufacturer#1,2-HIGH,0,AUTOMOBILE,FOB,5,0.05,1997-06-04,1997-09-02,5,5962.955
O,O,N,NONE,2,Manufacturer#4,3-MEDIUM,2,BUILDING,AIR,2,0.03,1996-11-09,1997-01-09,1,24752.13
F,F,R,TAKE BACK RETURN,4,Manufacturer#3,2-HIGH,1,MACHINERY,REG AIR,2,0,1993-06-15,1993-07-18,6,25484.7226
F,F,R,COLLECT COD,0,Manufacturer#1,5-LOW,4,BUILDING,AIR,5,0.01,1993-12-20,1994-01-26,6,7923.8124
O,O,N,COLLECT COD,4,Manufacturer#1,1-URGENT,2,AUTOMOBILE,FOB,2,0.03,1997-11-17,1998-01-16,5,13069.669
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,1-URGENT,3,AUTOMOBILE,TRUCK,2,0.05,1992-10-18,1992-11-17,3,5869.36
F,F,A,NONE,1,Manufacturer#4,1-URGENT,3,AUTOMOBILE,AIR,1,0.06,1993-02-20,1993-03-28,6,23413.6386
F,F,A,NONE,0,Manufacturer#1,3-MEDIUM,4,HOUSEHOLD,REG AIR,1,0.08,1993-05-15,1993-07-15,6,13861.275
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,2-HIGH,4,BUILDING,AIR,2,0,1993-05-10,1993-08-02,6,34479.2492
O,P,N,DELIVER IN PERSON,2,Manufacturer#1,5-LOW,0,MACHINERY,AIR,1,0.02,1995-04-29,1995-07-24,2,3912.032
O,O,N,NONE,1,Manufacturer#2,3-MEDIUM,2,AUTOMOBILE,TRUCK,5,0,1997-11-12,1998-02-01,5,16963.1415
O,O,N,COLLECT COD,0,Manufacturer#3,2-HIGH,0,BUILDING,TRUCK,1,0.07,1995-07-05,1995-09-25,2,48358.2
F,F,R,DELIVER IN PERSON,1,Manufacturer#4,5-LOW,2,AUTOMOBILE,REG AIR,6,0,1994-12-08,1995-03-06,0,20851.034
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,2-HIGH,0,BUILDING,FOB,3,0.03,1992-10-17,1993-01-04,3,13582.08
F,F,R,NONE,0,Manufacturer#4,2-HIGH,0,BUILDING,SHIP,4,0.08,1992-10-17,1993-01-10,3,942.3489
F,F,A,DELIVER IN PERSON,1,Manufacturer#2,4-NOT SPECIFIED,0,FURNITURE,REG AIR,5,0.02,1993-09-06,1993-10-25,6,55078.308
O,O,N,NONE,4,Manufacturer#1,2-HIGH,2,HOUSEHOLD,TRUCK,4,0.04,1997-11-20,1997-12-25,5,69077.32
