o_orderstatus,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,s_nationkey,o_orderdate,l_commitdate,l_shipdate,l_receiptdate,groupcol,aggcol
F,DELIVER IN PERSON,4,Manufacturer#3,1-URGENT,0,HOUSEHOLD,REG AIR,6,20,1994-12-13,1995-02-17,1995-01-31,1995-02-17,1,65304.162
F,DELIVER IN PERSON,1,Manufacturer#3,1-URGENT,0,HOUSEHOLD,TRUCK,2,24,1994-12-13,1995-02-22,1995-01-04,1995-01-05,2,35705.34
F,TAKE BACK RETURN,2,Manufacturer#2,1-URGENT,0,HOUSEHOLD,RAIL,3,12,1994-12-13,1995-01-27,1994-12-14,1994-12-31,2,17218.544
F,TAKE BACK RETURN,0,Manufacturer#1,1-URGENT,0,HOUSEHOLD,FOB,7,14,1994-12-13,1995-01-17,1995-03-29,1995-04-26,1,12224.544696
F,COLLECT COD,0,Manufacturer#5,1-URGENT,0,HOUSEHOLD,FOB,4,14,1994-12-13,1995-02-28,1995-01-16,1995-01-29,1,40965.4896
F,NONE,2,Manufacturer#5,1-URGENT,0,HOUSEHOLD,RAIL,5,21,1994-12-13,1995-02-21,1995-03-09,1995-04-08,1,13006.2673
F,COLLECT COD,2,Manufacturer#4,1-URGENT,0,HOUSEHOLD,MAIL,1,18,1994-12-13,1995-02-01,1994-12-22,1995-01-03,1,62250.87897
O,COLLECT COD,0,Manufacturer#4,1-URGENT,4,MACHINERY,SHIP,2,16,1996-01-04,1996-03-15,1996-03-26,1996-04-22,0,55725.688368
O,DELIVER IN PERSON,2,Manufacturer#4,1-URGENT,4,MACHINERY,RAIL,3,21,1996-01-04,1996-03-08,1996-02-15,1996-02-28,0,62049.470688
O,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,4,MACHINERY,MAIL,4,22,1996-01-04,1996-02-15,1996-03-18,1996-04-15,0,64253.50272
O,DELIVER IN PERSON,4,Manufacturer#3,1-URGENT,4,MACHINERY,AIR,6,11,1996-01-04,1996-02-11,1996-01-17,1996-01-23,0,56331.854568
O,DELIVER IN PERSON,1,Manufacturer#4,1-URGENT,4,MACHINERY,REG AIR,1,24,1996-01-04,1996-03-25,1996-01-06,1996-01-20,0,77546.89488
O,TAKE BACK RETURN,2,Manufacturer#4,1-URGENT,4,MACHINERY,RAIL,5,18,1996-01-04,1996-02-21,1996-01-14,1996-01-26,0,23115.726693
O,DELIVER IN PERSON,4,Manufacturer#2,1-URGENT,4,MACHINERY,MAIL,7,10,1996-01-04,1996-03-20,1996-01-15,1996-01-18,0,58774.73
F,COLLECT COD,3,Manufacturer#3,5-LOW,0,MACHINERY,SHIP,2,19,1992-06-08,1992-08-10,1992-06-13,1992-06-28,2,23999.14111
F,COLLECT COD,1,Manufacturer#4,5-LOW,0,MACHINERY,MAIL,1,1,1992-06-08,1992-07-08,1992-06-14,1992-06-16,1,38069.36496
F,DELIVER IN PERSON,1,Manufacturer#5,5-LOW,0,MACHINERY,SHIP,3,17,1992-06-08,1992-07-30,1992-09-01,1992-09-22,2,53552.646
O,DELIVER IN PERSON,1,Manufacturer#1,3-MEDIUM,3,AUTOMOBILE,AIR,1,24,1996-02-09,1996-04-16,1996-05-25,1996-06-09,0,45266.20875
O,DELIVER IN PERSON,4,Manufacturer#5,3-MEDIUM,3,AUTOMOBILE,AIR,2,10,1996-02-09,1996-05-01,1996-03-23,1996-04-08,0,14256.02304
O,TAKE BACK RETURN,2,Manufacturer#1,5-LOW,2,MACHINERY,REG AIR,1,18,1995-08-04,1995-10-27,1995-10-18,1995-11-12,0,23103.8412
O,DELIVER IN PERSON,2,Manufacturer#3,5-LOW,2,MACHINERY,MAIL,3,12,1995-08-04,1995-10-02,1995-10-29,1995-11-17,0,38036.304
O,TAKE BACK RETURN,0,Manufacturer#2,5-LOW,2,MACHINERY,RAIL,4,14,1995-08-04,1995-10-11,1995-09-03,1995-09-25,0,35985.502
O,DELIVER IN PERSON,4,Manufacturer#4,5-LOW,2,MACHINERY,SHIP,2,4,1995-08-04,1995-10-12,1995-11-03,1995-11-18,0,38693.536
F,TAKE BACK RETURN,4,Manufacturer#5,2-HIGH,4,FURNITURE,AIR,3,4,1993-10-03,1993-11-21,1994-01-23,1994-02-19,2,79741.155087
F,COLLECT COD,3,Manufacturer#5,2-HIGH,4,FURNITURE,SHIP,2,6,1993-10-03,1993-11-13,1994-01-29,1994-02-06,2,44322.552648
F,DELIVER IN PERSON,4,Manufacturer#5,2-HIGH,4,FURNITURE,FOB,1,4,1993-10-03,1993-12-08,1994-01-24,1994-02-20,1,1346.912568
O,COLLECT COD,3,Manufacturer#1,1-URGENT,3,FURNITURE,TRUCK,2,7,1997-03-15,1997-05-01,1997-06-13,1997-06-19,0,60373.71828
O,DELIVER IN PERSON,1,Manufacturer#1,1-URGENT,3,FURNITURE,FOB,4,3,1997-03-15,1997-04-27,1997-05-08,1997-05-19,0,79154.1216
O,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,3,FURNITURE,AIR,6,12,1997-03-15,1997-05-08,1997-07-12,1997-07-28,0,34676.59866
O,TAKE BACK RETURN,3,Manufacturer#1,1-URGENT,3,FURNITURE,RAIL,1,7,1997-03-15,1997-04-26,1997-06-12,1997-07-11,0,33540.31296
O,NONE,4,Manufacturer#2,1-URGENT,3,FURNITURE,AIR,5,20,1997-03-15,1997-05-30,1997-04-21,1997-04-29,0,33194.331976
O,COLLECT COD,1,Manufacturer#2,1-URGENT,3,FURNITURE,RAIL,3,24,1997-03-15,1997-05-25,1997-07-03,1997-07-11,0,29511.362104
O,NONE,0,Manufacturer#1,5-LOW,3,AUTOMOBILE,FOB,3,0,1995-08-06,1995-10-28,1995-08-17,1995-09-16,0,39789.35568
O,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,3,AUTOMOBILE,AIR,1,9,1995-08-06,1995-10-22,1995-11-27,1995-12-02,0,66675.7728
O,DELIVER IN PERSON,1,Manufacturer#2,5-LOW,3,AUTOMOBILE,REG AIR,2,24,1995-08-06,1995-10-07,1995-09-06,1995-09-08,0,71486.633904
O,NONE,1,Manufacturer#1,1-URGENT,1,AUTOMOBILE,FOB,1,3,1997-03-16,1997-04-22,1997-03-23,1997-04-08,0,62469.2904
O,NONE,2,Manufacturer#5,1-URGENT,1,AUTOMOBILE,SHIP,4,9,1997-03-16,1997-05-29,1997-06-12,1997-07-02,0,31617.043632
O,DELIVER IN PERSON,4,Manufacturer#5,1-URGENT,1,AUTOMOBILE,MAIL,3,20,1997-03-16,1997-06-01,1997-04-03,1997-04-23,0,59825.258856
O,NONE,1,Manufacturer#5,1-URGENT,1,AUTOMOBILE,SHIP,6,24,1997-03-16,1997-05-28,1997-07-05,1997-07-16,0,3450.8656
O,TAKE BACK RETURN,2,Manufacturer#4,1-URGENT,1,AUTOMOBILE,SHIP,2,9,1997-03-16,1997-04-21,1997-05-28,1997-06-24,0,8833.92
O,NONE,0,Manufacturer#3,1-URGENT,1,AUTOMOBILE,SHIP,5,5,1997-03-16,1997-06-11,1997-04-23,1997-05-21,0,43231.250304
F,TAKE BACK RETURN,3,Manufacturer#4,2-HIGH,2,AUTOMOBILE,AIR,1,23,1993-11-25,1994-01-21,1993-12-23,1993-12-25,2,20854.2048
F,DELIVER IN PERSON,2,Manufacturer#2,2-HIGH,2,AUTOMOBILE,TRUCK,4,18,1993-11-25,1994-01-31,1994-03-18,1994-03-29,2,23906.1249
F,NONE,2,Manufacturer#1,2-HIGH,2,AUTOMOBILE,MAIL,3,18,1993-11-25,1994-02-17,1993-12-24,1994-01-02,1,18932.60862
F,NONE,4,Manufacturer#2,2-HIGH,2,AUTOMOBILE,SHIP,7,4,1993-11-25,1994-01-06,1994-01-27,1994-02-20,2,17421.833946
F,COLLECT COD,2,Manufacturer#4,2-HIGH,2,AUTOMOBILE,FOB,6,21,1993-11-25,1994-02-19,1994-03-13,1994-03-21,1,61397.08089
F,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,2,AUTOMOBILE,TRUCK,5,1,1993-11-25,1994-01-03,1994-01-06,1994-01-22,1,35817.06492
F,COLLECT COD,2,Manufacturer#2,2-HIGH,2,AUTOMOBILE,REG AIR,2,12,1993-11-25,1994-02-14,1994-02-05,1994-03-06,1,58269.632
O,TAKE BACK RETURN,2,Manufacturer#3,4-NOT SPECIFIED,0,MACHINERY,AIR,1,9,1997-02-17,1997-04-12,1997-02-21,1997-03-05,0,13877.207175
F,NONE,3,Manufacturer#5,3-MEDIUM,3,AUTOMOBILE,RAIL,6,19,1994-01-22,1994-03-02,1994-05-01,1994-05-12,1,51390.34992
F,NONE,1,Manufacturer#4,3-MEDIUM,3,AUTOMOBILE,REG AIR,4,2,1994-01-22,1994-03-23,1994-05-21,1994-06-02,1,37458.937
F,COLLECT COD,3,Manufacturer#4,3-MEDIUM,3,AUTOMOBILE,TRUCK,1,19,1994-01-22,1994-04-01,1994-03-22,1994-04-11,2,53411.586592
F,TAKE BACK RETURN,0,Manufacturer#1,3-MEDIUM,3,AUTOMOBILE,SHIP,7,5,1994-01-22,1994-03-02,1994-02-28,1994-03-23,2,43855.9914
F,TAKE BACK RETURN,2,Manufacturer#3,3-MEDIUM,3,AUTOMOBILE,MAIL,5,9,1994-01-22,1994-04-02,1994-03-22,1994-04-11,2,38205.092664
F,COLLECT COD,4,Manufacturer#2,3-MEDIUM,3,AUTOMOBILE,TRUCK,3,4,1994-01-22,1994-03-06,1994-04-25,1994-05-18,2,56380.62144
F,COLLECT COD,2,Manufacturer#4,3-MEDIUM,3,AUTOMOBILE,MAIL,2,9,1994-01-22,1994-03-13,1994-04-25,1994-05-25,1,51900.954336
O,TAKE BACK RETURN,3,Manufacturer#1,5-LOW,3,MACHINERY,MAIL,3,23,1996-04-02,1996-06-25,1996-06-01,1996-06-12,0,8138.7432
O,DELIVER IN PERSON,1,Manufacturer#3,5-LOW,3,MACHINERY,RAIL,1,24,1996-04-02,1996-05-07,1996-05-26,1996-06-20,0,8523.14082
O,DELIVER IN PERSON,4,Manufacturer#2,5-LOW,3,MACHINERY,SHIP,5,4,1996-04-02,1996-06-18,1996-04-26,1996-05-16,0,48858.54876
O,NONE,2,Manufacturer#4,5-LOW,3,MACHINERY,TRUCK,4,21,1996-04-02,1996-05-30,1996-07-10,1996-08-08,0,30804.721038
O,NONE,4,Manufacturer#4,5-LOW,3,MACHINERY,AIR,2,20,1996-04-02,1996-05-19,1996-05-17,1996-06-09,0,20985.709056
F,DELIVER IN PERSON,4,Manufacturer#1,4-NOT SPECIFIED,0,HOUSEHOLD,AIR,2,4,1993-01-27,1993-03-20,1993-03-23,1993-03-29,1,27236.113184
F,COLLECT COD,1,Manufacturer#5,4-NOT SPECIFIED,0,HOUSEHOLD,RAIL,1,24,1993-01-27,1993-04-05,1993-05-11,1993-05-15,1,30993.027648
O,TAKE BACK RETURN,4,Manufacturer#3,3-MEDIUM,0,AUTOMOBILE,RAIL,2,4,1998-02-17,1998-04-30,1998-06-14,1998-07-13,0,16106.42556
O,DELIVER IN PERSON,1,Manufacturer#2,3-MEDIUM,0,AUTOMOBILE,SHIP,3,24,1998-02-17,1998-05-05,1998-03-06,1998-04-05,0,50611.6044
O,DELIVER IN PERSON,1,Manufacturer#1,3-MEDIUM,0,AUTOMOBILE,SHIP,4,24,1998-02-17,1998-03-28,1998-05-25,1998-06-06,0,17086.384224
O,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,0,AUTOMOBILE,RAIL,1,21,1998-02-17,1998-04-26,1998-05-21,1998-06-18,0,10976.6097
O,COLLECT COD,3,Manufacturer#5,3-MEDIUM,3,BUILDING,REG AIR,4,7,1997-01-07,1997-03-22,1997-04-21,1997-05-07,0,50486.017824
O,TAKE BACK RETURN,3,Manufacturer#5,3-MEDIUM,3,BUILDING,TRUCK,6,7,1997-01-07,1997-03-08,1997-04-23,1997-04-30,0,17943.53148
O,DELIVER IN PERSON,0,Manufacturer#2,3-MEDIUM,3,BUILDING,SHIP,5,0,1997-01-07,1997-03-12,1997-03-29,1997-04-03,0,83226.236184
O,NONE,3,Manufacturer#2,3-MEDIUM,3,BUILDING,REG AIR,3,22,1997-01-07,1997-03-05,1997-01-31,1997-02-14,0,33548.486688
O,DELIVER IN PERSON,4,Manufacturer#5,3-MEDIUM,3,BUILDING,REG AIR,2,10,1997-01-07,1997-03-27,1997-04-19,1997-04-28,0,32830.65432
O,DELIVER IN PERSON,2,Manufacturer#2,3-MEDIUM,3,BUILDING,REG AIR,1,8,1997-01-07,1997-02-20,1997-01-20,1997-02-03,0,18770.55714
F,COLLECT COD,1,Manufacturer#3,5-LOW,0,BUILDING,FOB,4,17,1994-10-28,1995-01-02,1995-02-10,1995-03-02,1,43732.579968
F,NONE,1,Manufacturer#1,5-LOW,0,BUILDING,FOB,1,24,1994-10-28,1995-01-13,1995-02-26,1995-03-06,1,48067.673472
F,COLLECT COD,0,Manufacturer#1,5-LOW,0,BUILDING,AIR,3,14,1994-10-28,1995-01-25,1995-01-25,1995-02-14,2,21141.163296
F,NONE,2,Manufacturer#3,5-LOW,0,BUILDING,RAIL,2,18,1994-10-28,1995-01-14,1995-02-15,1995-02-24,1,22344.73696
F,TAKE BACK RETURN,0,Manufacturer#1,3-MEDIUM,0,MACHINERY,RAIL,5,16,1992-06-06,1992-07-16,1992-08-17,1992-09-10,1,28967.78
F,TAKE BACK RETURN,1,Manufacturer#3,3-MEDIUM,0,MACHINERY,RAIL,2,17,1992-06-06,1992-07-23,1992-07-15,1992-07-31,1,59096.4948
F,NONE,1,Manufacturer#2,3-MEDIUM,0,MACHINERY,FOB,1,24,1992-06-06,1992-07-12,1992-06-15,1992-07-05,2,9526.2528
F,TAKE BACK RETURN,2,Manufacturer#1,3-MEDIUM,0,MACHINERY,TRUCK,4,9,1992-06-06,1992-08-17,1992-06-15,1992-07-01,1,73487.630832
F,DELIVER IN PERSON,3,Manufacturer#3,3-MEDIUM,0,MACHINERY,TRUCK,3,19,1992-06-06,1992-08-01,1992-09-06,1992-10-03,2,25045.31664
O,COLLECT COD,1,Manufacturer#1,2-HIGH,2,HOUSEHOLD,REG AIR,1,1,1995-04-24,1995-06-07,1995-08-18,1995-09-07,0,39553.248068
F,DELIVER IN PERSON,1,Manufacturer#3,3-MEDIUM,3,AUTOMOBILE,REG AIR,6,17,1993-09-11,1993-12-04,1993-12-03,1993-12-17,1,31888.33956
F,COLLECT COD,4,Manufacturer#3,3-MEDIUM,3,AUTOMOBILE,TRUCK,5,4,1993-09-11,1993-11-14,1993-10-27,1993-11-13,2,2288.451528
F,DELIVER IN PERSON,1,Manufacturer#2,3-MEDIUM,3,AUTOMOBILE,AIR,2,24,1993-09-11,1993-10-26,1993-11-20,1993-11-28,2,14278.89
F,NONE,1,Manufacturer#2,3-MEDIUM,3,AUTOMOBILE,AIR,1,1,1993-09-11,1993-10-19,1993-09-28,1993-10-12,1,79205.400288
F,TAKE BACK RETURN,0,Manufacturer#5,3-MEDIUM,3,AUTOMOBILE,SHIP,3,14,1993-09-11,1993-10-25,1993-11-10,1993-12-09,2,90344.624256
F,COLLECT COD,3,Manufacturer#3,3-MEDIUM,3,AUTOMOBILE,REG AIR,7,6,1993-09-11,1993-11-05,1993-10-18,1993-11-08,1,23042.0736
F,DELIVER IN PERSON,3,Manufacturer#5,3-MEDIUM,3,AUTOMOBILE,REG AIR,4,22,1993-09-11,1993-11-16,1993-10-26,1993-11-19,1,7011.98264
F,COLLECT COD,0,Manufacturer#4,5-LOW,0,BUILDING,MAIL,4,15,1992-06-06,1992-08-05,1992-09-12,1992-09-27,1,55620.09682
F,NONE,2,Manufacturer#1,5-LOW,0,BUILDING,AIR,3,18,1992-06-06,1992-07-15,1992-07-08,1992-07-25,1,67710.893523
F,NONE,2,Manufacturer#5,5-LOW,0,BUILDING,REG AIR,5,21,1992-06-06,1992-08-27,1992-06-25,1992-06-27,1,57904.866304
F,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,0,BUILDING,FOB,2,18,1992-06-06,1992-08-16,1992-08-13,1992-08-30,2,76007.183784
F,NONE,1,Manufacturer#2,5-LOW,0,BUILDING,FOB,6,24,1992-06-06,1992-08-31,1992-07-06,1992-07-08,2,58391.199
F,COLLECT COD,0,Manufacturer#1,5-LOW,0,BUILDING,TRUCK,1,0,1992-06-06,1992-07-06,1992-08-27,1992-08-29,2,41077.449
O,COLLECT COD,3,Manufacturer#2,3-MEDIUM,0,FURNITURE,SHIP,1,22,1995-07-26,1995-08-26,1995-10-10,1995-10-31,0,16531.388
O,COLLECT COD,2,Manufacturer#3,3-MEDIUM,0,FURNITURE,SHIP,3,18,1995-07-26,1995-09-02,1995-08-07,1995-08-14,0,74171.054592
O,TAKE BACK RETURN,2,Manufacturer#1,3-MEDIUM,0,FURNITURE,AIR,2,21,1995-07-26,1995-09-21,1995-08-18,1995-08-31,0,53380.88768
F,NONE,0,Manufacturer#5,2-HIGH,0,HOUSEHOLD,AIR,1,16,1992-05-22,1992-07-10,1992-09-10,1992-10-05,1,26895.664912
O,COLLECT COD,1,Manufacturer#1,3-MEDIUM,0,MACHINERY,AIR,4,17,1998-06-17,1998-09-13,1998-06-29,1998-07-01,0,45407.27808
O,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,0,MACHINERY,TRUCK,5,18,1998-06-17,1998-07-26,1998-08-12,1998-09-09,0,8233.322922
O,COLLECT COD,2,Manufacturer#1,3-MEDIUM,0,MACHINERY,TRUCK,6,8,1998-06-17,1998-07-23,1998-07-30,1998-08-22,0,44781.174
O,NONE,3,Manufacturer#3,3-MEDIUM,2,BUILDING,MAIL,2,22,1998-04-08,1998-05-20,1998-07-14,1998-07-31,0,6587.779248
O,NONE,2,Manufacturer#1,3-MEDIUM,2,BUILDING,RAIL,1,8,1998-04-08,1998-06-30,1998-05-14,1998-05-31,0,37324.1232
O,COLLECT COD,2,Manufacturer#3,3-MEDIUM,2,BUILDING,REG AIR,3,21,1998-04-08,1998-05-30,1998-04-28,1998-05-16,0,29562.065442
O,COLLECT COD,3,Manufacturer#2,3-MEDIUM,2,BUILDING,RAIL,4,7,1998-04-08,1998-07-03,1998-05-02,1998-05-15,0,7082.246856
O,TAKE BACK RETURN,2,Manufacturer#3,2-HIGH,3,BUILDING,TRUCK,1,21,1996-09-03,1996-11-12,1996-10-07,1996-10-10,0,12240.35176
O,COLLECT COD,0,Manufacturer#3,2-HIGH,3,BUILDING,REG AIR,2,16,1996-09-03,1996-10-08,1996-11-26,1996-12-25,0,64528.135632
O,DELIVER IN PERSON,4,Manufacturer#3,5-LOW,4,HOUSEHOLD,SHIP,1,4,1995-09-30,1995-11-28,1996-01-09,1996-01-21,0,8970.728292
F,DELIVER IN PERSON,3,Manufacturer#1,2-HIGH,4,BUILDING,TRUCK,1,7,1993-01-15,1993-02-18,1993-04-24,1993-05-19,2,7262.1654
F,NONE,1,Manufacturer#1,2-HIGH,4,BUILDING,FOB,2,24,1993-01-15,1993-03-04,1993-03-20,1993-04-10,1,49006.080864
F,DELIVER IN PERSON,0,Manufacturer#1,2-HIGH,4,BUILDING,FOB,4,5,1993-01-15,1993-04-08,1993-04-20,1993-05-07,1,26500.126752
F,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,4,BUILDING,FOB,3,24,1993-01-15,1993-04-11,1993-04-18,1993-05-03,2,30345.7245
O,COLLECT COD,0,Manufacturer#3,4-NOT SPECIFIED,3,AUTOMOBILE,RAIL,4,0,1996-02-07,1996-03-11,1996-04-18,1996-05-08,0,35467.0264
O,COLLECT COD,1,Manufacturer#1,4-NOT SPECIFIED,3,AUTOMOBILE,MAIL,2,24,1996-02-07,1996-04-10,1996-03-07,1996-03-24,0,11702.6544
O,NONE,2,Manufacturer#2,4-NOT SPECIFIED,3,AUTOMOBILE,SHIP,1,8,1996-02-07,1996-04-14,1996-05-03,1996-05-11,0,9095.491344
O,TAKE BACK RETURN,2,Manufacturer#5,4-NOT SPECIFIED,3,AUTOMOBILE,FOB,3,8,1996-02-07,1996-03-29,1996-02-22,1996-03-08,0,28185.07104
F,COLLECT COD,4,Manufacturer#4,4-NOT SPECIFIED,1,FURNITURE,MAIL,3,10,1992-07-03,1992-08-22,1992-08-14,1992-09-02,2,10864.03185
F,NONE,0,Manufacturer#1,4-NOT SPECIFIED,1,FURNITURE,SHIP,2,16,1992-07-03,1992-09-27,1992-07-22,1992-08-11,1,40389.83676
F,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,1,FURNITURE,FOB,1,8,1992-07-03,1992-09-10,1992-10-16,1992-10-30,1,66015.853704
F,NONE,3,Manufacturer#3,4-NOT SPECIFIED,1,FURNITURE,REG AIR,4,23,1992-07-03,1992-08-25,1992-08-06,1992-08-26,2,23902.802784
F,TAKE BACK RETURN,3,Manufacturer#1,1-URGENT,4,BUILDING,SHIP,2,19,1993-02-16,1993-04-25,1993-04-20,1993-05-05,1,21399.05313
F,DELIVER IN PERSON,1,Manufacturer#4,1-URGENT,4,BUILDING,MAIL,4,24,1993-02-16,1993-04-01,1993-03-19,1993-04-15,1,40016.710344
F,NONE,2,Manufacturer#3,1-URGENT,4,BUILDING,REG AIR,6,18,1993-02-16,1993-04-01,1993-04-21,1993-05-04,2,27543.702032
F,TAKE BACK RETURN,0,Manufacturer#1,1-URGENT,4,BUILDING,FOB,1,14,1993-02-16,1993-03-29,1993-02-19,1993-03-03,1,30226.545624
F,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,4,BUILDING,RAIL,3,16,1993-02-16,1993-03-23,1993-06-13,1993-07-04,2,15938.3776
F,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,4,BUILDING,RAIL,5,18,1993-02-16,1993-04-03,1993-05-18,1993-06-03,1,82052.0064
O,COLLECT COD,2,Manufacturer#5,3-MEDIUM,3,BUILDING,TRUCK,4,12,1997-02-03,1997-03-25,1997-03-19,1997-03-30,0,62760.564
O,DELIVER IN PERSON,1,Manufacturer#3,3-MEDIUM,3,BUILDING,RAIL,3,1,1997-02-03,1997-03-27,1997-04-09,1997-04-27,0,54931.968
O,TAKE BACK RETURN,2,Manufacturer#5,3-MEDIUM,3,BUILDING,AIR,1,12,1997-02-03,1997-04-04,1997-05-15,1997-05-22,0,44049.392
O,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,3,BUILDING,TRUCK,2,12,1997-02-03,1997-04-11,1997-03-16,1997-04-12,0,31330.88322
O,TAKE BACK RETURN,2,Manufacturer#5,3-MEDIUM,3,BUILDING,FOB,5,21,1997-02-03,1997-04-28,1997-02-13,1997-03-06,0,58028.35584
O,TAKE BACK RETURN,1,Manufacturer#3,1-URGENT,3,BUILDING,RAIL,1,24,1998-06-18,1998-07-21,1998-06-20,1998-07-17,0,41435.778432
O,DELIVER IN PERSON,3,Manufacturer#4,5-LOW,0,AUTOMOBILE,FOB,5,7,1996-06-02,1996-08-16,1996-07-24,1996-08-10,0,76991.1019
O,COLLECT COD,2,Manufacturer#4,5-LOW,0,AUTOMOBILE,REG AIR,6,18,1996-06-02,1996-07-21,1996-08-12,1996-08-13,0,17759.22894
O,TAKE BACK RETURN,0,Manufacturer#2,5-LOW,0,AUTOMOBILE,FOB,2,14,1996-06-02,1996-07-16,1996-06-12,1996-06-14,0,56717.6904
O,COLLECT COD,0,Manufacturer#5,5-LOW,0,AUTOMOBILE,SHIP,4,15,1996-06-02,1996-08-20,1996-08-17,1996-08-31,0,39938.9298
O,COLLECT COD,1,Manufacturer#5,5-LOW,0,AUTOMOBILE,REG AIR,1,1,1996-06-02,1996-08-19,1996-07-12,1996-07-21,0,16288.1628
O,COLLECT COD,4,Manufacturer#5,5-LOW,0,AUTOMOBILE,RAIL,3,4,1996-06-02,1996-07-27,1996-07-13,1996-07-25,0,60468.573144
F,DELIVER IN PERSON,0,Manufacturer#1,5-LOW,4,FURNITURE,RAIL,1,16,1994-06-14,1994-08-05,1994-10-10,1994-11-04,2,52809.197868
F,TAKE BACK RETURN,3,Manufacturer#2,3-MEDIUM,1,FURNITURE,REG AIR,7,22,1993-11-25,1994-01-17,1994-02-07,1994-02-25,1,18028.3419
F,NONE,1,Manufacturer#4,3-MEDIUM,1,FURNITURE,RAIL,2,17,1993-11-25,1994-01-18,1993-11-27,1993-12-10,2,36761.269248
F,COLLECT COD,2,Manufacturer#5,3-MEDIUM,1,FURNITURE,MAIL,3,9,1993-11-25,1994-01-04,1994-02-19,1994-03-06,1,46643.552
F,TAKE BACK RETURN,1,Manufacturer#1,3-MEDIUM,1,FURNITURE,REG AIR,6,3,1993-11-25,1994-01-31,1994-01-28,1994-01-30,2,17257.25898
F,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,1,FURNITURE,AIR,1,8,1993-11-25,1994-02-02,1994-02-26,1994-03-12,2,66888.50805
F,DELIVER IN PERSON,1,Manufacturer#3,3-MEDIUM,1,FURNITURE,REG AIR,5,3,1993-11-25,1994-02-11,1994-03-08,1994-03-25,1,22185.011628
F,NONE,1,Manufacturer#4,3-MEDIUM,1,FURNITURE,RAIL,4,1,1993-11-25,1994-01-23,1993-12-04,1993-12-31,2,21111.332088
O,DELIVER IN PERSON,0,Manufacturer#5,4-NOT SPECIFIED,3,AUTOMOBILE,TRUCK,3,16,1998-06-28,1998-09-13,1998-07-28,1998-08-27,0,44758.5843
O,TAKE BACK RETURN,0,Manufacturer#1,4-NOT SPECIFIED,3,AUTOMOBILE,FOB,4,0,1998-06-28,1998-09-26,1998-08-18,1998-09-05,0,49061.81448
O,TAKE BACK RETURN,4,Manufacturer#1,4-NOT SPECIFIED,3,AUTOMOBILE,FOB,2,20,1998-06-28,1998-09-12,1998-07-23,1998-08-07,0,35950.5432
F,COLLECT COD,2,Manufacturer#3,3-MEDIUM,2,AUTOMOBILE,SHIP,4,18,1993-08-28,1993-10-01,1993-12-03,1993-12-30,1,76527.66888
F,NONE,3,Manufacturer#1,3-MEDIUM,2,AUTOMOBILE,RAIL,3,22,1993-08-28,1993-11-17,1993-09-28,1993-10-10,2,5052.67956
F,TAKE BACK RETURN,2,Manufacturer#5,3-MEDIUM,2,AUTOMOBILE,TRUCK,1,21,1993-08-28,1993-10-04,1993-09-02,1993-09-28,2,46267.5888
F,NONE,1,Manufacturer#2,3-MEDIUM,2,AUTOMOBILE,MAIL,2,17,1993-08-28,1993-10-01,1993-12-20,1993-12-21,1,42574.25889
O,NONE,4,Manufacturer#3,4-NOT SPECIFIED,0,FURNITURE,REG AIR,4,11,1997-04-01,1997-05-01,1997-04-26,1997-05-21,0,7330.01895
O,TAKE BACK RETURN,1,Manufacturer#5,4-NOT SPECIFIED,0,FURNITURE,TRUCK,1,24,1997-04-01,1997-05-21,1997-07-16,1997-07-22,0,65596.31648
O,TAKE BACK RETURN,3,Manufacturer#1,4-NOT SPECIFIED,0,FURNITURE,RAIL,5,19,1997-04-01,1997-06-27,1997-06-23,1997-07-02,0,18510.144
O,COLLECT COD,4,Manufacturer#5,4-NOT SPECIFIED,0,FURNITURE,REG AIR,2,20,1997-04-01,1997-05-25,1997-05-04,1997-05-17,0,48175.9005
O,NONE,4,Manufacturer#4,4-NOT SPECIFIED,0,FURNITURE,FOB,3,4,1997-04-01,1997-05-10,1997-04-19,1997-05-13,0,29999.66544
O,COLLECT COD,4,Manufacturer#5,4-NOT SPECIFIED,2,AUTOMOBILE,AIR,1,4,1997-05-25,1997-08-20,1997-08-05,1997-08-25,0,30039.457448
O,TAKE BACK RETURN,2,Manufacturer#5,4-NOT SPECIFIED,2,AUTOMOBILE,FOB,1,9,1998-01-25,1998-04-24,1998-05-21,1998-06-07,0,21595.70385
