l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,l_shipmode,l_linenumber,l_tax,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,P,N,COLLECT COD,1,Manufacturer#1,3-MEDIUM,2,RAIL,4,0.08,3,Brand#13,21,MED BAG,42,134,33737.3178
F,F,R,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,3,SHIP,6,0.05,9,Brand#44,23,LG DRUM,48,135,35802.828
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,4-NOT SPECIFIED,3,SHIP,3,0,20,Brand#55,23,LG CASE,10,135,21781.809
F,F,A,NONE,1,Manufacturer#2,4-NOT SPECIFIED,1,AIR,3,0.08,24,Brand#21,24,LG CASE,37,136,14080.3936
O,P,N,NONE,0,Manufacturer#1,5-LOW,2,FOB,3,0.05,16,Brand#11,18,JUMBO CASE,20,137,37198.224
F,P,N,DELIVER IN PERSON,0,Manufacturer#5,5-LOW,2,REG AIR,5,0.06,16,Brand#53,18,LG CAN,17,137,21352.149
F,P,R,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,2,MAIL,4,0.02,18,Brand#55,18,MED PKG,15,137,12440.5449
F,P,N,NONE,3,Manufacturer#2,5-LOW,2,TRUCK,1,0.02,7,Brand#21,18,WRAP PKG,28,137,25313.391
F,F,N,NONE,2,Manufacturer#5,1-URGENT,2,FOB,2,0.01,8,Brand#55,12,SM JAR,8,138,43333.8894
F,F,A,COLLECT COD,1,Manufacturer#3,1-URGENT,2,SHIP,1,0.04,2,Brand#32,12,LG BAG,36,138,22162.8782
F,F,N,COLLECT COD,4,Manufacturer#3,1-URGENT,2,TRUCK,4,0.03,11,Brand#32,12,LG BOX,35,138,27900.6552
F,F,N,COLLECT COD,4,Manufacturer#2,1-URGENT,2,REG AIR,6,0.04,11,Brand#24,12,LG JAR,36,138,59753.442
F,P,A,TAKE BACK RETURN,1,Manufacturer#3,4-NOT SPECIFIED,2,SHIP,3,0,2,Brand#33,12,MED BAG,50,139,24351.217
F,P,A,NONE,2,Manufacturer#2,4-NOT SPECIFIED,2,TRUCK,2,0.04,18,Brand#24,12,LG BOX,47,139,38248.08
F,P,A,TAKE BACK RETURN,3,Manufacturer#2,4-NOT SPECIFIED,2,TRUCK,5,0.02,22,Brand#22,12,WRAP BOX,6,139,33306
O,P,N,NONE,2,Manufacturer#2,4-NOT SPECIFIED,2,AIR,1,0.07,9,Brand#22,12,JUMBO BAG,20,139,1231.614
F,P,R,NONE,2,Manufacturer#1,4-NOT SPECIFIED,2,FOB,4,0,12,Brand#15,12,WRAP BOX,27,139,43468.227
F,F,N,TAKE BACK RETURN,3,Manufacturer#5,4-NOT SPECIFIED,3,RAIL,1,0.01,22,Brand#52,19,JUMBO PACK,37,140,32828.16
F,P,A,TAKE BACK RETURN,3,Manufacturer#5,3-MEDIUM,2,RAIL,2,0.08,23,Brand#54,21,SM BOX,21,134,34640.857
O,P,N,DELIVER IN PERSON,2,Manufacturer#1,3-MEDIUM,2,FOB,5,0.06,9,Brand#11,21,MED CAN,14,134,66889.746
F,P,A,TAKE BACK RETURN,1,Manufacturer#3,3-MEDIUM,2,TRUCK,3,0.07,24,Brand#33,21,JUMBO BAG,43,134,46247.9248
F,P,A,COLLECT COD,0,Manufacturer#1,3-MEDIUM,2,TRUCK,1,0.03,15,Brand#12,21,JUMBO PACK,10,134,35292.348
F,F,R,NONE,4,Manufacturer#1,1-URGENT,2,SHIP,1,0,4,Brand#15,8,MED DRUM,1,141,3535.7
F,F,R,NONE,2,Manufacturer#4,2-HIGH,4,RAIL,2,0.07,21,Brand#45,20,LG PACK,48,142,3334.8312
F,F,R,NONE,0,Manufacturer#5,1-URGENT,0,MAIL,3,0.01,16,Brand#55,0,JUMBO JAR,17,143,23920.6808
F,F,A,NONE,2,Manufacturer#3,1-URGENT,0,SHIP,6,0.01,9,Brand#31,0,MED CASE,20,143,47489.4
F,F,A,TAKE BACK RETURN,0,Manufacturer#5,1-URGENT,0,TRUCK,4,0.04,0,Brand#55,0,JUMBO BAG,13,143,43227.2643
F,F,R,COLLECT COD,1,Manufacturer#5,1-URGENT,0,SHIP,2,0.05,3,Brand#53,0,WRAP BOX,29,143,21612.95
F,F,R,NONE,1,Manufacturer#1,1-URGENT,0,SHIP,1,0.01,1,Brand#12,0,SM CAN,44,143,35839.8
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,1-URGENT,0,AIR,5,0.08,9,Brand#54,0,MED CASE,14,143,51594.075
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,5-LOW,1,REG AIR,2,0.08,21,Brand#25,24,MED CAN,49,144,57524.058
F,F,R,COLLECT COD,3,Manufacturer#2,5-LOW,1,REG AIR,1,0.07,7,Brand#22,24,JUMBO JAR,36,144,31625.44
F,F,N,TAKE BACK RETURN,4,Manufacturer#4,5-LOW,1,FOB,3,0.02,13,Brand#42,24,MED CAN,35,144,62321.1498
F,F,R,TAKE BACK RETURN,1,Manufacturer#2,2-HIGH,0,FOB,7,0.08,1,Brand#21,5,SM CASE,34,145,4192.44
F,F,R,DELIVER IN PERSON,1,Manufacturer#2,2-HIGH,0,SHIP,3,0.08,17,Brand#22,5,LG DRUM,6,145,13682.64
F,F,R,TAKE BACK RETURN,2,Manufacturer#4,2-HIGH,0,MAIL,2,0.08,12,Brand#41,5,LG BAG,2,145,53514.432
F,F,A,TAKE BACK RETURN,4,Manufacturer#1,1-URGENT,3,FOB,5,0,13,Brand#13,6,LG PACK,4,146,9389.6803
F,F,A,TAKE BACK RETURN,4,Manufacturer#1,4-NOT SPECIFIED,3,MAIL,6,0.01,10,Brand#13,6,LG DRUM,44,147,31000.7053
F,F,N,DELIVER IN PERSON,1,Manufacturer#2,4-NOT SPECIFIED,3,AIR,5,0,17,Brand#23,6,WRAP BAG,35,147,49105.9008
F,F,N,NONE,1,Manufacturer#5,4-NOT SPECIFIED,3,REG AIR,4,0.05,2,Brand#52,6,JUMBO PACK,24,147,64947.1186
F,F,A,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,3,SHIP,3,0.08,18,Brand#44,6,WRAP BAG,6,147,34456.3128
F,F,A,NONE,1,Manufacturer#3,4-NOT SPECIFIED,3,FOB,2,0,2,Brand#31,6,JUMBO DRUM,44,147,10824.8508
F,F,N,DELIVER IN PERSON,2,Manufacturer#3,4-NOT SPECIFIED,3,SHIP,1,0.08,18,Brand#35,6,LG PACK,29,147,52971.6642
F,F,A,TAKE BACK RETURN,4,Manufacturer#3,3-MEDIUM,2,AIR,2,0,20,Brand#32,21,SM BAG,30,148,46572.0255
F,F,R,DELIVER IN PERSON,1,Manufacturer#2,3-MEDIUM,3,FOB,4,0,24,Brand#21,6,LG DRUM,38,149,41855.22
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,3,AIR,5,0.06,9,Brand#34,6,MED PKG,22,149,9533.568
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,3-MEDIUM,3,RAIL,2,0,8,Brand#21,6,JUMBO DRUM,3,149,26892.32
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,3-MEDIUM,3,SHIP,3,0.07,9,Brand#23,6,JUMBO PACK,16,149,76808.48
F,F,R,DELIVER IN PERSON,1,Manufacturer#3,1-URGENT,1,REG AIR,3,0.03,2,Brand#34,17,SM JAR,47,150,55844.7316
F,F,A,DELIVER IN PERSON,1,Manufacturer#2,1-URGENT,1,AIR,6,0.08,3,Brand#23,17,LG CAN,38,150,84689.3
F,F,A,DELIVER IN PERSON,1,Manufacturer#2,5-LOW,4,RAIL,4,0.05,1,Brand#21,10,MED DRUM,8,151,11244.681
F,F,A,NONE,1,Manufacturer#5,5-LOW,4,AIR,2,0.01,2,Brand#55,10,WRAP BAG,9,151,45740.0724
F,F,A,COLLECT COD,1,Manufacturer#1,3-MEDIUM,0,TRUCK,5,0.03,2,Brand#15,14,JUMBO DRUM,8,152,41154.475
F,F,A,TAKE BACK RETURN,0,Manufacturer#1,3-MEDIUM,0,RAIL,4,0.01,14,Brand#15,14,WRAP PKG,44,152,72940.8
F,F,R,NONE,1,Manufacturer#2,3-MEDIUM,0,REG AIR,3,0,1,Brand#21,14,JUMBO JAR,42,152,69403.7344
F,F,R,NONE,1,Manufacturer#4,1-URGENT,3,REG AIR,4,0.01,3,Brand#41,6,JUMBO BAG,20,146,14173.2558
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,3-MEDIUM,4,REG AIR,3,0.02,23,Brand#43,20,LG CASE,25,153,1074.6268
F,F,R,TAKE BACK RETURN,4,Manufacturer#3,3-MEDIUM,4,AIR,7,0.07,10,Brand#34,20,WRAP PACK,30,153,57973.2798
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,3-MEDIUM,4,FOB,1,0.07,8,Brand#12,20,MED BAG,25,153,24848.505
F,F,A,TAKE BACK RETURN,1,Manufacturer#5,3-MEDIUM,4,AIR,5,0.03,24,Brand#51,20,LG PKG,38,153,21955.479
F,F,R,DELIVER IN PERSON,4,Manufacturer#3,3-MEDIUM,4,REG AIR,4,0.05,4,Brand#31,20,LG BOX,24,153,63275.4738
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,3-MEDIUM,4,FOB,2,0.02,22,Brand#33,20,SM PKG,24,153,30724.881
F,F,A,DELIVER IN PERSON,0,Manufacturer#4,3-MEDIUM,4,MAIL,6,0.08,15,Brand#44,20,MED CAN,34,153,71546.3112
F,F,N,TAKE BACK RETURN,2,Manufacturer#3,1-URGENT,3,FOB,1,0.07,8,Brand#34,6,JUMBO PACK,17,146,7920.188
F,F,R,COLLECT COD,2,Manufacturer#5,1-URGENT,4,RAIL,1,0.08,8,Brand#52,13,WRAP BOX,24,154,19326.7008
F,F,R,DELIVER IN PERSON,4,Manufacturer#4,1-URGENT,0,MAIL,4,0.07,4,Brand#41,0,WRAP BOX,15,155,68051.2896
F,F,A,TAKE BACK RETURN,4,Manufacturer#3,1-URGENT,0,RAIL,2,0.01,20,Brand#35,0,MED BOX,22,155,25222.6416
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,0,FOB,1,0,21,Brand#13,0,MED CAN,8,155,43972.497
F,F,A,TAKE BACK RETURN,0,Manufacturer#4,3-MEDIUM,1,SHIP,4,0.05,5,Brand#45,24,MED BOX,15,156,2438.403
F,F,R,COLLECT COD,4,Manufacturer#1,3-MEDIUM,1,FOB,1,0.04,11,Brand#11,24,WRAP PACK,17,156,31731.12
F,F,R,DELIVER IN PERSON,1,Manufacturer#1,3-MEDIUM,1,FOB,2,0.07,17,Brand#14,24,LG JAR,24,156,32745.7836
F,P,R,DELIVER IN PERSON,0,Manufacturer#3,1-URGENT,0,REG AIR,1,0.08,14,Brand#32,5,LG BAG,6,157,1535.8616
F,P,R,COLLECT COD,3,Manufacturer#2,1-URGENT,0,RAIL,6,0.03,23,Brand#25,5,WRAP DRUM,2,157,18142.9236
F,P,A,TAKE BACK RETURN,1,Manufacturer#5,1-URGENT,0,FOB,3,0.03,24,Brand#55,5,MED BAG,42,157,38562.4
O,P,N,TAKE BACK RETURN,0,Manufacturer#2,1-URGENT,0,TRUCK,4,0.05,16,Brand#24,5,SM CAN,28,157,37497.9787
F,P,R,DELIVER IN PERSON,1,Manufacturer#1,1-URGENT,0,AIR,7,0.05,3,Brand#14,5,SM JAR,7,157,45961.02
F,P,A,COLLECT COD,1,Manufacturer#2,1-URGENT,0,RAIL,5,0.01,17,Brand#23,5,MED JAR,40,157,21474.1743
F,F,R,TAKE BACK RETURN,4,Manufacturer#4,2-HIGH,1,TRUCK,4,0.07,20,Brand#45,1,SM DRUM,39,158,10172.547
F,F,R,DELIVER IN PERSON,0,Manufacturer#2,1-URGENT,3,REG AIR,2,0.02,5,Brand#24,7,LG DRUM,28,159,6352.688
F,F,A,TAKE BACK RETURN,1,Manufacturer#5,1-URGENT,3,MAIL,7,0.04,17,Brand#55,7,WRAP BAG,13,159,30386.1096
F,F,R,DELIVER IN PERSON,3,Manufacturer#2,1-URGENT,3,FOB,3,0.03,7,Brand#23,7,MED DRUM,31,159,2291.4072
F,F,R,NONE,0,Manufacturer#4,1-URGENT,3,FOB,1,0,0,Brand#45,7,SM BAG,44,159,69577.92
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,1-URGENT,3,MAIL,6,0.04,20,Brand#51,7,SM JAR,44,159,45971.28
F,F,R,NONE,1,Manufacturer#5,1-URGENT,3,RAIL,4,0.04,17,Brand#53,7,JUMBO JAR,38,159,35011.5936
F,F,R,TAKE BACK RETURN,4,Manufacturer#3,3-MEDIUM,1,RAIL,1,0.06,20,Brand#33,24,WRAP BAG,30,160,6730.065
F,F,A,TAKE BACK RETURN,2,Manufacturer#4,3-MEDIUM,1,REG AIR,5,0.01,18,Brand#45,24,WRAP DRUM,2,160,38044.3118
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,1,RAIL,6,0.03,21,Brand#43,24,WRAP JAR,17,160,3471.75
F,F,R,COLLECT COD,4,Manufacturer#1,3-MEDIUM,1,AIR,3,0.08,4,Brand#14,24,SM PKG,12,160,69120.0738
F,F,A,DELIVER IN PERSON,4,Manufacturer#3,3-MEDIUM,1,AIR,2,0.01,11,Brand#31,24,WRAP BAG,43,160,34002.5192
F,F,A,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,1,AIR,4,0.07,12,Brand#35,24,SM BAG,8,160,41684.1
F,F,R,TAKE BACK RETURN,3,Manufacturer#4,1-URGENT,4,SHIP,4,0.01,22,Brand#41,13,SM PKG,17,154,25794.5776
F,F,A,TAKE BACK RETURN,2,Manufacturer#1,1-URGENT,4,MAIL,6,0.05,18,Brand#14,13,JUMBO BOX,16,154,9190.5968
F,F,A,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,1,REG AIR,2,0.06,12,Brand#43,3,SM PACK,20,161,10343.652
F,F,A,TAKE BACK RETURN,4,Manufacturer#2,4-NOT SPECIFIED,3,MAIL,3,0.07,4,Brand#24,7,JUMBO DRUM,33,162,11557.777
F,F,R,TAKE BACK RETURN,0,Manufacturer#4,4-NOT SPECIFIED,3,FOB,4,0,0,Brand#42,7,WRAP CASE,40,162,59902.3695
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,4-NOT SPECIFIED,3,REG AIR,2,0,9,Brand#51,7,MED CAN,24,162,75514.43
F,F,A,TAKE BACK RETURN,0,Manufacturer#4,4-NOT SPECIFIED,3,RAIL,5,0.07,5,Brand#45,7,WRAP CAN,37,162,29009.718
F,F,R,NONE,3,Manufacturer#4,3-MEDIUM,1,TRUCK,1,0.08,7,Brand#43,3,JUMBO BAG,12,161,19141.353
F,F,A,NONE,0,Manufacturer#5,3-MEDIUM,1,AIR,3,0,16,Brand#52,3,LG CAN,23,161,54860.428
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,4-NOT SPECIFIED,0,SHIP,4,0.06,4,Brand#52,14,SM CASE,35,163,5697.756
F,F,A,TAKE BACK RETURN,1,Manufacturer#2,3-MEDIUM,1,RAIL,1,0.08,1,Brand#25,3,LG BAG,40,164,14457.2615
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,4-NOT SPECIFIED,0,AIR,3,0.05,19,Brand#42,14,JUMBO CAN,8,163,43532.5072
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,4-NOT SPECIFIED,0,MAIL,1,0,23,Brand#41,14,SM CAN,34,163,58543.94
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,4-NOT SPECIFIED,0,FOB,2,0,12,Brand#53,14,SM CAN,4,163,38581.736
F,P,A,COLLECT COD,2,Manufacturer#3,2-HIGH,0,FOB,3,0.02,9,Brand#32,5,LG PKG,27,165,1373.035
F,P,A,TAKE BACK RETURN,4,Manufacturer#2,2-HIGH,0,REG AIR,3,0.03,11,Brand#24,16,MED DRUM,36,166,12371.128
F,P,R,NONE,0,Manufacturer#3,2-HIGH,0,AIR,4,0.04,15,Brand#35,16,LG PKG,46,166,23870.46
O,P,N,NONE,2,Manufacturer#2,2-HIGH,0,REG AIR,5,0.08,8,Brand#25,16,MED BOX,40,166,10676.5659
O,P,N,DELIVER IN PERSON,2,Manufacturer#4,2-HIGH,0,SHIP,2,0.07,12,Brand#42,16,SM JAR,6,166,57247.8648
F,P,A,COLLECT COD,4,Manufacturer#2,2-HIGH,0,SHIP,1,0.03,4,Brand#25,16,JUMBO DRUM,16,166,38985.9102
F,F,A,TAKE BACK RETURN,4,Manufacturer#4,5-LOW,2,RAIL,3,0.05,13,Brand#41,12,LG PKG,41,167,14781.078
F,F,A,DELIVER IN PERSON,3,Manufacturer#2,5-LOW,2,SHIP,1,0.02,6,Brand#23,12,LG BAG,23,167,55409.4
F,P,R,TAKE BACK RETURN,2,Manufacturer#2,2-HIGH,0,MAIL,5,0.07,9,Brand#24,5,WRAP PKG,24,165,37933.2492
F,P,R,DELIVER IN PERSON,2,Manufacturer#4,2-HIGH,0,SHIP,2,0.08,9,Brand#41,5,LG CAN,8,165,14539.9254
O,P,N,COLLECT COD,3,Manufacturer#1,2-HIGH,0,REG AIR,4,0.04,6,Brand#13,5,JUMBO DRUM,42,165,42400.7855
F,P,A,DELIVER IN PERSON,3,Manufacturer#2,2-HIGH,0,SHIP,1,0.07,7,Brand#22,5,LG JAR,38,165,21750.0584
F,F,R,COLLECT COD,2,Manufacturer#3,2-HIGH,2,MAIL,5,0.08,18,Brand#33,9,WRAP DRUM,26,168,15381.7488
F,F,A,TAKE BACK RETURN,3,Manufacturer#4,5-LOW,4,SHIP,2,0.01,19,Brand#43,11,JUMBO JAR,20,169,53423.3664
O,O,N,NONE,4,Manufacturer#5,3-MEDIUM,3,SHIP,1,0.02,13,Brand#53,7,SM CASE,17,170,10680.3432
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,1-URGENT,4,FOB,1,0.08,22,Brand#45,13,SM BOX,6,171,41327.3016
F,F,R,COLLECT COD,3,Manufacturer#2,1-URGENT,2,REG AIR,1,0.02,7,Brand#24,21,WRAP DRUM,20,172,32713.0656
F,F,R,TAKE BACK RETURN,3,Manufacturer#2,2-HIGH,2,FOB,3,0,23,Brand#22,9,MED DRUM,1,168,3017.823
F,F,R,NONE,1,Manufacturer#4,2-HIGH,2,MAIL,1,0.01,2,Brand#45,9,MED CAN,33,168,29759.0652
F,F,A,NONE,3,Manufacturer#5,2-HIGH,2,MAIL,4,0.04,19,Brand#52,9,MED JAR,16,168,60854.625
F,F,A,NONE,2,Manufacturer#2,5-LOW,4,AIR,1,0.03,21,Brand#24,20,JUMBO PKG,24,173,1113.2
F,F,A,TAKE BACK RETURN,4,Manufacturer#5,2-HIGH,0,AIR,1,0.02,10,Brand#54,15,SM BAG,41,174,46976.985
F,F,R,COLLECT COD,1,Manufacturer#4,4-NOT SPECIFIED,1,MAIL,6,0.02,1,Brand#41,3,JUMBO DRUM,8,175,31728.753
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,4-NOT SPECIFIED,1,FOB,2,0.06,18,Brand#35,3,JUMBO CAN,44,175,1881.7344
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,4-NOT SPECIFIED,1,TRUCK,4,0.06,0,Brand#32,3,SM PACK,41,175,17755.025
F,F,R,COLLECT COD,3,Manufacturer#3,4-NOT SPECIFIED,1,RAIL,7,0.05,23,Brand#34,3,WRAP BAG,41,175,2320.884
F,F,R,COLLECT COD,1,Manufacturer#2,4-NOT SPECIFIED,1,REG AIR,1,0.04,17,Brand#22,3,LG DRUM,6,175,45105.97
F,F,R,TAKE BACK RETURN,4,Manufacturer#3,5-LOW,3,TRUCK,1,0.04,11,Brand#35,22,JUMBO PKG,10,176,41255.3232
F,F,R,COLLECT COD,3,Manufacturer#5,5-LOW,4,FOB,3,0.01,19,Brand#54,11,LG BAG,26,177,16090.92
F,F,A,TAKE BACK RETURN,4,Manufacturer#5,5-LOW,4,MAIL,2,0.07,10,Brand#53,11,MED BOX,30,177,59245.746
F,F,A,NONE,4,Manufacturer#1,5-LOW,4,MAIL,1,0.04,4,Brand#12,11,LG BAG,45,177,59833.641
F,F,R,COLLECT COD,0,Manufacturer#2,4-NOT SPECIFIED,4,RAIL,2,0.08,0,Brand#21,20,LG DRUM,37,178,11788.3648
F,F,A,DELIVER IN PERSON,2,Manufacturer#4,4-NOT SPECIFIED,4,MAIL,3,0.06,21,Brand#44,20,LG CASE,24,178,24534.4416
F,F,R,NONE,4,Manufacturer#1,4-NOT SPECIFIED,4,RAIL,4,0.01,20,Brand#15,20,MED JAR,27,178,7335.64
F,P,R,DELIVER IN PERSON,4,Manufacturer#3,1-URGENT,2,REG AIR,1,0.07,20,Brand#32,8,SM CASE,26,179,2958.5748
F,P,A,NONE,0,Manufacturer#5,1-URGENT,2,MAIL,4,0.05,15,Brand#51,8,MED JAR,47,179,33396.9696
O,P,N,NONE,3,Manufacturer#5,1-URGENT,2,SHIP,3,0.07,19,Brand#51,8,WRAP PKG,38,179,26520.516
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,2-HIGH,3,FOB,1,0.02,12,Brand#51,19,MED BOX,3,180,24733.1175
F,F,A,COLLECT COD,1,Manufacturer#2,2-HIGH,3,SHIP,3,0.06,24,Brand#24,19,MED CASE,6,180,5126.086
F,F,A,TAKE BACK RETURN,2,Manufacturer#1,2-HIGH,3,FOB,2,0.06,12,Brand#15,19,LG PKG,43,180,32521.5936
F,F,A,COLLECT COD,1,Manufacturer#5,2-HIGH,3,TRUCK,4,0.08,24,Brand#54,19,MED CAN,41,180,33286.2425
F,F,A,TAKE BACK RETURN,3,Manufacturer#2,2-HIGH,4,MAIL,1,0.04,23,Brand#22,4,JUMBO BOX,33,181,28758.096
F,F,R,DELIVER IN PERSON,3,Manufacturer#2,5-LOW,4,MAIL,2,0.02,22,Brand#24,10,LG BAG,18,182,40639.689
F,F,R,COLLECT COD,3,Manufacturer#1,5-LOW,4,SHIP,1,0,7,Brand#12,10,SM PACK,32,182,13175.1984
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,3-MEDIUM,2,TRUCK,5,0.01,24,Brand#52,12,MED JAR,31,183,4480.4826
F,F,R,COLLECT COD,4,Manufacturer#1,3-MEDIUM,2,AIR,3,0.03,20,Brand#15,12,MED PACK,27,183,40939.9578
F,F,A,NONE,3,Manufacturer#1,2-HIGH,1,AIR,1,0.06,7,Brand#11,3,LG CAN,48,184,18408.528
F,F,R,COLLECT COD,3,Manufacturer#5,2-HIGH,1,REG AIR,2,0.06,7,Brand#54,3,SM CASE,17,184,8972.9046
F,F,A,NONE,3,Manufacturer#1,2-HIGH,4,SHIP,5,0.08,7,Brand#14,4,MED CASE,2,181,19767.06
F,F,A,NONE,1,Manufacturer#3,2-HIGH,4,SHIP,3,0.02,17,Brand#31,4,WRAP DRUM,25,181,34386.8895
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,2-HIGH,2,FOB,1,0.06,8,Brand#51,9,MED PKG,47,185,28980.909
F,F,N,COLLECT COD,1,Manufacturer#2,1-URGENT,0,AIR,1,0.02,2,Brand#21,16,JUMBO PKG,44,186,65176.47
F,F,A,DELIVER IN PERSON,0,Manufacturer#2,4-NOT SPECIFIED,4,REG AIR,4,0.07,15,Brand#25,10,LG JAR,36,187,53368.236
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,1-URGENT,4,SHIP,1,0.06,6,Brand#12,4,SM BAG,47,188,8361.444
F,F,A,COLLECT COD,3,Manufacturer#1,4-NOT SPECIFIED,4,AIR,5,0.05,7,Brand#15,10,LG DRUM,49,187,4105.5832
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,4-NOT SPECIFIED,4,REG AIR,3,0.05,8,Brand#13,10,WRAP PACK,34,189,14407.12
F,F,A,NONE,0,Manufacturer#4,4-NOT SPECIFIED,4,REG AIR,2,0.01,15,Brand#45,10,SM PKG,36,189,1167.648
F,F,A,NONE,4,Manufacturer#3,4-NOT SPECIFIED,1,TRUCK,2,0.04,13,Brand#32,2,MED DRUM,16,190,24122.538
F,F,A,TAKE BACK RETURN,0,Manufacturer#1,2-HIGH,1,TRUCK,5,0.07,16,Brand#11,3,SM PKG,26,191,10572.0615
F,F,A,TAKE BACK RETURN,4,Manufacturer#4,2-HIGH,1,REG AIR,2,0.01,20,Brand#45,3,SM PACK,40,191,6345.6915
F,F,A,NONE,0,Manufacturer#3,2-HIGH,1,SHIP,1,0,14,Brand#35,3,MED BOX,13,191,28276.5182
F,F,N,DELIVER IN PERSON,2,Manufacturer#5,2-HIGH,1,FOB,4,0.05,8,Brand#51,3,JUMBO BAG,35,191,29062.9449
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,2-HIGH,1,RAIL,3,0.06,21,Brand#25,3,JUMBO JAR,32,191,10756.6368
F,F,R,NONE,3,Manufacturer#5,5-LOW,3,TRUCK,2,0,22,Brand#52,23,WRAP JAR,39,192,26002.35
F,F,R,TAKE BACK RETURN,3,Manufacturer#2,5-LOW,3,RAIL,3,0.01,22,Brand#25,23,LG JAR,41,192,31920.525
F,F,A,NONE,2,Manufacturer#4,5-LOW,3,FOB,5,0,18,Brand#42,23,WRAP BOX,50,192,6933.0556
F,F,R,TAKE BACK RETURN,3,Manufacturer#4,2-HIGH,3,FOB,7,0.04,7,Brand#45,6,WRAP CASE,23,193,19643.232
F,F,A,TAKE BACK RETURN,3,Manufacturer#3,2-HIGH,3,SHIP,4,0,22,Brand#33,6,SM BOX,50,193,39325.041
F,F,R,COLLECT COD,2,Manufacturer#3,2-HIGH,3,TRUCK,3,0.06,9,Brand#35,6,WRAP DRUM,48,193,15083.0802
F,F,A,COLLECT COD,1,Manufacturer#5,4-NOT SPECIFIED,1,REG AIR,1,0,2,Brand#55,2,LG BAG,25,190,21887.9
F,F,A,NONE,3,Manufacturer#2,2-HIGH,4,MAIL,2,0,7,Brand#23,11,JUMBO BOX,38,194,39203.136
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,4-NOT SPECIFIED,2,RAIL,1,0.01,6,Brand#44,21,WRAP CASE,2,195,15218.5248
F,F,A,DELIVER IN PERSON,1,Manufacturer#2,4-NOT SPECIFIED,2,REG AIR,2,0.08,3,Brand#25,21,WRAP JAR,26,195,5419.26
F,F,A,DELIVER IN PERSON,4,Manufacturer#2,4-NOT SPECIFIED,2,SHIP,3,0.02,4,Brand#21,21,LG CASE,41,195,30452.175
F,F,R,COLLECT COD,4,Manufacturer#3,2-HIGH,4,REG AIR,1,0.04,11,Brand#31,11,SM CAN,40,194,9244.391
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,3-MEDIUM,0,TRUCK,1,0.01,11,Brand#21,14,LG CASE,29,196,66114.4848
F,F,R,TAKE BACK RETURN,3,Manufacturer#4,3-MEDIUM,0,TRUCK,2,0.03,7,Brand#43,14,JUMBO BAG,47,196,34950.609
F,F,A,NONE,3,Manufacturer#2,4-NOT SPECIFIED,3,AIR,5,0,23,Brand#22,7,MED BOX,17,197,39083.796
F,F,R,DELIVER IN PERSON,3,Manufacturer#3,4-NOT SPECIFIED,3,RAIL,6,0,23,Brand#34,7,SM BOX,13,197,50438.8764
F,F,R,COLLECT COD,2,Manufacturer#5,4-NOT SPECIFIED,3,FOB,3,0.04,21,Brand#52,7,WRAP CASE,5,197,45412.4286
F,F,N,COLLECT COD,4,Manufacturer#3,1-URGENT,3,REG AIR,1,0,11,Brand#35,19,JUMBO PKG,8,198,36157.817
F,F,R,COLLECT COD,2,Manufacturer#1,5-LOW,4,MAIL,1,0.08,8,Brand#14,4,LG BAG,31,199,7825.4154
F,F,R,NONE,2,Manufacturer#3,5-LOW,4,AIR,2,0.01,12,Brand#33,4,LG CAN,28,199,1582.3262
