o_orderstatus,sn_regionkey,p_mfgr,o_orderpriority,o_orderdate,l_shipinstruct,l_commitdate,cn_regionkey,l_shipdate,c_mktsegment,l_receiptdate,l_shipmode,p_retailprice,l_linenumber,l_tax,groupcol,aggcol
F,1,Manufacturer#3,2-HIGH,1992-12-05,COLLECT COD,1993-01-25,3,1993-02-27,HOUSEHOLD,1993-03-27,RAIL,1149.24,4,0.03,2,34132.428
F,0,Manufacturer#3,3-MEDIUM,1992-07-03,COLLECT COD,1992-09-24,4,1992-08-25,BUILDING,1992-09-18,MAIL,1711.81,1,0.04,2,44061.9894
F,0,Manufacturer#5,3-MEDIUM,1992-07-03,DELIVER IN PERSON,1992-09-10,4,1992-08-20,BUILDING,1992-09-05,MAIL,1582.68,3,0.03,2,12534.8256
F,1,Manufacturer#3,3-MEDIUM,1992-07-03,NONE,1992-09-14,4,1992-07-08,BUILDING,1992-07-18,TRUCK,922.02,4,0.02,1,30426.66
F,3,Manufacturer#3,3-MEDIUM,1992-07-03,TAKE BACK RETURN,1992-09-20,4,1992-08-07,BUILDING,1992-09-05,SHIP,1882.98,2,0.08,1,64397.916
F,2,Manufacturer#3,1-URGENT,1994-08-16,COLLECT COD,1994-11-05,0,1994-09-14,HOUSEHOLD,1994-09-21,FOB,1559.65,2,0.06,1,40550.9
F,4,Manufacturer#4,1-URGENT,1994-08-16,TAKE BACK RETURN,1994-10-25,0,1994-11-12,HOUSEHOLD,1994-11-25,AIR,939.03,1,0,2,28236.6321
F,0,Manufacturer#4,1-URGENT,1994-08-16,DELIVER IN PERSON,1994-10-29,0,1994-11-14,HOUSEHOLD,1994-11-26,TRUCK,978.07,3,0.06,1,11149.998
P,3,Manufacturer#1,1-URGENT,1995-04-14,TAKE BACK RETURN,1995-07-12,3,1995-04-23,FURNITURE,1995-05-10,MAIL,1491.59,3,0.01,2,12753.0945
P,2,Manufacturer#5,1-URGENT,1995-04-14,TAKE BACK RETURN,1995-06-17,3,1995-04-30,FURNITURE,1995-05-06,SHIP,1040.14,1,0.07,2,22883.08
P,2,Manufacturer#5,1-URGENT,1995-04-14,NONE,1995-05-29,3,1995-04-28,FURNITURE,1995-05-06,MAIL,906,5,0.07,2,4530
P,3,Manufacturer#5,1-URGENT,1995-04-14,NONE,1995-07-09,3,1995-04-28,FURNITURE,1995-05-03,REG AIR,1116.21,6,0.03,1,10045.89
P,4,Manufacturer#5,1-URGENT,1995-04-14,DELIVER IN PERSON,1995-07-08,3,1995-06-22,FURNITURE,1995-07-14,REG AIR,1066.16,2,0,0,44927.9824
P,3,Manufacturer#3,1-URGENT,1995-04-14,COLLECT COD,1995-06-12,3,1995-07-25,FURNITURE,1995-07-28,TRUCK,1099.19,4,0.08,0,34624.485
F,1,Manufacturer#1,2-HIGH,1993-06-13,COLLECT COD,1993-08-10,2,1993-07-08,AUTOMOBILE,1993-07-25,RAIL,1811.91,1,0.08,1,21905.9919
F,0,Manufacturer#1,2-HIGH,1993-06-13,NONE,1993-08-25,2,1993-08-16,AUTOMOBILE,1993-08-25,SHIP,1563.66,5,0.07,1,74320.7598
F,0,Manufacturer#5,2-HIGH,1993-06-13,TAKE BACK RETURN,1993-08-29,2,1993-08-12,AUTOMOBILE,1993-09-02,MAIL,1779.87,6,0.04,1,36024.5688
F,1,Manufacturer#5,2-HIGH,1993-06-13,DELIVER IN PERSON,1993-07-23,2,1993-09-19,AUTOMOBILE,1993-09-20,FOB,1539.63,7,0.01,1,16258.4928
F,4,Manufacturer#3,2-HIGH,1993-06-13,DELIVER IN PERSON,1993-08-18,2,1993-08-04,AUTOMOBILE,1993-08-13,TRUCK,1640.74,4,0.08,1,42659.24
F,3,Manufacturer#2,2-HIGH,1993-06-13,COLLECT COD,1993-07-16,2,1993-09-08,AUTOMOBILE,1993-10-03,FOB,941.04,2,0.02,1,9316.296
F,1,Manufacturer#1,2-HIGH,1993-06-13,NONE,1993-09-08,2,1993-06-25,AUTOMOBILE,1993-06-29,SHIP,1083.18,3,0.08,2,49284.69
O,1,Manufacturer#1,1-URGENT,1997-10-13,COLLECT COD,1997-12-03,0,1998-01-31,MACHINERY,1998-02-26,SHIP,1148.24,3,0,0,19634.904
O,1,Manufacturer#3,1-URGENT,1997-10-13,NONE,1997-11-28,0,1997-10-23,MACHINERY,1997-11-14,MAIL,916.01,4,0.02,0,18851.4858
O,2,Manufacturer#1,1-URGENT,1997-10-13,COLLECT COD,1997-12-01,0,1998-02-06,MACHINERY,1998-03-05,REG AIR,933.03,1,0.05,0,1828.7388
O,4,Manufacturer#5,1-URGENT,1997-10-13,TAKE BACK RETURN,1997-12-24,0,1997-11-04,MACHINERY,1997-11-10,SHIP,1871.97,2,0.08,0,56290.1379
O,2,Manufacturer#4,1-URGENT,1997-10-13,DELIVER IN PERSON,1997-12-28,0,1998-01-22,MACHINERY,1998-02-11,REG AIR,1164.26,5,0.04,0,25974.6406
F,2,Manufacturer#4,4-NOT SPECIFIED,1992-10-31,DELIVER IN PERSON,1992-12-17,0,1992-12-17,BUILDING,1993-01-14,RAIL,1797.89,1,0.05,2,15533.7696
F,2,Manufacturer#3,4-NOT SPECIFIED,1992-10-31,COLLECT COD,1993-01-03,0,1993-02-12,BUILDING,1993-03-04,MAIL,1459.55,3,0.05,2,40867.4
F,2,Manufacturer#3,4-NOT SPECIFIED,1992-10-31,NONE,1993-01-02,0,1992-11-15,BUILDING,1992-11-25,RAIL,1246.34,2,0.04,1,41104.2932
O,0,Manufacturer#1,1-URGENT,1995-09-15,TAKE BACK RETURN,1995-11-09,0,1995-10-26,AUTOMOBILE,1995-11-21,TRUCK,1290.38,1,0.02,0,25807.6
O,1,Manufacturer#5,1-URGENT,1995-09-15,NONE,1995-11-25,0,1995-09-23,AUTOMOBILE,1995-10-06,SHIP,1671.77,2,0.06,0,12036.744
O,3,Manufacturer#2,1-URGENT,1995-09-15,DELIVER IN PERSON,1995-12-02,0,1995-11-29,AUTOMOBILE,1995-12-19,TRUCK,1089.18,3,0.05,0,980.262
O,0,Manufacturer#3,2-HIGH,1995-04-30,TAKE BACK RETURN,1995-06-04,1,1995-07-17,HOUSEHOLD,1995-07-26,MAIL,912.01,3,0.08,0,14154.3952
O,2,Manufacturer#3,2-HIGH,1995-04-30,TAKE BACK RETURN,1995-07-12,1,1995-08-07,HOUSEHOLD,1995-09-06,TRUCK,1226.32,2,0.07,0,40345.928
O,1,Manufacturer#4,2-HIGH,1995-04-30,NONE,1995-07-29,1,1995-08-22,HOUSEHOLD,1995-09-14,TRUCK,1668.76,1,0.02,0,44522.5168
F,2,Manufacturer#5,2-HIGH,1994-04-25,COLLECT COD,1994-07-02,3,1994-05-27,FURNITURE,1994-05-30,MAIL,1854.95,2,0.06,2,48414.195
F,3,Manufacturer#2,2-HIGH,1994-04-25,TAKE BACK RETURN,1994-07-24,3,1994-08-14,FURNITURE,1994-09-09,FOB,1339.43,1,0.04,1,1218.8813
F,4,Manufacturer#2,2-HIGH,1994-04-25,NONE,1994-05-25,3,1994-05-29,FURNITURE,1994-06-24,AIR,1853.95,4,0.01,1,48054.384
F,0,Manufacturer#5,2-HIGH,1994-04-25,COLLECT COD,1994-06-01,3,1994-04-28,FURNITURE,1994-05-25,SHIP,1703.8,3,0.02,1,77522.9
F,1,Manufacturer#5,5-LOW,1994-12-06,DELIVER IN PERSON,1995-01-22,2,1995-02-28,HOUSEHOLD,1995-03-03,TRUCK,1680.77,1,0.06,1,75046.3805
F,0,Manufacturer#3,5-LOW,1994-12-06,DELIVER IN PERSON,1995-01-12,2,1995-02-19,HOUSEHOLD,1995-02-25,AIR,1379.47,4,0.01,2,36404.2133
F,3,Manufacturer#3,5-LOW,1994-12-06,NONE,1995-02-26,2,1995-01-27,HOUSEHOLD,1995-02-01,TRUCK,1017.11,3,0.02,2,38446.758
F,0,Manufacturer#1,5-LOW,1994-12-06,NONE,1995-01-17,2,1994-12-20,HOUSEHOLD,1994-12-30,SHIP,1374.47,5,0.01,2,40904.2272
F,3,Manufacturer#4,5-LOW,1994-12-06,TAKE BACK RETURN,1995-03-01,2,1994-12-26,HOUSEHOLD,1995-01-06,REG AIR,951.05,2,0.08,1,30814.02
F,0,Manufacturer#2,2-HIGH,1994-10-21,TAKE BACK RETURN,1994-12-10,0,1994-11-13,BUILDING,1994-12-09,AIR,1666.76,2,0.01,2,26351.4756
F,1,Manufacturer#3,2-HIGH,1994-10-21,COLLECT COD,1994-12-04,0,1994-11-11,BUILDING,1994-11-19,TRUCK,1041.14,5,0.01,2,30016.0662
F,1,Manufacturer#3,2-HIGH,1994-10-21,TAKE BACK RETURN,1994-11-24,0,1994-11-10,BUILDING,1994-11-19,MAIL,1604.7,1,0.08,2,23621.184
F,0,Manufacturer#4,2-HIGH,1994-10-21,COLLECT COD,1994-12-12,0,1994-11-29,BUILDING,1994-12-14,AIR,1313.41,4,0.06,1,14972.874
F,2,Manufacturer#2,2-HIGH,1994-10-21,COLLECT COD,1994-12-08,0,1995-01-23,BUILDING,1995-02-09,AIR,1205.3,3,0.03,1,28830.776
O,0,Manufacturer#4,3-MEDIUM,1996-06-18,NONE,1996-08-18,4,1996-08-16,HOUSEHOLD,1996-09-10,FOB,1378.47,4,0.03,0,13509.006
O,2,Manufacturer#4,3-MEDIUM,1996-06-18,COLLECT COD,1996-09-15,4,1996-08-06,HOUSEHOLD,1996-08-23,SHIP,1059.15,2,0.04,0,36699.5475
O,3,Manufacturer#5,3-MEDIUM,1996-06-18,NONE,1996-09-01,4,1996-08-01,HOUSEHOLD,1996-08-30,FOB,1072.17,3,0.05,0,51485.6034
O,3,Manufacturer#4,3-MEDIUM,1996-06-18,TAKE BACK RETURN,1996-08-28,4,1996-07-13,HOUSEHOLD,1996-08-06,SHIP,1732.83,1,0.03,0,48034.0476
O,1,Manufacturer#5,4-NOT SPECIFIED,1995-10-21,DELIVER IN PERSON,1995-11-22,3,1995-11-29,FURNITURE,1995-12-18,FOB,1099.19,4,0,0,4045.0192
O,1,Manufacturer#2,4-NOT SPECIFIED,1995-10-21,COLLECT COD,1996-01-07,3,1995-10-22,FURNITURE,1995-11-01,MAIL,1022.12,3,0.08,0,12224.5552
O,1,Manufacturer#4,4-NOT SPECIFIED,1995-10-21,COLLECT COD,1995-12-31,3,1995-11-04,FURNITURE,1995-11-08,SHIP,1855.95,2,0.02,0,21380.544
O,0,Manufacturer#4,4-NOT SPECIFIED,1995-10-21,DELIVER IN PERSON,1995-11-22,3,1995-11-27,FURNITURE,1995-12-08,TRUCK,1494.59,1,0.05,0,26409.4053
O,3,Manufacturer#2,4-NOT SPECIFIED,1995-10-21,TAKE BACK RETURN,1996-01-02,3,1995-11-28,FURNITURE,1995-12-20,REG AIR,1838.93,5,0.07,0,57006.83
F,0,Manufacturer#3,4-NOT SPECIFIED,1994-10-02,COLLECT COD,1994-11-27,4,1994-10-20,BUILDING,1994-11-04,SHIP,1413.51,1,0.05,1,11081.9184
F,0,Manufacturer#3,4-NOT SPECIFIED,1994-10-02,TAKE BACK RETURN,1994-12-13,4,1994-12-16,BUILDING,1995-01-08,REG AIR,903,2,0.05,2,26819.1
F,3,Manufacturer#2,1-URGENT,1992-05-15,TAKE BACK RETURN,1992-07-17,1,1992-07-13,HOUSEHOLD,1992-07-17,REG AIR,1315.41,4,0.08,1,52484.859
F,3,Manufacturer#1,1-URGENT,1992-05-15,COLLECT COD,1992-07-13,1,1992-08-15,HOUSEHOLD,1992-09-05,TRUCK,1659.75,2,0.06,1,15435.675
F,2,Manufacturer#2,1-URGENT,1992-05-15,TAKE BACK RETURN,1992-07-31,1,1992-05-17,HOUSEHOLD,1992-06-13,AIR,1168.26,3,0.03,1,41286.3084
F,0,Manufacturer#5,1-URGENT,1992-05-15,COLLECT COD,1992-08-04,1,1992-09-05,HOUSEHOLD,1992-09-21,FOB,1463.56,1,0.01,2,23636.494
F,2,Manufacturer#5,1-URGENT,1992-05-15,NONE,1992-08-06,1,1992-07-25,HOUSEHOLD,1992-08-20,AIR,1372.47,5,0.08,1,58426.0479
F,2,Manufacturer#4,2-HIGH,1993-04-18,DELIVER IN PERSON,1993-05-25,2,1993-08-15,HOUSEHOLD,1993-08-26,REG AIR,1564.66,3,0.05,2,1564.66
F,0,Manufacturer#2,2-HIGH,1993-04-18,COLLECT COD,1993-06-23,2,1993-06-11,HOUSEHOLD,1993-06-26,FOB,1873.97,2,0.01,2,1780.2715
F,4,Manufacturer#1,2-HIGH,1993-04-18,DELIVER IN PERSON,1993-06-13,2,1993-06-21,HOUSEHOLD,1993-07-18,REG AIR,1879.97,1,0.04,2,48879.22
O,1,Manufacturer#3,3-MEDIUM,1996-08-10,DELIVER IN PERSON,1996-09-16,4,1996-11-09,HOUSEHOLD,1996-11-29,MAIL,1458.55,6,0.08,0,7963.683
O,4,Manufacturer#3,3-MEDIUM,1996-08-10,NONE,1996-09-21,4,1996-12-02,HOUSEHOLD,1996-12-18,REG AIR,1135.23,1,0,0,41322.372
O,1,Manufacturer#5,3-MEDIUM,1996-08-10,TAKE BACK RETURN,1996-11-05,4,1996-10-14,HOUSEHOLD,1996-10-15,FOB,1019.11,5,0.02,0,2904.4635
O,3,Manufacturer#2,3-MEDIUM,1996-08-10,COLLECT COD,1996-10-28,4,1996-09-07,HOUSEHOLD,1996-09-23,AIR,1884.98,3,0.05,0,53175.2858
O,0,Manufacturer#4,3-MEDIUM,1996-08-10,DELIVER IN PERSON,1996-09-19,4,1996-09-16,HOUSEHOLD,1996-09-26,MAIL,980.08,2,0.06,0,36066.944
O,4,Manufacturer#5,3-MEDIUM,1996-08-10,TAKE BACK RETURN,1996-10-17,4,1996-11-25,HOUSEHOLD,1996-12-12,FOB,1893.99,4,0,0,86365.944
P,2,Manufacturer#1,2-HIGH,1995-06-06,DELIVER IN PERSON,1995-08-01,0,1995-06-19,AUTOMOBILE,1995-07-06,TRUCK,1352.45,2,0.03,0,1257.7785
P,3,Manufacturer#1,2-HIGH,1995-06-06,DELIVER IN PERSON,1995-08-29,0,1995-09-11,AUTOMOBILE,1995-09-19,MAIL,1038.13,4,0.06,0,30521.022
P,0,Manufacturer#4,2-HIGH,1995-06-06,NONE,1995-08-05,0,1995-08-24,AUTOMOBILE,1995-08-27,REG AIR,1245.34,3,0.02,0,49801.1466
P,4,Manufacturer#2,2-HIGH,1995-06-06,TAKE BACK RETURN,1995-08-30,0,1995-06-11,AUTOMOBILE,1995-07-05,RAIL,973.07,1,0.06,3,23645.601
P,0,Manufacturer#2,2-HIGH,1995-06-06,TAKE BACK RETURN,1995-07-11,0,1995-09-12,AUTOMOBILE,1995-09-21,TRUCK,1355.45,5,0.01,0,11101.1355
F,2,Manufacturer#1,2-HIGH,1993-06-18,TAKE BACK RETURN,1993-09-07,3,1993-10-03,MACHINERY,1993-10-21,MAIL,1442.54,1,0.06,2,65029.7032
F,3,Manufacturer#2,2-HIGH,1993-06-18,NONE,1993-09-04,3,1993-10-03,MACHINERY,1993-10-09,FOB,1232.33,4,0.05,1,37709.298
F,2,Manufacturer#3,2-HIGH,1993-06-18,COLLECT COD,1993-08-07,3,1993-06-26,MACHINERY,1993-07-20,RAIL,1046.14,7,0.04,1,34648.1568
F,1,Manufacturer#5,2-HIGH,1993-06-18,TAKE BACK RETURN,1993-08-23,3,1993-07-27,MACHINERY,1993-08-26,AIR,1157.25,3,0.03,1,25285.9125
F,2,Manufacturer#3,2-HIGH,1993-06-18,COLLECT COD,1993-07-23,3,1993-09-11,MACHINERY,1993-09-22,SHIP,1150.24,5,0.03,1,13388.7936
F,4,Manufacturer#4,2-HIGH,1993-06-18,NONE,1993-08-02,3,1993-09-23,MACHINERY,1993-10-06,MAIL,1136.23,6,0.01,2,3101.9079
F,2,Manufacturer#4,2-HIGH,1993-06-18,TAKE BACK RETURN,1993-09-08,3,1993-08-18,MACHINERY,1993-08-24,REG AIR,1611.71,2,0.02,1,44870.0064
F,3,Manufacturer#2,4-NOT SPECIFIED,1995-01-22,TAKE BACK RETURN,1995-03-07,1,1995-05-22,FURNITURE,1995-05-24,RAIL,1215.31,1,0.08,1,12833.6736
F,1,Manufacturer#5,4-NOT SPECIFIED,1995-01-22,NONE,1995-03-27,1,1995-05-14,FURNITURE,1995-06-06,MAIL,1724.82,2,0.06,1,19042.0128
F,1,Manufacturer#2,5-LOW,1994-07-15,NONE,1994-10-12,2,1994-08-08,FURNITURE,1994-08-31,SHIP,1021.12,4,0.03,2,27570.24
F,2,Manufacturer#4,5-LOW,1994-07-15,NONE,1994-09-01,2,1994-08-08,FURNITURE,1994-09-07,RAIL,1567.66,1,0.08,1,31933.2342
F,0,Manufacturer#2,5-LOW,1994-07-15,TAKE BACK RETURN,1994-09-12,2,1994-10-02,FURNITURE,1994-10-15,RAIL,1068.16,3,0.06,1,22089.5488
F,2,Manufacturer#4,5-LOW,1994-07-15,TAKE BACK RETURN,1994-10-04,2,1994-07-22,FURNITURE,1994-07-31,TRUCK,1224.32,2,0.01,1,21401.1136
O,2,Manufacturer#5,3-MEDIUM,1996-12-24,DELIVER IN PERSON,1997-02-23,4,1997-03-17,BUILDING,1997-03-18,REG AIR,1111.21,4,0.08,0,4089.2528
O,0,Manufacturer#4,3-MEDIUM,1996-12-24,COLLECT COD,1997-01-24,4,1997-04-11,BUILDING,1997-04-19,MAIL,1718.81,6,0.08,0,64352.2464
O,3,Manufacturer#3,3-MEDIUM,1996-12-24,NONE,1997-02-09,4,1997-04-24,BUILDING,1997-05-08,RAIL,1243.34,7,0.01,0,46749.584
O,0,Manufacturer#4,3-MEDIUM,1996-12-24,DELIVER IN PERSON,1997-02-21,4,1997-01-28,BUILDING,1997-02-21,MAIL,1812.91,3,0.06,0,8158.095
O,1,Manufacturer#2,3-MEDIUM,1996-12-24,DELIVER IN PERSON,1997-03-01,4,1997-01-12,BUILDING,1997-02-06,TRUCK,1564.66,5,0.08,0,71332.8494
O,1,Manufacturer#4,3-MEDIUM,1996-12-24,NONE,1997-02-21,4,1997-04-01,BUILDING,1997-04-21,TRUCK,1519.61,1,0.04,0,58353.024
O,4,Manufacturer#5,3-MEDIUM,1996-12-24,COLLECT COD,1997-02-10,4,1997-03-27,BUILDING,1997-04-22,REG AIR,1111.21,2,0.07,0,43737.2256
F,2,Manufacturer#5,5-LOW,1994-09-25,TAKE BACK RETURN,1994-10-30,2,1994-10-13,MACHINERY,1994-10-26,SHIP,1864.96,6,0.06,2,29242.5728
F,0,Manufacturer#4,5-LOW,1994-09-25,COLLECT COD,1994-10-30,2,1994-10-14,MACHINERY,1994-10-21,SHIP,1137.23,3,0.08,2,24564.168
F,3,Manufacturer#4,5-LOW,1994-09-25,TAKE BACK RETURN,1994-12-14,2,1995-01-23,MACHINERY,1995-01-30,MAIL,1883.98,5,0.03,2,27977.103
F,2,Manufacturer#2,5-LOW,1994-09-25,COLLECT COD,1994-12-10,2,1994-12-16,MACHINERY,1995-01-05,RAIL,1474.57,1,0.01,2,2713.2088
F,2,Manufacturer#4,5-LOW,1994-09-25,DELIVER IN PERSON,1994-12-08,2,1994-12-08,MACHINERY,1995-01-05,AIR,1198.29,4,0.02,1,31874.514
F,2,Manufacturer#3,5-LOW,1994-09-25,DELIVER IN PERSON,1994-11-12,2,1994-10-20,MACHINERY,1994-11-10,REG AIR,1842.94,2,0.02,1,33615.2256
F,2,Manufacturer#4,4-NOT SPECIFIED,1993-07-15,NONE,1993-09-07,3,1993-07-24,MACHINERY,1993-08-06,RAIL,1732.83,1,0.07,2,3327.0336
F,1,Manufacturer#4,4-NOT SPECIFIED,1993-07-15,DELIVER IN PERSON,1993-09-08,3,1993-10-16,MACHINERY,1993-11-05,SHIP,1547.64,2,0,2,44432.7444
F,4,Manufacturer#4,1-URGENT,1993-07-20,NONE,1993-09-27,4,1993-08-31,BUILDING,1993-09-15,AIR,1866.96,4,0.06,2,65866.3488
F,1,Manufacturer#5,1-URGENT,1993-07-20,NONE,1993-09-09,4,1993-07-31,BUILDING,1993-08-21,REG AIR,1503.6,7,0.07,1,26794.152
F,4,Manufacturer#1,1-URGENT,1993-07-20,TAKE BACK RETURN,1993-09-26,4,1993-07-30,BUILDING,1993-08-12,RAIL,1183.28,5,0.07,2,17394.216
F,0,Manufacturer#4,1-URGENT,1993-07-20,DELIVER IN PERSON,1993-09-28,4,1993-11-04,BUILDING,1993-12-01,TRUCK,1718.81,2,0.03,2,25850.9024
F,0,Manufacturer#1,1-URGENT,1993-07-20,DELIVER IN PERSON,1993-09-26,4,1993-09-21,BUILDING,1993-10-06,MAIL,1275.37,1,0.06,2,11478.33
F,1,Manufacturer#1,1-URGENT,1993-07-20,TAKE BACK RETURN,1993-09-08,4,1993-08-29,BUILDING,1993-09-23,SHIP,1859.95,6,0.02,2,26783.28
F,0,Manufacturer#2,1-URGENT,1993-07-20,DELIVER IN PERSON,1993-10-07,4,1993-10-10,BUILDING,1993-10-21,FOB,1056.15,3,0.05,2,36732.897
O,2,Manufacturer#5,1-URGENT,1995-08-03,NONE,1995-09-24,1,1995-08-27,MACHINERY,1995-09-09,FOB,1512.61,1,0.03,0,7109.267
O,3,Manufacturer#5,1-URGENT,1995-08-03,DELIVER IN PERSON,1995-10-31,1,1995-11-29,MACHINERY,1995-12-11,AIR,1694.79,2,0.04,0,22032.27
O,3,Manufacturer#4,1-URGENT,1995-08-03,DELIVER IN PERSON,1995-10-06,1,1995-11-16,MACHINERY,1995-11-30,FOB,995.09,4,0.08,0,20827.2337
O,0,Manufacturer#3,1-URGENT,1995-08-03,NONE,1995-09-14,1,1995-10-27,MACHINERY,1995-11-10,REG AIR,1010.11,5,0,0,4596.0005
O,3,Manufacturer#2,1-URGENT,1995-08-03,COLLECT COD,1995-10-02,1,1995-11-26,MACHINERY,1995-12-14,FOB,1059.15,6,0.02,0,51368.775
O,3,Manufacturer#1,1-URGENT,1995-08-03,DELIVER IN PERSON,1995-09-24,1,1995-08-09,MACHINERY,1995-08-16,AIR,1065.16,3,0.03,0,34511.184
F,1,Manufacturer#3,4-NOT SPECIFIED,1994-08-22,COLLECT COD,1994-09-23,2,1994-11-02,AUTOMOBILE,1994-11-15,AIR,1748.84,1,0.01,1,30534.7464
F,3,Manufacturer#3,4-NOT SPECIFIED,1994-08-22,TAKE BACK RETURN,1994-09-23,2,1994-12-08,AUTOMOBILE,1995-01-03,SHIP,1784.88,3,0.07,2,40641.7176
F,1,Manufacturer#4,4-NOT SPECIFIED,1994-08-22,NONE,1994-11-04,2,1994-10-26,AUTOMOBILE,1994-11-03,REG AIR,1717.81,2,0.06,1,51122.0256
O,1,Manufacturer#2,1-URGENT,1996-02-20,COLLECT COD,1996-04-18,4,1996-05-06,HOUSEHOLD,1996-06-05,SHIP,1755.85,1,0.05,0,30692.258
O,0,Manufacturer#1,1-URGENT,1996-02-20,COLLECT COD,1996-05-13,4,1996-04-28,HOUSEHOLD,1996-04-30,FOB,1331.43,3,0,0,17335.2186
O,1,Manufacturer#2,1-URGENT,1996-02-20,DELIVER IN PERSON,1996-04-26,4,1996-03-30,HOUSEHOLD,1996-04-04,TRUCK,973.07,4,0,0,18682.944
O,1,Manufacturer#5,1-URGENT,1996-02-20,DELIVER IN PERSON,1996-04-04,4,1996-05-17,HOUSEHOLD,1996-06-13,REG AIR,1869.96,2,0.08,0,46188.012
O,3,Manufacturer#3,1-URGENT,1997-11-04,TAKE BACK RETURN,1998-01-14,0,1998-02-22,HOUSEHOLD,1998-03-12,AIR,1135.23,2,0.02,0,33421.1712
O,2,Manufacturer#5,1-URGENT,1997-11-04,NONE,1998-01-24,0,1997-11-25,HOUSEHOLD,1997-12-07,RAIL,1854.95,7,0.05,0,51196.62
O,1,Manufacturer#3,1-URGENT,1997-11-04,TAKE BACK RETURN,1998-01-18,0,1997-11-14,HOUSEHOLD,1997-12-06,RAIL,1523.62,6,0.05,0,8958.8856
O,1,Manufacturer#3,1-URGENT,1997-11-04,TAKE BACK RETURN,1998-01-07,0,1997-11-13,HOUSEHOLD,1997-11-24,RAIL,1050.15,3,0.03,0,47382.768
O,3,Manufacturer#2,1-URGENT,1997-11-04,DELIVER IN PERSON,1997-12-28,0,1998-01-21,HOUSEHOLD,1998-02-13,REG AIR,1900.99,5,0.05,0,88453.0647
O,0,Manufacturer#4,1-URGENT,1997-11-04,TAKE BACK RETURN,1998-01-03,0,1997-11-09,HOUSEHOLD,1997-12-01,AIR,922.02,1,0.08,0,41140.5324
O,3,Manufacturer#1,1-URGENT,1997-11-04,COLLECT COD,1997-12-09,0,1998-03-01,HOUSEHOLD,1998-03-10,SHIP,915.01,4,0.07,0,34889.3313
F,1,Manufacturer#3,4-NOT SPECIFIED,1993-12-10,DELIVER IN PERSON,1994-02-02,1,1994-01-10,AUTOMOBILE,1994-02-02,MAIL,1279.37,1,0.07,2,48616.06
O,2,Manufacturer#1,4-NOT SPECIFIED,1996-01-05,NONE,1996-02-04,3,1996-02-19,FURNITURE,1996-03-03,FOB,1381.48,3,0.03,0,61006.1568
O,0,Manufacturer#5,4-NOT SPECIFIED,1996-01-05,DELIVER IN PERSON,1996-03-13,3,1996-01-30,FURNITURE,1996-02-07,REG AIR,1102.2,2,0.06,0,39117.078
O,2,Manufacturer#5,4-NOT SPECIFIED,1996-01-05,COLLECT COD,1996-03-24,3,1996-04-26,FURNITURE,1996-05-25,RAIL,1054.15,5,0.03,0,33743.3415
O,3,Manufacturer#5,4-NOT SPECIFIED,1996-01-05,COLLECT COD,1996-03-01,3,1996-04-25,FURNITURE,1996-05-25,TRUCK,1131.23,6,0.05,0,36923.3472
O,2,Manufacturer#5,4-NOT SPECIFIED,1996-01-05,DELIVER IN PERSON,1996-02-25,3,1996-02-21,FURNITURE,1996-03-04,REG AIR,1472.57,1,0.01,0,60964.398
O,3,Manufacturer#4,4-NOT SPECIFIED,1996-01-05,TAKE BACK RETURN,1996-03-20,3,1996-02-04,FURNITURE,1996-02-06,TRUCK,1178.27,4,0.08,0,34169.83
F,3,Manufacturer#5,3-MEDIUM,1994-09-19,NONE,1994-12-11,3,1994-11-28,BUILDING,1994-12-07,MAIL,1624.72,1,0.02,2,41235.3936
F,0,Manufacturer#2,1-URGENT,1992-04-13,TAKE BACK RETURN,1992-07-05,3,1992-08-10,MACHINERY,1992-08-23,REG AIR,1091.19,1,0.03,1,7256.4135
O,0,Manufacturer#3,1-URGENT,1997-01-24,NONE,1997-03-23,4,1997-04-10,BUILDING,1997-04-23,MAIL,1123.22,1,0.05,0,51218.832
O,4,Manufacturer#3,1-URGENT,1997-01-24,NONE,1997-03-23,4,1997-03-22,BUILDING,1997-04-18,FOB,1418.51,2,0.06,0,52201.168
O,4,Manufacturer#3,1-URGENT,1997-01-24,NONE,1997-04-22,4,1997-04-02,BUILDING,1997-04-05,TRUCK,1212.31,3,0.01,0,9407.5256
O,3,Manufacturer#4,4-NOT SPECIFIED,1996-08-25,NONE,1996-11-11,0,1996-12-16,FURNITURE,1997-01-15,RAIL,1486.58,1,0,0,55360.2392
F,0,Manufacturer#5,3-MEDIUM,1993-08-14,DELIVER IN PERSON,1993-10-06,2,1993-11-09,AUTOMOBILE,1993-11-11,AIR,913.01,1,0.01,1,37762.0936
F,0,Manufacturer#5,3-MEDIUM,1993-08-14,NONE,1993-11-01,2,1993-09-24,AUTOMOBILE,1993-10-16,RAIL,1156.25,2,0.08,1,14892.5
F,3,Manufacturer#5,4-NOT SPECIFIED,1993-04-21,DELIVER IN PERSON,1993-07-20,0,1993-07-05,BUILDING,1993-07-12,TRUCK,1550.65,2,0.04,1,36471.288
F,2,Manufacturer#5,4-NOT SPECIFIED,1993-04-21,COLLECT COD,1993-07-13,0,1993-06-15,BUILDING,1993-07-15,AIR,1696.79,1,0.04,1,11639.9794
