l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,o_orderdate,l_commitdate,groupcol,aggcol
O,O,N,NONE,3,Manufacturer#1,5-LOW,1,HOUSEHOLD,TRUCK,1,0.01,1997-07-04,1997-08-11,5,10548.603
F,F,R,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,4,MACHINERY,TRUCK,1,0.04,1992-01-20,1992-03-01,3,7410.5
O,O,N,NONE,3,Manufacturer#1,5-LOW,1,FURNITURE,AIR,7,0.08,1995-07-01,1995-08-21,2,874.25
F,F,R,DELIVER IN PERSON,2,Manufacturer#2,5-LOW,3,HOUSEHOLD,TRUCK,3,0.05,1994-01-14,1994-04-07,0,14235.2288
F,F,A,TAKE BACK RETURN,0,Manufacturer#4,1-URGENT,4,AUTOMOBILE,FOB,6,0.05,1994-05-04,1994-07-23,0,24190.3706
F,F,R,COLLECT COD,0,Manufacturer#1,5-LOW,0,BUILDING,SHIP,3,0.01,1994-08-27,1994-11-11,0,18170.229
F,F,R,DELIVER IN PERSON,2,Manufacturer#5,3-MEDIUM,1,AUTOMOBILE,MAIL,3,0.07,1995-01-25,1995-03-11,2,31063.6
O,O,N,TAKE BACK RETURN,2,Manufacturer#1,4-NOT SPECIFIED,1,FURNITURE,SHIP,5,0.03,1997-03-20,1997-06-12,5,22288.6136
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,2-HIGH,1,BUILDING,RAIL,1,0.07,1993-05-05,1993-07-26,6,22043.4336
O,O,N,NONE,0,Manufacturer#3,3-MEDIUM,4,BUILDING,AIR,4,0.01,1996-09-06,1996-11-01,1,26781.192
O,O,N,NONE,0,Manufacturer#1,2-HIGH,0,MACHINERY,AIR,6,0.03,1997-09-03,1997-11-15,5,21339.3171
O,O,N,NONE,3,Manufacturer#4,1-URGENT,1,BUILDING,TRUCK,4,0.07,1997-01-30,1997-03-24,5,53274.7022
O,O,N,DELIVER IN PERSON,3,Manufacturer#4,2-HIGH,0,FURNITURE,FOB,4,0,1997-11-20,1998-01-07,5,13813.6712
F,F,A,COLLECT COD,3,Manufacturer#4,3-MEDIUM,1,BUILDING,RAIL,1,0.01,1994-04-02,1994-05-28,0,38637.744
O,O,N,NONE,0,Manufacturer#2,5-LOW,2,FURNITURE,RAIL,7,0.05,1996-09-19,1996-10-28,1,6303.15
O,O,N,NONE,3,Manufacturer#4,4-NOT SPECIFIED,3,FURNITURE,RAIL,5,0,1997-12-07,1998-02-12,5,21676.3848
F,F,R,DELIVER IN PERSON,0,Manufacturer#5,5-LOW,4,HOUSEHOLD,AIR,1,0.03,1992-08-20,1992-10-30,3,41910.6874
F,F,R,DELIVER IN PERSON,0,Manufacturer#3,5-LOW,4,HOUSEHOLD,TRUCK,1,0.07,1993-07-27,1993-08-31,6,27094.8582
F,F,A,COLLECT COD,0,Manufacturer#1,4-NOT SPECIFIED,2,AUTOMOBILE,RAIL,3,0.01,1992-05-16,1992-07-09,3,41509.6704
O,O,N,COLLECT COD,2,Manufacturer#2,2-HIGH,2,FURNITURE,FOB,6,0.06,1997-05-08,1997-06-17,5,40986.572
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,4-NOT SPECIFIED,1,FURNITURE,TRUCK,2,0.06,1994-12-23,1995-03-01,0,4549.788
F,F,R,NONE,2,Manufacturer#2,5-LOW,2,AUTOMOBILE,SHIP,2,0.06,1992-08-05,1992-09-18,3,18134.0096
O,O,N,NONE,2,Manufacturer#3,2-HIGH,1,AUTOMOBILE,SHIP,2,0.05,1995-11-12,1995-12-24,2,45926.7144
O,O,N,TAKE BACK RETURN,2,Manufacturer#4,5-LOW,1,BUILDING,RAIL,5,0.05,1996-01-12,1996-03-24,1,20575.5
O,O,N,TAKE BACK RETURN,4,Manufacturer#4,4-NOT SPECIFIED,3,HOUSEHOLD,RAIL,4,0,1997-08-17,1997-09-20,5,17579.4336
O,O,N,COLLECT COD,0,Manufacturer#2,2-HIGH,1,MACHINERY,FOB,2,0.01,1996-07-11,1996-09-09,1,5811.566
F,F,A,COLLECT COD,1,Manufacturer#2,3-MEDIUM,3,FURNITURE,FOB,1,0.07,1993-05-31,1993-08-11,6,35442.4
O,O,N,NONE,1,Manufacturer#1,2-HIGH,0,BUILDING,FOB,4,0.06,1997-07-30,1997-09-10,5,7406.217
O,O,N,COLLECT COD,3,Manufacturer#2,2-HIGH,3,MACHINERY,RAIL,6,0.06,1995-07-06,1995-10-02,2,862.544
O,O,N,COLLECT COD,1,Manufacturer#1,2-HIGH,3,MACHINERY,SHIP,7,0.03,1995-07-06,1995-08-11,2,36216.406
O,O,N,DELIVER IN PERSON,2,Manufacturer#4,2-HIGH,3,MACHINERY,SHIP,1,0.06,1995-07-06,1995-10-04,2,16838.0325
O,O,N,NONE,2,Manufacturer#5,4-NOT SPECIFIED,0,FURNITURE,AIR,1,0.02,1998-04-15,1998-05-27,4,647.66
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,1,HOUSEHOLD,SHIP,5,0.07,1992-09-25,1992-12-06,3,5504.7153
F,F,A,DELIVER IN PERSON,0,Manufacturer#3,5-LOW,3,FURNITURE,FOB,2,0.05,1994-07-14,1994-10-04,0,2666.7795
F,F,R,NONE,3,Manufacturer#3,4-NOT SPECIFIED,2,MACHINERY,RAIL,1,0.04,1994-04-05,1994-06-15,0,51421.1952
O,O,N,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,1,MACHINERY,TRUCK,6,0.03,1998-07-22,1998-09-02,4,7993.7072
O,P,N,NONE,3,Manufacturer#4,4-NOT SPECIFIED,0,AUTOMOBILE,MAIL,1,0.05,1995-04-16,1995-05-24,2,-807.69
O,O,N,TAKE BACK RETURN,3,Manufacturer#2,3-MEDIUM,2,FURNITURE,SHIP,2,0.08,1997-06-21,1997-09-18,5,16310.973
O,O,N,NONE,0,Manufacturer#3,2-HIGH,2,AUTOMOBILE,SHIP,1,0.07,1997-05-20,1997-08-11,5,1517.2995
F,F,A,TAKE BACK RETURN,2,Manufacturer#2,2-HIGH,2,AUTOMOBILE,MAIL,5,0.04,1994-08-24,1994-11-18,0,11911.2192
F,F,A,NONE,0,Manufacturer#3,2-HIGH,2,AUTOMOBILE,MAIL,7,0.07,1994-08-24,1994-11-07,0,4022.34
F,F,R,DELIVER IN PERSON,2,Manufacturer#2,3-MEDIUM,0,HOUSEHOLD,TRUCK,3,0.03,1993-02-16,1993-04-14,6,21994.6646
O,O,N,COLLECT COD,2,Manufacturer#2,5-LOW,2,FURNITURE,TRUCK,2,0.05,1997-01-18,1997-03-18,5,45581.328
F,F,R,DELIVER IN PERSON,1,Manufacturer#4,2-HIGH,2,MACHINERY,RAIL,3,0.01,1993-08-05,1993-09-10,6,1967.3038
O,O,N,TAKE BACK RETURN,1,Manufacturer#3,3-MEDIUM,1,HOUSEHOLD,FOB,1,0.08,1997-05-11,1997-07-12,5,22857.4656
O,O,N,NONE,0,Manufacturer#5,1-URGENT,2,BUILDING,AIR,6,0.05,1997-09-30,1997-11-09,5,14561.1172
F,F,R,COLLECT COD,3,Manufacturer#2,3-MEDIUM,2,MACHINERY,AIR,6,0.08,1993-08-02,1993-09-10,6,28396.0992
F,F,R,NONE,1,Manufacturer#2,3-MEDIUM,2,MACHINERY,MAIL,2,0.01,1993-08-02,1993-09-29,6,1646.5792
F,F,A,COLLECT COD,1,Manufacturer#1,3-MEDIUM,0,AUTOMOBILE,FOB,3,0,1992-11-29,1993-02-02,3,32029.0971
F,F,A,NONE,3,Manufacturer#5,1-URGENT,4,AUTOMOBILE,RAIL,1,0.02,1994-10-30,1994-12-25,0,28550.6592
F,F,R,NONE,0,Manufacturer#2,5-LOW,4,HOUSEHOLD,REG AIR,6,0.07,1994-01-25,1994-04-25,0,22297.3286
O,O,N,TAKE BACK RETURN,0,Manufacturer#2,4-NOT SPECIFIED,0,BUILDING,FOB,7,0.02,1996-06-09,1996-07-12,1,26357.9288
O,O,N,TAKE BACK RETURN,2,Manufacturer#2,4-NOT SPECIFIED,0,BUILDING,REG AIR,4,0.02,1996-06-09,1996-08-23,1,39333.096
O,O,N,NONE,0,Manufacturer#5,2-HIGH,4,BUILDING,AIR,3,0.06,1995-04-24,1995-06-09,2,1554.637
F,F,A,TAKE BACK RETURN,1,Manufacturer#4,3-MEDIUM,2,MACHINERY,SHIP,2,0.03,1992-06-17,1992-07-25,3,686.46
F,F,A,COLLECT COD,2,Manufacturer#4,3-MEDIUM,2,MACHINERY,AIR,4,0,1992-06-17,1992-09-11,3,24106.279
F,F,A,COLLECT COD,1,Manufacturer#1,4-NOT SPECIFIED,3,MACHINERY,SHIP,1,0.03,1992-05-01,1992-07-08,3,3003.42
F,F,A,COLLECT COD,4,Manufacturer#3,2-HIGH,0,AUTOMOBILE,FOB,2,0.01,1993-03-10,1993-04-24,6,26322.9388
F,F,R,NONE,4,Manufacturer#1,2-HIGH,0,AUTOMOBILE,TRUCK,1,0,1993-03-10,1993-04-30,6,4435.16
F,F,A,NONE,4,Manufacturer#1,3-MEDIUM,2,AUTOMOBILE,AIR,6,0.06,1993-06-29,1993-09-05,6,19930.636
F,F,A,COLLECT COD,2,Manufacturer#5,1-URGENT,2,BUILDING,RAIL,2,0.05,1992-07-13,1992-08-28,3,51959.6192
O,P,N,COLLECT COD,4,Manufacturer#4,2-HIGH,0,FURNITURE,RAIL,3,0.03,1995-03-25,1995-05-18,2,22111.487
F,F,A,DELIVER IN PERSON,1,Manufacturer#3,1-URGENT,3,HOUSEHOLD,REG AIR,5,0.06,1995-01-05,1995-02-20,2,19670.4188
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,4-NOT SPECIFIED,4,HOUSEHOLD,FOB,2,0.07,1992-03-20,1992-06-09,3,38408.9687
F,F,R,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,0,AUTOMOBILE,AIR,2,0.06,1992-03-05,1992-04-10,3,26715.486
O,O,N,COLLECT COD,4,Manufacturer#2,2-HIGH,2,MACHINERY,FOB,4,0.07,1998-06-19,1998-09-10,4,16502.41
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,5-LOW,4,FURNITURE,RAIL,1,0.01,1993-11-08,1994-01-09,6,18797.664
F,F,A,DELIVER IN PERSON,3,Manufacturer#4,3-MEDIUM,2,FURNITURE,RAIL,6,0.07,1993-12-21,1994-01-22,6,71507.2208
F,F,N,COLLECT COD,0,Manufacturer#2,1-URGENT,0,BUILDING,REG AIR,2,0,1995-02-24,1995-04-30,2,5351.7696
F,F,R,TAKE BACK RETURN,0,Manufacturer#5,2-HIGH,4,HOUSEHOLD,REG AIR,7,0.04,1993-12-26,1994-02-15,6,28897.2305
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,5-LOW,2,FURNITURE,RAIL,1,0.06,1993-10-10,1993-11-15,6,17195.1102
F,F,A,TAKE BACK RETURN,0,Manufacturer#2,4-NOT SPECIFIED,3,BUILDING,TRUCK,5,0.04,1994-10-22,1994-12-09,0,9638.4792
F,F,R,COLLECT COD,4,Manufacturer#4,3-MEDIUM,0,BUILDING,SHIP,1,0.03,1992-05-08,1992-06-21,3,17139.8969
O,O,N,TAKE BACK RETURN,3,Manufacturer#3,5-LOW,4,HOUSEHOLD,REG AIR,2,0.02,1998-04-17,1998-07-13,4,6057.491
F,F,R,DELIVER IN PERSON,2,Manufacturer#4,5-LOW,4,FURNITURE,SHIP,3,0.02,1993-06-05,1993-08-20,6,44257.2116
F,F,R,COLLECT COD,0,Manufacturer#2,4-NOT SPECIFIED,2,MACHINERY,RAIL,2,0.03,1994-12-05,1995-01-22,0,10108.323
F,F,R,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,1,AUTOMOBILE,SHIP,1,0.06,1992-12-25,1993-03-20,3,866.346
F,F,R,TAKE BACK RETURN,4,Manufacturer#2,4-NOT SPECIFIED,1,AUTOMOBILE,AIR,3,0.07,1992-12-25,1993-03-14,3,10364.9601
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,3-MEDIUM,0,AUTOMOBILE,AIR,3,0.06,1992-08-06,1992-10-28,3,50730.6926
O,O,N,NONE,0,Manufacturer#4,1-URGENT,3,FURNITURE,AIR,7,0.01,1997-03-22,1997-06-12,5,65460.0408
F,F,R,NONE,0,Manufacturer#3,4-NOT SPECIFIED,0,AUTOMOBILE,TRUCK,2,0.06,1994-05-26,1994-08-02,0,1242.9705
O,O,N,DELIVER IN PERSON,4,Manufacturer#4,5-LOW,3,MACHINERY,TRUCK,2,0.03,1996-08-01,1996-10-04,1,19565.8476
F,F,R,TAKE BACK RETURN,0,Manufacturer#5,1-URGENT,3,FURNITURE,SHIP,3,0.01,1992-05-10,1992-06-25,3,27683.6109
O,P,N,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,1,HOUSEHOLD,RAIL,1,0.05,1995-06-09,1995-07-23,2,7140.905
O,O,N,TAKE BACK RETURN,0,Manufacturer#5,1-URGENT,0,AUTOMOBILE,TRUCK,5,0.02,1998-07-10,1998-08-20,4,18984.4924
O,O,N,DELIVER IN PERSON,3,Manufacturer#3,1-URGENT,3,FURNITURE,FOB,5,0.06,1998-04-24,1998-06-10,4,6731.7954
O,O,N,DELIVER IN PERSON,0,Manufacturer#2,1-URGENT,1,MACHINERY,REG AIR,2,0.01,1997-07-30,1997-10-01,5,28479.85
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,5-LOW,4,HOUSEHOLD,RAIL,6,0,1994-03-02,1994-05-13,0,18381.3798
O,O,N,COLLECT COD,1,Manufacturer#5,4-NOT SPECIFIED,4,BUILDING,RAIL,5,0.03,1997-07-22,1997-10-18,5,31537.3199
F,F,A,NONE,0,Manufacturer#3,4-NOT SPECIFIED,0,FURNITURE,TRUCK,2,0.04,1992-02-08,1992-03-28,3,11647.5624
O,O,N,TAKE BACK RETURN,1,Manufacturer#2,4-NOT SPECIFIED,1,AUTOMOBILE,REG AIR,4,0.04,1997-10-16,1997-11-26,5,46881.176
O,O,N,TAKE BACK RETURN,2,Manufacturer#4,4-NOT SPECIFIED,4,HOUSEHOLD,MAIL,4,0.01,1997-03-27,1997-05-21,5,15354.5428
F,F,R,NONE,0,Manufacturer#3,4-NOT SPECIFIED,4,FURNITURE,AIR,5,0.04,1992-04-04,1992-06-26,3,6583.0395
F,F,A,COLLECT COD,4,Manufacturer#1,4-NOT SPECIFIED,4,FURNITURE,REG AIR,1,0.08,1992-04-04,1992-05-16,3,10709.192
F,F,A,TAKE BACK RETURN,0,Manufacturer#2,2-HIGH,3,FURNITURE,TRUCK,2,0.05,1994-07-13,1994-08-19,0,2240.1974
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,4-NOT SPECIFIED,0,FURNITURE,AIR,2,0.05,1998-04-14,1998-05-17,4,4765.144
O,O,N,TAKE BACK RETURN,2,Manufacturer#5,4-NOT SPECIFIED,3,MACHINERY,TRUCK,2,0.01,1996-05-06,1996-06-20,1,4302.2884
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,2,MACHINERY,MAIL,1,0.05,1992-07-20,1992-09-01,3,5921.592
O,O,N,TAKE BACK RETURN,0,Manufacturer#4,1-URGENT,3,MACHINERY,REG AIR,1,0.07,1997-12-04,1998-01-08,5,8125.7904
O,O,N,NONE,2,Manufacturer#2,1-URGENT,3,MACHINERY,FOB,6,0.01,1997-12-04,1998-02-05,5,34049.504
O,O,N,DELIVER IN PERSON,0,Manufacturer#5,3-MEDIUM,4,HOUSEHOLD,SHIP,1,0.03,1996-09-04,1996-11-25,1,21652.452
F,F,R,NONE,2,Manufacturer#2,4-NOT SPECIFIED,0,FURNITURE,MAIL,1,0.03,1993-12-19,1994-02-28,6,21102.2692
O,O,N,COLLECT COD,0,Manufacturer#3,5-LOW,1,HOUSEHOLD,REG AIR,4,0.06,1996-08-11,1996-09-11,1,7002.71
F,F,A,TAKE BACK RETURN,1,Manufacturer#4,4-NOT SPECIFIED,3,MACHINERY,AIR,4,0,1992-08-29,1992-10-15,3,34619.9616
O,O,N,TAKE BACK RETURN,3,Manufacturer#5,5-LOW,2,AUTOMOBILE,AIR,3,0.01,1996-03-16,1996-05-02,1,36480.2265
O,O,N,COLLECT COD,2,Manufacturer#3,2-HIGH,3,FURNITURE,REG AIR,5,0.07,1998-03-27,1998-05-04,4,15471.6952
O,O,N,DELIVER IN PERSON,2,Manufacturer#2,2-HIGH,3,HOUSEHOLD,MAIL,5,0.03,1997-07-17,1997-09-26,5,17469.704
O,O,N,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,0,FURNITURE,SHIP,3,0.07,1997-11-09,1998-01-20,5,4199.6817
O,O,N,NONE,1,Manufacturer#2,1-URGENT,1,BUILDING,MAIL,6,0.02,1997-02-15,1997-03-28,5,6518.5806
F,F,R,DELIVER IN PERSON,1,Manufacturer#4,5-LOW,4,AUTOMOBILE,MAIL,3,0.04,1992-06-25,1992-08-17,3,-397.08
F,F,R,NONE,1,Manufacturer#1,4-NOT SPECIFIED,1,HOUSEHOLD,RAIL,4,0,1993-03-26,1993-06-05,6,20536.9792
F,F,A,COLLECT COD,2,Manufacturer#4,5-LOW,4,FURNITURE,REG AIR,2,0.08,1994-03-05,1994-05-12,0,5651.6608
O,O,N,NONE,1,Manufacturer#1,2-HIGH,4,BUILDING,FOB,5,0,1998-02-16,1998-05-10,4,23936.2368
F,F,R,COLLECT COD,0,Manufacturer#4,1-URGENT,3,HOUSEHOLD,REG AIR,7,0.06,1992-05-26,1992-06-26,3,18179.8407
O,O,N,COLLECT COD,1,Manufacturer#5,3-MEDIUM,3,BUILDING,RAIL,2,0.02,1996-11-21,1997-01-11,1,2827.7844
F,F,R,NONE,2,Manufacturer#4,3-MEDIUM,4,FURNITURE,MAIL,4,0.02,1992-09-03,1992-11-29,3,868.6473
O,O,N,TAKE BACK RETURN,1,Manufacturer#2,4-NOT SPECIFIED,1,FURNITURE,MAIL,1,0.03,1998-05-18,1998-07-05,4,38100.58
F,F,R,TAKE BACK RETURN,1,Manufacturer#4,5-LOW,4,FURNITURE,REG AIR,1,0.03,1995-01-17,1995-04-06,2,29809.7271
F,F,R,NONE,2,Manufacturer#3,4-NOT SPECIFIED,3,HOUSEHOLD,TRUCK,1,0.05,1992-12-23,1993-02-16,3,27573.5544
F,F,A,DELIVER IN PERSON,4,Manufacturer#1,2-HIGH,1,AUTOMOBILE,SHIP,6,0.06,1993-07-05,1993-09-19,6,35540.06
F,F,R,COLLECT COD,2,Manufacturer#1,1-URGENT,3,BUILDING,SHIP,5,0.07,1992-01-13,1992-04-03,3,58264.52
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,2-HIGH,0,BUILDING,TRUCK,1,0.08,1998-05-06,1998-06-26,4,2001.125
F,F,R,DELIVER IN PERSON,0,Manufacturer#4,2-HIGH,3,MACHINERY,SHIP,5,0.01,1994-10-14,1995-01-01,0,19014.25
O,O,N,TAKE BACK RETURN,4,Manufacturer#4,2-HIGH,3,BUILDING,AIR,3,0.02,1995-10-30,1995-12-11,2,31131
F,F,R,COLLECT COD,0,Manufacturer#4,5-LOW,2,AUTOMOBILE,MAIL,2,0.03,1994-05-23,1994-07-14,0,559.8704
O,O,N,COLLECT COD,0,Manufacturer#3,3-MEDIUM,0,BUILDING,FOB,5,0.08,1995-09-16,1995-12-07,2,6115.102
O,O,N,NONE,4,Manufacturer#3,5-LOW,3,HOUSEHOLD,TRUCK,3,0.01,1996-10-03,1996-12-16,1,16603.6968
O,O,N,COLLECT COD,1,Manufacturer#1,3-MEDIUM,1,FURNITURE,MAIL,4,0.06,1996-06-25,1996-09-22,1,35386.77
O,O,N,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,1,MACHINERY,TRUCK,1,0.06,1996-01-08,1996-04-06,1,14699.8496
O,O,N,DELIVER IN PERSON,2,Manufacturer#2,5-LOW,1,HOUSEHOLD,FOB,1,0.08,1995-09-28,1995-12-24,2,2306.8816
O,O,N,COLLECT COD,0,Manufacturer#1,5-LOW,4,FURNITURE,RAIL,5,0.01,1998-07-21,1998-09-12,4,6985.5968
O,O,N,COLLECT COD,2,Manufacturer#5,1-URGENT,2,AUTOMOBILE,FOB,1,0.08,1995-09-26,1995-12-07,2,24157.9316
O,O,N,COLLECT COD,2,Manufacturer#2,2-HIGH,3,MACHINERY,MAIL,3,0.06,1996-07-18,1996-09-28,1,34677.12
F,F,A,COLLECT COD,0,Manufacturer#5,3-MEDIUM,2,AUTOMOBILE,SHIP,5,0.03,1992-06-23,1992-08-30,3,10874.6368
F,F,A,COLLECT COD,4,Manufacturer#4,2-HIGH,2,MACHINERY,TRUCK,1,0.03,1994-10-08,1994-12-19,0,3539.7088
F,F,R,COLLECT COD,2,Manufacturer#1,2-HIGH,2,MACHINERY,TRUCK,3,0.04,1994-10-08,1994-12-01,0,17753.0176
O,O,N,NONE,3,Manufacturer#1,2-HIGH,2,AUTOMOBILE,MAIL,2,0.08,1997-12-26,1998-03-19,5,30313.6155
F,F,R,NONE,1,Manufacturer#5,1-URGENT,3,HOUSEHOLD,SHIP,5,0.01,1994-05-04,1994-06-30,0,12853.1299
F,F,A,TAKE BACK RETURN,2,Manufacturer#3,3-MEDIUM,3,BUILDING,SHIP,3,0.08,1994-10-22,1994-11-24,0,14785.2672
F,F,R,COLLECT COD,0,Manufacturer#1,5-LOW,1,MACHINERY,FOB,1,0.02,1992-04-28,1992-06-22,3,5064.8
F,F,R,NONE,2,Manufacturer#3,4-NOT SPECIFIED,1,FURNITURE,RAIL,7,0.07,1992-04-29,1992-07-12,3,27164.378
O,O,N,COLLECT COD,0,Manufacturer#5,1-URGENT,2,BUILDING,REG AIR,4,0.06,1998-06-18,1998-07-28,4,15000.5
O,O,N,DELIVER IN PERSON,1,Manufacturer#5,4-NOT SPECIFIED,2,BUILDING,REG AIR,1,0.03,1997-06-21,1997-08-11,5,2235.08
F,F,R,DELIVER IN PERSON,0,Manufacturer#3,5-LOW,2,HOUSEHOLD,TRUCK,3,0.05,1993-03-27,1993-06-01,6,4600.4712
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,5-LOW,2,HOUSEHOLD,MAIL,1,0.04,1993-03-27,1993-05-15,6,16623.0864
F,F,R,NONE,3,Manufacturer#1,1-URGENT,2,AUTOMOBILE,TRUCK,1,0.05,1992-02-08,1992-04-12,3,7345.4508
O,O,N,TAKE BACK RETURN,1,Manufacturer#4,2-HIGH,1,AUTOMOBILE,RAIL,2,0.05,1996-12-10,1997-01-15,1,16919.0343
O,O,N,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,0,MACHINERY,REG AIR,1,0.06,1997-05-03,1997-08-01,5,20062.5182
F,F,A,DELIVER IN PERSON,1,Manufacturer#1,4-NOT SPECIFIED,1,MACHINERY,TRUCK,3,0.06,1993-09-24,1993-12-17,6,18700.0128
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,4-NOT SPECIFIED,3,MACHINERY,SHIP,2,0.05,1994-07-25,1994-09-19,0,3612.016
O,O,N,TAKE BACK RETURN,0,Manufacturer#2,2-HIGH,2,AUTOMOBILE,REG AIR,2,0.01,1996-01-09,1996-03-30,1,1855.2728
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,1-URGENT,4,BUILDING,RAIL,1,0.04,1993-08-04,1993-10-05,6,55374.7233
F,F,A,COLLECT COD,0,Manufacturer#1,2-HIGH,2,MACHINERY,RAIL,4,0.04,1995-02-06,1995-05-01,2,37878.4
F,F,A,COLLECT COD,0,Manufacturer#5,1-URGENT,4,HOUSEHOLD,RAIL,4,0.03,1994-09-25,1994-11-08,0,13347.599
F,F,A,DELIVER IN PERSON,1,Manufacturer#4,2-HIGH,2,FURNITURE,MAIL,3,0.08,1992-05-08,1992-06-14,3,9084.7008
O,O,N,DELIVER IN PERSON,1,Manufacturer#1,4-NOT SPECIFIED,0,HOUSEHOLD,RAIL,2,0.05,1997-01-26,1997-02-25,5,19300.4112
O,O,N,COLLECT COD,1,Manufacturer#5,1-URGENT,3,MACHINERY,REG AIR,1,0.07,1997-10-31,1998-01-26,5,924.6187
O,P,N,DELIVER IN PERSON,0,Manufacturer#2,4-NOT SPECIFIED,0,MACHINERY,AIR,2,0.05,1995-06-04,1995-08-14,2,15915.042
O,P,N,TAKE BACK RETURN,1,Manufacturer#1,4-NOT SPECIFIED,0,MACHINERY,SHIP,3,0.01,1995-06-04,1995-08-21,2,39652.6956
F,F,R,COLLECT COD,0,Manufacturer#1,1-URGENT,4,FURNITURE,REG AIR,2,0.02,1992-06-01,1992-08-08,3,44260.011
F,F,R,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,4,MACHINERY,FOB,3,0.08,1994-04-18,1994-05-28,0,11825.8085
F,F,R,NONE,2,Manufacturer#4,2-HIGH,4,AUTOMOBILE,TRUCK,1,0.07,1994-12-16,1995-03-14,0,16671.7754
O,O,N,DELIVER IN PERSON,0,Manufacturer#5,3-MEDIUM,1,FURNITURE,SHIP,2,0.08,1997-01-20,1997-03-20,5,6343.7796
F,F,A,NONE,0,Manufacturer#4,4-NOT SPECIFIED,3,BUILDING,MAIL,1,0,1993-12-10,1994-02-13,6,3532.3264
O,O,N,TAKE BACK RETURN,2,Manufacturer#5,1-URGENT,0,HOUSEHOLD,MAIL,2,0.03,1995-09-27,1995-12-16,2,67837.2672
F,P,R,TAKE BACK RETURN,2,Manufacturer#2,3-MEDIUM,1,MACHINERY,FOB,6,0.08,1995-04-30,1995-06-13,2,29696.4236
O,O,N,TAKE BACK RETURN,2,Manufacturer#4,1-URGENT,2,HOUSEHOLD,REG AIR,3,0.03,1996-06-20,1996-09-04,1,12724.4507
F,F,A,NONE,1,Manufacturer#5,1-URGENT,3,MACHINERY,REG AIR,6,0.06,1994-04-24,1994-06-04,0,32921.2312
O,O,N,TAKE BACK RETURN,1,Manufacturer#3,2-HIGH,1,AUTOMOBILE,RAIL,5,0.02,1995-09-01,1995-11-12,2,31152.0291
O,O,N,TAKE BACK RETURN,1,Manufacturer#3,2-HIGH,1,AUTOMOBILE,TRUCK,3,0.06,1995-09-01,1995-10-22,2,1739.98
O,O,N,TAKE BACK RETURN,0,Manufacturer#2,1-URGENT,1,FURNITURE,SHIP,5,0.01,1998-05-06,1998-07-15,4,14673.69
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,3-MEDIUM,1,BUILDING,TRUCK,4,0,1992-09-14,1992-12-02,3,7631
F,F,R,TAKE BACK RETURN,0,Manufacturer#2,2-HIGH,3,FURNITURE,MAIL,2,0.04,1993-11-10,1993-12-26,6,13964.3692
O,O,N,TAKE BACK RETURN,3,Manufacturer#4,1-URGENT,1,BUILDING,RAIL,6,0.03,1995-08-26,1995-11-23,2,20947.92
O,O,N,TAKE BACK RETURN,0,Manufacturer#1,1-URGENT,1,HOUSEHOLD,RAIL,5,0.03,1996-08-03,1996-10-27,1,5417.2916
F,F,A,NONE,0,Manufacturer#1,5-LOW,0,BUILDING,AIR,3,0.04,1994-04-08,1994-06-01,0,29389.896
O,O,N,DELIVER IN PERSON,4,Manufacturer#4,3-MEDIUM,1,BUILDING,TRUCK,4,0.05,1998-05-31,1998-07-09,4,47876.87
F,F,A,NONE,2,Manufacturer#3,1-URGENT,3,MACHINERY,TRUCK,1,0.07,1994-01-17,1994-03-09,0,28601.8515
F,F,A,DELIVER IN PERSON,1,Manufacturer#1,4-NOT SPECIFIED,3,BUILDING,SHIP,1,0,1994-05-04,1994-07-13,0,10402.92
F,F,R,NONE,2,Manufacturer#1,3-MEDIUM,1,HOUSEHOLD,FOB,2,0.05,1994-03-15,1994-05-31,0,2507.2032
