l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,s_nationkey,p_brand,p_container,p_size,l_quantity,groupcol,aggcol
F,F,A,NONE,Manufacturer#5,5-LOW,2,MACHINERY,FOB,2,0.01,12,Brand#51,SM PACK,30,23,0,34004.718
O,O,N,COLLECT COD,Manufacturer#2,4-NOT SPECIFIED,1,BUILDING,SHIP,4,0.01,18,Brand#25,MED DRUM,10,31,2,34226.5761
O,O,N,DELIVER IN PERSON,Manufacturer#3,3-MEDIUM,3,AUTOMOBILE,SHIP,7,0,21,Brand#33,JUMBO PKG,10,14,1,16131.8976
O,O,N,COLLECT COD,Manufacturer#4,3-MEDIUM,3,AUTOMOBILE,RAIL,1,0.08,9,Brand#43,MED DRUM,43,41,4,38706.1443
O,O,N,DELIVER IN PERSON,Manufacturer#4,3-MEDIUM,3,AUTOMOBILE,REG AIR,3,0.02,21,Brand#44,LG CAN,25,19,1,31308.6997
F,F,R,COLLECT COD,Manufacturer#4,2-HIGH,4,BUILDING,FOB,1,0.01,21,Brand#43,LG DRUM,19,39,1,34160.841
F,F,R,TAKE BACK RETURN,Manufacturer#4,2-HIGH,4,BUILDING,RAIL,3,0.08,9,Brand#43,LG PACK,44,49,4,63616.4991
O,O,N,NONE,Manufacturer#2,3-MEDIUM,4,FURNITURE,REG AIR,4,0.05,12,Brand#25,SM PACK,21,10,0,15905.344
F,F,A,COLLECT COD,Manufacturer#1,4-NOT SPECIFIED,1,HOUSEHOLD,TRUCK,1,0.02,9,Brand#13,WRAP BOX,5,31,4,32622.354
F,F,R,DELIVER IN PERSON,Manufacturer#3,4-NOT SPECIFIED,1,HOUSEHOLD,TRUCK,4,0.07,8,Brand#31,JUMBO DRUM,48,20,3,23094.092
O,O,N,NONE,Manufacturer#2,5-LOW,0,BUILDING,SHIP,1,0.04,21,Brand#23,WRAP DRUM,12,25,1,23087.7
O,O,N,COLLECT COD,Manufacturer#3,5-LOW,0,BUILDING,FOB,3,0.04,21,Brand#35,LG JAR,38,48,1,70300.5696
O,O,N,DELIVER IN PERSON,Manufacturer#4,3-MEDIUM,0,BUILDING,FOB,3,0.03,8,Brand#41,LG CASE,45,28,3,48454.0448
O,O,N,TAKE BACK RETURN,Manufacturer#4,2-HIGH,1,AUTOMOBILE,RAIL,2,0.04,21,Brand#41,JUMBO CAN,34,28,1,46119.878
O,O,N,DELIVER IN PERSON,Manufacturer#4,1-URGENT,1,BUILDING,FOB,3,0.04,12,Brand#45,LG DRUM,46,35,0,61818.113
O,P,N,COLLECT COD,Manufacturer#1,3-MEDIUM,0,AUTOMOBILE,FOB,4,0.05,9,Brand#14,LG CAN,41,4,4,5580.1984
O,P,N,NONE,Manufacturer#4,3-MEDIUM,0,AUTOMOBILE,SHIP,1,0.07,8,Brand#45,MED BOX,34,5,3,5675.397
O,O,N,COLLECT COD,Manufacturer#3,2-HIGH,4,HOUSEHOLD,MAIL,1,0,18,Brand#31,WRAP PKG,11,46,2,52660.4688
F,F,A,COLLECT COD,Manufacturer#5,3-MEDIUM,0,BUILDING,RAIL,2,0.02,9,Brand#52,LG BAG,32,7,4,6634.845
F,F,R,COLLECT COD,Manufacturer#5,3-MEDIUM,0,BUILDING,REG AIR,4,0.08,9,Brand#55,LG JAR,38,15,4,19557.6975
F,F,R,NONE,Manufacturer#4,3-MEDIUM,0,BUILDING,TRUCK,3,0,21,Brand#43,SM CASE,23,15,1,20256.75
F,F,A,COLLECT COD,Manufacturer#1,1-URGENT,1,HOUSEHOLD,TRUCK,3,0.01,8,Brand#13,SM BAG,29,50,3,81614.83
F,F,R,DELIVER IN PERSON,Manufacturer#5,1-URGENT,1,HOUSEHOLD,SHIP,1,0.05,9,Brand#55,WRAP PACK,50,30,4,44842.272
F,F,R,NONE,Manufacturer#1,3-MEDIUM,1,MACHINERY,FOB,3,0.08,21,Brand#15,MED BAG,30,27,1,35839.9674
F,F,R,COLLECT COD,Manufacturer#3,3-MEDIUM,1,MACHINERY,RAIL,1,0.07,21,Brand#33,MED DRUM,40,16,1,26643.6352
F,F,R,COLLECT COD,Manufacturer#5,1-URGENT,3,FURNITURE,MAIL,2,0.08,18,Brand#55,LG JAR,38,2,2,2662.5918
F,F,A,COLLECT COD,Manufacturer#3,3-MEDIUM,4,AUTOMOBILE,REG AIR,5,0.06,8,Brand#33,SM PKG,6,36,3,52635.492
F,F,R,TAKE BACK RETURN,Manufacturer#2,4-NOT SPECIFIED,4,HOUSEHOLD,SHIP,6,0.08,8,Brand#25,LG DRUM,25,46,3,40041.1048
F,F,A,COLLECT COD,Manufacturer#1,4-NOT SPECIFIED,4,HOUSEHOLD,TRUCK,1,0.03,18,Brand#15,JUMBO DRUM,8,40,2,37985.4
F,F,R,TAKE BACK RETURN,Manufacturer#4,4-NOT SPECIFIED,4,HOUSEHOLD,MAIL,4,0,8,Brand#44,LG DRUM,18,20,3,23014.89
F,F,R,TAKE BACK RETURN,Manufacturer#1,5-LOW,1,BUILDING,SHIP,3,0.06,8,Brand#11,WRAP CASE,3,27,3,23264.55
F,F,A,DELIVER IN PERSON,Manufacturer#1,2-HIGH,1,AUTOMOBILE,REG AIR,2,0.08,8,Brand#14,MED BAG,18,2,3,1778.253
O,P,N,DELIVER IN PERSON,Manufacturer#5,2-HIGH,3,HOUSEHOLD,REG AIR,2,0.06,21,Brand#55,SM CAN,43,38,1,52005.2876
F,P,N,DELIVER IN PERSON,Manufacturer#5,2-HIGH,3,HOUSEHOLD,REG AIR,3,0.08,18,Brand#53,SM BOX,45,9,2,9080.4222
F,P,A,COLLECT COD,Manufacturer#3,2-HIGH,3,HOUSEHOLD,TRUCK,4,0.03,18,Brand#32,JUMBO DRUM,33,25,2,37263.6
F,F,A,DELIVER IN PERSON,Manufacturer#4,5-LOW,4,HOUSEHOLD,RAIL,1,0.08,8,Brand#45,LG CASE,45,42,3,58425.192
F,F,A,COLLECT COD,Manufacturer#4,3-MEDIUM,4,BUILDING,AIR,5,0.03,21,Brand#41,SM PACK,24,13,1,16010.982
F,F,R,DELIVER IN PERSON,Manufacturer#1,3-MEDIUM,4,BUILDING,REG AIR,4,0.04,9,Brand#11,JUMBO CASE,20,15,4,14318.364
F,F,R,DELIVER IN PERSON,Manufacturer#2,3-MEDIUM,4,BUILDING,RAIL,7,0.05,18,Brand#23,WRAP JAR,50,24,2,26661.528
O,O,N,TAKE BACK RETURN,Manufacturer#3,2-HIGH,0,FURNITURE,TRUCK,3,0.06,18,Brand#31,MED CAN,44,13,2,18903.807
O,O,N,DELIVER IN PERSON,Manufacturer#1,2-HIGH,0,FURNITURE,AIR,1,0.08,21,Brand#13,WRAP DRUM,19,25,1,27404.75
O,O,N,TAKE BACK RETURN,Manufacturer#5,2-HIGH,0,FURNITURE,SHIP,4,0.07,8,Brand#53,LG DRUM,35,42,3,42172.2
O,O,N,COLLECT COD,Manufacturer#3,2-HIGH,1,AUTOMOBILE,AIR,1,0.03,8,Brand#35,JUMBO DRUM,21,20,3,27008.88
O,O,N,NONE,Manufacturer#4,1-URGENT,4,BUILDING,MAIL,5,0.01,18,Brand#41,JUMBO JAR,37,49,2,84250.845
O,O,N,DELIVER IN PERSON,Manufacturer#5,1-URGENT,4,BUILDING,AIR,7,0.04,12,Brand#55,MED CASE,31,27,0,41750.5752
O,O,N,NONE,Manufacturer#1,1-URGENT,4,BUILDING,TRUCK,1,0.02,12,Brand#15,JUMBO JAR,3,4,0,5137.6644
F,F,R,NONE,Manufacturer#2,5-LOW,1,HOUSEHOLD,FOB,3,0.01,21,Brand#23,LG PACK,13,17,1,25131.2666
O,O,N,TAKE BACK RETURN,Manufacturer#3,3-MEDIUM,3,FURNITURE,MAIL,6,0,12,Brand#34,LG CASE,20,32,0,38979.36
O,O,N,NONE,Manufacturer#1,3-MEDIUM,3,FURNITURE,AIR,7,0,18,Brand#11,JUMBO CASE,27,32,2,30107.4816
O,O,N,TAKE BACK RETURN,Manufacturer#3,4-NOT SPECIFIED,3,MACHINERY,RAIL,1,0.08,9,Brand#35,SM CAN,24,12,4,18841.7844
O,O,N,TAKE BACK RETURN,Manufacturer#3,4-NOT SPECIFIED,3,MACHINERY,SHIP,4,0.07,18,Brand#33,MED BAG,31,48,2,43324.7808
O,O,N,DELIVER IN PERSON,Manufacturer#3,5-LOW,3,FURNITURE,SHIP,3,0.04,21,Brand#31,LG CAN,37,27,1,47978.2467
O,O,N,TAKE BACK RETURN,Manufacturer#5,5-LOW,3,FURNITURE,SHIP,2,0.07,21,Brand#53,SM CAN,36,14,1,18873.0108
F,F,A,NONE,Manufacturer#4,1-URGENT,0,HOUSEHOLD,REG AIR,2,0.04,18,Brand#45,WRAP CAN,11,20,2,31972.82
F,F,A,COLLECT COD,Manufacturer#4,1-URGENT,0,HOUSEHOLD,AIR,3,0.07,9,Brand#43,JUMBO BAG,43,7,4,11359.04
F,F,R,NONE,Manufacturer#2,1-URGENT,0,HOUSEHOLD,MAIL,4,0,21,Brand#21,WRAP BAG,37,22,1,26585.5194
F,F,A,NONE,Manufacturer#1,3-MEDIUM,3,BUILDING,TRUCK,6,0.04,9,Brand#11,LG JAR,40,26,4,27293.4116
O,O,N,TAKE BACK RETURN,Manufacturer#4,1-URGENT,0,MACHINERY,FOB,1,0,12,Brand#41,JUMBO PACK,44,37,0,41247.9552
O,O,N,TAKE BACK RETURN,Manufacturer#1,3-MEDIUM,1,FURNITURE,RAIL,1,0,21,Brand#14,MED BOX,1,2,1,2775.045
F,F,A,NONE,Manufacturer#1,3-MEDIUM,0,FURNITURE,FOB,7,0,12,Brand#11,WRAP JAR,20,20,0,31318.924
F,F,A,TAKE BACK RETURN,Manufacturer#3,3-MEDIUM,0,FURNITURE,SHIP,6,0.02,9,Brand#33,MED BAG,29,4,4,4403.0224
F,F,R,DELIVER IN PERSON,Manufacturer#3,3-MEDIUM,0,FURNITURE,REG AIR,2,0.04,21,Brand#31,JUMBO DRUM,23,20,1,20884.61
F,F,A,NONE,Manufacturer#3,5-LOW,4,FURNITURE,MAIL,1,0.06,12,Brand#33,WRAP CASE,17,34,0,49814.454
F,F,A,TAKE BACK RETURN,Manufacturer#3,5-LOW,4,FURNITURE,REG AIR,3,0.02,8,Brand#31,SM JAR,24,35,3,43713.1695
O,O,N,NONE,Manufacturer#3,2-HIGH,3,AUTOMOBILE,SHIP,3,0.07,9,Brand#32,LG JAR,42,1,4,1223.4404
O,O,N,DELIVER IN PERSON,Manufacturer#5,2-HIGH,3,AUTOMOBILE,SHIP,4,0.02,9,Brand#51,SM DRUM,18,13,4,18423.7911
O,O,N,COLLECT COD,Manufacturer#2,5-LOW,1,AUTOMOBILE,FOB,6,0.07,12,Brand#23,WRAP BAG,29,41,0,41149.1416
O,O,N,TAKE BACK RETURN,Manufacturer#5,5-LOW,1,AUTOMOBILE,AIR,7,0.01,18,Brand#53,SM BOX,45,3,2,2933.1948
O,O,N,TAKE BACK RETURN,Manufacturer#1,5-LOW,1,AUTOMOBILE,MAIL,3,0.08,8,Brand#11,LG PKG,12,48,3,71529.4944
O,O,N,COLLECT COD,Manufacturer#5,5-LOW,1,AUTOMOBILE,FOB,4,0.07,9,Brand#52,SM BOX,2,9,4,8111.0322
F,F,R,COLLECT COD,Manufacturer#4,5-LOW,2,HOUSEHOLD,MAIL,1,0.08,18,Brand#44,MED BAG,12,7,2,11481.7472
F,F,A,NONE,Manufacturer#1,5-LOW,2,HOUSEHOLD,REG AIR,2,0,8,Brand#12,MED DRUM,2,23,3,28430.829
F,F,A,NONE,Manufacturer#1,4-NOT SPECIFIED,3,FURNITURE,SHIP,2,0.08,8,Brand#12,MED PACK,48,31,3,53920.5506
F,F,A,NONE,Manufacturer#1,4-NOT SPECIFIED,3,FURNITURE,FOB,4,0.08,9,Brand#13,MED BAG,12,30,4,50597.28
F,F,R,NONE,Manufacturer#2,4-NOT SPECIFIED,3,FURNITURE,AIR,5,0.05,21,Brand#23,SM PACK,36,43,1,58968.0543
O,O,N,COLLECT COD,Manufacturer#1,3-MEDIUM,2,AUTOMOBILE,FOB,1,0.08,8,Brand#13,LG JAR,11,36,3,59931.36
F,F,R,COLLECT COD,Manufacturer#1,5-LOW,0,HOUSEHOLD,AIR,6,0.05,21,Brand#12,JUMBO DRUM,12,7,1,6674.0058
O,O,N,TAKE BACK RETURN,Manufacturer#3,4-NOT SPECIFIED,0,BUILDING,AIR,4,0.03,21,Brand#31,LG JAR,32,11,1,13306.0774
O,O,N,TAKE BACK RETURN,Manufacturer#2,2-HIGH,0,MACHINERY,MAIL,2,0.03,21,Brand#23,JUMBO PKG,39,15,1,16147.884
O,O,N,DELIVER IN PERSON,Manufacturer#1,4-NOT SPECIFIED,2,FURNITURE,FOB,1,0.04,9,Brand#13,JUMBO JAR,26,43,4,52731.889
O,O,N,NONE,Manufacturer#3,4-NOT SPECIFIED,2,FURNITURE,REG AIR,4,0.04,12,Brand#32,LG DRUM,26,22,0,29987.1792
O,O,N,TAKE BACK RETURN,Manufacturer#4,3-MEDIUM,0,AUTOMOBILE,SHIP,3,0.08,12,Brand#41,WRAP PKG,26,10,0,11033.468
O,O,N,DELIVER IN PERSON,Manufacturer#3,3-MEDIUM,0,AUTOMOBILE,AIR,1,0.05,18,Brand#31,SM JAR,2,22,2,29115.24
O,O,N,DELIVER IN PERSON,Manufacturer#5,5-LOW,3,HOUSEHOLD,SHIP,1,0.04,21,Brand#52,SM PKG,50,21,1,36340.3404
O,O,N,COLLECT COD,Manufacturer#4,5-LOW,3,HOUSEHOLD,AIR,3,0,18,Brand#42,WRAP BAG,13,18,2,25383.1032
O,O,N,TAKE BACK RETURN,Manufacturer#2,5-LOW,1,BUILDING,SHIP,1,0,21,Brand#22,SM CASE,42,28,1,40447.12
O,O,N,COLLECT COD,Manufacturer#3,2-HIGH,4,AUTOMOBILE,RAIL,7,0.04,12,Brand#33,LG PKG,12,24,0,29515.536
O,O,N,NONE,Manufacturer#3,2-HIGH,4,AUTOMOBILE,MAIL,4,0.04,18,Brand#35,SM BAG,30,14,2,15577.891
O,O,N,TAKE BACK RETURN,Manufacturer#1,1-URGENT,1,AUTOMOBILE,RAIL,5,0.06,18,Brand#12,LG JAR,39,30,2,43350.216
O,O,N,TAKE BACK RETURN,Manufacturer#3,1-URGENT,1,AUTOMOBILE,SHIP,1,0.01,21,Brand#34,SM PACK,48,20,1,23785.6
O,O,N,COLLECT COD,Manufacturer#1,4-NOT SPECIFIED,3,HOUSEHOLD,MAIL,1,0.07,8,Brand#14,WRAP CASE,49,49,3,76241.7117
F,F,R,DELIVER IN PERSON,Manufacturer#5,4-NOT SPECIFIED,4,MACHINERY,TRUCK,2,0.08,9,Brand#53,SM CAN,37,37,4,62251.5306
O,O,N,TAKE BACK RETURN,Manufacturer#3,1-URGENT,4,HOUSEHOLD,REG AIR,2,0.08,9,Brand#33,JUMBO BOX,18,9,4,14709.6432
O,O,N,TAKE BACK RETURN,Manufacturer#4,3-MEDIUM,3,AUTOMOBILE,FOB,2,0.02,21,Brand#45,WRAP BAG,8,39,1,63842.6061
F,F,A,DELIVER IN PERSON,Manufacturer#2,2-HIGH,0,MACHINERY,AIR,1,0,8,Brand#23,WRAP BAG,29,35,3,34051.99
O,O,N,TAKE BACK RETURN,Manufacturer#2,3-MEDIUM,4,BUILDING,FOB,5,0.02,18,Brand#25,SM PACK,28,13,2,19013.5803
O,O,N,TAKE BACK RETURN,Manufacturer#1,3-MEDIUM,4,BUILDING,TRUCK,6,0.04,9,Brand#14,SM CAN,38,6,4,9013.0848
O,O,N,COLLECT COD,Manufacturer#5,5-LOW,3,AUTOMOBILE,MAIL,2,0.02,18,Brand#51,LG BOX,48,3,2,3295.4112
O,O,N,TAKE BACK RETURN,Manufacturer#4,5-LOW,3,AUTOMOBILE,SHIP,5,0.03,9,Brand#45,MED BOX,34,19,4,21566.5086
O,O,N,DELIVER IN PERSON,Manufacturer#2,5-LOW,3,AUTOMOBILE,TRUCK,6,0.03,18,Brand#22,MED CASE,49,21,2,34018.1352
F,F,A,COLLECT COD,Manufacturer#4,1-URGENT,4,HOUSEHOLD,SHIP,3,0.01,18,Brand#42,WRAP BAG,13,39,2,56809.8024
F,F,R,TAKE BACK RETURN,Manufacturer#5,1-URGENT,4,HOUSEHOLD,MAIL,5,0.02,12,Brand#54,SM BAG,1,50,0,83702.27
O,O,N,COLLECT COD,Manufacturer#1,5-LOW,4,HOUSEHOLD,RAIL,3,0.06,21,Brand#13,SM CASE,49,24,1,24115.5552
O,O,N,DELIVER IN PERSON,Manufacturer#5,2-HIGH,1,AUTOMOBILE,FOB,2,0.03,21,Brand#52,MED BAG,26,43,1,43483.9564
F,F,A,NONE,Manufacturer#4,4-NOT SPECIFIED,4,BUILDING,TRUCK,4,0.04,9,Brand#42,JUMBO CASE,6,2,4,3056.022
F,F,A,TAKE BACK RETURN,Manufacturer#1,4-NOT SPECIFIED,4,BUILDING,AIR,7,0.03,12,Brand#14,WRAP BAG,25,6,0,5982.174
F,F,A,TAKE BACK RETURN,Manufacturer#4,4-NOT SPECIFIED,4,BUILDING,RAIL,6,0.07,18,Brand#44,MED BAG,12,3,2,4813.776
F,F,A,NONE,Manufacturer#5,4-NOT SPECIFIED,4,BUILDING,MAIL,2,0.08,8,Brand#51,SM PKG,20,42,3,43197.3906
O,O,N,TAKE BACK RETURN,Manufacturer#4,1-URGENT,0,AUTOMOBILE,AIR,2,0.06,18,Brand#44,MED JAR,10,42,2,45569.79
O,O,N,NONE,Manufacturer#1,1-URGENT,0,AUTOMOBILE,REG AIR,1,0.02,9,Brand#13,WRAP BOX,5,47,4,49459.698
F,F,A,DELIVER IN PERSON,Manufacturer#5,5-LOW,3,FURNITURE,SHIP,5,0.08,9,Brand#52,MED BAG,4,38,4,38893.5168
F,F,R,TAKE BACK RETURN,Manufacturer#5,5-LOW,3,FURNITURE,MAIL,2,0.01,18,Brand#52,WRAP CASE,36,32,2,56821.4976
O,O,N,DELIVER IN PERSON,Manufacturer#4,3-MEDIUM,0,MACHINERY,RAIL,3,0.05,12,Brand#42,LG BOX,17,25,0,22088.2125
F,F,R,NONE,Manufacturer#5,3-MEDIUM,2,AUTOMOBILE,TRUCK,3,0.04,18,Brand#53,LG JAR,26,4,2,6365.7776
F,F,R,COLLECT COD,Manufacturer#3,2-HIGH,3,MACHINERY,REG AIR,5,0.03,21,Brand#32,WRAP BOX,46,10,1,10671.6
F,F,A,TAKE BACK RETURN,Manufacturer#3,2-HIGH,3,MACHINERY,FOB,1,0.02,9,Brand#35,MED CAN,7,6,4,5578.4112
F,F,A,DELIVER IN PERSON,Manufacturer#1,4-NOT SPECIFIED,2,FURNITURE,SHIP,1,0.03,8,Brand#13,MED JAR,38,23,3,31200.3119
F,F,R,COLLECT COD,Manufacturer#1,2-HIGH,3,BUILDING,TRUCK,3,0.07,18,Brand#14,WRAP CASE,16,21,2,27606.8352
O,O,N,DELIVER IN PERSON,Manufacturer#5,5-LOW,0,AUTOMOBILE,RAIL,3,0,18,Brand#52,SM JAR,28,11,2,15130.17
F,F,A,DELIVER IN PERSON,Manufacturer#2,5-LOW,4,BUILDING,TRUCK,1,0.04,8,Brand#25,JUMBO CASE,1,21,3,33887.91
F,F,A,NONE,Manufacturer#5,2-HIGH,1,MACHINERY,AIR,2,0.08,18,Brand#52,WRAP PACK,27,1,2,1208.2572
F,F,A,DELIVER IN PERSON,Manufacturer#2,2-HIGH,1,MACHINERY,SHIP,3,0.07,12,Brand#21,WRAP BOX,19,10,0,18089
F,F,A,DELIVER IN PERSON,Manufacturer#2,1-URGENT,0,FURNITURE,MAIL,5,0.07,12,Brand#21,JUMBO DRUM,13,15,0,25148.76
F,F,A,TAKE BACK RETURN,Manufacturer#5,5-LOW,2,BUILDING,TRUCK,1,0.02,18,Brand#54,SM DRUM,23,8,2,8534.0928
O,O,N,NONE,Manufacturer#1,1-URGENT,2,AUTOMOBILE,MAIL,7,0.04,12,Brand#11,JUMBO CASE,20,5,0,4428.36
O,O,N,TAKE BACK RETURN,Manufacturer#3,1-URGENT,2,AUTOMOBILE,REG AIR,5,0.07,21,Brand#32,WRAP CASE,20,6,1,9525.978
F,F,A,NONE,Manufacturer#5,2-HIGH,4,BUILDING,MAIL,4,0.02,12,Brand#55,LG BAG,45,29,0,46300.9041
F,F,R,DELIVER IN PERSON,Manufacturer#4,2-HIGH,4,BUILDING,AIR,2,0.05,8,Brand#41,MED CAN,8,33,3,49033.1061
F,F,R,NONE,Manufacturer#5,2-HIGH,4,BUILDING,AIR,6,0.05,18,Brand#52,MED PKG,32,18,2,20239.5456
O,O,N,DELIVER IN PERSON,Manufacturer#1,4-NOT SPECIFIED,1,MACHINERY,SHIP,4,0,8,Brand#11,SM CAN,44,22,3,37456.8194
O,O,N,COLLECT COD,Manufacturer#3,4-NOT SPECIFIED,1,MACHINERY,AIR,1,0.07,8,Brand#33,WRAP BAG,11,23,3,36243.0596
O,O,N,DELIVER IN PERSON,Manufacturer#4,2-HIGH,1,MACHINERY,AIR,2,0.04,21,Brand#43,LG PKG,15,34,1,39482.84
O,O,N,TAKE BACK RETURN,Manufacturer#3,2-HIGH,1,MACHINERY,SHIP,3,0.04,21,Brand#32,MED BAG,43,29,1,40725.4221
O,O,N,DELIVER IN PERSON,Manufacturer#4,3-MEDIUM,1,MACHINERY,AIR,1,0.04,21,Brand#42,WRAP BOX,1,2,1,3170.644
O,O,N,DELIVER IN PERSON,Manufacturer#3,1-URGENT,3,AUTOMOBILE,AIR,1,0.03,9,Brand#35,JUMBO CASE,32,24,4,28748.9664
F,F,R,TAKE BACK RETURN,Manufacturer#1,2-HIGH,0,HOUSEHOLD,REG AIR,2,0.08,9,Brand#13,WRAP CAN,33,28,4,24293.8864
F,F,R,TAKE BACK RETURN,Manufacturer#4,2-HIGH,0,HOUSEHOLD,SHIP,3,0.08,12,Brand#41,MED CASE,40,44,0,47706.4764
F,F,R,COLLECT COD,Manufacturer#5,2-HIGH,0,HOUSEHOLD,RAIL,1,0.03,9,Brand#51,WRAP BAG,19,11,4,16078.8672
F,F,R,DELIVER IN PERSON,Manufacturer#3,1-URGENT,0,MACHINERY,FOB,4,0.06,18,Brand#31,JUMBO BOX,24,37,2,60670.01
F,F,A,DELIVER IN PERSON,Manufacturer#4,1-URGENT,0,MACHINERY,TRUCK,1,0.08,8,Brand#41,WRAP CASE,50,27,3,35134.1793
O,O,N,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,1,AUTOMOBILE,FOB,1,0.01,8,Brand#41,MED CAN,8,14,3,20801.9238
F,F,A,DELIVER IN PERSON,Manufacturer#4,3-MEDIUM,2,FURNITURE,TRUCK,5,0,9,Brand#42,JUMBO DRUM,13,44,4,60044.1688
F,F,A,COLLECT COD,Manufacturer#3,3-MEDIUM,2,FURNITURE,REG AIR,6,0.03,12,Brand#34,LG CASE,20,9,0,10962.945
F,F,A,NONE,Manufacturer#1,3-MEDIUM,2,FURNITURE,FOB,2,0.05,21,Brand#12,JUMBO DRUM,12,20,1,18683.364
F,F,R,COLLECT COD,Manufacturer#3,3-MEDIUM,2,FURNITURE,TRUCK,3,0.07,21,Brand#33,LG BAG,4,29,1,28422.842
F,F,A,NONE,Manufacturer#4,1-URGENT,0,HOUSEHOLD,SHIP,1,0.05,12,Brand#42,WRAP DRUM,28,11,0,14865.95
F,F,A,TAKE BACK RETURN,Manufacturer#3,1-URGENT,0,HOUSEHOLD,RAIL,3,0.02,9,Brand#35,SM BAG,21,34,4,32848.692
F,F,R,NONE,Manufacturer#5,4-NOT SPECIFIED,3,MACHINERY,RAIL,5,0.01,21,Brand#53,LG BAG,2,1,1,911.0975
F,F,R,TAKE BACK RETURN,Manufacturer#4,4-NOT SPECIFIED,1,HOUSEHOLD,AIR,1,0.02,12,Brand#43,JUMBO CAN,37,13,0,15665.9074
F,F,A,COLLECT COD,Manufacturer#5,4-NOT SPECIFIED,1,AUTOMOBILE,FOB,3,0,8,Brand#54,LG BAG,10,18,3,22147.8408
F,F,R,DELIVER IN PERSON,Manufacturer#2,2-HIGH,0,FURNITURE,AIR,7,0,8,Brand#24,WRAP DRUM,6,14,3,23916.8286
F,F,A,COLLECT COD,Manufacturer#5,2-HIGH,0,FURNITURE,SHIP,5,0,12,Brand#51,LG PACK,18,34,0,43222.806
F,F,A,NONE,Manufacturer#3,1-URGENT,2,MACHINERY,REG AIR,5,0.05,21,Brand#35,JUMBO PKG,38,24,1,33251.8824
F,F,A,COLLECT COD,Manufacturer#5,4-NOT SPECIFIED,3,BUILDING,RAIL,1,0.03,9,Brand#52,SM DRUM,32,7,4,12129.068
O,O,N,COLLECT COD,Manufacturer#5,1-URGENT,4,FURNITURE,TRUCK,2,0.05,18,Brand#52,WRAP PKG,36,17,2,18204.603
O,O,N,DELIVER IN PERSON,Manufacturer#5,1-URGENT,4,FURNITURE,MAIL,5,0.05,21,Brand#51,SM CAN,15,17,1,26889.4899
F,F,R,DELIVER IN PERSON,Manufacturer#2,1-URGENT,0,BUILDING,FOB,2,0.07,18,Brand#21,MED PACK,24,32,2,34568.8992
O,O,N,COLLECT COD,Manufacturer#1,1-URGENT,4,FURNITURE,SHIP,2,0.04,18,Brand#15,JUMBO DRUM,8,42,2,41214.159
O,O,N,DELIVER IN PERSON,Manufacturer#2,1-URGENT,4,FURNITURE,RAIL,1,0.06,9,Brand#23,JUMBO BAG,44,4,4,6408.79
O,O,N,DELIVER IN PERSON,Manufacturer#1,4-NOT SPECIFIED,1,FURNITURE,AIR,2,0.07,21,Brand#12,LG CASE,17,17,1,17331.6955
F,F,R,COLLECT COD,Manufacturer#1,3-MEDIUM,2,FURNITURE,TRUCK,2,0.08,21,Brand#15,SM CASE,2,34,1,44966.9108
F,F,A,TAKE BACK RETURN,Manufacturer#3,3-MEDIUM,2,FURNITURE,FOB,1,0.08,21,Brand#35,JUMBO PKG,38,15,1,20992.35
O,O,N,NONE,Manufacturer#4,5-LOW,2,MACHINERY,RAIL,3,0.01,21,Brand#45,WRAP PKG,29,32,1,37070.7616
F,F,A,NONE,Manufacturer#2,4-NOT SPECIFIED,4,AUTOMOBILE,FOB,1,0.08,9,Brand#21,MED JAR,8,29,4,29641.7758
O,O,N,COLLECT COD,Manufacturer#2,1-URGENT,0,HOUSEHOLD,SHIP,1,0.05,9,Brand#23,SM PACK,27,9,4,11867.9985
O,O,N,NONE,Manufacturer#3,4-NOT SPECIFIED,2,BUILDING,REG AIR,1,0.08,12,Brand#34,MED PKG,14,17,0,31875.8517
O,O,N,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,2,BUILDING,TRUCK,5,0.01,12,Brand#41,JUMBO PKG,14,36,0,38208.582
O,O,N,COLLECT COD,Manufacturer#2,4-NOT SPECIFIED,2,BUILDING,REG AIR,3,0.03,12,Brand#23,MED BAG,32,7,0,6004.215
F,F,R,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,4,BUILDING,FOB,4,0.01,9,Brand#42,SM JAR,47,15,4,12831
F,F,A,NONE,Manufacturer#1,4-NOT SPECIFIED,4,BUILDING,RAIL,7,0.04,12,Brand#14,JUMBO JAR,9,46,0,64719.1296
F,F,R,NONE,Manufacturer#1,4-NOT SPECIFIED,4,BUILDING,REG AIR,2,0.07,12,Brand#12,MED BAG,48,42,0,34776.756
O,O,N,TAKE BACK RETURN,Manufacturer#1,2-HIGH,2,FURNITURE,MAIL,4,0.07,8,Brand#14,WRAP CASE,49,50,3,75440.16
O,O,N,NONE,Manufacturer#2,2-HIGH,2,FURNITURE,MAIL,5,0.08,9,Brand#21,JUMBO BAG,41,16,4,22745.4912
