l_linestatus,o_orderstatus,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,F,TAKE BACK RETURN,3,Manufacturer#5,2-HIGH,3,BUILDING,RAIL,4,0.04,22,Brand#53,22,JUMBO DRUM,5,704,20502.9792
F,F,DELIVER IN PERSON,3,Manufacturer#1,2-HIGH,3,BUILDING,TRUCK,2,0.07,23,Brand#15,22,MED JAR,32,704,31845.9456
F,F,COLLECT COD,2,Manufacturer#1,2-HIGH,3,BUILDING,SHIP,6,0.07,12,Brand#15,22,LG PACK,21,704,54469.3248
F,F,DELIVER IN PERSON,1,Manufacturer#5,2-HIGH,3,BUILDING,RAIL,1,0.03,24,Brand#55,22,WRAP PKG,34,704,70864.794
F,F,TAKE BACK RETURN,0,Manufacturer#2,1-URGENT,4,HOUSEHOLD,REG AIR,1,0.08,15,Brand#22,11,WRAP CAN,27,2906,46141.623
F,F,NONE,1,Manufacturer#5,1-URGENT,4,HOUSEHOLD,FOB,2,0.01,17,Brand#51,11,SM BOX,17,2906,13707.8001
F,F,NONE,2,Manufacturer#3,2-HIGH,2,HOUSEHOLD,MAIL,2,0.05,8,Brand#31,12,SM PKG,35,1765,46168.176
F,F,NONE,2,Manufacturer#3,2-HIGH,2,HOUSEHOLD,REG AIR,6,0.05,18,Brand#31,12,LG DRUM,35,1765,33370.0752
F,F,COLLECT COD,2,Manufacturer#2,2-HIGH,0,AUTOMOBILE,RAIL,1,0.05,8,Brand#22,15,LG BAG,35,2909,31840.72
F,F,TAKE BACK RETURN,0,Manufacturer#5,2-HIGH,0,AUTOMOBILE,AIR,6,0.05,0,Brand#51,15,JUMBO BAG,30,2909,63612.64
F,F,TAKE BACK RETURN,3,Manufacturer#1,2-HIGH,0,AUTOMOBILE,AIR,2,0.04,22,Brand#13,15,WRAP BAG,2,2909,82610.02
F,F,DELIVER IN PERSON,0,Manufacturer#4,2-HIGH,0,AUTOMOBILE,TRUCK,3,0.02,16,Brand#41,15,JUMBO CAN,13,2909,72021.7872
F,F,COLLECT COD,4,Manufacturer#3,2-HIGH,2,HOUSEHOLD,AIR,4,0.03,13,Brand#31,12,JUMBO BAG,9,1765,11693.052
F,F,DELIVER IN PERSON,0,Manufacturer#4,5-LOW,3,AUTOMOBILE,RAIL,2,0.06,0,Brand#42,7,WRAP PKG,30,2910,56506.5396
F,F,DELIVER IN PERSON,4,Manufacturer#4,2-HIGH,2,MACHINERY,AIR,1,0.08,20,Brand#45,12,WRAP CASE,34,2911,51963.48
F,F,NONE,2,Manufacturer#5,1-URGENT,0,AUTOMOBILE,FOB,5,0.01,18,Brand#52,15,MED JAR,12,2912,3325.8162
F,F,NONE,0,Manufacturer#4,1-URGENT,2,FURNITURE,RAIL,1,0.07,15,Brand#43,12,MED CASE,11,901,77369.1303
F,F,COLLECT COD,2,Manufacturer#3,2-HIGH,1,AUTOMOBILE,MAIL,5,0.01,9,Brand#34,1,SM PKG,9,2613,24108.929
F,F,NONE,2,Manufacturer#5,2-HIGH,1,AUTOMOBILE,MAIL,2,0.06,18,Brand#54,1,WRAP CAN,11,2613,16349.52
F,F,NONE,1,Manufacturer#5,2-HIGH,1,AUTOMOBILE,REG AIR,7,0.04,24,Brand#54,1,JUMBO CAN,5,2613,21922.992
F,F,DELIVER IN PERSON,1,Manufacturer#1,2-HIGH,1,AUTOMOBILE,SHIP,4,0.06,1,Brand#11,1,MED CAN,1,2613,30361.6804
F,F,NONE,2,Manufacturer#5,5-LOW,3,AUTOMOBILE,MAIL,1,0.04,18,Brand#51,7,JUMBO DRUM,45,2910,58371.4677
F,F,NONE,2,Manufacturer#3,3-MEDIUM,3,FURNITURE,SHIP,2,0,21,Brand#32,23,JUMBO PACK,43,2913,4467.612
F,F,DELIVER IN PERSON,2,Manufacturer#2,1-URGENT,0,AUTOMOBILE,AIR,7,0.05,18,Brand#21,14,WRAP PACK,11,2195,74337.081
F,F,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,0,AUTOMOBILE,RAIL,3,0.05,12,Brand#14,14,JUMBO BOX,14,2195,39598.05
F,F,DELIVER IN PERSON,1,Manufacturer#1,1-URGENT,0,AUTOMOBILE,RAIL,6,0.02,17,Brand#12,14,JUMBO BOX,20,2195,26287.758
F,F,TAKE BACK RETURN,1,Manufacturer#1,1-URGENT,0,AUTOMOBILE,RAIL,5,0.01,3,Brand#14,14,JUMBO JAR,12,2195,77019.4698
F,F,NONE,4,Manufacturer#1,1-URGENT,0,AUTOMOBILE,REG AIR,1,0.02,11,Brand#14,14,MED BOX,35,2195,23671.1748
F,F,NONE,3,Manufacturer#5,5-LOW,1,BUILDING,SHIP,1,0.02,6,Brand#51,1,WRAP JAR,37,2914,59081.7744
F,F,TAKE BACK RETURN,0,Manufacturer#2,5-LOW,1,BUILDING,FOB,3,0.05,0,Brand#22,1,JUMBO PACK,47,2914,22731.9036
F,F,DELIVER IN PERSON,4,Manufacturer#1,2-HIGH,1,FURNITURE,RAIL,2,0.07,10,Brand#13,3,SM CASE,49,2915,49738.3326
F,F,NONE,4,Manufacturer#4,2-HIGH,0,FURNITURE,RAIL,4,0.03,4,Brand#44,5,WRAP PACK,44,2916,42486.444
F,F,TAKE BACK RETURN,1,Manufacturer#3,2-HIGH,0,FURNITURE,TRUCK,7,0.07,24,Brand#32,5,JUMBO JAR,11,2916,67265.0352
F,F,COLLECT COD,0,Manufacturer#3,2-HIGH,0,FURNITURE,MAIL,6,0.06,0,Brand#31,5,MED PACK,20,2916,48784.7528
F,F,DELIVER IN PERSON,3,Manufacturer#2,2-HIGH,0,FURNITURE,FOB,5,0.07,22,Brand#23,5,LG PKG,13,2916,23937.2
F,F,DELIVER IN PERSON,0,Manufacturer#1,2-HIGH,0,FURNITURE,TRUCK,3,0.02,5,Brand#12,5,LG CAN,35,2916,49727.5156
F,F,TAKE BACK RETURN,3,Manufacturer#5,3-MEDIUM,3,FURNITURE,MAIL,4,0,22,Brand#54,23,MED JAR,13,2913,4094.0535
F,F,TAKE BACK RETURN,4,Manufacturer#5,3-MEDIUM,3,FURNITURE,RAIL,1,0.02,4,Brand#51,23,WRAP BOX,9,2913,42253.245
F,F,DELIVER IN PERSON,2,Manufacturer#1,3-MEDIUM,2,MACHINERY,FOB,3,0,18,Brand#14,21,SM PACK,47,2917,7991.8848
F,F,TAKE BACK RETURN,3,Manufacturer#1,2-HIGH,4,HOUSEHOLD,RAIL,3,0.02,22,Brand#13,11,JUMBO PKG,42,2918,11684.4
F,F,DELIVER IN PERSON,0,Manufacturer#3,5-LOW,2,MACHINERY,MAIL,5,0,5,Brand#31,18,SM PKG,15,2919,31088.5596
F,F,NONE,2,Manufacturer#2,5-LOW,2,MACHINERY,FOB,1,0,18,Brand#22,18,SM PACK,13,2919,22833.648
F,F,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,4,BUILDING,SHIP,3,0.08,18,Brand#55,10,MED JAR,1,2920,49759.764
F,F,COLLECT COD,4,Manufacturer#4,1-URGENT,4,BUILDING,TRUCK,1,0.04,4,Brand#45,10,LG DRUM,39,2920,26623.3464
F,F,COLLECT COD,0,Manufacturer#1,1-URGENT,4,BUILDING,MAIL,5,0.08,5,Brand#11,10,JUMBO CAN,40,2920,59445.78
F,F,COLLECT COD,0,Manufacturer#2,1-URGENT,3,MACHINERY,REG AIR,1,0.04,15,Brand#25,22,MED JAR,15,2921,46484.95
F,F,TAKE BACK RETURN,0,Manufacturer#5,3-MEDIUM,2,MACHINERY,REG AIR,4,0.05,5,Brand#55,21,LG PACK,3,2917,2617.9136
F,F,NONE,2,Manufacturer#3,3-MEDIUM,2,MACHINERY,FOB,1,0.04,8,Brand#35,21,MED CASE,23,2917,14992.8525
F,F,COLLECT COD,2,Manufacturer#3,3-MEDIUM,2,MACHINERY,SHIP,2,0.08,21,Brand#33,21,LG PKG,34,2917,24905.6883
F,F,COLLECT COD,3,Manufacturer#1,3-MEDIUM,4,FURNITURE,FOB,1,0,6,Brand#11,4,LG JAR,22,2922,24154.0802
F,F,DELIVER IN PERSON,0,Manufacturer#5,3-MEDIUM,4,FURNITURE,SHIP,2,0,14,Brand#52,4,MED BAG,33,2922,38368.866
F,F,TAKE BACK RETURN,2,Manufacturer#2,3-MEDIUM,4,FURNITURE,TRUCK,6,0.02,8,Brand#25,4,LG DRUM,19,2922,68397.2184
F,F,DELIVER IN PERSON,2,Manufacturer#4,3-MEDIUM,4,FURNITURE,TRUCK,3,0.07,12,Brand#43,4,LG CASE,19,2922,31476.1538
F,F,COLLECT COD,3,Manufacturer#4,2-HIGH,1,BUILDING,FOB,4,0.08,23,Brand#45,3,SM BAG,16,621,32923.296
F,F,COLLECT COD,3,Manufacturer#3,2-HIGH,1,BUILDING,REG AIR,2,0,19,Brand#31,3,WRAP CASE,46,621,21127.9068
F,F,COLLECT COD,0,Manufacturer#4,2-HIGH,1,BUILDING,AIR,5,0.07,5,Brand#43,3,MED CAN,15,621,28932.9052
F,F,COLLECT COD,1,Manufacturer#1,2-HIGH,1,BUILDING,SHIP,3,0.01,24,Brand#11,3,MED CAN,28,621,13752.8028
F,F,TAKE BACK RETURN,4,Manufacturer#4,1-URGENT,1,FURNITURE,REG AIR,1,0.05,20,Brand#43,3,JUMBO CAN,14,2923,26789.3475
F,F,NONE,3,Manufacturer#3,4-NOT SPECIFIED,0,AUTOMOBILE,RAIL,3,0.04,23,Brand#32,5,JUMBO JAR,42,2924,41428.9708
F,F,DELIVER IN PERSON,0,Manufacturer#5,1-URGENT,3,MACHINERY,RAIL,4,0.08,15,Brand#54,22,JUMBO JAR,9,2925,66575.1255
F,F,NONE,1,Manufacturer#5,1-URGENT,3,MACHINERY,RAIL,2,0.06,2,Brand#51,22,LG CASE,46,2925,44688
F,F,TAKE BACK RETURN,1,Manufacturer#3,4-NOT SPECIFIED,2,MACHINERY,FOB,2,0.03,2,Brand#35,12,MED BOX,16,2,41376.153
F,F,TAKE BACK RETURN,2,Manufacturer#5,4-NOT SPECIFIED,2,MACHINERY,SHIP,1,0.01,18,Brand#52,12,WRAP PACK,27,2,35090.874
F,F,DELIVER IN PERSON,1,Manufacturer#5,5-LOW,2,MACHINERY,SHIP,1,0,3,Brand#52,12,WRAP JAR,32,2889,23427.0912
F,F,TAKE BACK RETURN,2,Manufacturer#2,4-NOT SPECIFIED,0,MACHINERY,FOB,4,0.07,21,Brand#24,5,JUMBO BOX,37,1975,89554.899
F,F,TAKE BACK RETURN,3,Manufacturer#3,4-NOT SPECIFIED,0,MACHINERY,TRUCK,2,0.08,23,Brand#34,5,WRAP JAR,48,1975,35309.9838
F,F,TAKE BACK RETURN,1,Manufacturer#1,4-NOT SPECIFIED,0,AUTOMOBILE,FOB,2,0.01,1,Brand#14,5,SM JAR,12,2924,38118.598
F,F,COLLECT COD,0,Manufacturer#5,4-NOT SPECIFIED,0,AUTOMOBILE,FOB,1,0.08,15,Brand#53,5,MED PACK,47,2924,38905.713
F,F,COLLECT COD,4,Manufacturer#5,4-NOT SPECIFIED,0,AUTOMOBILE,AIR,4,0.08,13,Brand#51,5,MED BOX,48,2924,28041.3056
F,F,DELIVER IN PERSON,4,Manufacturer#3,4-NOT SPECIFIED,2,HOUSEHOLD,SHIP,3,0.03,11,Brand#32,21,MED BOX,48,2926,23519.106
F,F,NONE,3,Manufacturer#2,4-NOT SPECIFIED,2,HOUSEHOLD,MAIL,2,0.03,7,Brand#24,21,LG CAN,38,2926,25591.824
F,F,COLLECT COD,2,Manufacturer#5,3-MEDIUM,4,FURNITURE,TRUCK,4,0.06,8,Brand#53,13,MED DRUM,38,2927,37838.2838
F,F,TAKE BACK RETURN,3,Manufacturer#4,3-MEDIUM,4,FURNITURE,AIR,5,0.05,6,Brand#43,13,SM CASE,23,2927,28359.45
F,F,COLLECT COD,2,Manufacturer#4,3-MEDIUM,4,FURNITURE,FOB,1,0,12,Brand#42,13,JUMBO BOX,10,2927,24002.0352
F,F,COLLECT COD,4,Manufacturer#1,3-MEDIUM,4,FURNITURE,REG AIR,3,0.06,13,Brand#15,13,LG BAG,19,2927,24470.712
F,F,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,3,AUTOMOBILE,TRUCK,1,0.03,12,Brand#13,23,MED BOX,49,2928,23185.6534
F,F,COLLECT COD,1,Manufacturer#1,4-NOT SPECIFIED,3,AUTOMOBILE,AIR,2,0.06,24,Brand#14,23,MED DRUM,24,2928,40968.312
F,F,NONE,2,Manufacturer#3,4-NOT SPECIFIED,3,AUTOMOBILE,AIR,4,0.05,9,Brand#32,23,MED CAN,41,2928,49658.2144
F,F,NONE,0,Manufacturer#4,4-NOT SPECIFIED,3,AUTOMOBILE,REG AIR,3,0.01,5,Brand#41,23,LG CAN,5,2928,34671.3114
F,F,TAKE BACK RETURN,1,Manufacturer#3,3-MEDIUM,0,MACHINERY,FOB,2,0.01,2,Brand#33,14,SM DRUM,21,2929,58077.712
F,F,DELIVER IN PERSON,1,Manufacturer#2,3-MEDIUM,0,MACHINERY,TRUCK,1,0.08,3,Brand#22,14,LG PACK,21,2929,48758.646
F,F,COLLECT COD,2,Manufacturer#4,3-MEDIUM,3,HOUSEHOLD,RAIL,5,0.04,12,Brand#45,19,MED CAN,6,1227,2937.5379
F,F,TAKE BACK RETURN,4,Manufacturer#4,5-LOW,0,HOUSEHOLD,TRUCK,1,0.06,20,Brand#41,0,LG PKG,49,1406,40895.4
F,F,TAKE BACK RETURN,4,Manufacturer#4,5-LOW,0,HOUSEHOLD,SHIP,6,0.04,20,Brand#43,0,MED JAR,13,1406,35894.3823
F,F,COLLECT COD,2,Manufacturer#5,5-LOW,0,HOUSEHOLD,REG AIR,5,0.06,18,Brand#52,0,WRAP PKG,10,1406,41817.0816
F,F,DELIVER IN PERSON,4,Manufacturer#2,5-LOW,0,HOUSEHOLD,REG AIR,4,0.04,20,Brand#23,0,SM JAR,24,1406,34677.2748
F,F,COLLECT COD,0,Manufacturer#5,5-LOW,0,HOUSEHOLD,RAIL,2,0.06,15,Brand#55,0,SM CASE,9,1406,43084.296
F,F,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,3,MACHINERY,MAIL,2,0.08,9,Brand#15,6,MED CASE,8,2930,18693.6022
F,F,TAKE BACK RETURN,1,Manufacturer#4,3-MEDIUM,3,HOUSEHOLD,AIR,6,0.05,2,Brand#42,19,JUMBO PACK,24,1227,30470.2689
F,F,TAKE BACK RETURN,4,Manufacturer#5,3-MEDIUM,3,HOUSEHOLD,RAIL,7,0,11,Brand#51,19,SM JAR,44,1227,36223.666
F,F,TAKE BACK RETURN,3,Manufacturer#1,3-MEDIUM,3,HOUSEHOLD,SHIP,4,0.05,22,Brand#15,19,MED PACK,30,1227,9989.1279
F,F,COLLECT COD,3,Manufacturer#2,3-MEDIUM,4,FURNITURE,FOB,1,0.06,7,Brand#22,4,MED PKG,11,2931,1009.0848
F,F,COLLECT COD,0,Manufacturer#5,4-NOT SPECIFIED,2,BUILDING,FOB,3,0.01,15,Brand#55,12,SM DRUM,4,363,6533.4825
F,F,COLLECT COD,3,Manufacturer#4,4-NOT SPECIFIED,2,BUILDING,AIR,1,0.05,19,Brand#42,12,WRAP JAR,40,363,44353.44
F,F,COLLECT COD,0,Manufacturer#5,4-NOT SPECIFIED,2,BUILDING,FOB,5,0.05,14,Brand#53,12,WRAP CASE,7,363,57034.01
F,F,TAKE BACK RETURN,3,Manufacturer#4,2-HIGH,3,AUTOMOBILE,REG AIR,1,0.01,7,Brand#43,22,WRAP BAG,26,2182,59960.1024
F,F,COLLECT COD,4,Manufacturer#5,1-URGENT,1,HOUSEHOLD,AIR,5,0.07,10,Brand#53,1,WRAP CASE,36,2932,64507.6
F,F,DELIVER IN PERSON,1,Manufacturer#4,1-URGENT,1,HOUSEHOLD,FOB,2,0.07,3,Brand#45,1,MED CAN,8,2932,15616.9224
F,F,TAKE BACK RETURN,1,Manufacturer#5,3-MEDIUM,2,AUTOMOBILE,TRUCK,3,0.06,2,Brand#51,21,LG JAR,35,104,26473.6215
F,F,NONE,3,Manufacturer#4,3-MEDIUM,2,AUTOMOBILE,REG AIR,2,0.05,7,Brand#42,21,WRAP JAR,27,104,83655.8217
F,F,DELIVER IN PERSON,1,Manufacturer#3,4-NOT SPECIFIED,0,AUTOMOBILE,RAIL,6,0.02,1,Brand#32,14,WRAP PACK,1,2933,19020.3228
F,F,TAKE BACK RETURN,4,Manufacturer#2,4-NOT SPECIFIED,0,AUTOMOBILE,FOB,5,0.07,20,Brand#22,14,SM PKG,37,2933,45802.746
F,F,TAKE BACK RETURN,4,Manufacturer#3,4-NOT SPECIFIED,0,AUTOMOBILE,REG AIR,1,0.04,4,Brand#31,14,LG PACK,47,2933,90094.08
F,F,COLLECT COD,2,Manufacturer#1,2-HIGH,3,HOUSEHOLD,TRUCK,1,0.04,12,Brand#14,6,SM CAN,40,2934,9547.2792
F,F,DELIVER IN PERSON,4,Manufacturer#1,5-LOW,3,HOUSEHOLD,AIR,1,0.01,13,Brand#15,19,SM JAR,43,2935,31786.398
F,F,NONE,1,Manufacturer#1,3-MEDIUM,0,BUILDING,SHIP,3,0.08,1,Brand#13,0,MED BOX,45,2936,20048.3304
F,F,COLLECT COD,1,Manufacturer#4,2-HIGH,3,MACHINERY,AIR,1,0.01,2,Brand#41,23,WRAP PKG,7,2937,15574.4316
F,F,NONE,2,Manufacturer#4,2-HIGH,3,MACHINERY,FOB,3,0.05,21,Brand#41,23,SM CASE,4,2937,82887
F,F,TAKE BACK RETURN,4,Manufacturer#2,2-HIGH,3,MACHINERY,MAIL,2,0.03,13,Brand#23,23,LG JAR,22,2937,7851.7824
F,F,DELIVER IN PERSON,1,Manufacturer#4,4-NOT SPECIFIED,4,BUILDING,FOB,3,0,3,Brand#42,10,MED DRUM,2,2938,38279.4048
F,F,TAKE BACK RETURN,4,Manufacturer#1,4-NOT SPECIFIED,4,BUILDING,FOB,2,0,10,Brand#13,10,LG PACK,3,2938,17117.1368
F,F,COLLECT COD,0,Manufacturer#5,4-NOT SPECIFIED,2,MACHINERY,MAIL,3,0.06,0,Brand#51,12,SM CASE,35,2939,28030.665
F,F,TAKE BACK RETURN,0,Manufacturer#5,1-URGENT,1,AUTOMOBILE,REG AIR,4,0.05,16,Brand#51,24,MED CASE,50,2940,59884.392
F,F,DELIVER IN PERSON,1,Manufacturer#1,1-URGENT,1,AUTOMOBILE,SHIP,2,0.01,3,Brand#11,24,SM JAR,42,2940,54610.6176
F,F,DELIVER IN PERSON,3,Manufacturer#4,2-HIGH,4,AUTOMOBILE,MAIL,1,0,6,Brand#43,20,SM BAG,20,2941,47169.5092
F,F,NONE,2,Manufacturer#4,1-URGENT,0,AUTOMOBILE,RAIL,2,0.06,8,Brand#44,0,MED BAG,46,2452,22096.35
F,F,NONE,2,Manufacturer#4,1-URGENT,0,AUTOMOBILE,TRUCK,1,0.08,18,Brand#44,0,WRAP CASE,47,2452,33426.432
F,F,DELIVER IN PERSON,0,Manufacturer#2,2-HIGH,3,FURNITURE,RAIL,1,0.05,15,Brand#23,23,JUMBO PKG,49,2913,30556.332
F,F,COLLECT COD,0,Manufacturer#1,1-URGENT,1,HOUSEHOLD,AIR,5,0.06,5,Brand#11,3,LG DRUM,23,2255,33838.1978
F,F,NONE,1,Manufacturer#5,4-NOT SPECIFIED,3,BUILDING,SHIP,1,0.08,17,Brand#52,19,JUMBO CAN,23,921,17644.1472
F,F,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,3,BUILDING,MAIL,4,0.07,12,Brand#42,19,LG PACK,16,921,26635.0084
F,F,TAKE BACK RETURN,3,Manufacturer#1,4-NOT SPECIFIED,3,HOUSEHOLD,AIR,1,0.01,22,Brand#13,23,SM BAG,24,2942,25487.55
F,F,NONE,1,Manufacturer#3,5-LOW,1,FURNITURE,AIR,2,0.06,17,Brand#31,17,SM BAG,15,1343,79329.6231
F,F,NONE,1,Manufacturer#2,5-LOW,1,FURNITURE,SHIP,4,0.02,3,Brand#22,17,MED CASE,4,1343,71817.2412
F,F,TAKE BACK RETURN,4,Manufacturer#2,1-URGENT,1,AUTOMOBILE,MAIL,3,0.02,20,Brand#23,17,WRAP JAR,42,2943,4069.6059
F,F,NONE,0,Manufacturer#3,4-NOT SPECIFIED,0,FURNITURE,REG AIR,3,0.07,0,Brand#34,5,SM DRUM,30,2944,12475.5484
F,F,DELIVER IN PERSON,1,Manufacturer#1,4-NOT SPECIFIED,0,FURNITURE,AIR,1,0.05,2,Brand#15,5,SM JAR,32,2944,60424.38
F,F,NONE,1,Manufacturer#2,2-HIGH,4,FURNITURE,SHIP,4,0.01,1,Brand#23,4,SM PKG,31,2945,34465.428
F,F,TAKE BACK RETURN,1,Manufacturer#3,2-HIGH,4,FURNITURE,MAIL,5,0,2,Brand#33,4,JUMBO BOX,49,2945,47847.66
F,F,TAKE BACK RETURN,0,Manufacturer#1,4-NOT SPECIFIED,2,HOUSEHOLD,RAIL,3,0.06,15,Brand#15,8,WRAP JAR,1,2946,55820.4348
F,F,NONE,3,Manufacturer#4,4-NOT SPECIFIED,2,HOUSEHOLD,SHIP,1,0.08,6,Brand#44,8,MED PKG,50,2946,71615.46
F,F,COLLECT COD,0,Manufacturer#2,2-HIGH,1,HOUSEHOLD,AIR,5,0.08,0,Brand#25,1,JUMBO BOX,36,2947,42326.243
F,F,NONE,2,Manufacturer#5,2-HIGH,1,HOUSEHOLD,MAIL,4,0.01,21,Brand#53,1,MED PKG,32,2947,27260.98
F,F,COLLECT COD,0,Manufacturer#4,2-HIGH,1,HOUSEHOLD,REG AIR,1,0.07,15,Brand#44,1,WRAP PKG,39,2947,24015.6774
F,F,NONE,3,Manufacturer#2,2-HIGH,1,HOUSEHOLD,SHIP,2,0.02,22,Brand#22,1,MED JAR,13,2947,4118.478
F,F,NONE,4,Manufacturer#2,2-HIGH,1,HOUSEHOLD,AIR,6,0.05,20,Brand#22,1,SM PACK,7,2947,63725.544
F,F,NONE,2,Manufacturer#5,2-HIGH,1,HOUSEHOLD,MAIL,3,0.02,8,Brand#51,1,MED JAR,35,2947,21043.68
F,F,COLLECT COD,1,Manufacturer#2,3-MEDIUM,3,FURNITURE,MAIL,7,0.08,1,Brand#25,6,SM CAN,46,2948,36172.224
F,F,DELIVER IN PERSON,0,Manufacturer#4,3-MEDIUM,3,FURNITURE,MAIL,2,0.08,5,Brand#41,6,MED DRUM,17,2948,5345.6733
F,F,TAKE BACK RETURN,1,Manufacturer#1,3-MEDIUM,3,FURNITURE,TRUCK,4,0.07,3,Brand#12,6,JUMBO CAN,3,2948,24170.4
F,F,COLLECT COD,0,Manufacturer#3,3-MEDIUM,3,FURNITURE,REG AIR,1,0.06,15,Brand#31,6,MED CASE,43,2948,1689.5751
F,F,TAKE BACK RETURN,0,Manufacturer#4,3-MEDIUM,3,FURNITURE,SHIP,3,0.07,5,Brand#42,6,SM BAG,38,2948,34051.5357
F,F,NONE,3,Manufacturer#5,2-HIGH,1,AUTOMOBILE,TRUCK,3,0,19,Brand#54,3,JUMBO JAR,43,1006,23775.744
F,F,COLLECT COD,0,Manufacturer#1,2-HIGH,1,AUTOMOBILE,SHIP,4,0.01,0,Brand#12,3,LG CASE,27,1006,42618.114
F,F,DELIVER IN PERSON,0,Manufacturer#1,2-HIGH,1,AUTOMOBILE,RAIL,7,0.03,16,Brand#13,3,MED JAR,45,1006,4533.9825
F,F,NONE,4,Manufacturer#2,5-LOW,0,BUILDING,REG AIR,6,0.02,13,Brand#24,14,JUMBO BOX,32,2949,1767.0558
F,F,TAKE BACK RETURN,3,Manufacturer#4,5-LOW,0,BUILDING,MAIL,1,0.02,7,Brand#42,14,SM CAN,33,2949,47734.8168
F,F,TAKE BACK RETURN,4,Manufacturer#2,5-LOW,0,BUILDING,MAIL,3,0.01,4,Brand#24,14,SM CAN,44,2949,48468.1032
F,F,NONE,1,Manufacturer#5,5-LOW,0,BUILDING,AIR,4,0.02,3,Brand#52,14,SM PKG,21,2949,43546.5716
F,F,COLLECT COD,3,Manufacturer#1,3-MEDIUM,2,BUILDING,FOB,4,0.06,6,Brand#13,9,JUMBO PACK,29,2950,68496.1252
F,F,COLLECT COD,3,Manufacturer#3,3-MEDIUM,2,BUILDING,SHIP,1,0.03,7,Brand#35,9,LG CASE,44,2950,82293.3504
F,F,COLLECT COD,1,Manufacturer#3,3-MEDIUM,2,BUILDING,REG AIR,5,0.03,17,Brand#32,9,MED BOX,10,2950,61566.6051
F,F,COLLECT COD,3,Manufacturer#5,3-MEDIUM,2,BUILDING,RAIL,2,0.02,7,Brand#54,9,SM DRUM,20,2950,12946.77
F,F,DELIVER IN PERSON,2,Manufacturer#5,3-MEDIUM,2,BUILDING,TRUCK,3,0.03,12,Brand#53,9,JUMBO BOX,13,2950,8500.3428
F,F,NONE,3,Manufacturer#5,1-URGENT,0,MACHINERY,MAIL,1,0.01,23,Brand#52,0,MED DRUM,40,2951,21877.227
F,F,TAKE BACK RETURN,2,Manufacturer#2,3-MEDIUM,4,AUTOMOBILE,AIR,1,0.04,8,Brand#23,13,SM BOX,7,645,43083.738
F,F,DELIVER IN PERSON,4,Manufacturer#2,4-NOT SPECIFIED,3,FURNITURE,RAIL,4,0.01,20,Brand#22,22,LG BAG,47,2952,69582.3128
F,F,NONE,3,Manufacturer#3,4-NOT SPECIFIED,3,FURNITURE,FOB,5,0.03,7,Brand#31,22,MED BOX,28,2952,65114.6625
F,F,NONE,2,Manufacturer#5,3-MEDIUM,3,HOUSEHOLD,RAIL,2,0,8,Brand#52,7,WRAP BOX,8,1148,21320.3672
F,F,TAKE BACK RETURN,1,Manufacturer#2,5-LOW,1,MACHINERY,REG AIR,3,0.02,17,Brand#21,2,LG CAN,39,2953,6035.28
F,F,DELIVER IN PERSON,4,Manufacturer#2,5-LOW,1,MACHINERY,RAIL,4,0.07,11,Brand#23,2,SM PACK,46,2953,17056.4995
F,F,COLLECT COD,4,Manufacturer#5,5-LOW,1,MACHINERY,SHIP,1,0.02,20,Brand#54,2,JUMBO CAN,38,2953,42998.178
F,F,NONE,2,Manufacturer#1,5-LOW,4,AUTOMOBILE,AIR,3,0.05,18,Brand#11,20,LG PKG,26,1853,42624.288
F,F,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,4,MACHINERY,FOB,4,0.04,1,Brand#21,11,WRAP JAR,13,2954,13259.1168
F,F,COLLECT COD,3,Manufacturer#5,1-URGENT,4,MACHINERY,AIR,1,0.04,7,Brand#53,11,SM BOX,42,2954,20883.096
F,F,DELIVER IN PERSON,0,Manufacturer#5,1-URGENT,4,MACHINERY,FOB,6,0.07,14,Brand#52,11,MED CAN,41,2954,7160.1985
F,F,DELIVER IN PERSON,4,Manufacturer#4,1-URGENT,4,MACHINERY,SHIP,3,0.07,4,Brand#45,11,SM BOX,36,2954,25940.574
F,F,NONE,1,Manufacturer#2,1-URGENT,0,AUTOMOBILE,AIR,5,0.06,24,Brand#25,0,WRAP BAG,37,2955,33394.725
F,F,NONE,1,Manufacturer#4,1-URGENT,0,AUTOMOBILE,RAIL,4,0.06,1,Brand#45,0,LG JAR,11,2955,43662.624
F,F,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,0,AUTOMOBILE,FOB,3,0.03,8,Brand#54,0,SM JAR,26,2955,42788.88
F,F,DELIVER IN PERSON,1,Manufacturer#4,3-MEDIUM,4,BUILDING,SHIP,1,0.01,17,Brand#45,20,LG PACK,47,2956,57746.1015
F,F,DELIVER IN PERSON,2,Manufacturer#2,3-MEDIUM,3,HOUSEHOLD,FOB,1,0.07,21,Brand#25,19,SM BAG,37,2957,41659.6473
