l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,l_discount,s_nationkey,p_brand,c_nationkey,groupcol,aggcol
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,3-MEDIUM,2,FURNITURE,FOB,1,0.07,0,7,Brand#11,12,10512,37
F,F,R,COLLECT COD,2,Manufacturer#5,3-MEDIUM,2,FURNITURE,AIR,2,0.01,0,9,Brand#51,12,10512,27
F,F,R,NONE,0,Manufacturer#3,3-MEDIUM,2,FURNITURE,TRUCK,4,0.08,0.01,0,Brand#33,12,10512,45
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,3-MEDIUM,2,FURNITURE,FOB,3,0,0.01,14,Brand#31,12,10512,41
O,O,N,NONE,2,Manufacturer#4,3-MEDIUM,0,FURNITURE,SHIP,2,0.04,0.01,21,Brand#42,0,10513,41
O,O,N,TAKE BACK RETURN,3,Manufacturer#3,3-MEDIUM,0,FURNITURE,FOB,3,0.08,0.04,19,Brand#34,0,10513,49
O,O,N,NONE,3,Manufacturer#4,3-MEDIUM,0,FURNITURE,TRUCK,1,0.06,0.08,23,Brand#44,0,10513,7
O,O,N,TAKE BACK RETURN,4,Manufacturer#4,5-LOW,4,FURNITURE,FOB,4,0.01,0.02,11,Brand#41,10,10514,38
O,O,N,NONE,3,Manufacturer#1,5-LOW,4,FURNITURE,MAIL,5,0.07,0.03,7,Brand#14,10,10514,38
O,O,N,COLLECT COD,2,Manufacturer#4,5-LOW,4,FURNITURE,RAIL,2,0.08,0.07,8,Brand#45,10,10514,27
O,O,N,TAKE BACK RETURN,2,Manufacturer#3,5-LOW,4,FURNITURE,FOB,6,0.07,0.09,9,Brand#35,10,10514,31
O,O,N,TAKE BACK RETURN,3,Manufacturer#5,5-LOW,4,FURNITURE,MAIL,3,0.02,0,22,Brand#51,10,10514,25
O,O,N,NONE,0,Manufacturer#3,5-LOW,4,FURNITURE,TRUCK,1,0.03,0.01,14,Brand#33,10,10514,9
O,O,N,TAKE BACK RETURN,1,Manufacturer#2,5-LOW,4,FURNITURE,RAIL,7,0,0.03,24,Brand#23,10,10514,2
F,F,R,TAKE BACK RETURN,0,Manufacturer#4,1-URGENT,0,HOUSEHOLD,SHIP,3,0,0.06,16,Brand#41,15,10515,7
F,F,R,TAKE BACK RETURN,1,Manufacturer#5,1-URGENT,0,HOUSEHOLD,SHIP,1,0.02,0.1,24,Brand#55,15,10515,4
F,F,A,COLLECT COD,2,Manufacturer#3,1-URGENT,0,HOUSEHOLD,TRUCK,7,0.03,0.05,21,Brand#32,15,10515,29
F,F,R,TAKE BACK RETURN,3,Manufacturer#3,1-URGENT,0,HOUSEHOLD,MAIL,6,0.07,0.09,23,Brand#35,15,10515,4
F,F,A,NONE,2,Manufacturer#4,1-URGENT,0,HOUSEHOLD,AIR,5,0,0,18,Brand#45,15,10515,46
F,F,A,NONE,0,Manufacturer#2,1-URGENT,0,HOUSEHOLD,MAIL,4,0.02,0.08,5,Brand#24,15,10515,32
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,0,HOUSEHOLD,AIR,2,0.06,0.08,9,Brand#11,15,10515,3
O,O,N,COLLECT COD,3,Manufacturer#3,5-LOW,1,HOUSEHOLD,RAIL,5,0.05,0.05,22,Brand#35,3,10516,43
O,O,N,COLLECT COD,2,Manufacturer#2,5-LOW,1,HOUSEHOLD,FOB,3,0.05,0,8,Brand#23,3,10516,5
O,O,N,NONE,2,Manufacturer#5,5-LOW,1,HOUSEHOLD,AIR,2,0.04,0.05,18,Brand#52,3,10516,29
O,O,N,TAKE BACK RETURN,0,Manufacturer#1,5-LOW,1,HOUSEHOLD,MAIL,1,0.03,0.06,16,Brand#11,3,10516,33
O,O,N,COLLECT COD,1,Manufacturer#5,5-LOW,1,HOUSEHOLD,MAIL,6,0.08,0.09,1,Brand#51,3,10516,4
O,O,N,NONE,1,Manufacturer#3,5-LOW,1,HOUSEHOLD,FOB,4,0.02,0.01,24,Brand#32,3,10516,9
F,F,R,TAKE BACK RETURN,2,Manufacturer#5,4-NOT SPECIFIED,1,BUILDING,MAIL,5,0.05,0.1,18,Brand#52,2,10517,14
F,F,R,NONE,0,Manufacturer#2,4-NOT SPECIFIED,1,BUILDING,AIR,3,0,0.03,14,Brand#24,2,10517,33
F,F,R,TAKE BACK RETURN,2,Manufacturer#1,4-NOT SPECIFIED,1,BUILDING,TRUCK,1,0.05,0.1,21,Brand#12,2,10517,48
F,F,R,TAKE BACK RETURN,3,Manufacturer#1,4-NOT SPECIFIED,1,BUILDING,FOB,2,0.04,0.01,19,Brand#15,2,10517,34
F,F,R,NONE,0,Manufacturer#5,4-NOT SPECIFIED,1,BUILDING,RAIL,4,0.02,0.04,14,Brand#52,2,10517,14
F,F,R,DELIVER IN PERSON,3,Manufacturer#2,4-NOT SPECIFIED,2,FURNITURE,FOB,5,0.02,0,22,Brand#23,9,10518,21
F,F,A,NONE,2,Manufacturer#2,4-NOT SPECIFIED,2,FURNITURE,RAIL,3,0.05,0.04,8,Brand#21,9,10518,27
F,F,R,COLLECT COD,1,Manufacturer#1,4-NOT SPECIFIED,2,FURNITURE,MAIL,1,0.05,0,3,Brand#15,9,10518,2
F,F,A,TAKE BACK RETURN,3,Manufacturer#3,4-NOT SPECIFIED,2,FURNITURE,FOB,6,0.03,0.03,19,Brand#35,9,10518,21
F,F,A,DELIVER IN PERSON,3,Manufacturer#3,4-NOT SPECIFIED,2,FURNITURE,TRUCK,4,0.01,0.03,23,Brand#33,9,10518,31
F,F,A,NONE,1,Manufacturer#1,4-NOT SPECIFIED,2,FURNITURE,SHIP,2,0.02,0.04,3,Brand#12,9,10518,39
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,2,BUILDING,REG AIR,1,0,0.05,9,Brand#14,9,10519,46
F,F,A,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,2,BUILDING,TRUCK,3,0.01,0.08,8,Brand#54,9,10519,6
F,F,A,DELIVER IN PERSON,0,Manufacturer#1,1-URGENT,2,BUILDING,REG AIR,2,0.08,0.05,16,Brand#13,9,10519,28
F,F,A,COLLECT COD,0,Manufacturer#4,2-HIGH,4,BUILDING,TRUCK,1,0.08,0.01,16,Brand#43,13,10520,27
F,F,R,COLLECT COD,1,Manufacturer#2,2-HIGH,4,BUILDING,FOB,2,0.06,0.03,24,Brand#24,13,10520,44
F,F,R,TAKE BACK RETURN,4,Manufacturer#4,2-HIGH,3,AUTOMOBILE,SHIP,3,0.07,0.02,10,Brand#43,19,10521,10
F,F,R,DELIVER IN PERSON,3,Manufacturer#3,2-HIGH,3,AUTOMOBILE,REG AIR,1,0.06,0.06,7,Brand#35,19,10521,50
F,F,A,DELIVER IN PERSON,3,Manufacturer#5,2-HIGH,3,AUTOMOBILE,RAIL,2,0.02,0.01,22,Brand#52,19,10521,47
F,F,A,TAKE BACK RETURN,1,Manufacturer#4,2-HIGH,3,AUTOMOBILE,MAIL,4,0.01,0.05,24,Brand#45,19,10521,18
O,O,N,COLLECT COD,3,Manufacturer#4,2-HIGH,0,AUTOMOBILE,MAIL,5,0.02,0.1,19,Brand#42,5,10522,43
O,O,N,NONE,3,Manufacturer#5,2-HIGH,0,AUTOMOBILE,RAIL,4,0.07,0.04,7,Brand#52,5,10522,45
O,O,N,TAKE BACK RETURN,2,Manufacturer#4,2-HIGH,0,AUTOMOBILE,TRUCK,1,0,0.03,12,Brand#44,5,10522,19
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,2-HIGH,0,AUTOMOBILE,REG AIR,2,0.03,0.08,18,Brand#15,5,10522,23
O,O,N,DELIVER IN PERSON,3,Manufacturer#2,2-HIGH,0,AUTOMOBILE,TRUCK,3,0,0.06,6,Brand#22,5,10522,31
O,O,N,TAKE BACK RETURN,2,Manufacturer#4,2-HIGH,0,AUTOMOBILE,RAIL,6,0.04,0.08,18,Brand#45,5,10522,44
O,O,N,COLLECT COD,3,Manufacturer#5,2-HIGH,3,AUTOMOBILE,AIR,5,0.07,0.09,23,Brand#51,6,10523,3
O,O,N,TAKE BACK RETURN,3,Manufacturer#5,2-HIGH,3,AUTOMOBILE,AIR,3,0.03,0.01,23,Brand#54,6,10523,16
O,O,N,DELIVER IN PERSON,1,Manufacturer#3,2-HIGH,3,AUTOMOBILE,REG AIR,2,0.06,0.03,24,Brand#33,6,10523,15
O,O,N,NONE,4,Manufacturer#3,2-HIGH,3,AUTOMOBILE,TRUCK,1,0.03,0.09,10,Brand#33,6,10523,18
O,O,N,NONE,3,Manufacturer#5,2-HIGH,3,AUTOMOBILE,REG AIR,6,0.03,0.06,7,Brand#55,6,10523,1
O,O,N,COLLECT COD,2,Manufacturer#5,2-HIGH,3,AUTOMOBILE,REG AIR,4,0.08,0.05,12,Brand#52,6,10523,28
O,O,N,NONE,0,Manufacturer#3,1-URGENT,3,HOUSEHOLD,RAIL,1,0.06,0.05,14,Brand#33,7,10524,32
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,1-URGENT,3,HOUSEHOLD,TRUCK,6,0.01,0.08,14,Brand#35,7,10524,13
O,O,N,COLLECT COD,4,Manufacturer#5,1-URGENT,3,HOUSEHOLD,TRUCK,5,0.02,0.06,11,Brand#53,7,10524,3
O,O,N,TAKE BACK RETURN,3,Manufacturer#4,1-URGENT,3,HOUSEHOLD,FOB,3,0.03,0.07,23,Brand#45,7,10524,16
O,O,N,TAKE BACK RETURN,1,Manufacturer#5,1-URGENT,3,HOUSEHOLD,AIR,7,0.02,0.01,2,Brand#51,7,10524,49
O,O,N,COLLECT COD,0,Manufacturer#2,1-URGENT,3,HOUSEHOLD,FOB,4,0.05,0.07,16,Brand#22,7,10524,28
O,O,N,TAKE BACK RETURN,2,Manufacturer#2,1-URGENT,3,HOUSEHOLD,SHIP,2,0,0.05,18,Brand#25,7,10524,34
F,F,R,NONE,4,Manufacturer#3,3-MEDIUM,1,AUTOMOBILE,TRUCK,3,0.05,0.08,10,Brand#35,2,10525,20
F,F,R,TAKE BACK RETURN,4,Manufacturer#5,3-MEDIUM,1,AUTOMOBILE,MAIL,1,0.01,0.08,4,Brand#53,2,10525,37
F,F,A,NONE,0,Manufacturer#2,3-MEDIUM,1,AUTOMOBILE,REG AIR,4,0.05,0.06,16,Brand#21,2,10525,13
F,F,R,COLLECT COD,0,Manufacturer#3,3-MEDIUM,1,AUTOMOBILE,SHIP,2,0.05,0,0,Brand#34,2,10525,18
F,F,A,NONE,4,Manufacturer#4,3-MEDIUM,1,AUTOMOBILE,AIR,5,0.05,0.08,4,Brand#41,2,10525,5
O,O,N,COLLECT COD,3,Manufacturer#5,2-HIGH,4,AUTOMOBILE,FOB,1,0.04,0.01,6,Brand#51,10,10526,29
O,O,N,TAKE BACK RETURN,2,Manufacturer#1,5-LOW,4,BUILDING,MAIL,3,0.03,0.07,18,Brand#11,11,10527,48
O,O,N,DELIVER IN PERSON,0,Manufacturer#2,5-LOW,4,BUILDING,MAIL,2,0.07,0,5,Brand#22,11,10527,17
O,O,N,COLLECT COD,0,Manufacturer#3,5-LOW,4,BUILDING,REG AIR,1,0.05,0.03,0,Brand#35,11,10527,5
O,O,N,NONE,1,Manufacturer#4,5-LOW,4,BUILDING,TRUCK,5,0.07,0.08,3,Brand#42,11,10527,27
O,O,N,DELIVER IN PERSON,0,Manufacturer#5,5-LOW,4,BUILDING,REG AIR,4,0.08,0.06,14,Brand#52,11,10527,3
F,F,R,NONE,3,Manufacturer#1,5-LOW,2,FURNITURE,FOB,3,0.04,0.06,7,Brand#12,18,10528,13
F,F,A,NONE,2,Manufacturer#2,5-LOW,2,FURNITURE,AIR,4,0.05,0.06,8,Brand#21,18,10528,29
F,F,A,TAKE BACK RETURN,0,Manufacturer#4,5-LOW,2,FURNITURE,RAIL,1,0.04,0.02,14,Brand#44,18,10528,39
F,F,R,COLLECT COD,0,Manufacturer#4,5-LOW,2,FURNITURE,MAIL,5,0.05,0.07,14,Brand#43,18,10528,7
F,F,R,DELIVER IN PERSON,3,Manufacturer#1,5-LOW,2,FURNITURE,MAIL,2,0.04,0.01,6,Brand#13,18,10528,46
O,P,N,DELIVER IN PERSON,2,Manufacturer#4,4-NOT SPECIFIED,3,FURNITURE,REG AIR,3,0.04,0.05,21,Brand#42,22,10529,17
F,P,N,DELIVER IN PERSON,2,Manufacturer#5,4-NOT SPECIFIED,3,FURNITURE,REG AIR,1,0.01,0.09,9,Brand#51,22,10529,12
O,P,N,NONE,2,Manufacturer#4,4-NOT SPECIFIED,3,FURNITURE,SHIP,2,0.02,0.08,21,Brand#43,22,10529,41
F,F,R,COLLECT COD,3,Manufacturer#5,5-LOW,0,BUILDING,MAIL,1,0.05,0.05,23,Brand#53,14,10530,30
F,F,R,NONE,4,Manufacturer#4,4-NOT SPECIFIED,2,BUILDING,RAIL,1,0.05,0.02,4,Brand#42,21,10531,19
O,O,N,TAKE BACK RETURN,1,Manufacturer#3,2-HIGH,1,AUTOMOBILE,MAIL,3,0.04,0.1,2,Brand#33,3,10532,48
O,O,N,TAKE BACK RETURN,0,Manufacturer#4,2-HIGH,1,AUTOMOBILE,FOB,1,0.01,0,14,Brand#42,3,10532,25
O,O,N,NONE,0,Manufacturer#4,2-HIGH,1,AUTOMOBILE,RAIL,4,0.03,0.09,16,Brand#41,3,10532,19
O,O,N,COLLECT COD,3,Manufacturer#2,2-HIGH,1,AUTOMOBILE,AIR,2,0,0.09,6,Brand#21,3,10532,36
O,O,N,TAKE BACK RETURN,1,Manufacturer#5,1-URGENT,0,MACHINERY,REG AIR,2,0.04,0.08,24,Brand#52,16,10533,20
O,O,N,NONE,2,Manufacturer#4,1-URGENT,0,MACHINERY,FOB,1,0.01,0.04,8,Brand#41,16,10533,4
O,O,N,COLLECT COD,0,Manufacturer#2,3-MEDIUM,4,HOUSEHOLD,AIR,1,0.02,0.1,16,Brand#24,20,10534,36
O,O,N,DELIVER IN PERSON,3,Manufacturer#4,3-MEDIUM,4,HOUSEHOLD,RAIL,2,0.04,0.1,23,Brand#43,20,10534,25
F,F,R,NONE,0,Manufacturer#3,4-NOT SPECIFIED,3,BUILDING,TRUCK,3,0.04,0.05,5,Brand#33,19,10535,9
F,F,R,DELIVER IN PERSON,3,Manufacturer#4,4-NOT SPECIFIED,3,BUILDING,RAIL,1,0.07,0.07,22,Brand#43,19,10535,25
F,F,R,TAKE BACK RETURN,0,Manufacturer#2,4-NOT SPECIFIED,3,BUILDING,FOB,4,0,0.01,15,Brand#24,19,10535,35
F,F,A,COLLECT COD,4,Manufacturer#3,4-NOT SPECIFIED,3,BUILDING,FOB,2,0.04,0.07,4,Brand#32,19,10535,36
O,O,N,COLLECT COD,4,Manufacturer#2,1-URGENT,2,MACHINERY,SHIP,4,0.07,0.08,11,Brand#24,12,10536,15
O,O,N,TAKE BACK RETURN,2,Manufacturer#1,1-URGENT,2,MACHINERY,MAIL,2,0.07,0.08,18,Brand#15,12,10536,35
O,O,N,TAKE BACK RETURN,2,Manufacturer#4,1-URGENT,2,MACHINERY,FOB,5,0.01,0,18,Brand#43,12,10536,27
O,O,N,TAKE BACK RETURN,2,Manufacturer#3,1-URGENT,2,MACHINERY,AIR,6,0.07,0,9,Brand#33,12,10536,13
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,1-URGENT,2,MACHINERY,FOB,1,0.02,0.1,14,Brand#32,12,10536,16
O,O,N,COLLECT COD,1,Manufacturer#1,1-URGENT,2,MACHINERY,AIR,3,0.07,0,24,Brand#14,12,10536,36
O,O,N,DELIVER IN PERSON,3,Manufacturer#5,1-URGENT,2,MACHINERY,SHIP,7,0.08,0.04,6,Brand#51,12,10536,31
O,O,N,DELIVER IN PERSON,3,Manufacturer#4,2-HIGH,2,FURNITURE,SHIP,2,0.03,0.01,23,Brand#44,8,10537,21
O,O,N,DELIVER IN PERSON,0,Manufacturer#4,2-HIGH,2,FURNITURE,TRUCK,1,0.02,0.04,16,Brand#44,8,10537,3
O,O,N,COLLECT COD,3,Manufacturer#1,2-HIGH,2,FURNITURE,FOB,3,0.01,0.08,22,Brand#11,8,10537,7
F,F,R,COLLECT COD,2,Manufacturer#4,3-MEDIUM,1,HOUSEHOLD,MAIL,1,0.01,0,18,Brand#44,2,10538,18
F,F,A,TAKE BACK RETURN,2,Manufacturer#5,3-MEDIUM,1,HOUSEHOLD,MAIL,2,0.05,0.1,12,Brand#52,2,10538,48
F,F,R,TAKE BACK RETURN,3,Manufacturer#3,4-NOT SPECIFIED,0,HOUSEHOLD,AIR,5,0.05,0,22,Brand#33,15,10539,8
F,F,R,COLLECT COD,3,Manufacturer#2,4-NOT SPECIFIED,0,HOUSEHOLD,SHIP,2,0,0.03,23,Brand#25,15,10539,8
F,F,A,DELIVER IN PERSON,2,Manufacturer#4,4-NOT SPECIFIED,0,HOUSEHOLD,MAIL,4,0.05,0.1,12,Brand#41,15,10539,46
F,F,A,TAKE BACK RETURN,3,Manufacturer#2,4-NOT SPECIFIED,0,HOUSEHOLD,TRUCK,6,0.02,0.04,22,Brand#24,15,10539,43
F,F,A,DELIVER IN PERSON,3,Manufacturer#1,4-NOT SPECIFIED,0,HOUSEHOLD,SHIP,3,0.03,0.09,19,Brand#12,15,10539,26
F,F,R,NONE,2,Manufacturer#1,4-NOT SPECIFIED,0,HOUSEHOLD,TRUCK,1,0.08,0.1,12,Brand#14,15,10539,24
F,F,A,COLLECT COD,2,Manufacturer#1,3-MEDIUM,3,BUILDING,FOB,1,0.02,0.04,21,Brand#13,7,10540,5
F,F,R,TAKE BACK RETURN,4,Manufacturer#4,3-MEDIUM,3,BUILDING,RAIL,2,0.02,0.05,4,Brand#43,7,10540,19
F,F,R,TAKE BACK RETURN,2,Manufacturer#2,1-URGENT,4,HOUSEHOLD,RAIL,4,0.07,0.01,18,Brand#23,11,10541,17
F,F,A,TAKE BACK RETURN,1,Manufacturer#5,1-URGENT,4,HOUSEHOLD,MAIL,3,0,0.09,3,Brand#55,11,10541,27
F,F,R,COLLECT COD,4,Manufacturer#5,1-URGENT,4,HOUSEHOLD,AIR,2,0.07,0,11,Brand#52,11,10541,28
F,F,A,TAKE BACK RETURN,0,Manufacturer#1,1-URGENT,4,HOUSEHOLD,RAIL,1,0.08,0.01,16,Brand#12,11,10541,47
O,O,N,COLLECT COD,1,Manufacturer#5,2-HIGH,1,FURNITURE,TRUCK,1,0,0,24,Brand#53,1,10542,39
O,O,N,COLLECT COD,1,Manufacturer#2,5-LOW,1,FURNITURE,MAIL,6,0.03,0,1,Brand#23,24,10543,40
O,O,N,TAKE BACK RETURN,1,Manufacturer#5,5-LOW,1,FURNITURE,MAIL,2,0.01,0.09,17,Brand#55,24,10543,24
O,O,N,COLLECT COD,3,Manufacturer#5,5-LOW,1,FURNITURE,RAIL,3,0.01,0.09,23,Brand#51,24,10543,33
O,O,N,COLLECT COD,3,Manufacturer#3,5-LOW,1,FURNITURE,REG AIR,7,0.02,0.01,23,Brand#35,24,10543,4
O,O,N,DELIVER IN PERSON,0,Manufacturer#2,5-LOW,1,FURNITURE,RAIL,5,0.06,0.04,16,Brand#22,24,10543,10
O,O,N,DELIVER IN PERSON,2,Manufacturer#5,5-LOW,1,FURNITURE,AIR,1,0.05,0.02,12,Brand#52,24,10543,2
O,O,N,TAKE BACK RETURN,1,Manufacturer#5,5-LOW,1,FURNITURE,REG AIR,4,0,0.07,24,Brand#55,24,10543,38
O,O,N,COLLECT COD,4,Manufacturer#3,2-HIGH,3,AUTOMOBILE,AIR,1,0.03,0.04,4,Brand#33,6,10544,27
O,O,N,NONE,2,Manufacturer#1,2-HIGH,3,AUTOMOBILE,RAIL,2,0.06,0.01,21,Brand#11,6,10544,41
O,O,N,DELIVER IN PERSON,1,Manufacturer#2,3-MEDIUM,3,AUTOMOBILE,FOB,4,0.04,0.07,3,Brand#24,23,10545,11
O,O,N,NONE,0,Manufacturer#2,3-MEDIUM,3,AUTOMOBILE,RAIL,2,0.05,0.09,14,Brand#25,23,10545,36
O,O,N,DELIVER IN PERSON,0,Manufacturer#1,3-MEDIUM,3,AUTOMOBILE,REG AIR,1,0.06,0.07,16,Brand#13,23,10545,6
O,O,N,TAKE BACK RETURN,0,Manufacturer#5,3-MEDIUM,3,AUTOMOBILE,AIR,3,0.06,0.02,5,Brand#51,23,10545,50
O,O,N,NONE,2,Manufacturer#1,2-HIGH,4,HOUSEHOLD,RAIL,1,0.06,0.06,21,Brand#11,11,10546,8
F,F,R,DELIVER IN PERSON,2,Manufacturer#1,1-URGENT,0,AUTOMOBILE,AIR,2,0.02,0,9,Brand#13,5,10547,21
F,F,R,COLLECT COD,3,Manufacturer#2,1-URGENT,0,AUTOMOBILE,MAIL,4,0.05,0.07,23,Brand#22,5,10547,44
F,F,A,NONE,3,Manufacturer#2,1-URGENT,0,AUTOMOBILE,FOB,5,0,0.09,19,Brand#22,5,10547,11
F,F,R,DELIVER IN PERSON,4,Manufacturer#2,1-URGENT,0,AUTOMOBILE,TRUCK,1,0.04,0.03,4,Brand#25,5,10547,43
F,F,R,COLLECT COD,0,Manufacturer#5,1-URGENT,0,AUTOMOBILE,RAIL,3,0.05,0.05,14,Brand#53,5,10547,15
O,O,N,DELIVER IN PERSON,3,Manufacturer#4,3-MEDIUM,4,BUILDING,AIR,1,0.07,0.07,7,Brand#45,11,10548,4
F,F,N,DELIVER IN PERSON,4,Manufacturer#3,1-URGENT,0,AUTOMOBILE,MAIL,1,0.03,0.1,4,Brand#32,0,10549,30
F,F,A,NONE,2,Manufacturer#3,5-LOW,4,FURNITURE,TRUCK,1,0.03,0.09,9,Brand#35,4,10550,36
F,F,A,COLLECT COD,0,Manufacturer#2,5-LOW,4,FURNITURE,MAIL,2,0.07,0.01,14,Brand#24,4,10550,18
O,O,N,DELIVER IN PERSON,1,Manufacturer#5,4-NOT SPECIFIED,2,FURNITURE,TRUCK,1,0.06,0,24,Brand#52,12,10551,24
O,O,N,TAKE BACK RETURN,4,Manufacturer#3,4-NOT SPECIFIED,4,FURNITURE,FOB,1,0.02,0.07,10,Brand#32,4,10552,24
O,O,N,TAKE BACK RETURN,0,Manufacturer#3,4-NOT SPECIFIED,4,FURNITURE,MAIL,4,0,0.09,0,Brand#35,4,10552,38
O,O,N,COLLECT COD,0,Manufacturer#5,4-NOT SPECIFIED,4,FURNITURE,TRUCK,2,0.03,0,5,Brand#54,4,10552,36
O,O,N,NONE,0,Manufacturer#3,4-NOT SPECIFIED,4,FURNITURE,FOB,5,0.04,0.08,14,Brand#33,4,10552,24
O,O,N,TAKE BACK RETURN,1,Manufacturer#2,4-NOT SPECIFIED,4,FURNITURE,AIR,3,0.04,0.02,24,Brand#25,4,10552,44
F,F,R,COLLECT COD,3,Manufacturer#5,4-NOT SPECIFIED,4,FURNITURE,FOB,1,0.05,0,22,Brand#52,20,10553,3
F,F,A,DELIVER IN PERSON,2,Manufacturer#1,4-NOT SPECIFIED,4,FURNITURE,MAIL,2,0.06,0.03,18,Brand#14,20,10553,5
F,F,A,NONE,1,Manufacturer#2,4-NOT SPECIFIED,4,FURNITURE,FOB,3,0.01,0.02,3,Brand#24,20,10553,21
F,F,A,DELIVER IN PERSON,1,Manufacturer#5,1-URGENT,4,FURNITURE,SHIP,1,0.05,0.07,24,Brand#52,13,10554,10
F,F,A,DELIVER IN PERSON,2,Manufacturer#2,1-URGENT,4,FURNITURE,TRUCK,2,0.07,0.05,12,Brand#24,13,10554,42
O,O,N,DELIVER IN PERSON,2,Manufacturer#1,3-MEDIUM,1,HOUSEHOLD,MAIL,4,0.02,0.03,18,Brand#15,24,10555,22
O,O,N,NONE,0,Manufacturer#3,3-MEDIUM,1,HOUSEHOLD,REG AIR,3,0.08,0.05,0,Brand#32,24,10555,42
O,O,N,NONE,3,Manufacturer#2,3-MEDIUM,1,HOUSEHOLD,SHIP,2,0.08,0.01,22,Brand#21,24,10555,24
O,O,N,TAKE BACK RETURN,3,Manufacturer#1,3-MEDIUM,1,HOUSEHOLD,REG AIR,1,0.03,0.01,19,Brand#11,24,10555,25
F,F,R,DELIVER IN PERSON,0,Manufacturer#1,4-NOT SPECIFIED,3,FURNITURE,RAIL,1,0.07,0.09,0,Brand#12,23,10556,28
F,F,A,TAKE BACK RETURN,3,Manufacturer#2,4-NOT SPECIFIED,4,AUTOMOBILE,AIR,2,0.03,0.02,19,Brand#22,10,10557,49
F,F,A,COLLECT COD,3,Manufacturer#5,4-NOT SPECIFIED,4,AUTOMOBILE,MAIL,1,0.02,0.08,22,Brand#51,10,10557,38
F,F,R,TAKE BACK RETURN,4,Manufacturer#1,4-NOT SPECIFIED,1,AUTOMOBILE,FOB,2,0.05,0.02,4,Brand#12,24,10558,41
F,F,A,NONE,2,Manufacturer#1,4-NOT SPECIFIED,1,AUTOMOBILE,MAIL,1,0,0.09,21,Brand#12,24,10558,4
O,O,N,COLLECT COD,3,Manufacturer#2,5-LOW,0,BUILDING,REG AIR,3,0.04,0.07,19,Brand#24,0,10559,7
O,O,N,TAKE BACK RETURN,0,Manufacturer#2,5-LOW,0,BUILDING,AIR,1,0.02,0.07,14,Brand#21,0,10559,28
O,O,N,COLLECT COD,0,Manufacturer#4,5-LOW,0,BUILDING,FOB,4,0,0.04,16,Brand#44,0,10559,2
O,O,N,COLLECT COD,1,Manufacturer#1,5-LOW,0,BUILDING,SHIP,2,0.03,0,3,Brand#11,0,10559,45
F,F,R,COLLECT COD,1,Manufacturer#5,3-MEDIUM,2,FURNITURE,SHIP,1,0.03,0.07,24,Brand#54,9,10560,6
O,O,N,DELIVER IN PERSON,0,Manufacturer#3,3-MEDIUM,1,BUILDING,MAIL,1,0.06,0.02,16,Brand#35,1,10561,5
O,O,N,COLLECT COD,4,Manufacturer#3,4-NOT SPECIFIED,2,MACHINERY,REG AIR,3,0,0.07,4,Brand#35,8,10562,29
O,O,N,COLLECT COD,1,Manufacturer#1,4-NOT SPECIFIED,2,MACHINERY,SHIP,4,0.02,0.1,3,Brand#15,8,10562,41
O,O,N,DELIVER IN PERSON,1,Manufacturer#1,4-NOT SPECIFIED,2,MACHINERY,TRUCK,7,0.05,0.06,17,Brand#15,8,10562,28
O,O,N,NONE,4,Manufacturer#3,4-NOT SPECIFIED,2,MACHINERY,REG AIR,6,0.03,0.05,4,Brand#33,8,10562,50
O,O,N,DELIVER IN PERSON,1,Manufacturer#2,4-NOT SPECIFIED,2,MACHINERY,SHIP,2,0.07,0.05,24,Brand#24,8,10562,13
O,O,N,NONE,0,Manufacturer#4,4-NOT SPECIFIED,2,MACHINERY,REG AIR,5,0.03,0.01,5,Brand#45,8,10562,32
O,O,N,DELIVER IN PERSON,0,Manufacturer#2,4-NOT SPECIFIED,2,MACHINERY,FOB,1,0.01,0.02,0,Brand#21,8,10562,24
F,F,A,TAKE BACK RETURN,0,Manufacturer#3,1-URGENT,4,MACHINERY,AIR,1,0.07,0.03,16,Brand#32,4,10563,35
F,F,R,NONE,3,Manufacturer#5,1-URGENT,4,MACHINERY,TRUCK,2,0.02,0.01,23,Brand#53,4,10563,1
F,F,A,COLLECT COD,2,Manufacturer#1,3-MEDIUM,0,BUILDING,FOB,2,0.06,0.02,9,Brand#12,15,10564,20
F,F,R,NONE,3,Manufacturer#1,3-MEDIUM,0,BUILDING,RAIL,3,0.08,0.09,22,Brand#13,15,10564,47
F,F,R,DELIVER IN PERSON,0,Manufacturer#4,3-MEDIUM,0,BUILDING,RAIL,1,0.02,0.02,0,Brand#42,15,10564,46
O,O,N,COLLECT COD,0,Manufacturer#5,4-NOT SPECIFIED,4,HOUSEHOLD,SHIP,2,0.01,0.04,16,Brand#51,11,10565,22
