l_linestatus,o_orderstatus,l_shipinstruct,sn_regionkey,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,s_nationkey,p_brand,c_nationkey,p_container,p_size,groupcol,aggcol
F,F,DELIVER IN PERSON,2,Manufacturer#2,2-HIGH,2,BUILDING,MAIL,1,0.04,18,Brand#25,9,MED DRUM,42,1231,32205.3792
F,F,COLLECT COD,4,Manufacturer#3,1-URGENT,4,HOUSEHOLD,SHIP,3,0.06,4,Brand#34,4,JUMBO DRUM,49,1240,4846.1184
F,F,TAKE BACK RETURN,4,Manufacturer#4,1-URGENT,4,HOUSEHOLD,SHIP,1,0,10,Brand#45,4,SM PACK,38,1240,63129.1206
F,F,DELIVER IN PERSON,4,Manufacturer#2,5-LOW,2,FURNITURE,FOB,1,0.08,13,Brand#22,18,WRAP PKG,17,925,36753.6136
F,F,TAKE BACK RETURN,1,Manufacturer#1,2-HIGH,2,FURNITURE,AIR,5,0.03,1,Brand#11,18,JUMBO BOX,26,1241,1528.5816
F,F,COLLECT COD,0,Manufacturer#3,1-URGENT,1,FURNITURE,RAIL,4,0.06,16,Brand#34,17,MED PKG,26,1242,50011.2522
F,F,DELIVER IN PERSON,1,Manufacturer#1,1-URGENT,1,FURNITURE,FOB,1,0,17,Brand#11,17,MED CAN,1,1242,87513.0788
F,F,NONE,4,Manufacturer#2,4-NOT SPECIFIED,0,BUILDING,TRUCK,1,0.04,20,Brand#24,16,MED BOX,13,1243,28835.4612
F,F,DELIVER IN PERSON,0,Manufacturer#2,4-NOT SPECIFIED,0,BUILDING,AIR,2,0.03,5,Brand#22,16,SM DRUM,11,1243,30387.936
F,F,DELIVER IN PERSON,3,Manufacturer#2,4-NOT SPECIFIED,0,BUILDING,REG AIR,3,0.08,22,Brand#22,16,LG DRUM,4,1243,46749.15
F,F,COLLECT COD,4,Manufacturer#2,4-NOT SPECIFIED,0,BUILDING,MAIL,5,0.03,11,Brand#23,16,WRAP PACK,15,1243,4771.5759
F,F,COLLECT COD,1,Manufacturer#4,5-LOW,2,FURNITURE,RAIL,3,0.05,24,Brand#43,12,WRAP CASE,30,1244,33630.63
F,F,DELIVER IN PERSON,3,Manufacturer#5,5-LOW,2,FURNITURE,AIR,1,0.04,7,Brand#51,12,WRAP BAG,6,1244,32429.331
F,F,DELIVER IN PERSON,2,Manufacturer#2,5-LOW,2,FURNITURE,AIR,2,0.06,8,Brand#25,12,WRAP BAG,20,1244,38625.165
F,F,DELIVER IN PERSON,4,Manufacturer#2,5-LOW,2,FURNITURE,SHIP,6,0.04,11,Brand#24,12,LG BOX,37,1244,55140.096
F,F,COLLECT COD,1,Manufacturer#1,5-LOW,3,BUILDING,REG AIR,2,0.03,3,Brand#11,6,WRAP PACK,8,1245,47808.4992
F,F,NONE,2,Manufacturer#4,5-LOW,3,BUILDING,TRUCK,3,0.02,8,Brand#45,6,SM CASE,38,1245,61217.072
F,F,DELIVER IN PERSON,3,Manufacturer#5,2-HIGH,1,HOUSEHOLD,TRUCK,7,0.05,19,Brand#55,3,SM BOX,44,1246,7944.2748
F,F,NONE,1,Manufacturer#4,2-HIGH,1,HOUSEHOLD,REG AIR,2,0.03,24,Brand#45,3,WRAP CAN,46,1246,44925.7149
F,F,TAKE BACK RETURN,1,Manufacturer#3,2-HIGH,1,HOUSEHOLD,TRUCK,1,0.08,1,Brand#34,3,JUMBO BAG,26,1246,24997.6636
F,F,NONE,4,Manufacturer#2,4-NOT SPECIFIED,3,AUTOMOBILE,MAIL,4,0.06,4,Brand#24,23,LG CAN,42,1247,19420.66
F,F,COLLECT COD,2,Manufacturer#1,4-NOT SPECIFIED,3,AUTOMOBILE,RAIL,1,0.02,21,Brand#14,23,SM DRUM,3,1247,17303.616
F,F,TAKE BACK RETURN,1,Manufacturer#2,4-NOT SPECIFIED,3,AUTOMOBILE,FOB,6,0,24,Brand#25,23,SM BOX,33,1247,47062.6
F,F,NONE,2,Manufacturer#3,4-NOT SPECIFIED,3,AUTOMOBILE,SHIP,3,0,18,Brand#32,23,JUMBO PACK,23,1247,27624.9835
F,F,COLLECT COD,1,Manufacturer#3,1-URGENT,0,AUTOMOBILE,SHIP,2,0.05,3,Brand#34,5,SM BOX,25,1248,7158.249
F,F,COLLECT COD,0,Manufacturer#2,2-HIGH,0,AUTOMOBILE,AIR,1,0.06,5,Brand#21,15,SM PACK,5,1249,83694.885
F,F,COLLECT COD,4,Manufacturer#5,4-NOT SPECIFIED,2,BUILDING,RAIL,2,0.03,4,Brand#52,21,MED DRUM,4,1250,12165.4296
F,F,TAKE BACK RETURN,3,Manufacturer#5,4-NOT SPECIFIED,2,BUILDING,TRUCK,1,0,19,Brand#55,21,WRAP BAG,43,1250,5564.352
F,F,DELIVER IN PERSON,2,Manufacturer#4,2-HIGH,2,FURNITURE,MAIL,2,0.07,8,Brand#45,18,LG CAN,43,1241,28160.1236
F,F,NONE,3,Manufacturer#5,2-HIGH,2,FURNITURE,RAIL,3,0.01,7,Brand#55,18,MED BOX,26,1241,34303.4874
F,F,DELIVER IN PERSON,3,Manufacturer#4,5-LOW,1,AUTOMOBILE,FOB,2,0.06,7,Brand#45,24,MED PACK,34,1251,49572.4224
F,F,DELIVER IN PERSON,2,Manufacturer#4,5-LOW,1,AUTOMOBILE,REG AIR,3,0.05,8,Brand#42,24,JUMBO JAR,13,1251,23098.7568
F,F,COLLECT COD,1,Manufacturer#1,5-LOW,2,AUTOMOBILE,AIR,5,0,2,Brand#11,21,MED CASE,7,1252,59589.7575
F,F,DELIVER IN PERSON,0,Manufacturer#2,5-LOW,4,HOUSEHOLD,RAIL,1,0.07,14,Brand#22,13,LG CASE,29,1253,19972.3608
F,F,TAKE BACK RETURN,2,Manufacturer#4,5-LOW,1,FURNITURE,SHIP,4,0.04,18,Brand#42,24,WRAP BOX,1,1254,35457.4
F,F,DELIVER IN PERSON,4,Manufacturer#2,5-LOW,1,FURNITURE,MAIL,3,0.07,11,Brand#24,24,MED PACK,43,1254,69122.7684
F,F,COLLECT COD,3,Manufacturer#3,5-LOW,1,FURNITURE,MAIL,2,0.05,19,Brand#31,24,MED DRUM,47,1254,8903.6766
F,F,COLLECT COD,3,Manufacturer#3,5-LOW,3,AUTOMOBILE,REG AIR,2,0.08,19,Brand#35,23,WRAP BAG,44,1157,15782.967
F,F,COLLECT COD,4,Manufacturer#3,5-LOW,3,AUTOMOBILE,SHIP,3,0.05,20,Brand#32,23,LG PKG,19,1157,60439.5648
F,F,COLLECT COD,2,Manufacturer#4,5-LOW,3,AUTOMOBILE,MAIL,1,0.03,21,Brand#41,23,LG CAN,33,1157,4328.9428
F,F,NONE,1,Manufacturer#3,5-LOW,2,FURNITURE,REG AIR,2,0,3,Brand#32,18,SM BOX,39,1255,40740.9226
F,F,COLLECT COD,4,Manufacturer#2,5-LOW,2,FURNITURE,AIR,6,0.03,13,Brand#21,18,WRAP PACK,32,1255,60478.0925
F,F,TAKE BACK RETURN,4,Manufacturer#4,5-LOW,2,FURNITURE,RAIL,4,0.07,10,Brand#44,18,LG CAN,23,1255,61640.9024
F,F,DELIVER IN PERSON,4,Manufacturer#2,5-LOW,2,AUTOMOBILE,MAIL,4,0.04,20,Brand#23,21,LG PACK,13,1252,60862.329
F,F,TAKE BACK RETURN,4,Manufacturer#2,5-LOW,0,FURNITURE,REG AIR,1,0.03,20,Brand#25,0,LG PACK,16,519,34643.7
F,F,NONE,3,Manufacturer#5,5-LOW,0,FURNITURE,MAIL,2,0.07,7,Brand#52,0,WRAP PKG,11,519,59478.5664
F,F,TAKE BACK RETURN,4,Manufacturer#1,2-HIGH,0,HOUSEHOLD,REG AIR,2,0.08,20,Brand#11,5,LG BOX,38,1256,17699.913
F,F,NONE,2,Manufacturer#5,2-HIGH,4,MACHINERY,FOB,1,0.03,18,Brand#52,20,LG JAR,12,1257,50731.873
F,F,TAKE BACK RETURN,4,Manufacturer#5,2-HIGH,4,MACHINERY,RAIL,3,0.02,20,Brand#55,13,WRAP PACK,26,1258,63473.148
F,F,NONE,3,Manufacturer#3,2-HIGH,4,MACHINERY,FOB,2,0.01,7,Brand#35,13,LG BOX,42,1258,10683.036
F,F,NONE,3,Manufacturer#2,2-HIGH,4,MACHINERY,FOB,6,0,7,Brand#21,13,MED JAR,3,1258,30096.57
F,F,COLLECT COD,2,Manufacturer#2,2-HIGH,4,MACHINERY,SHIP,5,0.02,12,Brand#22,13,JUMBO JAR,19,1258,19152.4788
F,F,TAKE BACK RETURN,1,Manufacturer#5,3-MEDIUM,3,FURNITURE,RAIL,1,0.06,24,Brand#51,19,JUMBO BOX,47,1259,15718.032
F,F,NONE,1,Manufacturer#4,3-MEDIUM,3,FURNITURE,AIR,5,0.06,1,Brand#45,19,WRAP JAR,17,1259,25633.2608
F,F,NONE,3,Manufacturer#2,3-MEDIUM,3,FURNITURE,REG AIR,2,0.01,7,Brand#25,19,JUMBO PKG,3,1259,21240.3622
F,F,NONE,0,Manufacturer#5,3-MEDIUM,3,FURNITURE,TRUCK,3,0.01,5,Brand#53,19,MED DRUM,32,1259,1353.8352
F,F,COLLECT COD,3,Manufacturer#2,2-HIGH,4,MACHINERY,TRUCK,2,0.01,7,Brand#23,20,WRAP CASE,22,1257,1896.939
F,F,TAKE BACK RETURN,0,Manufacturer#3,2-HIGH,4,MACHINERY,FOB,3,0,5,Brand#32,20,LG CAN,33,1257,38890.2816
F,F,TAKE BACK RETURN,1,Manufacturer#2,4-NOT SPECIFIED,3,BUILDING,RAIL,2,0.01,24,Brand#21,19,LG CAN,11,1260,11020.3155
F,F,COLLECT COD,0,Manufacturer#5,3-MEDIUM,4,FURNITURE,TRUCK,4,0.03,16,Brand#55,11,MED PKG,20,108,29467.46
F,F,DELIVER IN PERSON,2,Manufacturer#5,3-MEDIUM,4,FURNITURE,RAIL,1,0.03,9,Brand#52,11,WRAP CAN,19,108,15388.32
F,F,TAKE BACK RETURN,4,Manufacturer#4,3-MEDIUM,4,FURNITURE,FOB,3,0.04,11,Brand#42,11,SM BAG,16,108,59436.171
F,F,COLLECT COD,1,Manufacturer#4,5-LOW,2,AUTOMOBILE,FOB,2,0.06,2,Brand#42,8,JUMBO PACK,18,756,20255.4114
F,F,TAKE BACK RETURN,1,Manufacturer#2,5-LOW,2,AUTOMOBILE,FOB,1,0.06,3,Brand#22,8,LG PKG,6,756,40253.1129
F,F,NONE,2,Manufacturer#2,1-URGENT,3,HOUSEHOLD,AIR,3,0.02,21,Brand#22,22,LG PACK,33,1261,10120.9
F,F,TAKE BACK RETURN,4,Manufacturer#5,1-URGENT,3,HOUSEHOLD,REG AIR,2,0.07,13,Brand#52,22,MED CASE,19,1261,60568.655
F,F,DELIVER IN PERSON,0,Manufacturer#1,1-URGENT,3,HOUSEHOLD,FOB,4,0.06,0,Brand#15,22,JUMBO BAG,29,1261,35092.466
F,F,NONE,4,Manufacturer#4,4-NOT SPECIFIED,3,BUILDING,AIR,1,0.07,4,Brand#43,19,SM CASE,24,1260,47511.861
F,F,TAKE BACK RETURN,4,Manufacturer#5,5-LOW,1,FURNITURE,SHIP,3,0.02,11,Brand#52,24,LG PACK,1,1262,55523.604
F,F,DELIVER IN PERSON,1,Manufacturer#3,5-LOW,1,FURNITURE,MAIL,5,0.06,3,Brand#34,24,SM BOX,27,1262,8807.3265
F,F,TAKE BACK RETURN,3,Manufacturer#3,5-LOW,1,FURNITURE,RAIL,7,0.01,23,Brand#32,24,LG BOX,8,1262,52671.3312
F,F,DELIVER IN PERSON,1,Manufacturer#1,3-MEDIUM,4,HOUSEHOLD,REG AIR,1,0.03,24,Brand#12,10,JUMBO BOX,47,1263,12714.534
F,F,COLLECT COD,3,Manufacturer#3,5-LOW,0,FURNITURE,FOB,5,0.03,6,Brand#32,16,JUMBO BOX,24,1264,46383.2757
F,F,NONE,2,Manufacturer#3,4-NOT SPECIFIED,1,MACHINERY,FOB,2,0.07,21,Brand#33,3,JUMBO BAG,23,1081,20971.1838
F,F,TAKE BACK RETURN,2,Manufacturer#2,1-URGENT,2,AUTOMOBILE,MAIL,1,0.02,8,Brand#25,21,MED CASE,4,1265,42353.0712
F,F,TAKE BACK RETURN,0,Manufacturer#1,5-LOW,1,FURNITURE,REG AIR,2,0.06,14,Brand#12,17,SM CAN,36,1266,30646.374
F,F,TAKE BACK RETURN,4,Manufacturer#2,5-LOW,1,FURNITURE,TRUCK,1,0,13,Brand#21,17,SM PKG,46,1266,2883.0336
F,F,DELIVER IN PERSON,0,Manufacturer#3,1-URGENT,3,MACHINERY,TRUCK,4,0.03,0,Brand#32,22,JUMBO BOX,2,1267,33515.325
F,F,TAKE BACK RETURN,3,Manufacturer#2,1-URGENT,3,MACHINERY,RAIL,3,0.06,6,Brand#25,22,MED CAN,37,1267,65558.6112
F,F,NONE,4,Manufacturer#1,1-URGENT,3,MACHINERY,REG AIR,5,0.04,10,Brand#12,22,SM BAG,14,1267,39508.7882
F,F,NONE,0,Manufacturer#1,1-URGENT,3,MACHINERY,FOB,2,0.06,15,Brand#11,22,LG BAG,14,1267,13798.0062
F,F,TAKE BACK RETURN,0,Manufacturer#2,5-LOW,0,FURNITURE,RAIL,3,0.04,0,Brand#25,16,WRAP CAN,24,1264,46371.0366
F,F,NONE,3,Manufacturer#1,3-MEDIUM,1,HOUSEHOLD,SHIP,5,0,23,Brand#13,3,SM DRUM,10,1268,2473.6734
F,F,DELIVER IN PERSON,2,Manufacturer#2,3-MEDIUM,1,HOUSEHOLD,REG AIR,4,0.06,18,Brand#21,3,JUMBO PACK,22,1268,1071.79
F,F,COLLECT COD,3,Manufacturer#4,3-MEDIUM,1,HOUSEHOLD,TRUCK,2,0.06,22,Brand#44,3,LG DRUM,25,1268,1748.064
F,F,NONE,4,Manufacturer#2,4-NOT SPECIFIED,4,HOUSEHOLD,RAIL,4,0.07,10,Brand#22,13,LG BOX,25,413,54637.2768
F,F,COLLECT COD,0,Manufacturer#4,4-NOT SPECIFIED,4,BUILDING,AIR,2,0.05,0,Brand#45,20,MED JAR,36,1269,45287.5104
F,F,TAKE BACK RETURN,3,Manufacturer#4,4-NOT SPECIFIED,4,BUILDING,AIR,1,0.08,22,Brand#43,20,WRAP JAR,15,1269,33157.6434
F,F,TAKE BACK RETURN,1,Manufacturer#2,3-MEDIUM,2,AUTOMOBILE,AIR,4,0.01,2,Brand#23,12,JUMBO CASE,25,1270,10196.3316
F,F,DELIVER IN PERSON,2,Manufacturer#5,2-HIGH,1,HOUSEHOLD,SHIP,5,0.08,12,Brand#54,17,MED BOX,38,1271,55423.5264
F,F,DELIVER IN PERSON,3,Manufacturer#5,2-HIGH,1,HOUSEHOLD,AIR,4,0.03,22,Brand#52,17,LG CAN,32,1271,6438.9108
F,F,DELIVER IN PERSON,0,Manufacturer#1,2-HIGH,1,HOUSEHOLD,FOB,7,0.06,14,Brand#11,17,WRAP PACK,32,1271,32248.458
F,F,TAKE BACK RETURN,1,Manufacturer#5,1-URGENT,0,AUTOMOBILE,RAIL,2,0.06,3,Brand#55,14,WRAP BOX,42,1272,44740.9116
F,F,DELIVER IN PERSON,3,Manufacturer#5,1-URGENT,0,AUTOMOBILE,TRUCK,3,0.03,23,Brand#53,14,SM JAR,46,1272,43574.0123
F,F,NONE,3,Manufacturer#5,5-LOW,3,MACHINERY,AIR,2,0.01,7,Brand#54,7,LG BAG,16,1273,69250.869
F,F,DELIVER IN PERSON,4,Manufacturer#2,4-NOT SPECIFIED,4,HOUSEHOLD,TRUCK,1,0.06,4,Brand#24,13,MED JAR,9,413,56946.42
F,F,COLLECT COD,2,Manufacturer#4,4-NOT SPECIFIED,4,HOUSEHOLD,TRUCK,2,0.08,9,Brand#45,13,MED PKG,34,413,40840.086
F,F,TAKE BACK RETURN,2,Manufacturer#5,4-NOT SPECIFIED,4,HOUSEHOLD,TRUCK,5,0.01,9,Brand#52,13,SM DRUM,45,413,22943.25
F,F,DELIVER IN PERSON,2,Manufacturer#3,3-MEDIUM,4,BUILDING,REG AIR,3,0.06,18,Brand#35,4,LG DRUM,9,445,17380.554
F,F,NONE,3,Manufacturer#2,5-LOW,1,BUILDING,TRUCK,2,0.05,19,Brand#24,3,LG PKG,42,1274,15647.709
F,F,TAKE BACK RETURN,1,Manufacturer#4,5-LOW,1,BUILDING,FOB,4,0.06,1,Brand#43,3,JUMBO CASE,39,1274,29389.7681
F,F,COLLECT COD,2,Manufacturer#4,5-LOW,1,BUILDING,MAIL,1,0.01,8,Brand#45,3,JUMBO JAR,7,1274,60317.628
F,F,DELIVER IN PERSON,2,Manufacturer#2,5-LOW,1,BUILDING,SHIP,3,0,21,Brand#21,3,MED CAN,27,1274,20571.4773
F,F,COLLECT COD,0,Manufacturer#2,1-URGENT,2,HOUSEHOLD,TRUCK,3,0.01,16,Brand#21,9,SM PACK,49,1275,17514.9
F,F,COLLECT COD,1,Manufacturer#2,1-URGENT,2,HOUSEHOLD,REG AIR,2,0,1,Brand#21,9,JUMBO CASE,4,1275,68572.5
F,F,NONE,2,Manufacturer#4,2-HIGH,3,AUTOMOBILE,RAIL,4,0.08,8,Brand#41,6,WRAP BOX,18,1276,32481.773
F,F,TAKE BACK RETURN,4,Manufacturer#1,3-MEDIUM,4,BUILDING,REG AIR,2,0.06,10,Brand#11,13,LG JAR,23,1277,41466.835
F,F,NONE,2,Manufacturer#4,3-MEDIUM,4,BUILDING,FOB,4,0.01,18,Brand#42,13,WRAP DRUM,7,1277,44963.88
F,F,NONE,3,Manufacturer#1,1-URGENT,0,HOUSEHOLD,REG AIR,1,0.08,22,Brand#15,15,LG BAG,40,1278,53506.8688
F,F,TAKE BACK RETURN,2,Manufacturer#4,2-HIGH,4,MACHINERY,MAIL,2,0.08,12,Brand#42,4,WRAP DRUM,48,386,66800.1807
F,F,TAKE BACK RETURN,1,Manufacturer#4,5-LOW,0,FURNITURE,SHIP,3,0.06,3,Brand#43,0,JUMBO DRUM,49,1279,86879.5872
F,F,TAKE BACK RETURN,3,Manufacturer#2,5-LOW,0,FURNITURE,MAIL,1,0.07,22,Brand#25,0,LG DRUM,34,1279,10516.506
F,F,DELIVER IN PERSON,2,Manufacturer#1,5-LOW,0,FURNITURE,MAIL,2,0.03,9,Brand#13,0,SM PKG,3,1279,65809.6444
F,F,NONE,3,Manufacturer#3,5-LOW,0,FURNITURE,RAIL,5,0.05,7,Brand#33,0,JUMBO CAN,21,1279,16883.538
F,F,COLLECT COD,1,Manufacturer#1,2-HIGH,3,AUTOMOBILE,AIR,1,0.03,1,Brand#12,6,LG PKG,32,1276,50702.5212
F,F,COLLECT COD,1,Manufacturer#4,1-URGENT,4,FURNITURE,TRUCK,2,0.04,1,Brand#45,10,MED CAN,18,1280,70121.92
F,F,TAKE BACK RETURN,3,Manufacturer#5,5-LOW,1,MACHINERY,AIR,3,0.01,7,Brand#54,3,WRAP BAG,7,9,45696.6
F,F,COLLECT COD,3,Manufacturer#2,5-LOW,1,MACHINERY,SHIP,6,0.05,7,Brand#25,3,SM PACK,21,9,1573.056
F,F,NONE,2,Manufacturer#5,5-LOW,1,MACHINERY,TRUCK,2,0,18,Brand#55,3,LG CAN,23,9,49495.8555
F,F,DELIVER IN PERSON,1,Manufacturer#2,5-LOW,1,MACHINERY,AIR,1,0.05,17,Brand#21,3,SM CAN,10,9,27178.527
F,F,COLLECT COD,0,Manufacturer#5,5-LOW,1,MACHINERY,FOB,7,0.05,14,Brand#53,3,LG CASE,2,9,3718.3806
F,F,COLLECT COD,0,Manufacturer#4,2-HIGH,4,AUTOMOBILE,FOB,3,0.08,14,Brand#41,10,WRAP PACK,40,1281,9545.8671
F,F,COLLECT COD,4,Manufacturer#5,3-MEDIUM,0,MACHINERY,SHIP,7,0.08,4,Brand#51,5,MED JAR,37,1282,32164.587
F,F,NONE,4,Manufacturer#4,3-MEDIUM,0,MACHINERY,TRUCK,1,0,20,Brand#44,5,JUMBO DRUM,11,1282,57151.3215
F,F,DELIVER IN PERSON,3,Manufacturer#3,3-MEDIUM,0,MACHINERY,RAIL,2,0.08,22,Brand#33,5,LG CAN,20,1282,30021.84
F,F,TAKE BACK RETURN,4,Manufacturer#2,3-MEDIUM,2,HOUSEHOLD,SHIP,3,0,13,Brand#22,12,MED CAN,4,1283,61800.3282
F,F,COLLECT COD,0,Manufacturer#2,1-URGENT,2,HOUSEHOLD,SHIP,7,0.07,15,Brand#23,18,LG JAR,36,1284,54339.072
F,F,COLLECT COD,2,Manufacturer#3,1-URGENT,2,HOUSEHOLD,FOB,3,0.03,21,Brand#32,18,LG BAG,31,1284,10266.5388
F,F,TAKE BACK RETURN,1,Manufacturer#4,1-URGENT,2,HOUSEHOLD,FOB,2,0.08,2,Brand#42,18,WRAP BOX,30,1284,1446.7545
F,F,DELIVER IN PERSON,2,Manufacturer#5,1-URGENT,2,HOUSEHOLD,SHIP,5,0,18,Brand#53,18,LG BOX,9,1284,25592.582
F,F,NONE,1,Manufacturer#5,1-URGENT,2,HOUSEHOLD,AIR,1,0.05,2,Brand#53,18,WRAP PACK,9,1284,27146.1075
F,F,DELIVER IN PERSON,0,Manufacturer#1,4-NOT SPECIFIED,1,FURNITURE,TRUCK,2,0.05,14,Brand#11,2,MED CAN,14,726,6113.06
F,F,NONE,1,Manufacturer#2,4-NOT SPECIFIED,1,FURNITURE,REG AIR,3,0.07,2,Brand#25,2,JUMBO JAR,45,726,11174.8032
F,F,TAKE BACK RETURN,4,Manufacturer#1,2-HIGH,4,BUILDING,REG AIR,2,0.06,4,Brand#12,11,LG PKG,14,1285,57120.12
F,F,NONE,3,Manufacturer#2,2-HIGH,4,BUILDING,MAIL,7,0.05,19,Brand#22,11,LG PKG,4,1285,18120.24
F,F,DELIVER IN PERSON,2,Manufacturer#2,2-HIGH,4,BUILDING,AIR,6,0.07,18,Brand#24,11,SM CASE,27,1285,19558.098
F,F,COLLECT COD,2,Manufacturer#5,1-URGENT,3,HOUSEHOLD,SHIP,3,0.07,21,Brand#55,19,SM CAN,1,1286,44158.9064
F,F,DELIVER IN PERSON,4,Manufacturer#2,1-URGENT,3,HOUSEHOLD,FOB,1,0.02,11,Brand#24,19,LG PKG,37,1286,29688.545
F,F,TAKE BACK RETURN,3,Manufacturer#1,1-URGENT,3,HOUSEHOLD,RAIL,2,0.01,19,Brand#14,19,SM PACK,15,1286,53517.15
F,F,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,3,HOUSEHOLD,TRUCK,5,0.08,1,Brand#21,19,LG CAN,45,1286,72522.432
F,F,NONE,2,Manufacturer#4,1-URGENT,3,MACHINERY,AIR,2,0.04,18,Brand#44,6,SM PKG,15,1287,47219.4576
F,F,DELIVER IN PERSON,4,Manufacturer#1,1-URGENT,3,MACHINERY,AIR,1,0.03,11,Brand#13,6,LG BOX,23,1287,25619.1606
F,F,TAKE BACK RETURN,1,Manufacturer#5,1-URGENT,3,AUTOMOBILE,AIR,4,0.07,24,Brand#54,19,MED JAR,27,1288,45313.938
F,F,TAKE BACK RETURN,4,Manufacturer#5,1-URGENT,3,AUTOMOBILE,FOB,6,0.02,13,Brand#52,19,JUMBO PACK,2,1288,19702.0992
F,F,COLLECT COD,2,Manufacturer#4,5-LOW,0,BUILDING,FOB,4,0.03,9,Brand#45,5,WRAP CASE,11,1289,30206.9394
F,F,TAKE BACK RETURN,0,Manufacturer#5,1-URGENT,4,FURNITURE,SHIP,3,0.03,16,Brand#54,10,SM PACK,31,1280,28329.0462
F,F,TAKE BACK RETURN,4,Manufacturer#2,4-NOT SPECIFIED,3,MACHINERY,RAIL,1,0.05,4,Brand#21,19,LG BOX,30,1290,18600.138
F,F,COLLECT COD,2,Manufacturer#3,4-NOT SPECIFIED,3,BUILDING,REG AIR,2,0.08,12,Brand#32,22,LG PACK,13,1291,46308.96
F,F,COLLECT COD,2,Manufacturer#5,5-LOW,3,MACHINERY,MAIL,3,0.02,21,Brand#54,23,MED BAG,25,1292,23353.1452
F,F,COLLECT COD,4,Manufacturer#3,4-NOT SPECIFIED,2,HOUSEHOLD,RAIL,3,0.06,11,Brand#32,21,SM DRUM,32,1293,15419.799
F,F,NONE,2,Manufacturer#1,4-NOT SPECIFIED,2,HOUSEHOLD,REG AIR,2,0.08,12,Brand#14,21,MED BOX,41,1293,51105.4544
F,F,NONE,3,Manufacturer#2,4-NOT SPECIFIED,2,HOUSEHOLD,SHIP,1,0.02,22,Brand#22,21,SM BOX,30,1293,60819.2408
F,F,NONE,3,Manufacturer#2,4-NOT SPECIFIED,3,MACHINERY,MAIL,2,0,23,Brand#23,19,WRAP DRUM,33,1290,2892.7437
F,F,NONE,2,Manufacturer#5,1-URGENT,2,HOUSEHOLD,MAIL,1,0.08,21,Brand#54,9,WRAP CAN,36,1294,49286.8038
F,F,TAKE BACK RETURN,3,Manufacturer#1,5-LOW,0,HOUSEHOLD,RAIL,2,0.07,23,Brand#12,14,SM PACK,27,1295,48209.0616
F,F,TAKE BACK RETURN,0,Manufacturer#5,5-LOW,0,HOUSEHOLD,MAIL,3,0.01,14,Brand#52,14,MED CAN,2,1295,18539.7576
F,F,COLLECT COD,3,Manufacturer#1,5-LOW,0,HOUSEHOLD,RAIL,4,0.03,23,Brand#12,14,SM BOX,24,1295,29073.3003
F,F,NONE,1,Manufacturer#4,5-LOW,0,HOUSEHOLD,SHIP,6,0.03,24,Brand#44,14,WRAP PKG,42,1295,31335.12
F,F,NONE,4,Manufacturer#1,5-LOW,0,HOUSEHOLD,AIR,1,0.01,20,Brand#15,14,LG CASE,2,1295,61766
F,F,TAKE BACK RETURN,1,Manufacturer#2,1-URGENT,0,HOUSEHOLD,TRUCK,3,0.01,24,Brand#24,5,LG JAR,37,1296,36559.1556
F,F,DELIVER IN PERSON,0,Manufacturer#1,5-LOW,1,HOUSEHOLD,SHIP,4,0,14,Brand#12,3,JUMBO BOX,36,1297,10584.684
F,F,TAKE BACK RETURN,2,Manufacturer#3,5-LOW,1,HOUSEHOLD,AIR,2,0.07,8,Brand#34,3,SM DRUM,49,1297,56026.5294
F,F,COLLECT COD,3,Manufacturer#3,5-LOW,1,HOUSEHOLD,MAIL,3,0.04,23,Brand#33,3,MED BAG,7,1297,7652.0535
F,F,TAKE BACK RETURN,2,Manufacturer#2,1-URGENT,0,HOUSEHOLD,AIR,1,0.07,9,Brand#24,5,JUMBO CASE,38,1296,77783.34
F,F,DELIVER IN PERSON,1,Manufacturer#5,3-MEDIUM,0,AUTOMOBILE,TRUCK,2,0.08,1,Brand#54,15,WRAP CAN,9,1298,69106.268
F,F,COLLECT COD,3,Manufacturer#4,3-MEDIUM,0,AUTOMOBILE,RAIL,1,0.05,22,Brand#43,15,SM PKG,36,1298,57859.1325
F,F,TAKE BACK RETURN,1,Manufacturer#4,5-LOW,1,MACHINERY,FOB,2,0.04,3,Brand#44,2,WRAP BAG,6,1299,57572.9055
F,F,DELIVER IN PERSON,3,Manufacturer#4,2-HIGH,2,FURNITURE,MAIL,2,0,7,Brand#45,21,SM BOX,45,1300,14310.747
F,F,TAKE BACK RETURN,3,Manufacturer#3,5-LOW,3,BUILDING,REG AIR,2,0.06,22,Brand#31,23,WRAP PKG,44,1301,4482.0048
F,F,DELIVER IN PERSON,3,Manufacturer#4,5-LOW,3,BUILDING,AIR,3,0.05,6,Brand#43,23,SM PACK,26,1301,45234.3204
F,F,TAKE BACK RETURN,3,Manufacturer#4,2-HIGH,4,FURNITURE,SHIP,2,0,22,Brand#41,13,MED DRUM,15,1302,53540.6244
F,F,NONE,2,Manufacturer#4,5-LOW,1,MACHINERY,RAIL,5,0.06,12,Brand#45,2,JUMBO BAG,29,1299,42226.056
F,F,NONE,3,Manufacturer#5,5-LOW,2,HOUSEHOLD,TRUCK,4,0.06,23,Brand#53,8,SM BAG,27,1303,35783.9944
