l_linestatus,o_orderstatus,l_returnflag,l_shipinstruct,p_mfgr,o_orderpriority,cn_regionkey,c_mktsegment,l_shipmode,l_linenumber,l_tax,s_nationkey,p_brand,p_container,p_size,l_quantity,groupcol,aggcol
O,O,N,DELIVER IN PERSON,Manufacturer#2,2-HIGH,1,BUILDING,FOB,6,0.02,21,Brand#25,SM CASE,22,44,1,39242.0028
F,F,R,DELIVER IN PERSON,Manufacturer#2,3-MEDIUM,0,BUILDING,REG AIR,6,0.01,9,Brand#21,WRAP CAN,20,7,4,6695.8255
O,O,N,COLLECT COD,Manufacturer#5,1-URGENT,4,BUILDING,FOB,2,0.02,8,Brand#51,MED DRUM,9,38,3,45002.64
O,O,N,COLLECT COD,Manufacturer#5,1-URGENT,4,BUILDING,REG AIR,1,0.02,18,Brand#52,JUMBO BOX,46,35,2,40905.914
F,F,A,COLLECT COD,Manufacturer#2,4-NOT SPECIFIED,1,FURNITURE,AIR,5,0.08,9,Brand#25,SM PKG,31,37,4,66503.4485
F,F,A,DELIVER IN PERSON,Manufacturer#5,4-NOT SPECIFIED,1,FURNITURE,TRUCK,7,0.01,12,Brand#52,WRAP PACK,36,20,0,28901.572
F,F,R,COLLECT COD,Manufacturer#1,4-NOT SPECIFIED,1,FURNITURE,TRUCK,3,0.03,12,Brand#12,JUMBO PACK,30,19,0,28131.02
O,O,N,NONE,Manufacturer#2,2-HIGH,2,HOUSEHOLD,RAIL,6,0.02,12,Brand#25,JUMBO CASE,20,15,0,21059.619
O,O,N,DELIVER IN PERSON,Manufacturer#4,2-HIGH,2,HOUSEHOLD,MAIL,7,0.04,12,Brand#45,MED JAR,16,34,0,36606.474
F,F,A,NONE,Manufacturer#5,4-NOT SPECIFIED,1,FURNITURE,AIR,2,0.07,18,Brand#52,MED CASE,13,10,2,9079.491
O,O,N,TAKE BACK RETURN,Manufacturer#1,4-NOT SPECIFIED,1,FURNITURE,FOB,1,0.02,12,Brand#13,SM BOX,4,50,0,59816.67
O,O,N,COLLECT COD,Manufacturer#5,2-HIGH,2,FURNITURE,FOB,3,0.08,12,Brand#51,WRAP CASE,3,20,0,20542.32
F,F,R,COLLECT COD,Manufacturer#1,4-NOT SPECIFIED,3,HOUSEHOLD,MAIL,6,0.01,8,Brand#15,LG DRUM,31,20,3,24359.426
F,F,A,DELIVER IN PERSON,Manufacturer#3,4-NOT SPECIFIED,3,HOUSEHOLD,SHIP,4,0.02,12,Brand#33,LG CAN,16,14,0,16847.6308
F,F,R,COLLECT COD,Manufacturer#3,4-NOT SPECIFIED,3,HOUSEHOLD,AIR,5,0.07,8,Brand#34,SM BAG,47,23,3,41945.813
O,O,N,NONE,Manufacturer#2,5-LOW,1,FURNITURE,SHIP,3,0.07,18,Brand#25,WRAP CASE,21,14,2,19383.0714
O,O,N,NONE,Manufacturer#1,3-MEDIUM,0,HOUSEHOLD,AIR,2,0.08,8,Brand#11,LG DRUM,24,8,3,11604.312
O,O,N,COLLECT COD,Manufacturer#5,4-NOT SPECIFIED,3,FURNITURE,AIR,1,0.04,21,Brand#55,WRAP BOX,17,28,1,33993.5904
O,P,N,NONE,Manufacturer#2,2-HIGH,1,MACHINERY,SHIP,4,0.02,18,Brand#23,LG JAR,46,46,2,50775.4348
O,P,N,COLLECT COD,Manufacturer#5,2-HIGH,1,MACHINERY,FOB,3,0.04,18,Brand#54,LG DRUM,10,17,2,25831.1872
F,F,A,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,1,BUILDING,FOB,1,0,8,Brand#41,WRAP JAR,5,20,3,34595.07
F,F,R,TAKE BACK RETURN,Manufacturer#4,4-NOT SPECIFIED,1,BUILDING,TRUCK,4,0.07,21,Brand#44,WRAP CAN,16,26,1,48905.7426
O,O,N,DELIVER IN PERSON,Manufacturer#2,3-MEDIUM,0,BUILDING,RAIL,6,0.02,21,Brand#22,JUMBO PKG,35,9,1,8035.929
O,O,N,NONE,Manufacturer#5,3-MEDIUM,0,BUILDING,REG AIR,3,0.01,9,Brand#51,JUMBO CASE,33,34,4,37537.9686
O,O,N,TAKE BACK RETURN,Manufacturer#2,3-MEDIUM,0,BUILDING,REG AIR,2,0.02,9,Brand#25,WRAP PKG,37,37,4,49177.0552
F,F,R,DELIVER IN PERSON,Manufacturer#4,4-NOT SPECIFIED,4,HOUSEHOLD,AIR,5,0.01,8,Brand#43,SM BAG,46,23,3,23386.032
F,F,A,TAKE BACK RETURN,Manufacturer#3,2-HIGH,4,AUTOMOBILE,SHIP,1,0.07,18,Brand#34,JUMBO CAN,48,25,2,30044.84
O,O,N,NONE,Manufacturer#5,1-URGENT,1,FURNITURE,TRUCK,5,0.06,9,Brand#52,MED DRUM,44,48,4,49335.9936
F,F,A,COLLECT COD,Manufacturer#5,3-MEDIUM,3,HOUSEHOLD,AIR,1,0.05,8,Brand#54,MED JAR,46,13,3,22045.27
F,F,A,COLLECT COD,Manufacturer#1,3-MEDIUM,3,HOUSEHOLD,FOB,2,0.07,18,Brand#12,SM DRUM,8,13,2,15074.9872
O,O,N,TAKE BACK RETURN,Manufacturer#5,5-LOW,4,AUTOMOBILE,MAIL,4,0,8,Brand#51,MED PACK,41,29,3,27938.7305
O,O,N,NONE,Manufacturer#1,5-LOW,4,AUTOMOBILE,RAIL,3,0.04,12,Brand#11,LG PACK,42,22,0,19634.2168
F,F,A,COLLECT COD,Manufacturer#2,3-MEDIUM,2,AUTOMOBILE,TRUCK,2,0.04,21,Brand#24,WRAP BAG,28,23,1,34931.6502
F,F,R,TAKE BACK RETURN,Manufacturer#3,3-MEDIUM,2,AUTOMOBILE,TRUCK,1,0.08,9,Brand#33,LG DRUM,46,4,4,4040.44
F,F,A,TAKE BACK RETURN,Manufacturer#4,2-HIGH,1,FURNITURE,REG AIR,1,0,18,Brand#41,SM CAN,47,44,2,40380.9912
F,F,A,COLLECT COD,Manufacturer#1,4-NOT SPECIFIED,0,AUTOMOBILE,FOB,3,0.03,12,Brand#14,JUMBO PACK,7,37,0,48713.1344
O,O,N,COLLECT COD,Manufacturer#3,2-HIGH,2,AUTOMOBILE,TRUCK,5,0.06,8,Brand#35,JUMBO CAN,6,25,3,32650.8
O,O,N,COLLECT COD,Manufacturer#2,2-HIGH,2,AUTOMOBILE,TRUCK,3,0.01,9,Brand#23,LG BAG,35,36,4,59970.456
O,O,N,COLLECT COD,Manufacturer#2,2-HIGH,3,MACHINERY,TRUCK,2,0.05,21,Brand#22,WRAP DRUM,37,2,1,2974.5156
O,O,N,COLLECT COD,Manufacturer#1,2-HIGH,3,MACHINERY,SHIP,5,0.05,8,Brand#13,JUMBO PACK,17,14,3,24136.7336
O,O,N,DELIVER IN PERSON,Manufacturer#4,2-HIGH,3,MACHINERY,TRUCK,3,0.03,18,Brand#41,SM BOX,33,27,2,31121.0532
O,O,N,NONE,Manufacturer#5,2-HIGH,3,MACHINERY,REG AIR,1,0.02,12,Brand#52,LG JAR,14,3,0,2804.0376
F,F,R,NONE,Manufacturer#3,3-MEDIUM,0,AUTOMOBILE,SHIP,1,0.04,21,Brand#32,WRAP CAN,25,34,1,39536.067
F,F,A,NONE,Manufacturer#4,3-MEDIUM,0,AUTOMOBILE,RAIL,4,0.02,12,Brand#43,JUMBO DRUM,38,2,0,1694.4786
F,F,R,COLLECT COD,Manufacturer#2,4-NOT SPECIFIED,4,AUTOMOBILE,FOB,3,0.04,9,Brand#23,MED DRUM,7,36,4,53733.24
F,F,A,DELIVER IN PERSON,Manufacturer#5,4-NOT SPECIFIED,4,AUTOMOBILE,SHIP,4,0.05,21,Brand#54,MED BAG,31,5,1,8525.5725
F,F,A,TAKE BACK RETURN,Manufacturer#5,4-NOT SPECIFIED,4,AUTOMOBILE,RAIL,1,0.04,18,Brand#52,JUMBO BOX,46,30,2,38111.1
O,O,N,NONE,Manufacturer#4,3-MEDIUM,1,BUILDING,FOB,1,0.03,9,Brand#45,MED PKG,8,27,4,34990.5339
F,F,A,COLLECT COD,Manufacturer#5,2-HIGH,1,HOUSEHOLD,AIR,4,0.05,9,Brand#51,SM CAN,8,10,4,14202.006
F,F,A,NONE,Manufacturer#4,2-HIGH,1,HOUSEHOLD,SHIP,2,0.05,18,Brand#45,SM PACK,3,34,2,53169.4312
F,F,A,DELIVER IN PERSON,Manufacturer#4,4-NOT SPECIFIED,4,BUILDING,SHIP,3,0.05,21,Brand#44,SM DRUM,36,32,1,45526.736
F,F,A,DELIVER IN PERSON,Manufacturer#4,3-MEDIUM,1,HOUSEHOLD,TRUCK,1,0.06,9,Brand#43,JUMBO BAG,43,2,4,3245.44
F,F,A,DELIVER IN PERSON,Manufacturer#3,3-MEDIUM,1,HOUSEHOLD,SHIP,4,0.07,8,Brand#35,SM CAN,24,45,3,71385.111
F,F,R,NONE,Manufacturer#4,1-URGENT,0,AUTOMOBILE,FOB,2,0.05,12,Brand#45,SM CASE,38,44,0,68025.9096
F,F,R,NONE,Manufacturer#2,1-URGENT,0,AUTOMOBILE,SHIP,4,0,9,Brand#25,MED CAN,25,45,4,40400.46
O,O,N,TAKE BACK RETURN,Manufacturer#3,4-NOT SPECIFIED,4,AUTOMOBILE,MAIL,1,0,21,Brand#32,LG PKG,36,7,1,7786.1784
O,O,N,DELIVER IN PERSON,Manufacturer#2,1-URGENT,0,AUTOMOBILE,REG AIR,3,0.06,18,Brand#25,WRAP PACK,37,41,2,70109.631
O,O,N,NONE,Manufacturer#3,2-HIGH,2,HOUSEHOLD,SHIP,3,0.01,18,Brand#35,JUMBO DRUM,21,41,2,55951.0272
O,O,N,NONE,Manufacturer#5,2-HIGH,2,HOUSEHOLD,RAIL,4,0.08,21,Brand#51,JUMBO PACK,49,23,1,31470.348
O,O,N,COLLECT COD,Manufacturer#1,1-URGENT,0,BUILDING,SHIP,5,0,8,Brand#12,MED PKG,41,13,3,12581.088
O,O,N,TAKE BACK RETURN,Manufacturer#1,1-URGENT,0,BUILDING,AIR,4,0,8,Brand#14,WRAP CASE,49,42,3,64689.9372
F,F,A,TAKE BACK RETURN,Manufacturer#3,2-HIGH,4,HOUSEHOLD,REG AIR,2,0.03,21,Brand#33,JUMBO CAN,47,30,1,39344.352
F,F,R,DELIVER IN PERSON,Manufacturer#3,2-HIGH,4,HOUSEHOLD,RAIL,4,0.02,8,Brand#35,LG CAN,42,11,3,11022.5016
F,F,A,DELIVER IN PERSON,Manufacturer#2,5-LOW,2,AUTOMOBILE,TRUCK,1,0.03,21,Brand#25,SM PKG,35,7,1,13306.93
O,O,N,COLLECT COD,Manufacturer#4,1-URGENT,4,MACHINERY,RAIL,4,0.03,21,Brand#45,SM CASE,26,14,1,24592.022
O,O,N,DELIVER IN PERSON,Manufacturer#4,1-URGENT,4,MACHINERY,AIR,6,0,12,Brand#41,JUMBO CASE,29,44,0,71808.462
O,O,N,NONE,Manufacturer#3,2-HIGH,1,FURNITURE,SHIP,3,0,21,Brand#31,LG JAR,32,41,1,46558.9276
O,O,N,TAKE BACK RETURN,Manufacturer#5,2-HIGH,1,FURNITURE,SHIP,6,0.03,21,Brand#54,JUMBO DRUM,18,26,1,41591.992
F,F,A,TAKE BACK RETURN,Manufacturer#4,3-MEDIUM,4,AUTOMOBILE,REG AIR,1,0.06,8,Brand#44,WRAP BAG,4,22,3,22680.262
O,O,N,COLLECT COD,Manufacturer#5,2-HIGH,0,AUTOMOBILE,RAIL,2,0.06,9,Brand#51,WRAP BOX,25,13,4,18691.9564
O,O,N,COLLECT COD,Manufacturer#3,4-NOT SPECIFIED,1,BUILDING,FOB,2,0.03,9,Brand#35,MED BAG,44,3,4,4975.938
O,O,N,NONE,Manufacturer#3,4-NOT SPECIFIED,2,MACHINERY,RAIL,1,0,18,Brand#32,MED CASE,29,40,2,44128.084
O,O,N,DELIVER IN PERSON,Manufacturer#3,4-NOT SPECIFIED,2,MACHINERY,RAIL,7,0.03,12,Brand#32,JUMBO BAG,42,42,0,39607.68
O,O,N,DELIVER IN PERSON,Manufacturer#1,4-NOT SPECIFIED,2,MACHINERY,REG AIR,5,0.05,9,Brand#11,SM PACK,32,47,4,76875.456
F,F,R,DELIVER IN PERSON,Manufacturer#2,2-HIGH,1,FURNITURE,SHIP,1,0.07,21,Brand#22,JUMBO JAR,7,44,1,62368.306
O,O,N,NONE,Manufacturer#2,5-LOW,2,MACHINERY,TRUCK,1,0,8,Brand#25,JUMBO PACK,8,41,3,56175.5227
F,F,A,TAKE BACK RETURN,Manufacturer#3,4-NOT SPECIFIED,1,FURNITURE,MAIL,3,0.08,8,Brand#33,WRAP BAG,11,41,3,68118.4537
O,O,N,NONE,Manufacturer#3,3-MEDIUM,1,AUTOMOBILE,AIR,1,0.03,18,Brand#31,SM BOX,20,1,2,995.733
O,O,N,TAKE BACK RETURN,Manufacturer#1,3-MEDIUM,1,AUTOMOBILE,SHIP,3,0.08,18,Brand#12,JUMBO BAG,43,13,2,15419.2233
O,O,N,TAKE BACK RETURN,Manufacturer#1,3-MEDIUM,1,AUTOMOBILE,TRUCK,2,0.06,21,Brand#12,SM DRUM,16,49,1,51230.7054
O,O,N,NONE,Manufacturer#2,2-HIGH,1,AUTOMOBILE,RAIL,1,0.01,8,Brand#23,WRAP BAG,35,31,3,33493.1688
O,O,N,TAKE BACK RETURN,Manufacturer#2,4-NOT SPECIFIED,2,BUILDING,FOB,3,0.08,21,Brand#21,SM BOX,11,47,1,56080.3248
O,O,N,TAKE BACK RETURN,Manufacturer#1,5-LOW,1,AUTOMOBILE,AIR,3,0.04,21,Brand#11,JUMBO PKG,29,8,1,8377.12
O,O,N,COLLECT COD,Manufacturer#3,5-LOW,1,AUTOMOBILE,RAIL,1,0.02,9,Brand#33,JUMBO BOX,18,28,4,42961.4976
O,O,N,NONE,Manufacturer#3,3-MEDIUM,1,AUTOMOBILE,MAIL,2,0.02,21,Brand#35,MED BOX,47,8,1,10114.308
F,F,R,DELIVER IN PERSON,Manufacturer#3,2-HIGH,0,MACHINERY,REG AIR,1,0.06,9,Brand#34,LG DRUM,33,7,4,11566.359
O,O,N,DELIVER IN PERSON,Manufacturer#4,1-URGENT,4,HOUSEHOLD,AIR,4,0.06,18,Brand#45,MED DRUM,34,11,2,15459.5144
O,O,N,TAKE BACK RETURN,Manufacturer#1,1-URGENT,4,HOUSEHOLD,REG AIR,3,0.05,8,Brand#14,JUMBO PACK,7,24,3,29340.7296
O,O,N,NONE,Manufacturer#2,1-URGENT,4,HOUSEHOLD,REG AIR,1,0.01,12,Brand#24,LG PACK,50,7,0,6111.8176
F,F,A,NONE,Manufacturer#3,1-URGENT,2,AUTOMOBILE,AIR,2,0.05,9,Brand#33,SM CASE,25,24,4,37543.8888
F,F,A,NONE,Manufacturer#2,1-URGENT,2,AUTOMOBILE,AIR,7,0.04,12,Brand#23,MED DRUM,19,33,0,50024.8815
F,F,A,DELIVER IN PERSON,Manufacturer#5,1-URGENT,2,AUTOMOBILE,RAIL,4,0.02,18,Brand#54,SM DRUM,19,18,2,30325.914
F,F,A,DELIVER IN PERSON,Manufacturer#3,1-URGENT,2,AUTOMOBILE,TRUCK,5,0.02,18,Brand#34,WRAP JAR,43,17,2,20880.811
F,F,A,DELIVER IN PERSON,Manufacturer#2,2-HIGH,3,BUILDING,AIR,3,0.07,9,Brand#22,WRAP JAR,3,17,4,21247.5809
F,F,R,TAKE BACK RETURN,Manufacturer#3,4-NOT SPECIFIED,4,HOUSEHOLD,AIR,2,0.01,18,Brand#35,SM JAR,7,12,2,14174.076
O,O,N,NONE,Manufacturer#4,1-URGENT,0,FURNITURE,RAIL,2,0.07,9,Brand#43,MED DRUM,43,2,4,1888.1046
O,O,N,NONE,Manufacturer#2,1-URGENT,0,FURNITURE,MAIL,3,0.07,9,Brand#24,LG PKG,42,43,4,57423.318
F,F,R,COLLECT COD,Manufacturer#5,3-MEDIUM,1,AUTOMOBILE,RAIL,2,0.02,21,Brand#51,JUMBO CASE,48,42,1,60705.6324
F,P,N,COLLECT COD,Manufacturer#4,2-HIGH,1,BUILDING,SHIP,4,0,12,Brand#41,MED JAR,18,27,0,44390.9646
O,P,N,COLLECT COD,Manufacturer#4,3-MEDIUM,1,AUTOMOBILE,TRUCK,6,0.05,18,Brand#44,WRAP PACK,1,20,2,21845.46
O,P,N,COLLECT COD,Manufacturer#5,3-MEDIUM,1,AUTOMOBILE,MAIL,1,0.02,8,Brand#54,WRAP CASE,46,7,3,9579.5245
O,O,N,DELIVER IN PERSON,Manufacturer#4,3-MEDIUM,1,BUILDING,SHIP,1,0.03,18,Brand#43,JUMBO PACK,25,26,2,35939.7948
O,O,N,COLLECT COD,Manufacturer#3,3-MEDIUM,1,BUILDING,AIR,3,0.02,18,Brand#35,JUMBO JAR,28,20,2,31577.768
F,F,R,DELIVER IN PERSON,Manufacturer#1,2-HIGH,4,HOUSEHOLD,REG AIR,6,0,18,Brand#15,JUMBO JAR,3,7,2,8809.2781
O,O,N,NONE,Manufacturer#3,3-MEDIUM,3,FURNITURE,SHIP,7,0.01,21,Brand#34,MED PKG,23,21,1,34387.0884
O,O,N,NONE,Manufacturer#2,3-MEDIUM,3,FURNITURE,AIR,1,0,9,Brand#25,MED CAN,25,35,4,32084.108
O,O,N,TAKE BACK RETURN,Manufacturer#5,3-MEDIUM,3,FURNITURE,REG AIR,6,0.07,8,Brand#55,SM BAG,17,26,3,45721.5902
F,F,R,DELIVER IN PERSON,Manufacturer#1,1-URGENT,4,AUTOMOBILE,SHIP,4,0,9,Brand#15,LG CASE,41,46,4,61599.9202
O,O,N,NONE,Manufacturer#3,4-NOT SPECIFIED,4,BUILDING,AIR,1,0.01,21,Brand#31,JUMBO BAG,9,5,1,4222.491
F,F,A,TAKE BACK RETURN,Manufacturer#2,1-URGENT,1,BUILDING,MAIL,2,0.07,8,Brand#25,JUMBO PACK,8,28,3,35990.7548
O,O,N,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,2,MACHINERY,TRUCK,1,0.01,12,Brand#43,MED JAR,13,1,0,1611.9505
O,O,N,NONE,Manufacturer#2,4-NOT SPECIFIED,2,MACHINERY,TRUCK,3,0.02,8,Brand#25,LG BOX,30,37,3,68336.78
O,O,N,TAKE BACK RETURN,Manufacturer#5,4-NOT SPECIFIED,2,MACHINERY,SHIP,2,0.07,9,Brand#55,JUMBO DRUM,2,19,4,24935.79
F,F,R,COLLECT COD,Manufacturer#4,4-NOT SPECIFIED,4,HOUSEHOLD,REG AIR,2,0.06,18,Brand#43,WRAP CASE,44,12,2,17676.6204
O,O,N,TAKE BACK RETURN,Manufacturer#5,2-HIGH,3,HOUSEHOLD,TRUCK,1,0.03,18,Brand#54,LG CAN,49,49,2,49490.098
O,O,N,NONE,Manufacturer#2,1-URGENT,4,MACHINERY,MAIL,4,0.03,18,Brand#25,LG PKG,19,10,2,14078.976
O,O,N,NONE,Manufacturer#4,1-URGENT,4,MACHINERY,TRUCK,1,0.06,18,Brand#43,LG PKG,15,20,2,21599.436
F,F,R,TAKE BACK RETURN,Manufacturer#1,3-MEDIUM,4,BUILDING,AIR,2,0.04,18,Brand#12,JUMBO DRUM,17,47,2,61019.9073
F,F,A,DELIVER IN PERSON,Manufacturer#3,3-MEDIUM,4,BUILDING,SHIP,5,0.02,21,Brand#35,SM JAR,7,49,1,54831.294
O,O,N,NONE,Manufacturer#5,2-HIGH,0,BUILDING,RAIL,2,0.06,18,Brand#51,LG BOX,48,38,2,42176.6864
O,O,N,TAKE BACK RETURN,Manufacturer#4,1-URGENT,1,AUTOMOBILE,RAIL,2,0.07,18,Brand#43,JUMBO CAN,37,14,2,15827.4116
F,F,R,COLLECT COD,Manufacturer#3,5-LOW,4,MACHINERY,TRUCK,5,0.02,12,Brand#35,JUMBO CASE,24,43,0,37832.1396
F,F,A,DELIVER IN PERSON,Manufacturer#1,5-LOW,4,MACHINERY,FOB,1,0.07,18,Brand#14,MED PACK,2,18,2,28354.0284
F,F,A,COLLECT COD,Manufacturer#4,2-HIGH,2,BUILDING,FOB,1,0.01,18,Brand#43,JUMBO CASE,19,7,2,9727.4688
F,F,A,TAKE BACK RETURN,Manufacturer#4,2-HIGH,2,BUILDING,MAIL,3,0,8,Brand#42,MED JAR,7,33,3,35761.8294
F,F,R,TAKE BACK RETURN,Manufacturer#3,5-LOW,2,BUILDING,FOB,1,0.02,18,Brand#34,WRAP PKG,27,21,2,23782.815
F,F,R,DELIVER IN PERSON,Manufacturer#4,1-URGENT,3,FURNITURE,REG AIR,2,0.03,9,Brand#41,JUMBO PACK,44,25,4,27579.925
F,F,A,COLLECT COD,Manufacturer#3,2-HIGH,2,AUTOMOBILE,TRUCK,3,0.01,18,Brand#32,SM DRUM,2,29,2,33195.9375
F,F,R,TAKE BACK RETURN,Manufacturer#4,2-HIGH,2,AUTOMOBILE,MAIL,1,0.04,9,Brand#43,JUMBO CASE,44,22,4,34586.112
F,F,A,TAKE BACK RETURN,Manufacturer#2,2-HIGH,2,AUTOMOBILE,AIR,2,0.03,21,Brand#21,LG CAN,15,3,1,4284.4077
O,O,N,NONE,Manufacturer#4,4-NOT SPECIFIED,1,AUTOMOBILE,FOB,2,0.07,18,Brand#41,WRAP PKG,26,39,2,46304.5869
F,F,A,DELIVER IN PERSON,Manufacturer#5,4-NOT SPECIFIED,0,BUILDING,FOB,4,0.02,12,Brand#52,MED PKG,33,23,0,34315.5952
O,P,N,COLLECT COD,Manufacturer#3,4-NOT SPECIFIED,0,HOUSEHOLD,FOB,1,0.07,9,Brand#31,SM BAG,28,49,4,88575.3792
O,O,N,TAKE BACK RETURN,Manufacturer#4,2-HIGH,4,FURNITURE,TRUCK,1,0.06,12,Brand#42,JUMBO CAN,4,11,0,11831.8035
F,F,R,DELIVER IN PERSON,Manufacturer#5,3-MEDIUM,2,AUTOMOBILE,TRUCK,3,0.08,18,Brand#52,JUMBO PKG,17,41,2,48592.544
F,F,A,COLLECT COD,Manufacturer#3,3-MEDIUM,0,FURNITURE,FOB,3,0.04,9,Brand#35,SM BAG,21,37,4,38466.9945
F,F,R,NONE,Manufacturer#3,3-MEDIUM,4,HOUSEHOLD,FOB,3,0.01,8,Brand#33,JUMBO CASE,42,18,3,29754.7992
F,F,R,TAKE BACK RETURN,Manufacturer#1,3-MEDIUM,3,HOUSEHOLD,REG AIR,1,0.07,21,Brand#12,SM PKG,47,42,1,76325.3568
O,O,N,DELIVER IN PERSON,Manufacturer#4,1-URGENT,4,FURNITURE,MAIL,2,0,18,Brand#41,SM BOX,33,1,2,1069.452
O,O,N,TAKE BACK RETURN,Manufacturer#4,1-URGENT,4,FURNITURE,MAIL,5,0.01,21,Brand#44,MED DRUM,14,36,1,48731.814
O,O,N,TAKE BACK RETURN,Manufacturer#4,1-URGENT,0,MACHINERY,TRUCK,3,0.06,8,Brand#42,SM JAR,4,48,3,66266.496
O,O,N,TAKE BACK RETURN,Manufacturer#4,1-URGENT,0,HOUSEHOLD,TRUCK,2,0.03,8,Brand#45,SM CASE,38,32,3,45975.2704
F,F,R,NONE,Manufacturer#2,2-HIGH,0,FURNITURE,AIR,1,0.06,9,Brand#21,JUMBO JAR,47,11,4,13898.6848
F,F,R,TAKE BACK RETURN,Manufacturer#2,5-LOW,0,BUILDING,RAIL,1,0.03,12,Brand#23,MED BAG,32,47,0,43449.5495
O,O,N,TAKE BACK RETURN,Manufacturer#5,3-MEDIUM,2,MACHINERY,REG AIR,3,0,8,Brand#51,MED PACK,41,11,3,10262.7932
O,O,N,NONE,Manufacturer#5,4-NOT SPECIFIED,0,HOUSEHOLD,TRUCK,5,0.02,12,Brand#55,SM BAG,17,3,0,5112.4062
O,O,N,TAKE BACK RETURN,Manufacturer#4,4-NOT SPECIFIED,0,HOUSEHOLD,MAIL,6,0.04,21,Brand#44,SM DRUM,36,25,1,34818.9675
O,O,N,TAKE BACK RETURN,Manufacturer#5,4-NOT SPECIFIED,0,HOUSEHOLD,SHIP,2,0,18,Brand#52,WRAP CASE,36,37,2,65029.4499
F,F,A,TAKE BACK RETURN,Manufacturer#2,4-NOT SPECIFIED,3,HOUSEHOLD,RAIL,1,0.06,18,Brand#25,SM BAG,3,39,2,68566.3407
F,F,A,TAKE BACK RETURN,Manufacturer#3,3-MEDIUM,0,BUILDING,RAIL,4,0.08,8,Brand#34,JUMBO CAN,20,36,3,59751
F,F,R,DELIVER IN PERSON,Manufacturer#5,2-HIGH,2,BUILDING,RAIL,1,0.01,8,Brand#51,LG PACK,42,43,3,74739.7104
F,F,R,TAKE BACK RETURN,Manufacturer#5,2-HIGH,2,BUILDING,FOB,4,0.01,21,Brand#52,JUMBO BAG,9,1,1,1527.7482
O,O,N,DELIVER IN PERSON,Manufacturer#3,3-MEDIUM,2,HOUSEHOLD,MAIL,1,0,21,Brand#32,SM BOX,49,46,1,47330.136
O,O,N,NONE,Manufacturer#2,3-MEDIUM,2,HOUSEHOLD,RAIL,3,0.03,8,Brand#21,SM BAG,13,23,3,39114.5337
O,O,N,DELIVER IN PERSON,Manufacturer#1,3-MEDIUM,2,HOUSEHOLD,FOB,2,0.01,21,Brand#12,LG CASE,17,11,1,10978.5291
O,O,N,COLLECT COD,Manufacturer#5,3-MEDIUM,0,FURNITURE,TRUCK,2,0.05,12,Brand#52,WRAP PACK,36,50,0,67092.935
O,O,N,NONE,Manufacturer#5,3-MEDIUM,1,BUILDING,RAIL,4,0.08,9,Brand#51,SM JAR,9,3,4,3444.1224
O,O,N,DELIVER IN PERSON,Manufacturer#1,3-MEDIUM,1,BUILDING,FOB,1,0.03,18,Brand#12,WRAP DRUM,20,28,2,24360.154
O,O,N,NONE,Manufacturer#1,3-MEDIUM,1,BUILDING,MAIL,3,0.07,21,Brand#14,WRAP CASE,16,2,1,2414.592
O,O,N,NONE,Manufacturer#3,3-MEDIUM,1,BUILDING,REG AIR,2,0.06,8,Brand#31,WRAP DRUM,29,31,3,39856.8984
O,O,N,DELIVER IN PERSON,Manufacturer#1,1-URGENT,0,HOUSEHOLD,AIR,4,0.04,18,Brand#12,WRAP CASE,20,13,2,19828.0368
O,O,N,NONE,Manufacturer#5,1-URGENT,1,FURNITURE,SHIP,4,0.08,9,Brand#51,SM PKG,28,23,4,32249.9974
O,O,N,COLLECT COD,Manufacturer#2,4-NOT SPECIFIED,3,HOUSEHOLD,AIR,2,0.03,9,Brand#23,MED PKG,17,1,4,1222.1464
F,F,R,NONE,Manufacturer#1,1-URGENT,0,MACHINERY,FOB,1,0.02,12,Brand#15,SM PACK,1,31,0,56566.3448
F,F,R,TAKE BACK RETURN,Manufacturer#1,4-NOT SPECIFIED,3,FURNITURE,REG AIR,2,0.05,12,Brand#15,JUMBO JAR,49,34,0,61340.1208
F,F,A,DELIVER IN PERSON,Manufacturer#1,4-NOT SPECIFIED,3,FURNITURE,AIR,5,0.06,8,Brand#12,WRAP PKG,40,8,3,13031.28
F,F,A,COLLECT COD,Manufacturer#3,4-NOT SPECIFIED,3,FURNITURE,SHIP,1,0.03,18,Brand#34,JUMBO CAN,48,25,2,28818.52
F,F,R,COLLECT COD,Manufacturer#1,4-NOT SPECIFIED,3,FURNITURE,FOB,3,0.01,9,Brand#15,JUMBO PKG,26,43,4,54511.4655
F,F,A,NONE,Manufacturer#2,3-MEDIUM,3,FURNITURE,FOB,2,0.01,9,Brand#21,MED CAN,28,21,4,36628.9056
F,F,A,DELIVER IN PERSON,Manufacturer#4,3-MEDIUM,3,FURNITURE,SHIP,4,0,12,Brand#42,MED CAN,11,47,0,56730.9834
F,F,A,COLLECT COD,Manufacturer#4,3-MEDIUM,0,FURNITURE,TRUCK,1,0.02,21,Brand#41,MED PACK,19,26,1,37946.012
F,F,R,NONE,Manufacturer#5,3-MEDIUM,1,HOUSEHOLD,MAIL,3,0,18,Brand#54,JUMBO PACK,13,3,2,2848.482
